Date,ALPS Alerian MLP_Open_average,ALPS Alerian MLP_Open_max,ALPS Alerian MLP_Open_min,ALPS Alerian MLP_Open_volatility,ALPS Alerian MLP_Open_change,ALPS Alerian MLP_High_average,ALPS Alerian MLP_High_max,ALPS Alerian MLP_High_min,ALPS Alerian MLP_High_volatility,ALPS Alerian MLP_High_change,ALPS Alerian MLP_Low_average,ALPS Alerian MLP_Low_max,ALPS Alerian MLP_Low_min,ALPS Alerian MLP_Low_volatility,ALPS Alerian MLP_Low_change,ALPS Alerian MLP_Close_average,ALPS Alerian MLP_Close_max,ALPS Alerian MLP_Close_min,ALPS Alerian MLP_Close_volatility,ALPS Alerian MLP_Close_change
2018-01-14,11.6,11.6,11.6,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2018-01-21,11.8,11.8,11.8,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2018-01-28,11.08,11.08,11.08,0.0,0.0,11.3,11.3,11.3,0.0,0.0,10.84,10.84,10.84,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2018-02-04,10.6,10.6,10.6,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2018-02-11,10.75,10.75,10.75,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2018-02-18,10.43,10.43,10.43,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2018-02-25,10.11,10.11,10.11,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2018-03-04,10.23,10.23,10.23,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2018-03-11,9.87,9.87,9.87,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2018-03-18,9.39,9.39,9.39,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2018-03-25,9.35,9.35,9.35,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.3,9.3,9.3,0.0,0.0
2018-04-01,9.42,9.42,9.42,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2018-04-08,9.7,9.7,9.7,0.0,0.0,10.12,10.12,10.12,0.0,0.0,9.66,9.66,9.66,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2018-04-15,10.03,10.03,10.03,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2018-04-22,10.11,10.11,10.11,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2018-04-29,10.12,10.12,10.12,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2018-05-06,10.09,10.09,10.09,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.3,10.3,10.3,0.0,0.0
2018-05-13,10.42,10.42,10.42,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2018-05-20,10.1,10.1,10.1,0.0,0.0,10.18,10.18,10.18,0.0,0.0,9.94,9.94,9.94,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2018-05-27,10.42,10.42,10.42,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2018-06-03,10.44,10.44,10.44,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2018-06-10,10.15,10.15,10.15,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-06-17,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2018-06-24,10.11,10.11,10.11,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2018-07-01,10.25,10.25,10.25,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2018-07-08,10.24,10.24,10.24,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2018-07-15,10.54,10.54,10.54,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2018-07-22,10.73,10.73,10.73,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2018-07-29,11.2,11.2,11.2,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2018-08-05,11.18,11.18,11.18,0.0,0.0,11.19,11.19,11.19,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2018-08-12,11.08,11.08,11.08,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2018-08-19,11.15,11.15,11.15,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-08-26,10.89,10.89,10.89,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2018-09-02,10.88,10.88,10.88,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2018-09-09,10.89,10.89,10.89,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2018-09-16,10.86,10.86,10.86,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2018-09-23,10.72,10.72,10.72,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2018-09-30,10.79,10.79,10.79,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2018-10-07,10.58,10.58,10.58,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2018-10-14,10.57,10.57,10.57,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2018-10-21,9.9,9.9,9.9,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.74,9.74,9.74,0.0,0.0
2018-10-28,9.89,9.89,9.89,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.84,9.84,9.84,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2018-11-04,9.93,9.93,9.93,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2018-11-11,9.66,9.66,9.66,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.67,9.67,9.67,0.0,0.0
2018-11-18,9.46,9.46,9.46,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2018-11-25,9.7,9.7,9.7,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2018-12-02,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.31,9.31,9.31,0.0,0.0
2018-12-09,9.51,9.51,9.51,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.25,9.25,9.25,0.0,0.0
2018-12-16,8.64,8.64,8.64,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.31,8.31,8.31,0.0,0.0,8.32,8.32,8.32,0.0,0.0
2018-12-23,8.68,8.68,8.68,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2018-12-30,9.5,9.5,9.5,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.56,9.56,9.56,0.0,0.0
2019-01-06,9.58,9.58,9.58,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2019-01-13,9.79,9.79,9.79,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.86,9.86,9.86,0.0,0.0
2019-01-20,9.71,9.71,9.71,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2019-01-27,9.93,9.93,9.93,0.0,0.0,10.05,10.05,10.05,0.0,0.0,9.87,9.87,9.87,0.0,0.0,10.01,10.01,10.01,0.0,0.0
2019-02-03,9.6,9.6,9.6,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2019-02-10,9.89,9.89,9.89,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.91,9.91,9.91,0.0,0.0
