Date,LW_stock_Open_average,LW_stock_Open_max,LW_stock_Open_min,LW_stock_Open_volatility,LW_stock_Open_change,LW_stock_High_average,LW_stock_High_max,LW_stock_High_min,LW_stock_High_volatility,LW_stock_High_change,LW_stock_Low_average,LW_stock_Low_max,LW_stock_Low_min,LW_stock_Low_volatility,LW_stock_Low_change,LW_stock_Close_average,LW_stock_Close_max,LW_stock_Close_min,LW_stock_Close_volatility,LW_stock_Close_change,LW_stock_Volume_average,LW_stock_Volume_max,LW_stock_Volume_min,LW_stock_Volume_volatility,LW_stock_Volume_change
2018-01-14,58.9225,59.37,58.4,0.9699999999999989,0.7800000000000011,59.6325,60.28,59.09,1.1899999999999977,1.1899999999999977,58.6625,59.18,58.34,0.8399999999999963,0.8399999999999963,59.2325,60.04,58.52,1.519999999999996,1.519999999999996,1081951,1657129,680320,976809,-36828
2018-01-21,60.025999999999996,60.4,59.23,1.1700000000000017,-1.0400000000000063,60.516,60.85,59.86,0.990000000000002,-0.990000000000002,59.478,60.04,58.8,1.240000000000002,-1.240000000000002,59.906,60.32,59.24,1.0799999999999983,-0.5,670071,828295,444994,383301,-349425
2018-01-28,58.434,59.49,57.15,2.3400000000000034,-2.3400000000000034,58.982,60.23,57.65,2.5799999999999983,-2.5799999999999983,57.71,59.08,56.23,2.8500000000000014,-2.8500000000000014,58.026,59.09,56.79,2.3000000000000043,-2.3000000000000043,1199958,1788400,709746,1078654,1078654
2018-02-04,55.968,57.13,55.08,2.0500000000000043,-1.6600000000000037,56.912,57.53,55.56,1.9699999999999989,-1.9699999999999989,54.728,56.17,52.92,3.25,-3.25,55.652,56.93,54.46,2.469999999999999,-1.8800000000000026,1855437,2142202,1622123,520079,-331771
2018-02-11,54.72,55.07,54.33,0.740000000000002,0.28999999999999915,55.324,55.85,54.83,1.0200000000000031,0.38000000000000256,54.244,54.85,53.87,0.980000000000004,0.5,54.967999999999996,55.58,54.24,1.3399999999999963,0.5,1826738,3528806,1263903,2264903,-3435
2018-02-18,54.3,55.28,53.52,1.759999999999998,-1.3000000000000043,54.8875,55.57,54.27,1.2999999999999972,-0.8200000000000003,53.5775,54.24,53.29,0.9500000000000028,-0.9299999999999997,54.065,54.71,53.51,1.2000000000000028,0.4200000000000017,1031816,1400073,706994,693079,-436139
2018-02-25,54.489999999999995,54.94,54.08,0.8599999999999994,-0.7100000000000009,55.07,55.43,54.82,0.6099999999999994,0.35999999999999943,54.17,54.39,53.99,0.3999999999999986,-0.3100000000000023,54.586,55.37,54.09,1.279999999999994,0.75,720526,941001,530254,410747,107130
2018-03-04,56.144,56.99,55.21,1.7800000000000011,1.7800000000000011,56.74,57.39,55.93,1.4600000000000009,1.4600000000000009,55.86,56.66,55.01,1.6499999999999986,1.6499999999999986,56.602000000000004,57.33,55.88,1.4499999999999957,1.4499999999999957,908209,1070696,784777,285919,-103696
2018-03-11,56.694,57.46,55.72,1.740000000000002,-1.740000000000002,57.014,57.67,56.25,1.4200000000000017,-1.4200000000000017,55.926,56.85,55.23,1.6200000000000045,-1.6200000000000045,56.217999999999996,57.26,55.62,1.6400000000000006,-1.6000000000000014,638130,1027107,391742,635365,229102
2018-03-18,55.294000000000004,55.67,54.75,0.9200000000000017,-0.7700000000000031,55.698,55.96,55.2,0.759999999999998,-0.6599999999999966,54.778,55.51,54.04,1.4699999999999989,-1.1499999999999986,55.03,55.69,54.05,1.6400000000000006,-1.4200000000000017,722291,976236,422419,553817,-169591
