Date,DSSStock_Open_average,DSSStock_Open_max,DSSStock_Open_min,DSSStock_Open_volatility,DSSStock_Open_change,DSSStock_High_average,DSSStock_High_max,DSSStock_High_min,DSSStock_High_volatility,DSSStock_High_change,DSSStock_Low_average,DSSStock_Low_max,DSSStock_Low_min,DSSStock_Low_volatility,DSSStock_Low_change,DSSStock_Close_average,DSSStock_Close_max,DSSStock_Close_min,DSSStock_Close_volatility,DSSStock_Close_change,DSSStock_Volume_average,DSSStock_Volume_max,DSSStock_Volume_min,DSSStock_Volume_volatility,DSSStock_Volume_change
2018-01-14,2.21,2.28,2.15,0.1299999999999999,0.050000000000000266,2.2824999999999998,2.4,2.2,0.19999999999999973,-0.19999999999999973,2.1125,2.14,2.1,0.040000000000000036,0.0,2.1775,2.2,2.14,0.06000000000000005,-0.06000000000000005,54076,119263,18576,100687,-100687
2018-01-21,2.072,2.13,2.0,0.1299999999999999,0.020000000000000018,2.132,2.22,2.08,0.14000000000000012,0.11000000000000032,2.01,2.03,2.0,0.029999999999999805,0.020000000000000018,2.052,2.12,2.01,0.11000000000000032,0.04999999999999982,28743,41237,13764,27473,-579
2018-01-28,1.818,2.12,1.3,0.8200000000000001,-0.8200000000000001,1.84,2.12,1.41,0.7100000000000002,-0.7100000000000002,1.6119999999999999,2.05,1.29,0.7599999999999998,-0.7499999999999998,1.64588,2.0894,1.32,0.7693999999999999,-0.7593999999999999,54404,93901,36435,57466,8562
2018-02-04,1.236,1.35,1.17,0.18000000000000016,-0.18000000000000016,1.286,1.4,1.2,0.19999999999999996,-0.15000000000000013,1.14,1.2,1.08,0.11999999999999988,-0.10999999999999988,1.184,1.25,1.13,0.1200000000000001,-0.08000000000000007,26848,44144,17149,26995,-12651
2018-02-11,1.154,1.23,1.1,0.1299999999999999,0.040000000000000036,1.204,1.24,1.15,0.09000000000000008,0.050000000000000044,1.1239999999999999,1.15,1.1,0.04999999999999982,0.020000000000000018,1.148,1.19,1.1,0.08999999999999986,0.020000000000000018,15253,31567,4915,26652,2629
2018-02-18,1.1475,1.19,1.12,0.06999999999999984,-0.009999999999999787,1.1925,1.24,1.12,0.11999999999999988,-0.09999999999999987,1.1075,1.15,1.05,0.09999999999999987,-0.07999999999999985,1.11855,1.1542,1.09,0.06419999999999981,-0.039999999999999813,14388,18324,6862,11462,-10923
2018-02-25,1.09,1.14,1.05,0.08999999999999986,-0.050000000000000044,1.1280000000000001,1.18,1.1,0.07999999999999985,-0.039999999999999813,1.07,1.1,1.05,0.050000000000000044,-0.050000000000000044,1.096,1.13,1.06,0.06999999999999984,-0.019999999999999796,7089,9043,4753,4290,-1705
2018-03-04,1.088,1.15,1.04,0.10999999999999988,0.07999999999999985,1.146,1.24,1.08,0.15999999999999992,0.1399999999999999,1.07,1.15,1.02,0.1299999999999999,0.08999999999999986,1.118,1.21,1.04,0.16999999999999993,0.11999999999999988,14889,20414,7429,12985,9326
2018-03-11,1.206,1.27,1.16,0.1100000000000001,-0.06000000000000005,1.256,1.36,1.17,0.19000000000000017,-0.19000000000000017,1.164,1.21,1.13,0.08000000000000007,-0.08000000000000007,1.174,1.24,1.15,0.09000000000000008,-0.09000000000000008,10134,22994,2610,20384,-16671
2018-03-18,1.162,1.2,1.1,0.09999999999999987,-0.07999999999999985,1.3679999999999999,1.94,1.17,0.77,0.6099999999999999,1.136,1.18,1.06,0.11999999999999988,-0.11999999999999988,1.24,1.54,1.09,0.44999999999999996,0.3400000000000001,74948,310328,6800,303528,278320
2018-03-25,1.4675,1.65,1.22,0.42999999999999994,-0.42999999999999994,1.5474999999999999,1.75,1.39,0.3600000000000001,-0.3600000000000001,1.3425,1.51,1.21,0.30000000000000004,-0.30000000000000004,1.3975,1.56,1.22,0.3400000000000001,-0.21999999999999997,41261,83651,19762,63889,-63889
2018-04-01,1.298,1.35,1.25,0.10000000000000009,-0.040000000000000036,1.342,1.4,1.3,0.09999999999999987,-0.04999999999999982,1.252,1.28,1.24,0.040000000000000036,0.0,1.278,1.32,1.25,0.07000000000000006,-0.040000000000000036,14682,20931,10734,10197,-628
2018-04-08,8.578,37.8,1.26,36.54,36.529999999999994,9.084000000000001,40.2,1.27,38.93,38.89,8.484,37.5,1.22,36.28,36.28,8.862,39.3,1.24,38.059999999999995,38.059999999999995,10772,19288,266,19022,-11090
2018-04-15,38.04,39.3,36.6,2.6999999999999957,-2.6999999999999957,39.0,41.1,36.9,4.200000000000003,-4.200000000000003,37.2,38.1,35.7,2.3999999999999986,-2.0999999999999943,37.26,38.1,35.7,2.3999999999999986,-2.0999999999999943,278,401,66,335,-28
2018-04-22,36.54,37.5,35.7,1.7999999999999972,0.5999999999999943,36.9,37.5,36.3,1.2000000000000028,-0.6000000000000014,35.88,36.6,35.7,0.8999999999999986,0.0,36.36,37.2,35.7,1.5,-1.1999999999999957,155,311,64,247,-74
2018-04-29,36.42,37.5,36.0,1.5,1.5,37.559999999999995,38.4,36.3,2.1000000000000014,1.5,36.18,37.2,35.7,1.5,1.5,36.6,37.2,35.7,1.5,1.5,227,462,103,359,17
2018-05-06,37.440000000000005,38.1,37.2,0.8999999999999986,0.8999999999999986,37.92,38.7,37.5,1.2000000000000028,0.6000000000000014,37.08,37.5,36.9,0.6000000000000014,0.29999999999999716,37.5,37.8,37.2,0.5999999999999943,0.29999999999999716,113,250,50,200,-8
2018-05-13,38.94,41.4,37.5,3.8999999999999986,3.299999999999997,41.46,47.4,38.7,8.699999999999996,8.699999999999996,38.46,40.2,37.5,2.700000000000003,2.700000000000003,40.62,45.0,38.7,6.299999999999997,6.299999999999997,528,1175,118,1057,1057
2018-05-20,44.46,46.8,43.2,3.5999999999999943,2.0999999999999943,45.839999999999996,48.0,44.1,3.8999999999999986,0.8999999999999986,43.14,43.8,42.9,0.8999999999999986,0.8999999999999986,44.4,47.4,42.9,4.5,1.5,306,728,83,645,63
2018-05-27,44.625,45.0,44.1,0.8999999999999986,0.0,45.9,46.5,45.0,1.5,1.5,44.175,45.0,43.2,1.7999999999999972,1.7999999999999972,44.85,46.2,44.1,2.1000000000000014,2.1000000000000014,141,198,102,96,42
2018-06-03,47.88,49.8,46.8,3.0,-0.30000000000000426,49.92,54.9,47.1,7.799999999999997,0.0,46.980000000000004,48.0,46.2,1.7999999999999972,0.29999999999999716,48.0,51.6,46.5,5.100000000000001,0.6000000000000014,717,2255,135,2120,-38
2018-06-10,41.94,46.5,39.9,6.600000000000001,-5.700000000000003,42.66,46.5,40.8,5.700000000000003,-5.700000000000003,39.48,40.5,39.0,1.5,-0.6000000000000014,40.5,42.3,39.0,3.299999999999997,-2.1000000000000014,681,877,506,371,-368
2018-06-17,38.52,39.0,38.1,0.8999999999999986,-0.8999999999999986,39.36,40.2,38.4,1.8000000000000043,-1.8000000000000043,37.98,39.0,37.5,1.5,-1.5,38.4,39.3,37.8,1.5,-1.5,150,345,58,287,-35
2018-06-24,38.22,39.9,37.5,2.3999999999999986,2.3999999999999986,39.6,40.8,38.7,2.0999999999999943,2.0999999999999943,37.74,38.1,37.5,0.6000000000000014,0.6000000000000014,38.46,39.6,37.5,2.1000000000000014,0.8999999999999986,143,319,48,271,271
2018-07-01,38.625,39.0,38.4,0.6000000000000014,0.6000000000000014,39.825,41.7,39.0,2.700000000000003,2.1000000000000014,38.4,38.7,38.1,0.6000000000000014,0.30000000000000426,38.6625,38.85,38.4,0.45000000000000284,-0.14999999999999858,583,2096,31,2065,1999
2018-07-08,40.86,43.5,39.3,4.200000000000003,1.5,42.42,44.1,40.8,3.3000000000000043,-2.3999999999999986,39.72,40.5,39.3,1.2000000000000028,0.0,40.9962,42.9,40.281,2.6189999999999998,-2.3999999999999986,353,716,148,568,-363
2018-07-15,40.56,41.4,40.2,1.1999999999999957,0.0,42.24,43.2,41.4,1.8000000000000043,0.8999999999999986,40.14,40.5,39.6,0.8999999999999986,0.0,40.9674,41.637,40.5,1.1370000000000005,0.8999999999999986,243,540,21,519,181
2018-07-22,41.88,43.2,41.1,2.1000000000000014,2.1000000000000014,43.56,45.0,42.0,3.0,3.0,41.76,42.9,40.8,2.1000000000000014,2.1000000000000014,42.36,43.5,40.8,2.700000000000003,2.700000000000003,222,573,75,498,136
2018-07-29,44.58,45.3,43.8,1.5,1.5,45.96,46.8,44.4,2.3999999999999986,1.5,44.22,45.0,43.5,1.5,-0.29999999999999716,44.76,45.9,43.8,2.1000000000000014,-0.6000000000000014,208,372,109,263,74
2018-08-05,44.64,46.5,43.5,3.0,-3.0,45.54,48.0,44.1,3.8999999999999986,-3.299999999999997,43.68,44.1,43.2,0.8999999999999986,-0.29999999999999716,44.22,44.7,43.2,1.5,0.0,299,806,22,784,-784
2018-08-12,43.56,46.5,39.6,6.899999999999999,-5.399999999999999,44.160000000000004,47.7,39.6,8.100000000000001,-5.399999999999999,40.92,44.4,37.5,6.899999999999999,-6.899999999999999,41.3862,44.7,37.5,7.200000000000003,-6.899999999999999,182,489,21,468,33
