Date,SLB_Open_average,SLB_Open_max,SLB_Open_min,SLB_Open_volatility,SLB_Open_change,SLB_High_average,SLB_High_max,SLB_High_min,SLB_High_volatility,SLB_High_change,SLB_Low_average,SLB_Low_max,SLB_Low_min,SLB_Low_volatility,SLB_Low_change,SLB_Close_average,SLB_Close_max,SLB_Close_min,SLB_Close_volatility,SLB_Close_change,SLB_Volume_average,SLB_Volume_max,SLB_Volume_min,SLB_Volume_volatility,SLB_Volume_change
2018-01-14,76.672,77.75,75.0,2.75,-0.7099999999999937,78.06400000000001,79.88,77.18,2.6999999999999886,1.8799999999999955,76.028,76.95,74.25,2.700000000000003,-0.10999999999999943,77.392,79.79,76.37,3.4200000000000017,2.6200000000000045,11416607,13389800,8009568,5380232,1290195
2018-01-21,78.508,79.82,77.09,2.7299999999999898,-2.7299999999999898,78.856,80.35,77.41,2.9399999999999977,-2.9399999999999977,77.394,78.58,76.1,2.480000000000004,-2.480000000000004,77.742,79.21,76.38,2.8299999999999983,-2.8299999999999983,8155333,10368958,6055329,4313629,-1454707
2018-01-28,74.362,75.4,72.85,2.5500000000000114,-2.5500000000000114,75.186,75.79,74.38,1.4100000000000108,-1.4100000000000108,72.956,73.93,70.59,3.3400000000000034,-3.3400000000000034,73.734,75.51,71.35,4.160000000000011,-3.190000000000012,10123642,11370998,8671581,2699417,-60657
2018-02-04,69.00200000000001,71.15,66.37,4.780000000000001,-3.1400000000000006,70.208,72.56,67.68,4.8799999999999955,-4.8799999999999955,67.122,69.62,63.37,6.250000000000007,-2.730000000000004,68.044,71.04,65.19,5.8500000000000085,-4.200000000000003,12606257,19725618,7344965,12380653,-1009081
2018-02-11,66.0925,66.63,65.34,1.289999999999992,-0.47999999999998977,66.6675,67.29,66.25,1.0400000000000063,0.4300000000000068,65.2425,65.9,64.57,1.3300000000000125,0.21999999999999886,66.07,66.28,65.87,0.4099999999999966,0.35999999999999943,9336964,13030918,7512502,5518416,-447408
2018-02-18,65.87,67.15,64.84,2.3100000000000023,0.44000000000001194,66.646,67.27,65.97,1.2999999999999972,0.06999999999999318,65.142,66.3,64.38,1.9200000000000017,1.039999999999992,65.64,66.73,64.4,2.3299999999999983,1.1200000000000045,7469310,8393763,6605022,1788741,-235712
2018-02-25,65.952,67.39,64.65,2.739999999999995,-2.3699999999999903,67.152,69.05,65.72,3.3299999999999983,-2.4599999999999937,65.264,66.86,63.9,2.960000000000001,-1.9500000000000028,65.88,66.91,65.22,1.6899999999999977,-0.75,8125237,10144601,5274293,4870308,-3461846
2018-03-04,67.01400000000001,68.73,65.87,2.8599999999999994,1.8900000000000006,67.736,69.21,66.5,2.7099999999999937,2.089999999999989,66.436,67.84,65.22,2.6200000000000045,1.75,67.294,68.78,66.23,2.549999999999997,1.460000000000008,6123766,8309669,5131431,3178238,95308
2018-03-11,66.736,68.34,65.37,2.969999999999999,-2.25,67.154,68.46,66.12,2.339999999999989,-2.339999999999989,65.498,66.76,64.14,2.6200000000000045,-2.6200000000000045,65.944,67.14,64.7,2.4399999999999977,-2.4399999999999977,6946058,9394295,5963324,3430971,-866770
2018-03-18,65.638,66.75,64.85,1.9000000000000057,-0.28000000000000114,66.652,68.27,65.22,3.049999999999997,-0.8799999999999955,64.732,65.78,63.56,2.219999999999999,-1.5699999999999932,65.484,67.74,64.14,3.5999999999999943,-1.1000000000000085,7238944,8622061,5446309,3175752,1939789
2018-03-25,64.325,64.91,63.67,1.2399999999999949,-0.539999999999992,65.1475,66.09,64.63,1.460000000000008,-1.4300000000000068,63.035,63.97,62.02,1.9499999999999957,-1.9499999999999957,63.9875,64.78,63.21,1.5700000000000003,-1.000000000000007,7225573,7702927,6318036,1384891,1280515
2018-04-01,64.574,65.54,63.5,2.0400000000000063,0.8500000000000014,65.37,66.39,64.85,1.5400000000000063,0.23000000000000398,63.678,65.07,62.69,2.3799999999999955,1.4200000000000017,64.798,65.77,64.26,1.509999999999991,-0.5300000000000011,7081741,8844515,6032865,2811650,-2474783
2018-04-08,67.12400000000001,68.28,65.45,2.8299999999999983,2.8299999999999983,68.058,68.74,67.43,1.309999999999988,1.309999999999988,66.716,67.43,65.25,2.180000000000007,2.180000000000007,67.658,68.52,66.71,1.8100000000000023,1.8100000000000023,7858162,9026359,5845331,3181028,602620
2018-04-15,69.604,70.81,68.52,2.2900000000000063,0.18000000000000682,70.224,71.25,68.97,2.280000000000001,-0.010000000000005116,68.668,69.7,67.51,2.1899999999999977,-0.4399999999999977,69.484,70.34,68.66,1.6800000000000068,0.25,7814977,9967395,6490443,3476952,301591
2018-04-22,68.916,69.48,67.98,1.5,-0.060000000000002274,69.64999999999999,70.1,69.27,0.8299999999999983,-0.4200000000000017,68.422,69.18,67.72,1.460000000000008,0.710000000000008,68.898,69.47,68.28,1.1899999999999977,0.28000000000000114,6484562,8144962,4559502,3585460,-1224627
2018-04-29,68.262,69.24,67.49,1.75,1.1299999999999955,69.244,70.85,68.42,2.4299999999999926,2.4299999999999926,67.616,69.08,66.89,2.1899999999999977,2.0,68.556,69.21,67.72,1.4899999999999949,0.8099999999999881,6246294,6563858,5620890,942968,191289
2018-05-06,70.778,71.42,69.45,1.9699999999999989,1.730000000000004,71.31,72.05,69.62,2.4299999999999926,2.4299999999999926,70.08,71.17,67.7,3.469999999999999,3.469999999999999,70.844,71.6,69.54,2.059999999999988,2.059999999999988,6031735,7774446,5142354,2632092,-999951
2018-05-13,73.112,74.77,71.5,3.269999999999996,3.269999999999996,74.062,75.43,71.75,3.680000000000007,3.3100000000000023,72.822,74.16,70.91,3.25,3.049999999999997,73.69200000000001,75.03,71.6,3.430000000000007,3.430000000000007,6375120,10825727,3571595,7254132,1069649
2018-05-20,72.6,75.0,69.8,5.200000000000003,-5.200000000000003,72.83500000000001,75.25,69.9,5.349999999999994,-5.349999999999994,71.215,73.39,68.03,5.359999999999999,-5.359999999999999,71.75,73.73,68.6,5.13000000000001,-5.13000000000001,7746676,10719835,5737169,4982666,4838621
2018-05-27,68.646,69.16,67.63,1.5300000000000011,1.5300000000000011,69.218,69.83,68.37,1.4599999999999937,1.1199999999999903,68.184,68.68,67.17,1.5100000000000051,1.5100000000000051,68.85,69.48,68.07,1.4100000000000108,1.0,7823214,8419700,6512772,1906928,-265029
2018-06-03,69.214,69.9,68.49,1.4100000000000108,0.9900000000000091,69.748,70.44,68.86,1.5799999999999983,1.5799999999999983,68.636,69.13,67.9,1.2299999999999898,1.2099999999999937,69.25,69.87,68.46,1.4100000000000108,1.4100000000000108,6774462,8330565,5125217,3205348,-87283
2018-06-10,68.02,70.0,66.26,3.739999999999995,-3.739999999999995,68.614,70.47,67.3,3.1700000000000017,-3.1700000000000017,67.182,68.08,66.2,1.8799999999999955,-1.8799999999999955,67.754,68.6,66.83,1.769999999999996,-1.559999999999988,9026800,15094671,6110392,8984279,-3553605
2018-06-17,66.158,67.13,65.42,1.7099999999999937,0.28000000000000114,66.422,67.95,65.58,2.3700000000000045,0.20999999999999375,65.25800000000001,66.4,64.51,1.8900000000000006,-0.29999999999999716,65.61,66.58,64.79,1.789999999999992,-0.269999999999996,8868588,11577845,6371411,5206434,-3969171
2018-06-24,66.544,67.11,65.4,1.7099999999999937,1.0499999999999972,67.158,67.85,66.3,1.5499999999999972,0.4200000000000017,65.958,67.01,65.01,2.0,-0.030000000000001137,66.416,67.03,65.21,1.8200000000000074,-0.8100000000000023,6611932,9404774,5352146,4052628,3786263
2018-07-01,66.52,67.5,65.96,1.5400000000000063,1.2600000000000051,67.28,68.62,66.3,2.3200000000000074,2.3200000000000074,66.1,67.5,65.23,2.269999999999996,2.269999999999996,66.91,68.34,65.84,2.5,2.5,5309370,6492837,4306028,2186809,23138
2018-07-08,68.20400000000001,68.9,67.09,1.8100000000000023,-1.8100000000000023,68.692,69.61,67.52,2.0900000000000034,-2.0900000000000034,67.626,68.76,66.86,1.9000000000000057,-1.9000000000000057,68.16,69.49,67.42,2.069999999999993,-2.069999999999993,5841739,7497423,4544206,2953217,-1798931
2018-07-15,66.88,68.34,65.97,2.3700000000000045,-1.1200000000000045,67.446,68.43,66.6,1.8300000000000125,-0.6000000000000085,66.05,66.5,65.47,1.0300000000000011,-0.8900000000000006,66.51,67.06,65.74,1.3200000000000074,-1.0,7293062,8542801,6493158,2049643,1928531
2018-07-22,66.334,67.51,65.6,1.9100000000000108,1.5,66.998,68.3,65.86,2.4399999999999977,1.8900000000000006,65.856,67.31,64.73,2.5799999999999983,1.9200000000000017,66.556,67.58,65.52,2.0600000000000023,2.0600000000000023,6982952,8871989,5816937,3055052,-3055052
2018-07-29,66.496,67.63,65.84,1.789999999999992,-1.6599999999999966,66.85,67.89,66.13,1.7600000000000051,-1.7600000000000051,65.982,67.08,65.55,1.5300000000000011,-1.5300000000000011,66.35,67.52,65.74,1.7800000000000011,-1.7800000000000011,4948810,5986889,4348826,1638063,-1638063
2018-08-05,66.106,66.57,65.36,1.2099999999999937,-0.46999999999999886,66.55,67.31,66.04,1.269999999999996,-1.269999999999996,65.28,65.98,64.7,1.2800000000000011,-1.019999999999996,65.9,66.68,64.97,1.710000000000008,-1.710000000000008,4696036,5745162,3553260,2191902,-1175378
2018-08-12,63.548,65.28,62.47,2.8100000000000023,-2.219999999999999,63.972,65.74,63.02,2.7199999999999918,-2.0799999999999983,62.76,64.78,61.82,2.960000000000001,-2.039999999999999,63.182,64.8,62.29,2.509999999999998,-1.2999999999999972,6018303,9831853,3670339,6161514,-1180695
2018-08-19,64.932,65.36,64.26,1.0999999999999943,1.0999999999999943,65.346,65.61,64.97,0.6400000000000006,0.3499999999999943,64.582,64.98,64.14,0.8400000000000034,0.46999999999999886,64.92,65.25,64.65,0.5999999999999943,0.0899999999999892,6106931,8459247,4430384,4028863,2366603
2018-08-26,64.46,64.94,64.07,0.8700000000000045,-0.8700000000000045,64.845,65.52,64.14,1.3799999999999955,-1.3799999999999955,63.7425,64.06,62.97,1.0900000000000034,-1.0600000000000023,64.015,64.49,63.16,1.3299999999999983,-0.9099999999999966,7833989,9470688,6300061,3170627,-1517107
2018-09-02,61.024,63.06,59.79,3.270000000000003,-3.0600000000000023,61.324,63.14,60.19,2.950000000000003,-2.3599999999999994,60.188,61.74,59.25,2.490000000000002,-1.7800000000000011,60.566,61.92,59.7,2.219999999999999,-1.9400000000000048,9221821,11056211,6954575,4101636,-1332402
2018-09-09,60.816,61.59,60.08,1.5100000000000051,1.5100000000000051,61.388,61.67,60.8,0.8700000000000045,0.8700000000000045,60.4,60.76,59.43,1.3299999999999983,1.25,60.872,61.23,60.32,0.9099999999999966,0.6499999999999986,7720936,9782211,6006302,3775909,-2956827
2018-09-16,61.594,61.95,60.83,1.1200000000000045,0.20000000000000284,61.974000000000004,62.27,61.71,0.5600000000000023,0.10999999999999943,61.112,61.56,60.51,1.0500000000000043,0.45999999999999375,61.304,61.6,60.99,0.6099999999999994,0.6099999999999994,10754221,21545052,6779745,14765307,1935422
2018-09-23,61.496,62.2,61.03,1.1700000000000017,-1.0,62.164,62.88,61.69,1.1900000000000048,-0.5100000000000051,61.002,62.07,60.4,1.6700000000000017,-1.1899999999999977,61.418,62.53,60.88,1.6499999999999986,-0.9399999999999977,8070545,10408633,6553001,3855632,-850475
2018-09-30,62.222,62.75,61.3,1.4500000000000028,0.9200000000000017,62.946,63.36,62.09,1.269999999999996,0.9899999999999949,61.858,62.44,60.87,1.5700000000000003,1.220000000000006,62.66,63.0,61.89,1.1099999999999994,1.0499999999999972,6396046,7358246,4725920,2632326,-934269
2018-10-07,61.094,63.19,59.4,3.789999999999999,-3.789999999999999,61.504,63.65,60.11,3.539999999999999,-3.539999999999999,59.756,62.3,58.3,4.0,-3.4399999999999977,60.385999999999996,63.11,59.12,3.990000000000002,-3.5600000000000023,9292964,12620624,6410586,6210038,891538
2018-10-14,58.882,59.89,58.0,1.8900000000000006,-1.4399999999999977,59.752,61.19,58.61,2.5799999999999983,-1.5200000000000031,58.008,59.52,56.17,3.3500000000000014,-3.3500000000000014,58.526,59.68,56.81,2.8699999999999974,-2.8699999999999974,9745827,13371502,6310059,7061443,7061443
2018-10-21,54.134,55.62,52.56,3.059999999999995,-2.4199999999999946,54.53,55.75,53.2,2.549999999999997,-2.549999999999997,52.572,54.48,50.8,3.6799999999999997,-3.6799999999999997,53.15,55.09,51.45,3.6400000000000006,-3.6400000000000006,12516194,16957472,9850392,7107080,-2391590
2018-10-28,51.996,52.85,51.36,1.490000000000002,0.5900000000000034,52.461999999999996,53.01,52.19,0.8200000000000003,-0.269999999999996,50.978,51.3,50.72,0.5799999999999983,0.4799999999999969,51.73,52.32,51.31,1.009999999999998,-0.35999999999999943,10679801,13260576,8458360,4802216,-3590836
2018-11-04,51.69,52.6,50.7,1.8999999999999986,-1.0600000000000023,52.002,52.94,50.95,1.9899999999999949,-1.2899999999999991,50.804,51.7,49.35,2.3500000000000014,-2.1499999999999986,51.166,52.32,49.45,2.8699999999999974,-2.6299999999999955,10078239,13347262,6433723,6913539,3823179
2018-11-11,48.284,49.35,47.61,1.740000000000002,-1.3800000000000026,48.912,49.37,48.38,0.9899999999999949,-0.18999999999999773,47.454,47.87,47.07,0.7999999999999972,0.6199999999999974,47.952,48.31,47.34,0.9699999999999989,0.9699999999999989,14714038,19044120,9449612,9594508,-9594508
2018-11-18,47.08,47.6,46.2,1.3999999999999986,-0.5,47.4625,48.0,46.61,1.3900000000000006,-0.1600000000000037,46.4025,47.19,45.8,1.3900000000000006,-0.060000000000002274,46.885,47.64,46.37,1.2700000000000031,-0.269999999999996,10201096,12276801,8001414,4275387,-1013161
