Date,UUU_Open_average,UUU_Open_max,UUU_Open_min,UUU_Open_volatility,UUU_Open_change,UUU_High_average,UUU_High_max,UUU_High_min,UUU_High_volatility,UUU_High_change,UUU_Low_average,UUU_Low_max,UUU_Low_min,UUU_Low_volatility,UUU_Low_change,UUU_Close_average,UUU_Close_max,UUU_Close_min,UUU_Close_volatility,UUU_Close_change,UUU_Volume_average,UUU_Volume_max,UUU_Volume_min,UUU_Volume_volatility,UUU_Volume_change
2018-01-14,1.64,1.7,1.6,0.09999999999999987,0.0,1.69,1.75,1.65,0.10000000000000009,0.10000000000000009,1.64,1.7,1.6,0.09999999999999987,0.0,1.67,1.7,1.65,0.050000000000000044,0.050000000000000044,1532,3495,330,3165,2097
2018-01-21,1.79,1.85,1.7,0.15000000000000013,0.10000000000000009,1.89,2.15,1.8,0.34999999999999987,-0.09999999999999987,1.73,1.75,1.7,0.050000000000000044,0.050000000000000044,1.775,1.8,1.75,0.050000000000000044,-0.050000000000000044,8612,26495,254,26241,-7830
2018-01-28,1.59,1.7,1.45,0.25,-0.25,1.6441999999999999,1.75,1.55,0.19999999999999996,-0.17099999999999982,1.5298,1.7,1.45,0.25,-0.25,1.5466,1.7209999999999999,1.45,0.2709999999999999,-0.2709999999999999,5718,12924,5,12919,3577
2018-02-04,1.45,1.5,1.4,0.10000000000000009,0.0,1.4742,1.5,1.45,0.050000000000000044,0.0,1.41,1.45,1.4,0.050000000000000044,0.0,1.452,1.5,1.4,0.10000000000000009,-0.040000000000000036,1539,2178,405,1773,-145
2018-02-11,1.3875,1.4,1.35,0.04999999999999982,0.0,1.4249999999999998,1.45,1.4,0.050000000000000044,0.050000000000000044,1.3875,1.4,1.35,0.04999999999999982,0.0,1.41275,1.45,1.4,0.050000000000000044,0.050000000000000044,1942,3833,300,3533,1054
2018-02-18,1.3900000000000001,1.5,1.25,0.25,0.1499999999999999,1.46,1.6,1.35,0.25,0.1499999999999999,1.25,1.45,1.15,0.30000000000000004,0.10000000000000009,1.35,1.5,1.2,0.30000000000000004,-0.050000000000000044,12295,20587,4787,15800,-10840
2018-02-25,1.33,1.45,1.3,0.1499999999999999,0.0,1.36,1.45,1.3,0.1499999999999999,-0.04999999999999982,1.285,1.3,1.25,0.050000000000000044,0.0,1.315,1.4,1.25,0.1499999999999999,-0.04999999999999982,1234,4089,27,4062,-3127
2018-03-04,1.37,1.5,1.3,0.19999999999999996,0.1499999999999999,1.4702,1.6,1.35,0.25,0.1509999999999998,1.3586,1.5,1.3,0.19999999999999996,0.1569999999999998,1.4088,1.501,1.3,0.20099999999999985,0.1579999999999997,2731,7239,1,7238,163
2018-03-11,1.51,1.6,1.45,0.15000000000000013,0.0,1.584,1.6,1.52,0.08000000000000007,-0.08000000000000007,1.49,1.5,1.45,0.050000000000000044,0.0,1.524,1.55,1.5,0.050000000000000044,-0.030000000000000027,3773,17132,9,17123,-17123
2018-03-18,1.47,1.55,1.4,0.15000000000000013,-0.10000000000000009,1.48,1.55,1.4,0.15000000000000013,-0.10000000000000009,1.4506,1.5,1.399,0.10099999999999998,-0.10099999999999998,1.4606,1.5,1.399,0.10099999999999998,-0.10099999999999998,681,2100,56,2044,1938
