Date,SUP_Open_average,SUP_Open_max,SUP_Open_min,SUP_Open_volatility,SUP_Open_change,SUP_High_average,SUP_High_max,SUP_High_min,SUP_High_volatility,SUP_High_change,SUP_Low_average,SUP_Low_max,SUP_Low_min,SUP_Low_volatility,SUP_Low_change,SUP_Close_average,SUP_Close_max,SUP_Close_min,SUP_Close_volatility,SUP_Close_change,SUP_Volume_average,SUP_Volume_max,SUP_Volume_min,SUP_Volume_volatility,SUP_Volume_change
2018-01-14,17.15,17.55,16.8,0.75,0.5999999999999979,17.508,17.69,17.3,0.39000000000000057,0.25,16.986,17.25,16.7,0.5500000000000007,0.48999999999999844,17.27,17.45,16.85,0.5999999999999979,0.5499999999999972,185576,240730,119066,121664,-121664
2018-01-21,17.48,17.85,17.25,0.6000000000000014,0.5,17.77,18.45,17.35,1.0999999999999979,1.0999999999999979,17.29,17.7,17.05,0.6499999999999986,0.6499999999999986,17.63,18.1,17.2,0.9000000000000021,0.9000000000000021,140455,164058,106437,57621,31623
2018-01-28,16.78,17.8,15.75,2.0500000000000007,-2.0500000000000007,16.9,18.05,15.95,2.1000000000000014,-2.1000000000000014,16.22,17.35,15.05,2.3000000000000007,-2.3000000000000007,16.3,17.4,15.05,2.349999999999998,-2.349999999999998,158326,267627,123509,144118,-6028
2018-02-04,15.22,15.7,14.8,0.8999999999999986,0.29999999999999893,15.56,15.9,15.1,0.8000000000000007,-0.5,14.78,15.0,14.6,0.40000000000000036,0.09999999999999964,15.219999999999999,15.7,15.0,0.6999999999999993,-0.1999999999999993,172026,218064,150055,68009,-65926
2018-02-11,14.8875,15.05,14.55,0.5,0.05000000000000071,15.2075,15.78,14.95,0.8300000000000001,0.7799999999999994,14.7,15.0,14.45,0.5500000000000007,0.5,14.925,15.15,14.65,0.5,0.5,120878,165133,87154,77979,51993
2018-02-18,15.07,15.2,14.9,0.29999999999999893,0.09999999999999964,15.347999999999999,15.5,15.18,0.3200000000000003,0.16999999999999993,14.936,15.0,14.85,0.15000000000000036,0.07000000000000028,15.14,15.4,15.0,0.40000000000000036,0.40000000000000036,114646,143615,86537,57078,-47213
2018-02-25,14.69,15.4,14.3,1.0999999999999996,-1.0500000000000007,14.828,15.51,14.35,1.1600000000000001,-0.8300000000000001,14.338,14.95,14.0,0.9499999999999993,-0.7999999999999989,14.549999999999999,14.95,14.35,0.5999999999999996,-0.3999999999999986,184862,202130,139824,62306,44929
2018-03-04,15.13,15.65,14.55,1.0999999999999996,1.0999999999999996,15.43,15.85,14.95,0.9000000000000004,0.9000000000000004,14.83,15.4,14.1,1.3000000000000007,1.3000000000000007,15.33,15.65,14.95,0.7000000000000011,0.7000000000000011,173232,203939,151010,52929,-11765
2018-03-11,16.19,16.8,15.7,1.1000000000000014,1.1000000000000014,16.61,16.9,16.15,0.75,0.6500000000000021,15.724,15.95,15.62,0.33000000000000007,0.030000000000001137,16.12,16.8,15.85,0.9500000000000011,-0.20000000000000107,274752,469232,152182,317050,179554
2018-03-18,15.35,15.8,14.9,0.9000000000000004,-0.9000000000000004,15.586,15.9,14.9,1.0,-1.0,14.74,15.15,14.0,1.1500000000000004,-0.9000000000000004,15.0,15.55,14.2,1.3500000000000014,-0.9000000000000004,289841,419197,163445,255752,43614
2018-03-25,13.725,14.25,13.25,1.0,-1.0,13.8025,14.5,13.31,1.1899999999999995,-1.1899999999999995,13.245,13.75,12.7,1.0500000000000007,-1.0500000000000007,13.412500000000001,13.8,13.05,0.75,-0.75,356936,502190,265742,236448,92220
2018-04-01,14.03,14.65,13.15,1.5,1.3000000000000007,14.530000000000001,14.85,13.55,1.299999999999999,1.25,13.81,14.35,13.0,1.3499999999999996,1.3499999999999996,14.280000000000001,14.8,13.3,1.5,1.0999999999999996,190455,322353,130906,191447,-183282
2018-04-08,14.44,14.6,14.25,0.34999999999999964,-0.3000000000000007,14.677999999999999,14.79,14.5,0.28999999999999915,-0.08999999999999986,14.22,14.4,14.1,0.3000000000000007,-0.3000000000000007,14.42,14.65,14.25,0.40000000000000036,0.25,176310,268669,125116,143553,-101167
2018-04-15,14.36,14.7,13.75,0.9499999999999993,-0.9499999999999993,14.43,14.8,13.75,1.0500000000000007,-0.9499999999999993,13.99,14.5,13.15,1.3499999999999996,-1.25,14.07,14.6,13.15,1.4499999999999993,-1.4499999999999993,126050,159038,101872,57166,39288
2018-04-22,13.27,13.5,13.15,0.34999999999999964,-0.09999999999999964,13.41,13.55,13.25,0.3000000000000007,-0.09999999999999964,13.05,13.2,13.0,0.1999999999999993,0.0,13.25,13.5,13.15,0.34999999999999964,0.0,125852,202318,87597,114721,-102259
2018-04-29,13.08,13.3,12.95,0.3500000000000014,0.0,13.34,13.6,13.1,0.5,0.5,12.924,13.1,12.82,0.27999999999999936,0.25,13.13,13.4,12.9,0.5,0.5,170173,230829,112977,117852,-76117
2018-05-06,15.5,17.05,13.3,3.75,3.6499999999999986,16.37,17.65,13.45,4.199999999999999,3.75,15.34,16.8,13.1,3.700000000000001,3.6500000000000004,16.05,17.0,13.3,3.6999999999999993,3.4499999999999993,304343,582389,172613,409776,78495
2018-05-13,17.14,17.65,16.65,1.0,1.0,17.56,18.15,17.3,0.8499999999999979,0.8499999999999979,17.08,17.65,16.65,1.0,1.0,17.36,18.1,16.95,1.1500000000000021,1.1000000000000014,194806,279006,139392,139614,-76198
2018-05-20,17.925,18.0,17.75,0.25,0.0,18.13,18.25,18.02,0.23000000000000043,-0.10000000000000142,17.7275,17.9,17.58,0.3200000000000003,-0.0799999999999983,17.9625,18.1,17.85,0.25,0.15000000000000213,131262,182337,93653,88684,88684
2018-05-27,17.73,18.1,17.2,0.9000000000000021,-0.25,18.01,18.35,17.8,0.5500000000000007,-0.20000000000000284,17.242,17.4,16.98,0.41999999999999815,0.370000000000001,17.62,18.1,17.2,0.9000000000000021,0.9000000000000021,243813,321705,186575,135130,-4784
2018-06-03,18.66,18.9,18.1,0.7999999999999972,0.7999999999999972,19.04,19.2,18.85,0.34999999999999787,0.25,18.496,18.75,18.0,0.75,0.6999999999999993,18.85,19.0,18.75,0.25,0.25,183711,296843,129048,167795,-100702
2018-06-10,19.05,19.15,19.0,0.14999999999999858,0.05000000000000071,19.29,19.55,19.15,0.40000000000000213,0.40000000000000213,18.91,19.0,18.8,0.1999999999999993,0.14999999999999858,19.13,19.35,19.0,0.3500000000000014,0.25,185420,235838,116225,119613,116898
2018-06-17,19.5,20.0,19.15,0.8500000000000014,-0.15000000000000213,19.78,20.05,19.35,0.6999999999999993,-0.6999999999999993,19.13,19.75,18.85,0.8999999999999986,-0.29999999999999716,19.48,19.9,19.05,0.8499999999999979,-0.6999999999999993,242520,334595,147059,187536,-144615
2018-06-24,18.61,19.4,17.7,1.6999999999999993,-1.5,18.84,19.55,18.35,1.1999999999999993,-1.1999999999999993,18.12,18.95,17.3,1.6499999999999986,-1.6499999999999986,18.44,19.3,17.9,1.4000000000000021,-1.0500000000000007,171732,245674,112415,133259,91141
2018-07-01,17.85,18.1,17.55,0.5500000000000007,-0.20000000000000284,18.125,18.3,18.05,0.25,0.1999999999999993,17.565,17.8,17.3,0.5,0.5,17.775,18.2,17.3,0.8999999999999986,0.8999999999999986,147584,168054,121643,46411,-35787
2018-07-08,17.88,18.15,17.6,0.5499999999999972,-0.5499999999999972,17.996,18.4,17.62,0.7799999999999976,-0.7799999999999976,17.57,17.9,17.25,0.6499999999999986,-0.6499999999999986,17.77,18.25,17.55,0.6999999999999993,-0.6999999999999993,80079,96958,56083,40875,2338
2018-07-15,17.49,17.8,17.1,0.6999999999999993,-0.29999999999999716,17.61,17.85,17.1,0.75,-0.6999999999999993,17.224,17.55,16.8,0.75,-0.5999999999999979,17.419999999999998,17.8,17.0,0.8000000000000007,-0.6999999999999993,94253,140946,65502,75444,75444
2018-07-22,17.09,17.25,16.85,0.3999999999999986,0.14999999999999858,17.392,17.7,17.1,0.5999999999999979,0.3999999999999986,16.804,17.05,16.27,0.7800000000000011,0.1999999999999993,17.19,17.6,16.95,0.6500000000000021,0.6500000000000021,117422,176514,78278,98236,-56789
2018-07-29,18.330000000000002,18.8,17.7,1.1000000000000014,0.9000000000000021,18.919999999999998,19.45,18.4,1.0500000000000007,1.0500000000000007,18.073999999999998,18.35,17.65,0.7000000000000028,0.7000000000000028,18.720000000000002,19.45,18.35,1.0999999999999979,1.0999999999999979,178268,267518,118481,149037,97081
2018-08-05,21.3,22.25,19.4,2.8500000000000014,2.75,21.84,22.5,19.65,2.8500000000000014,2.5,20.79,21.8,19.2,2.6000000000000014,2.0500000000000007,21.419999999999998,22.3,19.5,2.8000000000000007,1.9499999999999993,290383,535515,135891,399624,41887
