Date,VanEck Vectors BDC Income_Open_average,VanEck Vectors BDC Income_Open_max,VanEck Vectors BDC Income_Open_min,VanEck Vectors BDC Income_Open_volatility,VanEck Vectors BDC Income_Open_change,VanEck Vectors BDC Income_High_average,VanEck Vectors BDC Income_High_max,VanEck Vectors BDC Income_High_min,VanEck Vectors BDC Income_High_volatility,VanEck Vectors BDC Income_High_change,VanEck Vectors BDC Income_Low_average,VanEck Vectors BDC Income_Low_max,VanEck Vectors BDC Income_Low_min,VanEck Vectors BDC Income_Low_volatility,VanEck Vectors BDC Income_Low_change,VanEck Vectors BDC Income_Close_average,VanEck Vectors BDC Income_Close_max,VanEck Vectors BDC Income_Close_min,VanEck Vectors BDC Income_Close_volatility,VanEck Vectors BDC Income_Close_change
2018-12-16,14.2,14.2,14.2,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.25,14.25,14.25,0.0,0.0
2018-12-23,14.37,14.37,14.37,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2018-12-30,14.52,14.52,14.52,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2019-01-06,15.33,15.33,15.33,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2019-01-13,15.6,15.6,15.6,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.59,15.59,15.59,0.0,0.0
2019-01-20,15.69,15.69,15.69,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2019-01-27,15.96,15.96,15.96,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2019-02-03,15.92,15.92,15.92,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-02-10,16.2,16.2,16.2,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-02-17,16.56,16.56,16.56,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2019-02-24,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-03-03,16.18,16.18,16.18,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-03-10,16.42,16.42,16.42,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-03-17,16.33,16.33,16.33,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-03-24,16.45,16.45,16.45,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-03-31,16.14,16.14,16.14,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-04-07,16.21,16.21,16.21,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-04-14,16.26,16.26,16.26,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-04-21,16.32,16.32,16.32,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-04-28,16.52,16.52,16.52,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2019-05-05,16.53,16.53,16.53,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2019-05-12,16.41,16.41,16.41,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-05-19,16.44,16.44,16.44,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-05-26,16.24,16.24,16.24,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2019-06-02,16.3,16.3,16.3,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-06-09,16.58,16.58,16.58,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2019-06-16,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-06-23,16.48,16.48,16.48,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2019-06-30,16.39,16.39,16.39,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-07-07,16.38,16.38,16.38,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2019-07-14,16.34,16.34,16.34,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-07-21,16.38,16.38,16.38,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-07-28,16.3,16.3,16.3,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-08-04,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-08-11,16.16,16.16,16.16,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-08-18,16.52,16.52,16.52,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2019-08-25,16.48,16.48,16.48,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2019-09-01,16.58,16.58,16.58,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2019-09-08,16.8,16.8,16.8,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2019-09-15,16.92,16.92,16.92,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-09-22,16.98,16.98,16.98,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-09-29,15.94,15.94,15.94,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-10-06,16.19,16.19,16.19,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2019-10-13,16.29,16.29,16.29,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-10-20,16.36,16.36,16.36,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-10-27,16.41,16.41,16.41,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2019-11-03,16.44,16.44,16.44,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-11-10,16.54,16.54,16.54,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2019-11-17,16.51,16.51,16.51,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2019-11-24,16.81,16.81,16.81,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2019-12-01,16.84,16.84,16.84,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2019-12-08,17.07,17.07,17.07,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2019-12-15,17.17,17.17,17.17,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.26,17.26,17.26,0.0,0.0
2019-12-22,17.18,17.18,17.18,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2019-12-29,16.67,16.67,16.67,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.75,16.75,16.75,0.0,0.0
