Date,United States Oil_Open_average,United States Oil_Open_max,United States Oil_Open_min,United States Oil_Open_volatility,United States Oil_Open_change,United States Oil_High_average,United States Oil_High_max,United States Oil_High_min,United States Oil_High_volatility,United States Oil_High_change,United States Oil_Low_average,United States Oil_Low_max,United States Oil_Low_min,United States Oil_Low_volatility,United States Oil_Low_change,United States Oil_Close_average,United States Oil_Close_max,United States Oil_Close_min,United States Oil_Close_volatility,United States Oil_Close_change
2018-09-23,124.0,124.0,124.0,0.0,0.0,128.04,128.04,128.04,0.0,0.0,123.56,123.56,123.56,0.0,0.0,127.6,127.6,127.6,0.0,0.0
2018-09-30,124.48,124.48,124.48,0.0,0.0,125.64,125.64,125.64,0.0,0.0,124.24,124.24,124.24,0.0,0.0,125.44,125.44,125.44,0.0,0.0
2018-10-07,120.96,120.96,120.96,0.0,0.0,121.37,121.37,121.37,0.0,0.0,119.76,119.76,119.76,0.0,0.0,121.04,121.04,121.04,0.0,0.0
2018-10-14,116.8,116.8,116.8,0.0,0.0,118.0,118.0,118.0,0.0,0.0,116.0,116.0,116.0,0.0,0.0,117.92,117.92,117.92,0.0,0.0
2018-10-21,114.0,114.0,114.0,0.0,0.0,114.24,114.24,114.24,0.0,0.0,112.32,112.32,112.32,0.0,0.0,112.88,112.88,112.88,0.0,0.0
2018-10-28,107.92,107.92,107.92,0.0,0.0,108.72,108.72,108.72,0.0,0.0,106.32,106.32,106.32,0.0,0.0,106.4,106.4,106.4,0.0,0.0
2018-11-04,102.88,102.88,102.88,0.0,0.0,103.76,103.76,103.76,0.0,0.0,99.52,99.52,99.52,0.0,0.0,99.84,99.84,99.84,0.0,0.0
2018-11-11,95.04,95.04,95.04,0.0,0.0,97.44,97.44,97.44,0.0,0.0,93.56,93.56,93.56,0.0,0.0,97.12,97.12,97.12,0.0,0.0
2018-11-18,87.6,87.6,87.6,0.0,0.0,88.48,88.48,88.48,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.52,87.52,87.52,0.0,0.0
2018-11-25,90.16,90.16,90.16,0.0,0.0,90.16,90.16,90.16,0.0,0.0,88.16,88.16,88.16,0.0,0.0,90.16,90.16,90.16,0.0,0.0
2018-12-02,86.96,86.96,86.96,0.0,0.0,88.22,88.22,88.22,0.0,0.0,85.6,85.6,85.6,0.0,0.0,86.0,86.0,86.0,0.0,0.0
2018-12-09,87.12,87.12,87.12,0.0,0.0,87.28,87.28,87.28,0.0,0.0,83.28,83.28,83.28,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2018-12-16,75.92,75.92,75.92,0.0,0.0,76.16,76.16,76.16,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.32,74.32,74.32,0.0,0.0
2018-12-23,77.04,77.04,77.04,0.0,0.0,77.64,77.64,77.64,0.0,0.0,75.52,75.52,75.52,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2018-12-30,82.16,82.16,82.16,0.0,0.0,84.16,84.16,84.16,0.0,0.0,81.85,81.85,81.85,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2019-01-06,86.48,86.48,86.48,0.0,0.0,87.44,87.44,87.44,0.0,0.0,85.04,85.04,85.04,0.0,0.0,85.52,85.52,85.52,0.0,0.0
2019-01-13,88.96,88.96,88.96,0.0,0.0,90.96,90.96,90.96,0.0,0.0,88.35,88.35,88.35,0.0,0.0,90.48,90.48,90.48,0.0,0.0
2019-01-20,87.52,87.52,87.52,0.0,0.0,87.74,87.74,87.74,0.0,0.0,86.24,86.24,86.24,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2019-01-27,91.04,91.04,91.04,0.0,0.0,92.16,92.16,92.16,0.0,0.0,89.6,89.6,89.6,0.0,0.0,92.0,92.0,92.0,0.0,0.0
2019-02-03,86.72,86.72,86.72,0.0,0.0,88.48,88.48,88.48,0.0,0.0,86.16,86.16,86.16,0.0,0.0,88.08,88.08,88.08,0.0,0.0
2019-02-10,92.88,92.88,92.88,0.0,0.0,93.84,93.84,93.84,0.0,0.0,92.58,92.58,92.58,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2019-02-17,93.84,93.84,93.84,0.0,0.0,94.16,94.16,94.16,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2019-02-24,94.72,94.72,94.72,0.0,0.0,95.28,95.28,95.28,0.0,0.0,93.44,93.44,93.44,0.0,0.0,94.4,94.4,94.4,0.0,0.0
2019-03-03,94.96,94.96,94.96,0.0,0.0,95.2,95.2,95.2,0.0,0.0,94.16,94.16,94.16,0.0,0.0,94.88,94.88,94.88,0.0,0.0
2019-03-10,97.84,97.84,97.84,0.0,0.0,98.96,98.96,98.96,0.0,0.0,97.64,97.64,97.64,0.0,0.0,98.48,98.48,98.48,0.0,0.0
2019-03-17,97.44,97.44,97.44,0.0,0.0,98.64,98.64,98.64,0.0,0.0,96.64,96.64,96.64,0.0,0.0,98.0,98.0,98.0,0.0,0.0
2019-03-24,100.96,100.96,100.96,0.0,0.0,102.64,102.64,102.64,0.0,0.0,100.64,100.64,100.64,0.0,0.0,102.56,102.56,102.56,0.0,0.0
2019-03-31,105.84,105.84,105.84,0.0,0.0,107.28,107.28,107.28,0.0,0.0,105.84,105.84,105.84,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2019-04-07,105.84,105.84,105.84,0.0,0.0,106.31,106.31,106.31,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.92,105.92,105.92,0.0,0.0
2019-04-14,108.88,108.88,108.88,0.0,0.0,109.76,109.76,109.76,0.0,0.0,108.8,108.8,108.8,0.0,0.0,109.36,109.36,109.36,0.0,0.0
2019-04-21,105.2,105.2,105.2,0.0,0.0,106.0,106.0,106.0,0.0,0.0,104.44,104.44,104.44,0.0,0.0,105.84,105.84,105.84,0.0,0.0
2019-04-28,102.32,102.32,102.32,0.0,0.0,104.84,104.84,104.84,0.0,0.0,102.31,102.31,102.31,0.0,0.0,104.56,104.56,104.56,0.0,0.0
2019-05-05,105.12,105.12,105.12,0.0,0.0,105.53,105.53,105.53,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.44,101.44,101.44,0.0,0.0
2019-05-12,104.96,104.96,104.96,0.0,0.0,105.76,105.76,105.76,0.0,0.0,104.24,104.24,104.24,0.0,0.0,105.2,105.2,105.2,0.0,0.0
2019-05-19,97.76,97.76,97.76,0.0,0.0,97.92,97.92,97.92,0.0,0.0,95.63,95.63,95.63,0.0,0.0,97.84,97.84,97.84,0.0,0.0
2019-05-26,90.4,90.4,90.4,0.0,0.0,90.56,90.56,90.56,0.0,0.0,87.68,87.68,87.68,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2019-06-02,89.84,89.84,89.84,0.0,0.0,90.8,90.8,90.8,0.0,0.0,88.36,88.36,88.36,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2019-06-09,86.8,86.8,86.8,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.48,86.48,86.48,0.0,0.0
2019-06-16,95.6,95.6,95.6,0.0,0.0,96.32,96.32,96.32,0.0,0.0,94.16,94.16,94.16,0.0,0.0,96.08,96.08,96.08,0.0,0.0
2019-06-23,99.52,99.52,99.52,0.0,0.0,99.56,99.56,99.56,0.0,0.0,96.85,96.85,96.85,0.0,0.0,98.24,98.24,98.24,0.0,0.0
2019-06-30,95.96,95.96,95.96,0.0,0.0,97.04,97.04,97.04,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.44,95.44,95.44,0.0,0.0
2019-07-07,100.8,100.8,100.8,0.0,0.0,100.88,100.88,100.88,0.0,0.0,98.32,98.32,98.32,0.0,0.0,98.4,98.4,98.4,0.0,0.0
2019-07-14,92.96,92.96,92.96,0.0,0.0,93.68,93.68,93.68,0.0,0.0,92.64,92.64,92.64,0.0,0.0,93.44,93.44,93.44,0.0,0.0
2019-07-21,94.16,94.16,94.16,0.0,0.0,94.72,94.72,94.72,0.0,0.0,92.69,92.69,92.69,0.0,0.0,94.56,94.56,94.56,0.0,0.0
2019-07-28,90.48,90.48,90.48,0.0,0.0,92.32,92.32,92.32,0.0,0.0,90.32,90.32,90.32,0.0,0.0,90.96,90.96,90.96,0.0,0.0
2019-08-04,90.96,90.96,90.96,0.0,0.0,91.52,91.52,91.52,0.0,0.0,90.08,90.08,90.08,0.0,0.0,90.88,90.88,90.88,0.0,0.0
2019-08-11,92.8,92.8,92.8,0.0,0.0,93.68,93.68,93.68,0.0,0.0,92.0,92.0,92.0,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-08-18,91.52,91.52,91.52,0.0,0.0,91.92,91.92,91.92,0.0,0.0,89.12,89.12,89.12,0.0,0.0,89.44,89.44,89.44,0.0,0.0
2019-08-25,93.92,93.92,93.92,0.0,0.0,94.08,94.08,94.08,0.0,0.0,90.8,90.8,90.8,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2019-09-01,95.36,95.36,95.36,0.0,0.0,96.8,96.8,96.8,0.0,0.0,95.16,95.16,95.16,0.0,0.0,96.64,96.64,96.64,0.0,0.0
2019-09-08,99.92,99.92,99.92,0.0,0.0,105.28,105.28,105.28,0.0,0.0,99.6,99.6,99.6,0.0,0.0,102.64,102.64,102.64,0.0,0.0
2019-09-15,97.12,97.12,97.12,0.0,0.0,97.92,97.92,97.92,0.0,0.0,96.32,96.32,96.32,0.0,0.0,97.68,97.68,97.68,0.0,0.0
2019-09-22,92.08,92.08,92.08,0.0,0.0,92.8,92.8,92.8,0.0,0.0,90.08,90.08,90.08,0.0,0.0,90.72,90.72,90.72,0.0,0.0
2019-09-29,89.12,89.12,89.12,0.0,0.0,90.24,90.24,90.24,0.0,0.0,87.84,87.84,87.84,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2019-10-06,89.28,89.28,89.28,0.0,0.0,89.72,89.72,89.72,0.0,0.0,88.24,88.24,88.24,0.0,0.0,89.44,89.44,89.44,0.0,0.0
2019-10-13,88.4,88.4,88.4,0.0,0.0,89.76,89.76,89.76,0.0,0.0,88.32,88.32,88.32,0.0,0.0,89.68,89.68,89.68,0.0,0.0
2019-10-20,94.72,94.72,94.72,0.0,0.0,95.04,95.04,95.04,0.0,0.0,92.8,92.8,92.8,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2019-10-27,95.44,95.44,95.44,0.0,0.0,95.92,95.92,95.92,0.0,0.0,94.24,94.24,94.24,0.0,0.0,94.48,94.48,94.48,0.0,0.0
2019-11-03,94.32,94.32,94.32,0.0,0.0,95.8,95.8,95.8,0.0,0.0,94.16,94.16,94.16,0.0,0.0,95.12,95.12,95.12,0.0,0.0
2019-11-10,95.84,95.84,95.84,0.0,0.0,96.08,96.08,96.08,0.0,0.0,94.64,94.64,94.64,0.0,0.0,95.2,95.2,95.2,0.0,0.0
2019-11-17,96.24,96.24,96.24,0.0,0.0,97.12,97.12,97.12,0.0,0.0,95.76,95.76,95.76,0.0,0.0,96.88,96.88,96.88,0.0,0.0
2019-11-24,94.24,94.24,94.24,0.0,0.0,94.48,94.48,94.48,0.0,0.0,92.96,92.96,92.96,0.0,0.0,93.36,93.36,93.36,0.0,0.0
2019-12-01,98.0,98.0,98.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.0,98.0,98.0,0.0,0.0,98.64,98.64,98.64,0.0,0.0
2019-12-08,100.64,100.64,100.64,0.0,0.0,100.94,100.94,100.94,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.72,100.72,100.72,0.0,0.0
2019-12-15,100.88,100.88,100.88,0.0,0.0,101.76,101.76,101.76,0.0,0.0,100.72,100.72,100.72,0.0,0.0,101.6,101.6,101.6,0.0,0.0
2019-12-22,104.08,104.08,104.08,0.0,0.0,104.16,104.16,104.16,0.0,0.0,102.32,102.32,102.32,0.0,0.0,103.12,103.12,103.12,0.0,0.0
2019-12-29,106.16,106.16,106.16,0.0,0.0,106.53,106.53,106.53,0.0,0.0,104.24,104.24,104.24,0.0,0.0,105.44,105.44,105.44,0.0,0.0
