Date,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Open_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Open_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Open_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Open_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Open_change,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_High_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_High_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_High_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_High_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_High_change,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Low_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Low_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Low_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Low_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Low_change,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Close_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Close_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Close_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Close_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_etf_Close_change
2018-01-14,118.45,118.45,118.45,0.0,0.0,120.0,120.0,120.0,0.0,0.0,118.45,118.45,118.45,0.0,0.0,119.86,119.86,119.86,0.0,0.0
2018-01-21,120.76,120.76,120.76,0.0,0.0,121.21,121.21,121.21,0.0,0.0,119.9,119.9,119.9,0.0,0.0,120.68,120.68,120.68,0.0,0.0
2018-01-28,118.0,118.0,118.0,0.0,0.0,120.63,120.63,120.63,0.0,0.0,115.84,115.84,115.84,0.0,0.0,117.75,117.75,117.75,0.0,0.0
2018-02-04,109.71,109.71,109.71,0.0,0.0,110.54,110.54,110.54,0.0,0.0,106.75,106.75,106.75,0.0,0.0,110.54,110.54,110.54,0.0,0.0
2018-02-11,114.58,114.58,114.58,0.0,0.0,115.54,115.54,115.54,0.0,0.0,114.48,114.48,114.48,0.0,0.0,115.17,115.17,115.17,0.0,0.0
2018-02-18,114.54,114.54,114.54,0.0,0.0,114.69,114.69,114.69,0.0,0.0,114.08,114.08,114.08,0.0,0.0,114.69,114.69,114.69,0.0,0.0
2018-02-25,110.4,110.4,110.4,0.0,0.0,113.08,113.08,113.08,0.0,0.0,110.07,110.07,110.07,0.0,0.0,112.72,112.72,112.72,0.0,0.0
2018-03-04,118.09,118.09,118.09,0.0,0.0,118.83,118.83,118.83,0.0,0.0,118.09,118.09,118.09,0.0,0.0,118.83,118.83,118.83,0.0,0.0
2018-03-11,118.04,118.04,118.04,0.0,0.0,118.28,118.28,118.28,0.0,0.0,117.89,117.89,117.89,0.0,0.0,118.28,118.28,118.28,0.0,0.0
2018-03-18,115.99,115.99,115.99,0.0,0.0,116.61,116.61,116.61,0.0,0.0,114.08,114.08,114.08,0.0,0.0,114.08,114.08,114.08,0.0,0.0
2018-03-25,113.6,113.6,113.6,0.0,0.0,115.65,115.65,115.65,0.0,0.0,113.6,113.6,113.6,0.0,0.0,115.12,115.12,115.12,0.0,0.0
2018-04-01,114.98,114.98,114.98,0.0,0.0,116.02,116.02,116.02,0.0,0.0,113.23,113.23,113.23,0.0,0.0,114.05,114.05,114.05,0.0,0.0
2018-04-08,117.47,117.47,117.47,0.0,0.0,117.47,117.47,117.47,0.0,0.0,116.13,116.13,116.13,0.0,0.0,116.43,116.43,116.43,0.0,0.0
2018-04-15,117.98,117.98,117.98,0.0,0.0,118.34,118.34,118.34,0.0,0.0,117.24,117.24,117.24,0.0,0.0,117.46,117.46,117.46,0.0,0.0
2018-04-22,117.03,117.03,117.03,0.0,0.0,117.03,117.03,117.03,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.49,115.49,115.49,0.0,0.0
2018-04-29,116.05,116.05,116.05,0.0,0.0,117.43,117.43,117.43,0.0,0.0,116.05,116.05,116.05,0.0,0.0,117.23,117.23,117.23,0.0,0.0
2018-05-06,119.5,119.5,119.5,0.0,0.0,119.94,119.94,119.94,0.0,0.0,119.44,119.44,119.44,0.0,0.0,119.92,119.92,119.92,0.0,0.0
2018-05-13,121.39,121.39,121.39,0.0,0.0,121.83,121.83,121.83,0.0,0.0,121.39,121.39,121.39,0.0,0.0,121.77,121.77,121.77,0.0,0.0
2018-05-20,122.58,122.58,122.58,0.0,0.0,122.98,122.98,122.98,0.0,0.0,122.5,122.5,122.5,0.0,0.0,122.62,122.62,122.62,0.0,0.0
2018-05-27,125.04,125.04,125.04,0.0,0.0,125.9,125.9,125.9,0.0,0.0,125.01,125.01,125.01,0.0,0.0,125.69,125.69,125.69,0.0,0.0
2018-06-03,128.42,128.42,128.42,0.0,0.0,128.54,128.54,128.54,0.0,0.0,127.9,127.9,127.9,0.0,0.0,128.54,128.54,128.54,0.0,0.0
2018-06-10,129.88,129.88,129.88,0.0,0.0,130.31,130.31,130.31,0.0,0.0,129.57,129.57,129.57,0.0,0.0,130.31,130.31,130.31,0.0,0.0
2018-06-17,129.6,129.6,129.6,0.0,0.0,129.61,129.61,129.61,0.0,0.0,129.04,129.04,129.04,0.0,0.0,129.24,129.24,129.24,0.0,0.0
2018-06-24,127.16,127.16,127.16,0.0,0.0,127.56,127.56,127.56,0.0,0.0,126.91,126.91,126.91,0.0,0.0,127.01,127.01,127.01,0.0,0.0
2018-07-01,129.73,129.73,129.73,0.0,0.0,131.27,131.27,131.27,0.0,0.0,129.73,129.73,129.73,0.0,0.0,130.98,130.98,130.98,0.0,0.0
2018-07-08,131.99,131.99,131.99,0.0,0.0,132.41,132.41,132.41,0.0,0.0,131.72,131.72,131.72,0.0,0.0,131.77,131.77,131.77,0.0,0.0
2018-07-15,134.25,134.25,134.25,0.0,0.0,134.25,134.25,134.25,0.0,0.0,133.25,133.25,133.25,0.0,0.0,133.5,133.5,133.5,0.0,0.0
2018-07-22,133.8,133.8,133.8,0.0,0.0,133.8,133.8,133.8,0.0,0.0,130.0,130.0,130.0,0.0,0.0,130.48,130.48,130.48,0.0,0.0
2018-07-29,133.3,133.3,133.3,0.0,0.0,133.33,133.33,133.33,0.0,0.0,132.58,132.58,132.58,0.0,0.0,132.95,132.95,132.95,0.0,0.0
2018-08-05,132.9,132.9,132.9,0.0,0.0,134.43,134.43,134.43,0.0,0.0,132.9,132.9,132.9,0.0,0.0,133.87,133.87,133.87,0.0,0.0
2018-08-12,133.03,133.03,133.03,0.0,0.0,134.21,134.21,134.21,0.0,0.0,132.8,132.8,132.8,0.0,0.0,134.21,134.21,134.21,0.0,0.0
2018-08-19,137.57,137.57,137.57,0.0,0.0,137.92,137.92,137.92,0.0,0.0,136.96,136.96,136.96,0.0,0.0,137.72,137.72,137.72,0.0,0.0
2018-08-26,138.63,138.63,138.63,0.0,0.0,139.81,139.81,139.81,0.0,0.0,138.5,138.5,138.5,0.0,0.0,139.81,139.81,139.81,0.0,0.0
2018-09-02,136.95,136.95,136.95,0.0,0.0,137.48,137.48,137.48,0.0,0.0,135.49,135.49,135.49,0.0,0.0,136.39,136.39,136.39,0.0,0.0
2018-09-09,136.33,136.33,136.33,0.0,0.0,137.46,137.46,137.46,0.0,0.0,136.33,136.33,136.33,0.0,0.0,137.18,137.18,137.18,0.0,0.0
2018-09-16,135.43,135.43,135.43,0.0,0.0,135.61,135.61,135.61,0.0,0.0,134.2,134.2,134.2,0.0,0.0,134.25,134.25,134.25,0.0,0.0
2018-09-23,133.0,133.0,133.0,0.0,0.0,134.35,134.35,134.35,0.0,0.0,133.0,133.0,133.0,0.0,0.0,133.95,133.95,133.95,0.0,0.0
2018-09-30,128.91,128.91,128.91,0.0,0.0,128.91,128.91,128.91,0.0,0.0,125.26,125.26,125.26,0.0,0.0,126.13,126.13,126.13,0.0,0.0
2018-10-07,120.48,120.48,120.48,0.0,0.0,120.61,120.61,120.61,0.0,0.0,118.02,118.02,118.02,0.0,0.0,118.91,118.91,118.91,0.0,0.0
2018-10-14,121.09,121.09,121.09,0.0,0.0,121.69,121.69,121.69,0.0,0.0,118.37,118.37,118.37,0.0,0.0,118.67,118.67,118.67,0.0,0.0
2018-10-21,113.71,113.71,113.71,0.0,0.0,115.55,115.55,115.55,0.0,0.0,111.95,111.95,111.95,0.0,0.0,114.14,114.14,114.14,0.0,0.0
2018-10-28,122.56,122.56,122.56,0.0,0.0,123.24,123.24,123.24,0.0,0.0,121.73,121.73,121.73,0.0,0.0,122.63,122.63,122.63,0.0,0.0
2018-11-04,123.18,123.18,123.18,0.0,0.0,123.18,123.18,123.18,0.0,0.0,120.28,120.28,120.28,0.0,0.0,121.0,121.0,121.0,0.0,0.0
2018-11-11,117.02,117.02,117.02,0.0,0.0,118.0,118.0,118.0,0.0,0.0,116.67,116.67,116.67,0.0,0.0,118.0,118.0,118.0,0.0,0.0
2018-11-18,114.22,114.22,114.22,0.0,0.0,116.25,116.25,116.25,0.0,0.0,113.86,113.86,113.86,0.0,0.0,115.52,115.52,115.52,0.0,0.0
2018-11-25,120.28,120.28,120.28,0.0,0.0,120.62,120.62,120.62,0.0,0.0,119.75,119.75,119.75,0.0,0.0,120.23,120.23,120.23,0.0,0.0
2018-12-02,115.94,115.94,115.94,0.0,0.0,115.94,115.94,115.94,0.0,0.0,112.34,112.34,112.34,0.0,0.0,112.94,112.94,112.94,0.0,0.0
2018-12-09,111.3,111.3,111.3,0.0,0.0,112.14,112.14,112.14,0.0,0.0,109.35,109.35,109.35,0.0,0.0,109.71,109.71,109.71,0.0,0.0
2018-12-16,102.68,102.68,102.68,0.0,0.0,102.86,102.86,102.86,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.6,99.6,99.6,0.0,0.0
2018-12-23,103.36,103.36,103.36,0.0,0.0,105.32,105.32,105.32,0.0,0.0,103.04,103.04,103.04,0.0,0.0,103.69,103.69,103.69,0.0,0.0
2018-12-30,103.94,103.94,103.94,0.0,0.0,106.48,106.48,106.48,0.0,0.0,103.94,103.94,103.94,0.0,0.0,106.32,106.32,106.32,0.0,0.0
2019-01-06,111.52,111.52,111.52,0.0,0.0,112.29,112.29,112.29,0.0,0.0,111.52,111.52,111.52,0.0,0.0,112.22,112.22,112.22,0.0,0.0
2019-01-13,114.49,114.49,114.49,0.0,0.0,114.92,114.92,114.92,0.0,0.0,113.98,113.98,113.98,0.0,0.0,114.83,114.83,114.83,0.0,0.0
2019-01-20,113.58,113.58,113.58,0.0,0.0,114.09,114.09,114.09,0.0,0.0,113.3,113.3,113.3,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2019-01-27,114.1,114.1,114.1,0.0,0.0,114.1,114.1,114.1,0.0,0.0,113.25,113.25,113.25,0.0,0.0,113.84,113.84,113.84,0.0,0.0
2019-02-03,112.29,112.29,112.29,0.0,0.0,112.56,112.56,112.56,0.0,0.0,111.87,111.87,111.87,0.0,0.0,112.48,112.48,112.48,0.0,0.0
2019-02-10,117.03,117.03,117.03,0.0,0.0,118.11,118.11,118.11,0.0,0.0,117.01,117.01,117.01,0.0,0.0,117.73,117.73,117.73,0.0,0.0
2019-02-17,118.74,118.74,118.74,0.0,0.0,119.52,119.52,119.52,0.0,0.0,118.74,118.74,118.74,0.0,0.0,119.52,119.52,119.52,0.0,0.0
2019-02-24,118.41,118.41,118.41,0.0,0.0,118.67,118.67,118.67,0.0,0.0,117.86,117.86,117.86,0.0,0.0,118.51,118.51,118.51,0.0,0.0
2019-03-03,111.84,111.84,111.84,0.0,0.0,112.66,112.66,112.66,0.0,0.0,111.29,111.29,111.29,0.0,0.0,112.66,112.66,112.66,0.0,0.0
2019-03-10,114.5,114.5,114.5,0.0,0.0,115.27,115.27,115.27,0.0,0.0,114.04,114.04,114.04,0.0,0.0,114.07,114.07,114.07,0.0,0.0
2019-03-17,115.02,115.02,115.02,0.0,0.0,115.02,115.02,115.02,0.0,0.0,111.48,111.48,111.48,0.0,0.0,111.48,111.48,111.48,0.0,0.0
2019-03-24,113.9,113.9,113.9,0.0,0.0,113.92,113.92,113.92,0.0,0.0,112.87,112.87,112.87,0.0,0.0,113.17,113.17,113.17,0.0,0.0
2019-03-31,114.86,114.86,114.86,0.0,0.0,115.97,115.97,115.97,0.0,0.0,114.86,114.86,114.86,0.0,0.0,115.97,115.97,115.97,0.0,0.0
2019-04-07,116.55,116.55,116.55,0.0,0.0,116.55,116.55,116.55,0.0,0.0,115.44,115.44,115.44,0.0,0.0,115.75,115.75,115.75,0.0,0.0
