Date,IBIO_stock_Open_average,IBIO_stock_Open_max,IBIO_stock_Open_min,IBIO_stock_Open_volatility,IBIO_stock_Open_change,IBIO_stock_High_average,IBIO_stock_High_max,IBIO_stock_High_min,IBIO_stock_High_volatility,IBIO_stock_High_change,IBIO_stock_Low_average,IBIO_stock_Low_max,IBIO_stock_Low_min,IBIO_stock_Low_volatility,IBIO_stock_Low_change,IBIO_stock_Close_average,IBIO_stock_Close_max,IBIO_stock_Close_min,IBIO_stock_Close_volatility,IBIO_stock_Close_change,IBIO_stock_Volume_average,IBIO_stock_Volume_max,IBIO_stock_Volume_min,IBIO_stock_Volume_volatility,IBIO_stock_Volume_change
2018-01-14,1.8615,1.95,1.818,0.1319999999999999,-0.1319999999999999,1.9605000000000001,2.1,1.885,0.21500000000000008,-0.07300000000000018,1.78,1.81,1.755,0.05500000000000016,-0.05500000000000016,1.8287499999999999,1.858,1.795,0.06300000000000017,-0.038000000000000256,14138,28585,6247,22338,-8171
2018-01-21,1.836,1.9,1.78,0.11999999999999988,0.030000000000000027,1.8836,1.959,1.82,0.139,-0.07899999999999996,1.7836,1.84,1.76,0.08000000000000007,-0.020000000000000018,1.8318,1.88,1.7890000000000001,0.09099999999999975,-0.05999999999999983,11831,14843,9144,5699,-5312
2018-01-28,1.7489999999999999,1.8019999999999998,1.683,0.11899999999999977,-0.0009999999999998899,1.9676,2.595,1.72,0.8750000000000002,0.7840000000000003,1.6992,1.801,1.646,0.15500000000000003,0.05699999999999994,1.8506,2.275,1.66,0.615,0.518,33032,119268,3879,115389,108962
2018-02-04,2.169,2.39,1.995,0.395,-0.26000000000000023,2.2521999999999998,2.4,2.15,0.25,-0.25,1.9454,2.028,1.85,0.17799999999999994,0.11900000000000022,2.0126,2.104,1.9,0.20400000000000018,0.04600000000000004,18513,36599,8558,28041,-21381
2018-02-11,1.964,2.009,1.921,0.08799999999999986,-0.07899999999999996,2.0444,2.08,1.996,0.08400000000000007,-0.08400000000000007,1.9202,1.96,1.86,0.09999999999999987,0.04999999999999982,1.9794,2.048,1.92,0.1280000000000001,0.0,6359,10115,3901,6214,-4155
2018-02-18,1.85525,1.901,1.8,0.10099999999999998,-0.08099999999999996,1.907,1.931,1.87,0.06099999999999994,0.004000000000000226,1.81025,1.821,1.8,0.020999999999999908,0.020000000000000018,1.8455000000000001,1.9080000000000001,1.8,0.1080000000000001,0.1080000000000001,6440,16360,1594,14766,-12772
2018-02-25,1.9848000000000001,2.06,1.9240000000000002,0.1359999999999999,0.06000000000000005,2.1226,2.19,2.072,0.11799999999999988,0.11399999999999988,1.9496,2.0,1.9080000000000001,0.09199999999999986,0.09199999999999986,2.0234,2.106,1.96,0.1459999999999999,0.04999999999999982,8511,14521,4233,10288,4464
2018-03-04,2.68,3.15,2.25,0.8999999999999999,0.5499999999999998,2.9592,3.489,2.6889999999999996,0.8000000000000003,0.23100000000000032,2.4414000000000002,2.739,2.169,0.5699999999999998,0.43100000000000005,2.6682,2.95,2.3,0.6500000000000004,0.13100000000000023,45599,83068,15444,67624,-22867
2018-03-11,2.6488,2.91,2.4,0.5100000000000002,-0.5100000000000002,2.721,2.91,2.6,0.31000000000000005,-0.31000000000000005,2.423,2.595,2.3,0.2950000000000004,-0.2410000000000001,2.5902,2.65,2.501,0.14900000000000002,-0.04999999999999982,11705,13494,10132,3362,-1439
2018-03-18,2.3388,2.54,2.12,0.41999999999999993,-0.3799999999999999,2.4158,2.59,2.227,0.363,-0.363,2.2072,2.376,2.03,0.3460000000000001,-0.3460000000000001,2.3672,2.555,2.166,0.38900000000000023,-0.38900000000000023,7003,12153,3812,8341,-5974
