Date,Global X Longevity Thematic_etf_Open_average,Global X Longevity Thematic_etf_Open_max,Global X Longevity Thematic_etf_Open_min,Global X Longevity Thematic_etf_Open_volatility,Global X Longevity Thematic_etf_Open_change,Global X Longevity Thematic_etf_High_average,Global X Longevity Thematic_etf_High_max,Global X Longevity Thematic_etf_High_min,Global X Longevity Thematic_etf_High_volatility,Global X Longevity Thematic_etf_High_change,Global X Longevity Thematic_etf_Low_average,Global X Longevity Thematic_etf_Low_max,Global X Longevity Thematic_etf_Low_min,Global X Longevity Thematic_etf_Low_volatility,Global X Longevity Thematic_etf_Low_change,Global X Longevity Thematic_etf_Close_average,Global X Longevity Thematic_etf_Close_max,Global X Longevity Thematic_etf_Close_min,Global X Longevity Thematic_etf_Close_volatility,Global X Longevity Thematic_etf_Close_change
2018-03-25,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2018-04-01,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2018-04-08,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-04-15,19.65,19.65,19.65,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-04-22,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-04-29,19.47,19.47,19.47,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2018-05-06,19.84,19.84,19.84,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.84,19.84,19.84,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2018-05-13,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-05-20,20.24,20.24,20.24,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-05-27,20.36,20.36,20.36,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2018-06-03,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-06-10,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-06-17,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0,20.97,20.97,20.97,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-06-24,20.65,20.65,20.65,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-07-01,21.12,21.12,21.12,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-07-08,21.35,21.35,21.35,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-07-15,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-07-22,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-07-29,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2018-08-05,21.08,21.08,21.08,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-08-12,21.17,21.17,21.17,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2018-08-19,21.7,21.7,21.7,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-08-26,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-09-02,21.9,21.9,21.9,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-09-09,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-09-16,22.12,22.12,22.12,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-09-23,22.54,22.54,22.54,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2018-09-30,21.93,21.93,21.93,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2018-10-07,20.68,20.68,20.68,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2018-10-14,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-10-21,19.29,19.29,19.29,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2018-10-28,20.13,20.13,20.13,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-11-04,20.83,20.83,20.83,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2018-11-11,20.05,20.05,20.05,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-11-18,19.47,19.47,19.47,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2018-11-25,20.64,20.64,20.64,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-12-02,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-12-09,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2018-12-16,18.85,18.85,18.85,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-12-23,18.85,18.85,18.85,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2018-12-30,18.97,18.97,18.97,0.0,0.0,19.41,19.41,19.41,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2019-01-06,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-01-13,20.36,20.36,20.36,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-01-20,20.61,20.61,20.61,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-01-27,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-02-03,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-02-10,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-02-17,21.29,21.29,21.29,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-02-24,21.69,21.69,21.69,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-03-03,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-03-10,21.6,21.6,21.6,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-03-17,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-03-24,21.38,21.38,21.38,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2019-03-31,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2019-04-07,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-04-14,20.11,20.11,20.11,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-04-21,20.51,20.51,20.51,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-04-28,20.83,20.83,20.83,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-05-05,20.6,20.6,20.6,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-05-12,20.47,20.47,20.47,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-05-19,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-05-26,20.2,20.2,20.2,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-06-02,20.69,20.69,20.69,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-06-09,20.78,20.78,20.78,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-06-16,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-06-23,21.14,21.14,21.14,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-06-30,21.56,21.56,21.56,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2019-07-07,21.09,21.09,21.09,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-07-14,21.5,21.5,21.5,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2019-07-21,21.24,21.24,21.24,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2019-07-28,21.29,21.29,21.29,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2019-08-04,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2019-08-11,21.31,21.31,21.31,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-08-18,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-08-25,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-09-01,21.38,21.38,21.38,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-09-08,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-09-15,21.61,21.61,21.61,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-09-22,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2019-09-29,21.2,21.2,21.2,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-10-06,21.52,21.52,21.52,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-10-13,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-10-20,22.01,22.01,22.01,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-10-27,22.87,22.87,22.87,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.87,22.87,22.87,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-11-03,22.69,22.69,22.69,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-11-10,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-11-17,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-11-24,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-12-01,23.82,23.82,23.82,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-12-08,23.57,23.57,23.57,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-12-15,23.82,23.82,23.82,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-12-22,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-12-29,23.41,23.41,23.41,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.55,23.55,23.55,0.0,0.0
