Date,Direxion Daily Technology Bear 3X Shares_Open_average,Direxion Daily Technology Bear 3X Shares_Open_max,Direxion Daily Technology Bear 3X Shares_Open_min,Direxion Daily Technology Bear 3X Shares_Open_volatility,Direxion Daily Technology Bear 3X Shares_Open_change,Direxion Daily Technology Bear 3X Shares_High_average,Direxion Daily Technology Bear 3X Shares_High_max,Direxion Daily Technology Bear 3X Shares_High_min,Direxion Daily Technology Bear 3X Shares_High_volatility,Direxion Daily Technology Bear 3X Shares_High_change,Direxion Daily Technology Bear 3X Shares_Low_average,Direxion Daily Technology Bear 3X Shares_Low_max,Direxion Daily Technology Bear 3X Shares_Low_min,Direxion Daily Technology Bear 3X Shares_Low_volatility,Direxion Daily Technology Bear 3X Shares_Low_change,Direxion Daily Technology Bear 3X Shares_Close_average,Direxion Daily Technology Bear 3X Shares_Close_max,Direxion Daily Technology Bear 3X Shares_Close_min,Direxion Daily Technology Bear 3X Shares_Close_volatility,Direxion Daily Technology Bear 3X Shares_Close_change
2018-03-25,30.1,30.1,30.1,0.0,0.0,32.57,32.57,32.57,0.0,0.0,29.45,29.45,29.45,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2018-04-01,30.37,30.37,30.37,0.0,0.0,30.6,30.6,30.6,0.0,0.0,28.67,28.67,28.67,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-04-08,27.43,27.43,27.43,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-04-15,27.82,27.82,27.82,0.0,0.0,28.69,28.69,28.69,0.0,0.0,27.48,27.48,27.48,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-04-22,28.12,28.12,28.12,0.0,0.0,29.0,29.0,29.0,0.0,0.0,27.66,27.66,27.66,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-04-29,25.83,25.83,25.83,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2018-05-06,23.47,23.47,23.47,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2018-05-13,24.12,24.12,24.12,0.0,0.0,24.35,24.35,24.35,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2018-05-20,23.79,23.79,23.79,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-05-27,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-06-03,21.91,21.91,21.91,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2018-06-10,22.08,22.08,22.08,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2018-06-17,22.98,22.98,22.98,0.0,0.0,24.43,24.43,24.43,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-06-24,24.3,24.3,24.3,0.0,0.0,24.42,24.42,24.42,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2018-07-01,21.74,21.74,21.74,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2018-07-08,20.73,20.73,20.73,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-07-15,20.95,20.95,20.95,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2018-07-22,21.36,21.36,21.36,0.0,0.0,22.69,22.69,22.69,0.0,0.0,21.25,21.25,21.25,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-07-29,20.59,20.59,20.59,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2018-08-05,20.11,20.11,20.11,0.0,0.0,20.36,20.36,20.36,0.0,0.0,19.73,19.73,19.73,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-08-12,20.03,20.03,20.03,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2018-08-19,19.0,19.0,19.0,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2018-08-26,18.38,18.38,18.38,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2018-09-02,19.59,19.59,19.59,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2018-09-09,18.81,18.81,18.81,0.0,0.0,19.54,19.54,19.54,0.0,0.0,18.79,18.79,18.79,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-09-16,19.1,19.1,19.1,0.0,0.0,19.29,19.29,19.29,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2018-09-23,17.99,17.99,17.99,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.78,17.78,17.78,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2018-09-30,19.69,19.69,19.69,0.0,0.0,20.84,20.84,20.84,0.0,0.0,19.62,19.62,19.62,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-10-07,21.77,21.77,21.77,0.0,0.0,22.56,22.56,22.56,0.0,0.0,21.68,21.68,21.68,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-10-14,21.66,21.66,21.66,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-10-21,22.43,22.43,22.43,0.0,0.0,26.1,26.1,26.1,0.0,0.0,22.08,22.08,22.08,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-10-28,22.62,22.62,22.62,0.0,0.0,23.71,23.71,23.71,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-11-04,22.09,22.09,22.09,0.0,0.0,23.85,23.85,23.85,0.0,0.0,22.03,22.03,22.03,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-11-11,23.16,23.16,23.16,0.0,0.0,25.61,25.61,25.61,0.0,0.0,23.16,23.16,23.16,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-11-18,26.17,26.17,26.17,0.0,0.0,26.59,26.59,26.59,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-11-25,20.96,20.96,20.96,0.0,0.0,21.9,21.9,21.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-12-02,26.39,26.39,26.39,0.0,0.0,26.8,26.8,26.8,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-12-09,26.07,26.07,26.07,0.0,0.0,28.11,28.11,28.11,0.0,0.0,25.64,25.64,25.64,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-12-16,33.91,33.91,33.91,0.0,0.0,35.47,35.47,35.47,0.0,0.0,32.54,32.54,32.54,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-12-23,27.76,27.76,27.76,0.0,0.0,28.42,28.42,28.42,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-12-30,27.66,27.66,27.66,0.0,0.0,27.81,27.81,27.81,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-01-06,25.76,25.76,25.76,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-01-13,23.5,23.5,23.5,0.0,0.0,23.82,23.82,23.82,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-01-20,23.32,23.32,23.32,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-01-27,21.44,21.44,21.44,0.0,0.0,21.46,21.46,21.46,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-02-03,19.98,19.98,19.98,0.0,0.0,20.33,20.33,20.33,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-02-10,18.82,18.82,18.82,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2019-02-17,17.59,17.59,17.59,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2019-02-24,17.25,17.25,17.25,0.0,0.0,18.27,18.27,18.27,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2019-03-03,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-03-10,16.15,16.15,16.15,0.0,0.0,16.24,16.24,16.24,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2019-03-17,15.96,15.96,15.96,0.0,0.0,16.3,16.3,16.3,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2019-03-24,14.9,14.9,14.9,0.0,0.0,15.16,15.16,15.16,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-03-31,14.34,14.34,14.34,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-04-07,13.74,13.74,13.74,0.0,0.0,13.98,13.98,13.98,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2019-04-14,13.42,13.42,13.42,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2019-04-21,12.86,12.86,12.86,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2019-04-28,13.65,13.65,13.65,0.0,0.0,13.77,13.77,13.77,0.0,0.0,12.98,12.98,12.98,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2019-05-05,15.31,15.31,15.31,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2019-05-12,15.18,15.18,15.18,0.0,0.0,15.39,15.39,15.39,0.0,0.0,14.84,14.84,14.84,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-05-19,15.42,15.42,15.42,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2019-05-26,16.52,16.52,16.52,0.0,0.0,17.78,17.78,17.78,0.0,0.0,16.23,16.23,16.23,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2019-06-02,13.44,13.44,13.44,0.0,0.0,13.47,13.47,13.47,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2019-06-09,13.79,13.79,13.79,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2019-06-16,12.45,12.45,12.45,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2019-06-23,11.79,11.79,11.79,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2019-06-30,11.99,11.99,11.99,0.0,0.0,12.13,12.13,12.13,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2019-07-07,11.12,11.12,11.12,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2019-07-14,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0,10.93,10.93,10.93,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2019-07-21,10.61,10.61,10.61,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2019-07-28,13.02,13.02,13.02,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2019-08-04,12.42,12.42,12.42,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2019-08-11,11.57,11.57,11.57,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-08-18,12.08,12.08,12.08,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2019-08-25,11.26,11.26,11.26,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2019-09-01,10.5,10.5,10.5,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-09-08,10.96,10.96,10.96,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2019-09-15,11.03,11.03,11.03,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2019-09-22,11.08,11.08,11.08,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-09-29,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2019-10-06,10.4,10.4,10.4,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-10-13,10.37,10.37,10.37,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2019-10-20,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2019-10-27,9.01,9.01,9.01,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.98,8.98,8.98,0.0,0.0,9.07,9.07,9.07,0.0,0.0
2019-11-03,8.91,8.91,8.91,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2019-11-10,8.43,8.43,8.43,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.31,8.31,8.31,0.0,0.0,8.36,8.36,8.36,0.0,0.0
2019-11-17,8.49,8.49,8.49,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2019-11-24,8.16,8.16,8.16,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.52,8.52,8.52,0.0,0.0
2019-12-01,8.35,8.35,8.35,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2019-12-08,7.62,7.62,7.62,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.51,7.51,7.51,0.0,0.0,7.6,7.6,7.6,0.0,0.0
2019-12-15,7.29,7.29,7.29,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.21,7.21,7.21,0.0,0.0,7.26,7.26,7.26,0.0,0.0
2019-12-22,7.13,7.13,7.13,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.11,7.11,7.11,0.0,0.0,7.22,7.22,7.22,0.0,0.0
2019-12-29,7.08,7.08,7.08,0.0,0.0,7.08,7.08,7.08,0.0,0.0,6.86,6.86,6.86,0.0,0.0,6.99,6.99,6.99,0.0,0.0
