Date,MNRO_Open_average,MNRO_Open_max,MNRO_Open_min,MNRO_Open_volatility,MNRO_Open_change,MNRO_High_average,MNRO_High_max,MNRO_High_min,MNRO_High_volatility,MNRO_High_change,MNRO_Low_average,MNRO_Low_max,MNRO_Low_min,MNRO_Low_volatility,MNRO_Low_change,MNRO_Close_average,MNRO_Close_max,MNRO_Close_min,MNRO_Close_volatility,MNRO_Close_change,MNRO_Volume_average,MNRO_Volume_max,MNRO_Volume_min,MNRO_Volume_volatility,MNRO_Volume_change
2018-01-14,60.18,60.9,59.35,1.5499999999999972,-0.10000000000000142,61.059999999999995,61.9,60.05,1.8500000000000014,0.3999999999999986,59.47,60.5,59.0,1.5,1.2000000000000028,60.22,61.75,59.05,2.700000000000003,1.8500000000000014,240351,327248,102972,224276,101946
2018-01-21,62.95,64.0,61.5,2.5,2.5,63.464,64.15,62.3,1.8500000000000085,1.75,61.4,62.45,60.65,1.8000000000000043,-0.5500000000000043,62.66,64.1,60.85,3.249999999999993,-1.3500000000000014,363006,502051,215751,286300,248498
2018-01-28,55.98,57.55,54.3,3.25,-2.450000000000003,57.14,59.05,55.25,3.799999999999997,-3.799999999999997,54.296,55.98,52.1,3.8799999999999955,-1.3999999999999986,55.314,57.17,52.1,5.07,-5.07,573407,1088590,375444,713146,-635320
2018-02-04,53.26,54.75,50.95,3.799999999999997,1.5499999999999972,54.3,55.25,52.85,2.3999999999999986,-1.9499999999999957,51.982,53.26,50.9,2.3599999999999994,0.6499999999999986,53.37,54.65,52.15,2.5,-2.4499999999999957,314355,439721,214451,225270,-70539
2018-02-11,52.8875,54.35,51.55,2.8000000000000043,2.3000000000000043,53.975,54.85,52.4,2.450000000000003,2.450000000000003,51.815,52.95,51.15,1.8000000000000043,0.759999999999998,53.5875,54.55,52.1,2.4499999999999957,2.1999999999999957,197514,263775,158883,104892,5893
2018-02-18,53.0,54.05,52.1,1.9499999999999957,-0.6999999999999957,53.412,54.46,52.9,1.5600000000000023,-1.1099999999999994,51.9,52.5,51.7,0.7999999999999972,-0.75,52.33,53.1,51.75,1.3500000000000014,-0.8500000000000014,267039,394477,200015,194462,55313
2018-02-25,51.25,52.4,50.4,2.0,-0.5,52.29,52.9,51.7,1.1999999999999957,0.29999999999999716,50.506,51.38,50.25,1.1300000000000026,1.0800000000000054,51.3,52.2,50.3,1.9000000000000057,1.9000000000000057,218212,275078,170277,104801,104801
2018-03-04,53.33,54.5,52.3,2.200000000000003,2.200000000000003,54.28,55.2,53.65,1.5500000000000043,1.0500000000000043,52.8,54.0,52.15,1.8500000000000014,1.8500000000000014,53.68,54.55,52.5,2.049999999999997,0.5,270187,475505,155960,319545,41247
2018-03-11,54.53,55.0,54.05,0.9500000000000028,-0.7000000000000028,55.08,55.5,54.35,1.1499999999999986,-1.1499999999999986,53.964,54.35,53.27,1.0799999999999983,-1.0799999999999983,54.4,54.85,54.2,0.6499999999999986,-0.6000000000000014,302927,384496,196378,188118,51591
2018-03-18,53.02,54.2,51.95,2.25,-2.0,53.8,54.45,52.05,2.4000000000000057,0.09999999999999432,52.1,52.9,51.2,1.6999999999999957,-1.1499999999999986,52.846,54.23,51.2,3.029999999999994,0.7999999999999972,219383,259832,188290,71542,71542
