Date,AEE_Open_average,AEE_Open_max,AEE_Open_min,AEE_Open_volatility,AEE_Open_change,AEE_High_average,AEE_High_max,AEE_High_min,AEE_High_volatility,AEE_High_change,AEE_Low_average,AEE_Low_max,AEE_Low_min,AEE_Low_volatility,AEE_Low_change,AEE_Close_average,AEE_Close_max,AEE_Close_min,AEE_Close_volatility,AEE_Close_change,AEE_Volume_average,AEE_Volume_max,AEE_Volume_min,AEE_Volume_volatility,AEE_Volume_change
2018-01-14,55.63,55.76,55.47,0.28999999999999915,-0.20000000000000284,55.854,55.94,55.78,0.1599999999999966,-0.0799999999999983,55.082,55.3,54.83,0.46999999999999886,0.4299999999999997,55.42,55.79,55.16,0.6300000000000026,-0.1600000000000037,1521807,1807659,1065589,742070,-619323
2018-01-21,56.106,56.87,55.31,1.5599999999999952,1.2800000000000011,56.624,57.09,56.17,0.9200000000000017,0.25,55.75,56.26,55.28,0.9799999999999969,0.5799999999999983,56.27,56.92,55.74,1.1799999999999997,-0.18999999999999773,1754155,2683579,1270403,1413176,-80699
2018-01-28,55.696,56.62,54.91,1.7100000000000009,-0.9899999999999949,56.128,56.74,55.41,1.3300000000000054,-0.7899999999999991,55.05,55.78,54.01,1.7700000000000031,-1.7199999999999989,55.394,56.63,54.15,2.480000000000004,-1.9400000000000048,1979100,3167081,1299637,1867444,622005
2018-02-04,53.606,55.42,53.0,2.4200000000000017,1.8999999999999986,54.588,55.72,53.66,2.0600000000000023,1.7800000000000011,52.96,54.49,51.89,2.6000000000000014,2.6000000000000014,53.854,55.42,52.59,2.8299999999999983,2.0700000000000003,3076623,4565129,1789098,2776031,-631706
2018-02-11,55.2525,56.4,54.85,1.5499999999999972,1.5499999999999972,55.96,56.85,55.27,1.5799999999999983,1.3999999999999986,54.7775,55.66,54.32,1.3399999999999963,1.3399999999999963,55.6275,56.32,54.68,1.6400000000000006,1.0700000000000003,1939101,2605647,1201565,1404082,1404082
2018-02-18,55.362,56.38,54.68,1.7000000000000028,0.35999999999999943,55.978,56.46,55.32,1.1400000000000006,0.18999999999999773,54.684,55.38,54.23,1.1500000000000057,0.5800000000000054,55.234,56.35,54.4,1.9500000000000028,0.6700000000000017,1834815,2336507,1448296,888211,-888211
2018-02-25,54.664,55.93,53.94,1.990000000000002,-1.990000000000002,55.264,56.3,54.62,1.6799999999999997,-0.9799999999999969,53.982,54.8,53.47,1.3299999999999983,-1.1199999999999974,54.46,55.12,53.96,1.1599999999999966,0.22999999999999687,1778473,1915050,1444483,470567,76176
2018-03-04,54.120000000000005,55.02,53.77,1.25,-0.8700000000000045,54.352000000000004,55.02,54.0,1.0200000000000031,-0.4200000000000017,53.612,54.1,53.08,1.0200000000000031,0.23000000000000398,53.955999999999996,54.41,53.58,0.8299999999999983,0.46999999999999886,1633373,2057020,1030295,1026725,-160347
2018-03-11,54.676,55.48,54.14,1.3399999999999963,1.3399999999999963,55.275999999999996,55.79,54.65,1.1400000000000006,1.1400000000000006,54.48,54.93,53.88,1.0499999999999972,1.0499999999999972,54.836000000000006,55.49,54.09,1.3999999999999986,1.1099999999999994,1829860,2834365,1135081,1699284,-467877
2018-03-18,54.962,55.28,54.3,0.980000000000004,-0.980000000000004,55.57,55.96,54.95,1.009999999999998,-0.5899999999999963,54.498,54.99,53.91,1.0800000000000054,-0.8900000000000006,54.762,55.13,54.01,1.1200000000000045,-0.28000000000000114,1181980,1328922,975785,353137,353137
