Date,Global X China Energy_Open_average,Global X China Energy_Open_max,Global X China Energy_Open_min,Global X China Energy_Open_volatility,Global X China Energy_Open_change,Global X China Energy_High_average,Global X China Energy_High_max,Global X China Energy_High_min,Global X China Energy_High_volatility,Global X China Energy_High_change,Global X China Energy_Low_average,Global X China Energy_Low_max,Global X China Energy_Low_min,Global X China Energy_Low_volatility,Global X China Energy_Low_change,Global X China Energy_Close_average,Global X China Energy_Close_max,Global X China Energy_Close_min,Global X China Energy_Close_volatility,Global X China Energy_Close_change
2018-01-14,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2018-01-21,12.45,12.45,12.45,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2018-01-28,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2018-02-04,11.09,11.09,11.09,0.0,0.0,11.11,11.11,11.11,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2018-02-11,11.58,11.58,11.58,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2018-02-18,11.7,11.7,11.7,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-02-25,11.36,11.36,11.36,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.35,11.35,11.35,0.0,0.0
2018-03-04,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2018-03-11,11.55,11.55,11.55,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2018-03-18,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2018-03-25,12.03,12.03,12.03,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2018-04-01,12.03,12.03,12.03,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2018-04-08,11.89,11.89,11.89,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-04-15,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2018-04-22,12.52,12.52,12.52,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.6,12.6,12.6,0.0,0.0
2018-04-29,12.6,12.6,12.6,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2018-05-06,13.27,13.27,13.27,0.0,0.0,13.77,13.77,13.77,0.0,0.0,12.78,12.78,12.78,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2018-05-13,13.45,13.45,13.45,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-05-20,12.83,12.83,12.83,0.0,0.0,13.12,13.12,13.12,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2018-05-27,13.12,13.12,13.12,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2018-06-03,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0
2018-06-10,11.89,11.89,11.89,0.0,0.0,12.76,12.76,12.76,0.0,0.0,11.89,11.89,11.89,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2018-06-17,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2018-06-24,12.23,12.23,12.23,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-07-01,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2018-07-08,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2018-07-15,12.71,12.71,12.71,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.64,12.64,12.64,0.0,0.0
2018-07-22,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2018-07-29,12.61,12.61,12.61,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2018-08-05,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0
2018-08-12,12.24,12.24,12.24,0.0,0.0,12.34,12.34,12.34,0.0,0.0,11.98,11.98,11.98,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2018-08-19,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0
2018-08-26,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0
2018-09-02,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0
