Date,Vanguard Intl High Div YldEtf_Open_average,Vanguard Intl High Div YldEtf_Open_max,Vanguard Intl High Div YldEtf_Open_min,Vanguard Intl High Div YldEtf_Open_volatility,Vanguard Intl High Div YldEtf_Open_change,Vanguard Intl High Div YldEtf_High_average,Vanguard Intl High Div YldEtf_High_max,Vanguard Intl High Div YldEtf_High_min,Vanguard Intl High Div YldEtf_High_volatility,Vanguard Intl High Div YldEtf_High_change,Vanguard Intl High Div YldEtf_Low_average,Vanguard Intl High Div YldEtf_Low_max,Vanguard Intl High Div YldEtf_Low_min,Vanguard Intl High Div YldEtf_Low_volatility,Vanguard Intl High Div YldEtf_Low_change,Vanguard Intl High Div YldEtf_Close_average,Vanguard Intl High Div YldEtf_Close_max,Vanguard Intl High Div YldEtf_Close_min,Vanguard Intl High Div YldEtf_Close_volatility,Vanguard Intl High Div YldEtf_Close_change
2019-02-24,61.47,61.47,61.47,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2019-03-03,60.04,60.04,60.04,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2019-03-10,61.86,61.86,61.86,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-03-17,61.63,61.63,61.63,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-03-24,61.01,61.01,61.01,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-03-31,62.42,62.42,62.42,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-04-07,62.77,62.77,62.77,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2019-04-14,63.24,63.24,63.24,0.0,0.0,63.32,63.32,63.32,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2019-04-21,62.24,62.24,62.24,0.0,0.0,62.43,62.43,62.43,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2019-04-28,62.52,62.52,62.52,0.0,0.0,62.81,62.81,62.81,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2019-05-05,60.76,60.76,60.76,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-05-12,60.01,60.01,60.01,0.0,0.0,60.33,60.33,60.33,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2019-05-19,59.94,59.94,59.94,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2019-05-26,59.12,59.12,59.12,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-06-02,60.67,60.67,60.67,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2019-06-09,60.64,60.64,60.64,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-06-16,61.09,61.09,61.09,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-06-23,61.35,61.35,61.35,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2019-06-30,61.6,61.6,61.6,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-07-07,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2019-07-14,61.42,61.42,61.42,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2019-07-21,61.14,61.14,61.14,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-07-28,59.13,59.13,59.13,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-08-04,58.05,58.05,58.05,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-08-11,56.66,56.66,56.66,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2019-08-18,57.18,57.18,57.18,0.0,0.0,57.39,57.39,57.39,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-08-25,57.79,57.79,57.79,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2019-09-01,59.04,59.04,59.04,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2019-09-08,60.87,60.87,60.87,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-09-15,60.6,60.6,60.6,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2019-09-22,59.54,59.54,59.54,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2019-09-29,58.21,58.21,58.21,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2019-10-06,59.74,59.74,59.74,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.74,59.74,59.74,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2019-10-13,60.76,60.76,60.76,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-10-20,61.46,61.46,61.46,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-10-27,61.82,61.82,61.82,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-11-03,62.58,62.58,62.58,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2019-11-10,62.16,62.16,62.16,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2019-11-17,62.1,62.1,62.1,0.0,0.0,62.2,62.2,62.2,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2019-11-24,62.0,62.0,62.0,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2019-12-01,62.08,62.08,62.08,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2019-12-08,63.5,63.5,63.5,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2019-12-15,64.2,64.2,64.2,0.0,0.0,64.2,64.2,64.2,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2019-12-22,64.09,64.09,64.09,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2019-12-29,63.65,63.65,63.65,0.0,0.0,64.16,64.16,64.16,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.78,63.78,63.78,0.0,0.0
