Date,Vanguard Intl High Div YldEtf_Open_average,Vanguard Intl High Div YldEtf_Open_max,Vanguard Intl High Div YldEtf_Open_min,Vanguard Intl High Div YldEtf_Open_volatility,Vanguard Intl High Div YldEtf_Open_change,Vanguard Intl High Div YldEtf_High_average,Vanguard Intl High Div YldEtf_High_max,Vanguard Intl High Div YldEtf_High_min,Vanguard Intl High Div YldEtf_High_volatility,Vanguard Intl High Div YldEtf_High_change,Vanguard Intl High Div YldEtf_Low_average,Vanguard Intl High Div YldEtf_Low_max,Vanguard Intl High Div YldEtf_Low_min,Vanguard Intl High Div YldEtf_Low_volatility,Vanguard Intl High Div YldEtf_Low_change,Vanguard Intl High Div YldEtf_Close_average,Vanguard Intl High Div YldEtf_Close_max,Vanguard Intl High Div YldEtf_Close_min,Vanguard Intl High Div YldEtf_Close_volatility,Vanguard Intl High Div YldEtf_Close_change
2018-01-14,70.78,70.78,70.78,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.76,70.76,70.76,0.0,0.0
2018-01-21,71.87,71.87,71.87,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2018-01-28,70.51,70.51,70.51,0.0,0.0,70.51,70.51,70.51,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.68,69.68,69.68,0.0,0.0
2018-02-04,65.9,65.9,65.9,0.0,0.0,66.19,66.19,66.19,0.0,0.0,64.31,64.31,64.31,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2018-02-11,68.29,68.29,68.29,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2018-02-18,68.22,68.22,68.22,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2018-02-25,66.16,66.16,66.16,0.0,0.0,66.73,66.73,66.73,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2018-03-04,67.5,67.5,67.5,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.72,67.72,67.72,0.0,0.0
2018-03-11,67.3,67.3,67.3,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.27,67.27,67.27,0.0,0.0
2018-03-18,65.89,65.89,65.89,0.0,0.0,66.09,66.09,66.09,0.0,0.0,65.08,65.08,65.08,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-03-25,65.99,65.99,65.99,0.0,0.0,66.45,66.45,66.45,0.0,0.0,65.82,65.82,65.82,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2018-04-01,66.26,66.26,66.26,0.0,0.0,66.44,66.44,66.44,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.71,65.71,65.71,0.0,0.0
2018-04-08,67.15,67.15,67.15,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-04-15,67.01,67.01,67.01,0.0,0.0,67.12,67.12,67.12,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2018-04-22,66.83,66.83,66.83,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.89,66.89,66.89,0.0,0.0
2018-04-29,66.11,66.11,66.11,0.0,0.0,66.58,66.58,66.58,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2018-05-06,67.43,67.43,67.43,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2018-05-13,66.42,66.42,66.42,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2018-05-20,65.34,65.34,65.34,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2018-05-27,64.92,64.92,64.92,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2018-06-03,65.01,65.01,65.01,0.0,0.0,65.19,65.19,65.19,0.0,0.0,64.82,64.82,64.82,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-06-10,64.28,64.28,64.28,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2018-06-17,62.76,62.76,62.76,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2018-06-24,62.13,62.13,62.13,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2018-07-01,62.53,62.53,62.53,0.0,0.0,63.06,63.06,63.06,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2018-07-08,62.64,62.64,62.64,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-07-15,62.82,62.82,62.82,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.82,62.82,62.82,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2018-07-22,64.24,64.24,64.24,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2018-07-29,63.46,63.46,63.46,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2018-08-05,62.65,62.65,62.65,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2018-08-12,61.65,61.65,61.65,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.61,61.61,61.61,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2018-08-19,62.78,62.78,62.78,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2018-08-26,62.63,62.63,62.63,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2018-09-02,61.07,61.07,61.07,0.0,0.0,61.32,61.32,61.32,0.0,0.0,60.88,60.88,60.88,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2018-09-09,62.18,62.18,62.18,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2018-09-16,63.78,63.78,63.78,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2018-09-23,62.66,62.66,62.66,0.0,0.0,63.09,63.09,63.09,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2018-09-30,61.79,61.79,61.79,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2018-10-07,60.01,60.01,60.01,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2018-10-14,59.61,59.61,59.61,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2018-10-21,57.61,57.61,57.61,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2018-10-28,59.95,59.95,59.95,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2018-11-04,59.56,59.56,59.56,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-11-11,59.01,59.01,59.01,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2018-11-18,58.2,58.2,58.2,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-11-25,59.2,59.2,59.2,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2018-12-02,58.31,58.31,58.31,0.0,0.0,58.52,58.52,58.52,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2018-12-09,57.58,57.58,57.58,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2018-12-16,56.23,56.23,56.23,0.0,0.0,56.57,56.57,56.57,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2018-12-23,56.44,56.44,56.44,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2018-12-30,56.78,56.78,56.78,0.0,0.0,57.68,57.68,57.68,0.0,0.0,56.66,56.66,56.66,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-01-06,58.48,58.48,58.48,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-01-13,59.33,59.33,59.33,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2019-01-20,59.34,59.34,59.34,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2019-01-27,60.22,60.22,60.22,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2019-02-03,59.5,59.5,59.5,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2019-02-10,60.3,60.3,60.3,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-02-17,61.15,61.15,61.15,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.25,61.25,61.25,0.0,0.0
