Date,CYOU_stock_Open_average,CYOU_stock_Open_max,CYOU_stock_Open_min,CYOU_stock_Open_volatility,CYOU_stock_Open_change,CYOU_stock_High_average,CYOU_stock_High_max,CYOU_stock_High_min,CYOU_stock_High_volatility,CYOU_stock_High_change,CYOU_stock_Low_average,CYOU_stock_Low_max,CYOU_stock_Low_min,CYOU_stock_Low_volatility,CYOU_stock_Low_change,CYOU_stock_Close_average,CYOU_stock_Close_max,CYOU_stock_Close_min,CYOU_stock_Close_volatility,CYOU_stock_Close_change,CYOU_stock_Volume_average,CYOU_stock_Volume_max,CYOU_stock_Volume_min,CYOU_stock_Volume_volatility,CYOU_stock_Volume_change
2018-01-14,36.4925,36.71,36.24,0.46999999999999886,0.03999999999999915,36.917500000000004,37.63,36.56,1.0700000000000003,0.8300000000000054,36.24,36.43,36.13,0.29999999999999716,0.29999999999999716,36.53,36.96,36.23,0.730000000000004,0.730000000000004,159440,260921,87056,173865,-108392
2018-01-21,35.26,37.04,33.3,3.740000000000002,-3.740000000000002,35.448,37.36,33.89,3.469999999999999,-3.469999999999999,34.102000000000004,36.49,32.25,4.240000000000002,-4.240000000000002,34.36,36.49,32.99,3.5,-3.4200000000000017,232356,316857,88817,228040,212612
2018-01-28,30.416,31.54,29.61,1.9299999999999997,1.9299999999999997,31.53,32.39,30.78,1.6099999999999994,-0.38000000000000256,29.96,30.38,29.6,0.7799999999999976,0.6899999999999977,30.689999999999998,31.75,30.13,1.620000000000001,0.1999999999999993,421788,842788,241092,601696,-558894
2018-02-04,29.31,30.23,28.1,2.129999999999999,-2.129999999999999,29.596,30.75,28.62,2.129999999999999,-2.129999999999999,28.55,30.01,27.19,2.8200000000000003,-2.8200000000000003,28.86,30.2,27.68,2.5199999999999996,-2.5199999999999996,255117,346595,199505,147090,147090
2018-02-11,27.856,28.35,27.18,1.1700000000000017,0.28999999999999915,28.212,28.62,27.83,0.7900000000000027,0.2700000000000031,27.39,27.93,27.02,0.9100000000000001,-0.03999999999999915,27.701999999999998,28.13,27.22,0.9100000000000001,0.0,276663,548493,85086,463407,-313001
2018-02-18,27.83,28.3,26.93,1.370000000000001,1.0199999999999996,28.485,28.83,28.1,0.7299999999999969,0.41000000000000014,27.625,28.14,26.93,1.2100000000000009,1.0199999999999996,28.1475,28.35,27.84,0.5100000000000016,0.28000000000000114,177403,223265,116540,106725,40997
2018-02-25,28.35,28.5,27.95,0.5500000000000007,-0.5100000000000016,28.568,28.78,28.17,0.6099999999999994,-0.5299999999999976,27.914,28.26,27.34,0.9200000000000017,-0.9200000000000017,28.232,28.52,27.89,0.629999999999999,-0.629999999999999,196087,307322,133828,173494,16238
2018-03-04,28.324,28.69,27.64,1.0500000000000007,0.9800000000000004,28.708,29.15,28.11,1.0399999999999991,0.8500000000000014,28.11,28.5,27.64,0.8599999999999994,0.6899999999999977,28.506,28.92,27.89,1.0300000000000011,1.0300000000000011,118210,205952,69087,136865,-119740
2018-03-11,28.766,29.09,28.24,0.8500000000000014,-0.7700000000000031,28.886,29.22,28.53,0.6899999999999977,-0.6600000000000001,28.28,28.8,27.5,1.3000000000000007,-1.3000000000000007,28.418,28.96,27.56,1.4000000000000021,-1.4000000000000021,140340,317851,71402,246449,210249
2018-03-18,27.64,27.82,27.47,0.3500000000000014,0.14000000000000057,28.004,28.11,27.85,0.259999999999998,0.18999999999999773,27.348,27.47,27.17,0.29999999999999716,0.0799999999999983,27.766000000000002,27.93,27.45,0.4800000000000004,0.17999999999999972,89520,136756,69530,67226,53631
