Date,BCEI_stock_Open_average,BCEI_stock_Open_max,BCEI_stock_Open_min,BCEI_stock_Open_volatility,BCEI_stock_Open_change,BCEI_stock_High_average,BCEI_stock_High_max,BCEI_stock_High_min,BCEI_stock_High_volatility,BCEI_stock_High_change,BCEI_stock_Low_average,BCEI_stock_Low_max,BCEI_stock_Low_min,BCEI_stock_Low_volatility,BCEI_stock_Low_change,BCEI_stock_Close_average,BCEI_stock_Close_max,BCEI_stock_Close_min,BCEI_stock_Close_volatility,BCEI_stock_Close_change,BCEI_stock_Volume_average,BCEI_stock_Volume_max,BCEI_stock_Volume_min,BCEI_stock_Volume_volatility,BCEI_stock_Volume_change
2018-01-14,28.4625,29.17,28.0,1.1700000000000017,-1.1700000000000017,28.575000000000003,29.17,28.0,1.1700000000000017,-1.1700000000000017,27.5675,27.83,27.25,0.5799999999999983,-0.5599999999999987,28.0675,28.4,27.87,0.5299999999999976,-0.129999999999999,258859,290101,221831,68270,55485
2018-01-21,28.136,28.83,27.59,1.2399999999999984,-0.030000000000001137,28.646,29.39,27.96,1.4299999999999997,-0.48999999999999844,27.616,28.12,27.24,0.8800000000000026,-0.1700000000000017,28.056,28.54,27.64,0.8999999999999986,-0.33999999999999986,139044,175823,115269,60554,28535
2018-01-28,27.914,28.3,27.65,0.6500000000000021,-0.08000000000000185,28.282,28.77,27.73,1.0399999999999991,-1.0399999999999991,27.252,27.5,26.65,0.8500000000000014,-0.5800000000000018,27.896,28.51,27.4,1.110000000000003,-1.110000000000003,257954,392816,165354,227462,227462
2018-02-04,26.14,27.0,25.38,1.620000000000001,-1.620000000000001,26.61,27.42,25.76,1.6600000000000001,-1.6600000000000001,25.228,26.1,23.66,2.4400000000000013,-2.4400000000000013,25.828,26.59,24.84,1.75,-1.75,375957,406220,347441,58779,45200
2018-02-11,25.746,26.11,25.42,0.6899999999999977,0.6899999999999977,26.566,27.98,26.03,1.9499999999999993,1.7899999999999991,25.378,25.99,24.88,1.1099999999999994,1.1099999999999994,26.266000000000002,27.82,25.74,2.080000000000002,1.9499999999999993,347369,517063,248501,268562,-226178
2018-02-18,28.21,28.61,27.77,0.8399999999999999,0.8399999999999999,29.064999999999998,29.47,28.74,0.7300000000000004,0.7300000000000004,28.15,28.58,27.77,0.8099999999999987,0.8099999999999987,28.5,29.0,28.24,0.7600000000000016,0.7600000000000016,278258,316579,231808,84771,24447
2018-02-25,28.406,29.13,27.08,2.0500000000000007,-2.0500000000000007,28.694,29.47,27.65,1.8200000000000003,-1.8200000000000003,27.806,28.76,26.75,2.0100000000000016,-1.9299999999999997,28.076,28.94,27.23,1.7100000000000009,-1.6799999999999997,228251,287961,169390,118571,114738
2018-03-04,27.572,27.87,27.28,0.5899999999999999,0.5899999999999999,27.982,28.24,27.56,0.6799999999999997,-0.010000000000001563,27.376,27.62,27.2,0.4200000000000017,0.23000000000000043,27.55,27.89,27.28,0.6099999999999994,0.46999999999999886,229717,298918,190552,108366,-86497
2018-03-11,27.294,27.98,25.9,2.080000000000002,-2.0700000000000003,27.96,28.58,27.59,0.9899999999999984,-0.9899999999999984,26.56,27.55,25.53,2.0199999999999996,-1.620000000000001,27.046,27.87,25.8,2.0700000000000003,-0.40000000000000213,341719,909494,104125,805369,720056
2018-03-18,27.36,28.09,26.75,1.3399999999999999,-0.5899999999999999,28.006,28.5,27.28,1.2199999999999989,-0.03999999999999915,26.674,27.08,26.47,0.6099999999999994,0.060000000000002274,27.132,27.96,26.63,1.3300000000000018,0.28999999999999915,258284,446662,191246,255416,-38031
2018-03-25,27.2125,27.65,26.65,1.0,-0.15000000000000213,27.6,27.99,27.2,0.7899999999999991,0.48999999999999844,26.645,27.2,26.37,0.8299999999999983,0.6899999999999977,27.2325,27.71,26.65,1.0600000000000023,0.3000000000000007,207207,299567,132979,166588,111887
2018-04-01,27.164,27.5,26.71,0.7899999999999991,0.019999999999999574,27.688,28.28,27.3,0.9800000000000004,0.6900000000000013,26.278,26.49,25.88,0.6099999999999994,0.29999999999999716,27.16,27.83,26.6,1.2299999999999969,0.4799999999999969,212712,313171,131653,181518,84788
2018-04-08,27.63,28.64,26.98,1.6600000000000001,1.4100000000000001,28.172,28.8,27.48,1.3200000000000003,1.3200000000000003,27.16,27.71,26.54,1.1700000000000017,1.1700000000000017,27.724,28.66,26.61,2.0500000000000007,1.4499999999999993,218167,288776,117035,171741,102206
2018-04-15,27.77,28.73,26.67,2.0599999999999987,0.46999999999999886,28.572,29.84,27.0,2.84,0.9200000000000017,26.964,27.72,26.28,1.4399999999999977,1.2199999999999989,27.934,28.86,26.65,2.210000000000001,2.1300000000000026,187445,236954,124807,112147,-100123
2018-04-22,29.256,30.47,28.55,1.9199999999999982,1.9199999999999982,29.772,30.82,28.78,2.039999999999999,1.8399999999999999,28.584,29.5,27.74,1.7600000000000016,1.3399999999999999,29.27,30.47,28.7,1.7699999999999996,0.4200000000000017,174467,281540,120590,160950,-44883
2018-04-29,30.382,31.4,29.23,2.169999999999998,1.1600000000000001,31.16,31.96,30.42,1.5399999999999991,0.8099999999999987,30.02,30.55,28.86,1.6900000000000013,1.5300000000000011,30.804,31.57,30.33,1.240000000000002,0.740000000000002,121197,183967,81434,102533,-56940
2018-05-06,32.818,34.26,30.89,3.3699999999999974,2.139999999999997,33.488,34.87,31.77,3.099999999999998,1.9499999999999957,31.718,32.88,29.8,3.080000000000002,2.120000000000001,32.478,33.4,31.06,2.34,1.879999999999999,172834,246632,101067,145565,-44284
2018-05-13,33.916,36.28,33.12,3.1600000000000037,3.1600000000000037,34.839999999999996,36.89,33.65,3.240000000000002,3.230000000000004,33.764,36.0,33.09,2.9099999999999966,2.9099999999999966,34.382,36.14,33.23,2.9100000000000037,2.9100000000000037,568218,964916,171981,792935,562999
2018-05-20,35.896,37.24,33.51,3.730000000000004,-3.020000000000003,36.924,37.5,35.69,1.8100000000000023,-1.6799999999999997,34.992,36.26,33.32,2.9399999999999977,-2.9399999999999977,36.012,37.02,35.11,1.9100000000000037,-1.4100000000000037,505798,735519,325672,409847,-68282
2018-05-27,35.9675,36.91,35.15,1.759999999999998,1.759999999999998,36.7325,37.28,35.71,1.5700000000000003,1.5700000000000003,35.625,36.08,35.03,1.0499999999999972,1.0499999999999972,36.375,36.78,35.54,1.240000000000002,1.0700000000000003,219040,244480,195212,49268,16258
2018-06-03,35.162,36.85,34.34,2.509999999999998,-1.740000000000002,35.668,36.93,34.98,1.9500000000000028,-1.8200000000000003,33.906,34.43,33.34,1.0899999999999963,-1.0899999999999963,34.504,34.93,33.78,1.1499999999999986,-0.9799999999999969,174667,204782,146485,58297,-1298
