Date,WisdomTree Middle East Dividend_Open_average,WisdomTree Middle East Dividend_Open_max,WisdomTree Middle East Dividend_Open_min,WisdomTree Middle East Dividend_Open_volatility,WisdomTree Middle East Dividend_Open_change,WisdomTree Middle East Dividend_High_average,WisdomTree Middle East Dividend_High_max,WisdomTree Middle East Dividend_High_min,WisdomTree Middle East Dividend_High_volatility,WisdomTree Middle East Dividend_High_change,WisdomTree Middle East Dividend_Low_average,WisdomTree Middle East Dividend_Low_max,WisdomTree Middle East Dividend_Low_min,WisdomTree Middle East Dividend_Low_volatility,WisdomTree Middle East Dividend_Low_change,WisdomTree Middle East Dividend_Close_average,WisdomTree Middle East Dividend_Close_max,WisdomTree Middle East Dividend_Close_min,WisdomTree Middle East Dividend_Close_volatility,WisdomTree Middle East Dividend_Close_change
2018-01-14,18.7,18.7,18.7,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-01-21,18.41,18.41,18.41,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2018-01-28,17.92,17.92,17.92,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2018-02-04,18.0,18.0,18.0,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2018-02-11,18.44,18.44,18.44,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-02-18,18.64,18.64,18.64,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2018-02-25,17.89,17.89,17.89,0.0,0.0,18.5,18.5,18.5,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2018-03-04,18.76,18.76,18.76,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2018-03-11,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2018-03-18,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2018-03-25,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2018-04-01,19.16,19.16,19.16,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-04-08,19.06,19.06,19.06,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.93,18.93,18.93,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-04-15,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-04-22,19.52,19.52,19.52,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2018-04-29,19.42,19.42,19.42,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2018-05-06,19.31,19.31,19.31,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-05-13,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-05-20,19.05,19.05,19.05,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2018-05-27,19.25,19.25,19.25,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-06-03,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2018-06-10,19.43,19.43,19.43,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-06-17,19.39,19.39,19.39,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-06-24,19.21,19.21,19.21,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-07-01,19.45,19.45,19.45,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-07-08,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-07-15,19.43,19.43,19.43,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2018-07-22,19.49,19.49,19.49,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-07-29,19.95,19.95,19.95,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-08-05,19.51,19.51,19.51,0.0,0.0,20.05,20.05,20.05,0.0,0.0,18.85,18.85,18.85,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2018-08-12,18.97,18.97,18.97,0.0,0.0,19.4,19.4,19.4,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2018-08-19,18.93,18.93,18.93,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.93,18.93,18.93,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-08-26,18.89,18.89,18.89,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-09-02,18.92,18.92,18.92,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2018-09-09,18.91,18.91,18.91,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-09-16,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-09-23,18.89,18.89,18.89,0.0,0.0,19.14,19.14,19.14,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2018-09-30,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-10-07,18.53,18.53,18.53,0.0,0.0,18.82,18.82,18.82,0.0,0.0,17.75,17.75,17.75,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2018-10-14,18.84,18.84,18.84,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2018-10-21,18.93,18.93,18.93,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-10-28,19.05,19.05,19.05,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2018-11-04,18.85,18.85,18.85,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2018-11-11,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2018-11-18,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-11-25,18.72,18.72,18.72,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-12-02,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2018-12-09,18.8,18.8,18.8,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2018-12-16,18.43,18.43,18.43,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2018-12-23,18.89,18.89,18.89,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-12-30,19.23,19.23,19.23,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-01-06,19.18,19.18,19.18,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2019-01-13,19.75,19.75,19.75,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-01-20,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.76,19.76,19.76,0.0,0.0
