Date,WisdomTree Middle East Dividend_Open_average,WisdomTree Middle East Dividend_Open_max,WisdomTree Middle East Dividend_Open_min,WisdomTree Middle East Dividend_Open_volatility,WisdomTree Middle East Dividend_Open_change,WisdomTree Middle East Dividend_High_average,WisdomTree Middle East Dividend_High_max,WisdomTree Middle East Dividend_High_min,WisdomTree Middle East Dividend_High_volatility,WisdomTree Middle East Dividend_High_change,WisdomTree Middle East Dividend_Low_average,WisdomTree Middle East Dividend_Low_max,WisdomTree Middle East Dividend_Low_min,WisdomTree Middle East Dividend_Low_volatility,WisdomTree Middle East Dividend_Low_change,WisdomTree Middle East Dividend_Close_average,WisdomTree Middle East Dividend_Close_max,WisdomTree Middle East Dividend_Close_min,WisdomTree Middle East Dividend_Close_volatility,WisdomTree Middle East Dividend_Close_change
2019-01-27,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-02-03,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-02-10,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-02-17,19.62,19.62,19.62,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-02-24,19.73,19.73,19.73,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.73,19.73,19.73,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-03-03,19.3,19.3,19.3,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-03-10,19.86,19.86,19.86,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-03-17,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-03-24,20.57,20.57,20.57,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-03-31,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-04-07,20.77,20.77,20.77,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-04-14,21.16,21.16,21.16,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2019-04-21,21.6,21.6,21.6,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-04-28,21.19,21.19,21.19,0.0,0.0,21.26,21.26,21.26,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-05-05,20.01,20.01,20.01,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2019-05-12,19.92,19.92,19.92,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.8,19.8,19.8,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-05-19,20.05,20.05,20.05,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-05-26,20.77,20.77,20.77,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-06-02,20.95,20.95,20.95,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2019-06-09,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-06-16,20.77,20.77,20.77,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-06-23,20.7,20.7,20.7,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-06-30,20.58,20.58,20.58,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-07-07,21.09,21.09,21.09,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2019-07-14,20.98,20.98,20.98,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2019-07-21,20.87,20.87,20.87,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.83,20.83,20.83,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2019-07-28,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-08-04,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-08-11,20.33,20.33,20.33,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-08-18,20.0,20.0,20.0,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.65,19.65,19.65,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-08-25,20.2,20.2,20.2,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-09-01,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-09-08,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-09-15,19.77,19.77,19.77,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-09-22,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2019-09-29,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2019-10-06,19.26,19.26,19.26,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2019-10-13,19.25,19.25,19.25,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-10-20,19.37,19.37,19.37,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-10-27,19.25,19.25,19.25,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-11-03,19.41,19.41,19.41,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-11-10,19.33,19.33,19.33,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-11-17,19.69,19.69,19.69,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2019-11-24,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2019-12-01,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-12-08,19.93,19.93,19.93,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-12-15,20.23,20.23,20.23,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-12-22,20.06,20.06,20.06,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-12-29,20.07,20.07,20.07,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.19,20.19,20.19,0.0,0.0
