Date,VFC_stock_Open_average,VFC_stock_Open_max,VFC_stock_Open_min,VFC_stock_Open_volatility,VFC_stock_Open_change,VFC_stock_High_average,VFC_stock_High_max,VFC_stock_High_min,VFC_stock_High_volatility,VFC_stock_High_change,VFC_stock_Low_average,VFC_stock_Low_max,VFC_stock_Low_min,VFC_stock_Low_volatility,VFC_stock_Low_change,VFC_stock_Close_average,VFC_stock_Close_max,VFC_stock_Close_min,VFC_stock_Close_volatility,VFC_stock_Close_change,VFC_stock_Volume_average,VFC_stock_Volume_max,VFC_stock_Volume_min,VFC_stock_Volume_volatility,VFC_stock_Volume_change
2018-01-14,78.11,78.89,77.21,1.6800000000000068,0.9000000000000057,78.87,79.85,78.0,1.8499999999999943,1.8499999999999943,77.625,78.63,76.63,2.0,2.0,78.26,79.79,76.68,3.1099999999999994,3.1099999999999994,2136823,2524946,1547788,977158,239057
2018-01-21,80.766,81.39,79.75,1.6400000000000006,1.6400000000000006,81.364,82.1,80.71,1.3900000000000006,0.8700000000000045,80.266,80.82,79.4,1.4199999999999875,1.4199999999999875,80.954,81.57,80.42,1.1499999999999915,1.1499999999999915,2202928,2591459,1925592,665867,-220428
2018-01-28,81.348,82.29,80.37,1.9200000000000017,-0.8200000000000074,82.184,82.95,81.28,1.6700000000000017,-1.3200000000000074,80.436,81.66,78.65,3.009999999999991,-1.6400000000000006,81.234,82.55,79.89,2.6599999999999966,-2.6599999999999966,2937878,3698519,2126388,1572131,577893
2018-02-04,79.346,80.33,77.17,3.1599999999999966,-0.6700000000000017,80.924,81.73,79.9,1.8299999999999983,-1.3800000000000097,77.974,79.05,76.42,2.6299999999999955,-1.5899999999999892,79.306,80.47,78.63,1.8400000000000034,0.6899999999999977,3838473,4641052,3297650,1343402,-1031278
2018-02-11,79.85600000000001,83.98,72.51,11.469999999999999,-7.920000000000002,82.158,84.38,78.74,5.640000000000001,-3.010000000000005,79.516,83.31,72.51,10.799999999999997,-7.599999999999994,81.016,83.94,74.64,9.299999999999997,-6.060000000000002,4521282,10016641,2255210,7761431,5977258
2018-02-18,74.67750000000001,75.53,73.86,1.6700000000000017,0.8599999999999994,75.4875,75.87,74.77,1.1000000000000085,1.0200000000000102,73.75999999999999,74.4,72.74,1.6600000000000108,1.4200000000000017,74.7575,75.75,73.57,2.180000000000007,2.180000000000007,3383420,4304220,2420558,1883662,-1883662
2018-02-25,74.94200000000001,76.39,73.04,3.3499999999999943,-2.6299999999999955,75.42,76.8,73.7,3.0999999999999943,-2.6199999999999903,74.026,75.03,72.59,2.4399999999999977,-2.4399999999999977,74.548,76.05,73.52,2.530000000000001,-2.530000000000001,2462822,3086052,2033524,1052528,1052528
2018-03-04,73.286,74.02,72.66,1.3599999999999994,0.029999999999986926,74.03,74.31,73.75,0.5600000000000023,-0.0799999999999983,72.55,72.94,72.08,0.8599999999999994,0.4399999999999977,73.378,73.59,72.8,0.7900000000000063,0.020000000000010232,3044374,4394577,2308557,2086020,-2086020
2018-03-11,74.212,74.99,73.66,1.3299999999999983,1.029999999999987,75.064,76.55,73.92,2.6299999999999955,2.6299999999999955,73.92,74.71,73.01,1.6999999999999886,1.6999999999999886,74.322,75.46,73.21,2.25,2.25,3150495,6409554,1948231,4461323,3968089
2018-03-18,74.306,75.05,72.83,2.219999999999999,-2.219999999999999,74.8,75.32,73.99,1.3299999999999983,-1.240000000000009,73.346,74.39,72.32,2.0700000000000074,-1.1800000000000068,73.702,74.96,72.39,2.569999999999993,-1.7199999999999989,2246404,3128029,1718534,1409495,1174061
2018-03-25,74.16,74.93,73.41,1.5200000000000102,0.9000000000000057,74.925,75.19,74.66,0.5300000000000011,0.39000000000000057,73.4875,74.0,73.16,0.8400000000000034,0.8400000000000034,74.0375,74.63,73.67,0.9599999999999937,-0.5099999999999909,2346401,3073440,2045524,1027916,925104
2018-04-01,74.85,77.01,73.4,3.6099999999999994,3.160000000000011,76.092,77.91,74.31,3.5999999999999943,3.5999999999999943,74.106,76.13,72.26,3.8699999999999903,3.289999999999992,75.476,77.49,73.12,4.36999999999999,3.1899999999999977,2366530,4190147,1634285,2555862,709725
2018-04-08,77.338,78.07,76.72,1.3499999999999943,1.3499999999999943,78.12,78.78,77.12,1.6599999999999966,1.6599999999999966,76.852,77.54,76.08,1.460000000000008,0.7600000000000051,77.302,77.92,76.12,1.7999999999999972,1.0999999999999943,1859236,2209285,1535857,673428,-624454
2018-04-15,78.12,78.74,77.55,1.1899999999999977,0.2600000000000051,78.486,79.06,78.01,1.0499999999999972,-0.1700000000000017,77.444,78.21,76.94,1.269999999999996,-0.10999999999999943,77.976,78.64,77.5,1.1400000000000006,-0.4200000000000017,1462889,2185686,1135068,1050618,-696270
2018-04-22,78.6,80.0,77.82,2.180000000000007,2.180000000000007,79.618,81.72,78.34,3.3799999999999955,3.3799999999999955,78.14,79.95,77.6,2.3500000000000085,2.3500000000000085,79.078,80.8,78.02,2.780000000000001,2.700000000000003,1870877,2500690,1463701,1036989,553399
2018-04-29,79.818,81.15,78.01,3.1400000000000006,-3.1400000000000006,80.254,81.93,78.39,3.5400000000000063,-3.5400000000000063,78.246,80.66,73.9,6.759999999999991,-6.759999999999991,79.144,80.87,76.27,4.6000000000000085,-4.6000000000000085,3264711,4676612,1938191,2738421,970811
2018-05-06,77.34400000000001,78.48,76.26,2.219999999999999,1.6899999999999977,78.03,78.48,77.06,1.4200000000000017,1.230000000000004,76.736,77.55,75.69,1.8599999999999994,1.8599999999999994,77.55799999999999,78.13,76.47,1.6599999999999966,1.4699999999999989,1973639,2429514,1466065,963449,-963449
2018-05-13,78.52799999999999,79.35,77.16,2.1899999999999977,1.2299999999999898,79.434,80.32,78.12,2.1999999999999886,2.0600000000000023,78.268,79.35,76.94,2.4099999999999966,2.069999999999993,79.154,80.07,77.58,2.489999999999995,2.489999999999995,1816125,1972649,1451672,520977,422132
2018-05-20,81.13,82.21,80.36,1.8499999999999943,1.6099999999999994,81.944,82.93,81.35,1.5800000000000125,1.5500000000000114,80.71,81.58,80.23,1.3499999999999943,1.3499999999999943,81.312,82.21,80.43,1.779999999999987,0.7999999999999972,2015062,3433666,1187117,2246549,-1042515
