Date,First Trust RBA American Industrial Renaissance_Open_average,First Trust RBA American Industrial Renaissance_Open_max,First Trust RBA American Industrial Renaissance_Open_min,First Trust RBA American Industrial Renaissance_Open_volatility,First Trust RBA American Industrial Renaissance_Open_change,First Trust RBA American Industrial Renaissance_High_average,First Trust RBA American Industrial Renaissance_High_max,First Trust RBA American Industrial Renaissance_High_min,First Trust RBA American Industrial Renaissance_High_volatility,First Trust RBA American Industrial Renaissance_High_change,First Trust RBA American Industrial Renaissance_Low_average,First Trust RBA American Industrial Renaissance_Low_max,First Trust RBA American Industrial Renaissance_Low_min,First Trust RBA American Industrial Renaissance_Low_volatility,First Trust RBA American Industrial Renaissance_Low_change,First Trust RBA American Industrial Renaissance_Close_average,First Trust RBA American Industrial Renaissance_Close_max,First Trust RBA American Industrial Renaissance_Close_min,First Trust RBA American Industrial Renaissance_Close_volatility,First Trust RBA American Industrial Renaissance_Close_change
2018-08-05,27.64,27.64,27.64,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-08-12,27.25,27.25,27.25,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-08-19,28.02,28.02,28.02,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2018-08-26,28.13,28.13,28.13,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.93,27.93,27.93,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-09-02,28.01,28.01,28.01,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-09-09,28.2,28.2,28.2,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-09-16,28.64,28.64,28.64,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-09-23,27.72,27.72,27.72,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-09-30,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-10-07,26.21,26.21,26.21,0.0,0.0,26.31,26.31,26.31,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-10-14,25.62,25.62,25.62,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-10-21,24.02,24.02,24.02,0.0,0.0,24.51,24.51,24.51,0.0,0.0,23.86,23.86,23.86,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-10-28,25.19,25.19,25.19,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-11-04,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-11-11,25.1,25.1,25.1,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-11-18,24.23,24.23,24.23,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-11-25,24.81,24.81,24.81,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-12-02,23.79,23.79,23.79,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-12-09,22.64,22.64,22.64,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2018-12-16,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-12-23,21.42,21.42,21.42,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2018-12-30,22.06,22.06,22.06,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-01-06,23.23,23.23,23.23,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-01-13,23.67,23.67,23.67,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-01-20,23.8,23.8,23.8,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-01-27,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-02-03,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-02-10,24.83,24.83,24.83,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-02-17,25.62,25.62,25.62,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-02-24,25.6,25.6,25.6,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-03-03,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-03-10,24.81,24.81,24.81,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-03-17,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-03-24,24.49,24.49,24.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-03-31,25.24,25.24,25.24,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-04-07,25.8,25.8,25.8,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-04-14,26.04,26.04,26.04,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.85,25.85,25.85,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-04-21,25.53,25.53,25.53,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-04-28,25.84,25.84,25.84,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-05-05,25.12,25.12,25.12,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-05-12,24.8,24.8,24.8,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-05-19,24.36,24.36,24.36,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-05-26,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-06-02,25.0,25.0,25.0,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-06-09,25.09,25.09,25.09,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-06-16,25.74,25.74,25.74,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-06-23,26.2,26.2,26.2,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-06-30,26.26,26.26,26.26,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-07-07,25.92,25.92,25.92,0.0,0.0,26.33,26.33,26.33,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-07-14,25.9,25.9,25.9,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-07-21,26.23,26.23,26.23,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-07-28,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-08-04,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-08-11,24.88,24.88,24.88,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.85,24.85,24.85,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-08-18,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-08-25,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-09-01,25.49,25.49,25.49,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-09-08,27.11,27.11,27.11,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-09-15,26.85,26.85,26.85,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-09-22,26.89,26.89,26.89,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-09-29,25.97,25.97,25.97,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-10-06,26.81,26.81,26.81,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-10-13,27.33,27.33,27.33,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-10-20,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-10-27,28.03,28.03,28.03,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-11-03,28.82,28.82,28.82,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-11-10,28.67,28.67,28.67,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2019-11-17,28.15,28.15,28.15,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-11-24,28.71,28.71,28.71,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-12-01,28.65,28.65,28.65,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-12-08,29.15,29.15,29.15,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-12-15,29.18,29.18,29.18,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2019-12-22,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-12-29,28.8,28.8,28.8,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.11,29.11,29.11,0.0,0.0
