Date,First Trust ISE Global Engineering & Construction_etf_Open_average,First Trust ISE Global Engineering & Construction_etf_Open_max,First Trust ISE Global Engineering & Construction_etf_Open_min,First Trust ISE Global Engineering & Construction_etf_Open_volatility,First Trust ISE Global Engineering & Construction_etf_Open_change,First Trust ISE Global Engineering & Construction_etf_High_average,First Trust ISE Global Engineering & Construction_etf_High_max,First Trust ISE Global Engineering & Construction_etf_High_min,First Trust ISE Global Engineering & Construction_etf_High_volatility,First Trust ISE Global Engineering & Construction_etf_High_change,First Trust ISE Global Engineering & Construction_etf_Low_average,First Trust ISE Global Engineering & Construction_etf_Low_max,First Trust ISE Global Engineering & Construction_etf_Low_min,First Trust ISE Global Engineering & Construction_etf_Low_volatility,First Trust ISE Global Engineering & Construction_etf_Low_change,First Trust ISE Global Engineering & Construction_etf_Close_average,First Trust ISE Global Engineering & Construction_etf_Close_max,First Trust ISE Global Engineering & Construction_etf_Close_min,First Trust ISE Global Engineering & Construction_etf_Close_volatility,First Trust ISE Global Engineering & Construction_etf_Close_change
2018-05-20,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2018-05-27,57.64,57.64,57.64,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2018-06-03,58.14,58.14,58.14,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2018-06-10,57.31,57.31,57.31,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2018-06-17,56.7,56.7,56.7,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2018-06-24,55.64,55.64,55.64,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2018-07-01,55.04,55.04,55.04,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2018-07-08,55.55,55.55,55.55,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2018-07-15,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2018-07-22,57.21,57.21,57.21,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2018-07-29,56.13,56.13,56.13,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2018-08-05,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2018-08-12,53.81,53.81,53.81,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.66,53.66,53.66,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2018-08-19,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2018-08-26,55.62,55.62,55.62,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-09-02,54.48,54.48,54.48,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2018-09-09,55.81,55.81,55.81,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2018-09-16,57.64,57.64,57.64,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2018-09-23,56.49,56.49,56.49,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-09-30,55.54,55.54,55.54,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2018-10-07,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2018-10-14,52.43,52.43,52.43,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2018-10-21,49.08,49.08,49.08,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-10-28,51.2,51.2,51.2,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2018-11-04,51.77,51.77,51.77,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2018-11-11,50.72,50.72,50.72,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2018-11-18,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2018-11-25,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.72,49.72,49.72,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-12-02,47.76,47.76,47.76,0.0,0.0,47.84,47.84,47.84,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-12-09,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2018-12-16,44.86,44.86,44.86,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2018-12-23,45.63,45.63,45.63,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2018-12-30,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-01-06,48.46,48.46,48.46,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-01-13,49.28,49.28,49.28,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-01-20,49.66,49.66,49.66,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-01-27,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-02-03,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.61,47.61,47.61,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2019-02-10,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-02-17,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-02-24,51.23,51.23,51.23,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-03-03,49.9,49.9,49.9,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-03-10,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-03-17,49.46,49.46,49.46,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-03-24,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-03-31,51.17,51.17,51.17,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-04-07,51.44,51.44,51.44,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2019-04-14,51.65,51.65,51.65,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-04-21,51.59,51.59,51.59,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-04-28,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-05-05,49.07,49.07,49.07,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-05-12,48.69,48.69,48.69,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-05-19,47.33,47.33,47.33,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-05-26,47.13,47.13,47.13,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2019-06-02,49.21,49.21,49.21,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-06-09,48.6,48.6,48.6,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2019-06-16,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-06-23,49.8,49.8,49.8,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-06-30,50.17,50.17,50.17,0.0,0.0,50.42,50.42,50.42,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-07-07,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-07-14,48.73,48.73,48.73,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-07-21,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2019-07-28,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-08-04,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2019-08-11,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-08-18,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-08-25,45.36,45.36,45.36,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-09-01,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-09-08,48.34,48.34,48.34,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-09-15,47.88,47.88,47.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2019-09-22,46.67,46.67,46.67,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2019-09-29,45.82,45.82,45.82,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-10-06,47.49,47.49,47.49,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2019-10-13,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-10-20,48.56,48.56,48.56,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-10-27,49.19,49.19,49.19,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-11-03,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-11-10,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-11-17,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-11-24,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-12-01,49.81,49.81,49.81,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-12-08,50.44,50.44,50.44,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-12-15,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-12-22,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-12-29,50.98,50.98,50.98,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.09,51.09,51.09,0.0,0.0
