Date,VelocityShares VIX Short Term linked to SP 500 VIX_Open_average,VelocityShares VIX Short Term linked to SP 500 VIX_Open_max,VelocityShares VIX Short Term linked to SP 500 VIX_Open_min,VelocityShares VIX Short Term linked to SP 500 VIX_Open_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_Open_change,VelocityShares VIX Short Term linked to SP 500 VIX_High_average,VelocityShares VIX Short Term linked to SP 500 VIX_High_max,VelocityShares VIX Short Term linked to SP 500 VIX_High_min,VelocityShares VIX Short Term linked to SP 500 VIX_High_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_High_change,VelocityShares VIX Short Term linked to SP 500 VIX_Low_average,VelocityShares VIX Short Term linked to SP 500 VIX_Low_max,VelocityShares VIX Short Term linked to SP 500 VIX_Low_min,VelocityShares VIX Short Term linked to SP 500 VIX_Low_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_Low_change,VelocityShares VIX Short Term linked to SP 500 VIX_Close_average,VelocityShares VIX Short Term linked to SP 500 VIX_Close_max,VelocityShares VIX Short Term linked to SP 500 VIX_Close_min,VelocityShares VIX Short Term linked to SP 500 VIX_Close_volatility,VelocityShares VIX Short Term linked to SP 500 VIX_Close_change
2018-03-25,102.8,102.8,102.8,0.0,0.0,113.65,113.65,113.65,0.0,0.0,102.1,102.1,102.1,0.0,0.0,109.5,109.5,109.5,0.0,0.0
2018-04-01,103.4,103.4,103.4,0.0,0.0,105.95,105.95,105.95,0.0,0.0,102.1,102.1,102.1,0.0,0.0,105.5,105.5,105.5,0.0,0.0
2018-04-08,93.5,93.5,93.5,0.0,0.0,93.6,93.6,93.6,0.0,0.0,90.25,90.25,90.25,0.0,0.0,90.75,90.75,90.75,0.0,0.0
2018-04-15,88.35,88.35,88.35,0.0,0.0,90.45,90.45,90.45,0.0,0.0,86.65,86.65,86.65,0.0,0.0,88.5,88.5,88.5,0.0,0.0
2018-04-22,86.6,86.6,86.6,0.0,0.0,88.23,88.23,88.23,0.0,0.0,85.25,85.25,85.25,0.0,0.0,87.7,87.7,87.7,0.0,0.0
2018-04-29,84.5,84.5,84.5,0.0,0.0,85.15,85.15,85.15,0.0,0.0,83.5,83.5,83.5,0.0,0.0,84.3,84.3,84.3,0.0,0.0
2018-05-06,75.0,75.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2018-05-13,71.85,71.85,71.85,0.0,0.0,73.0,73.0,73.0,0.0,0.0,70.85,70.85,70.85,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-05-20,72.6,72.6,72.6,0.0,0.0,72.95,72.95,72.95,0.0,0.0,71.0,71.0,71.0,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2018-05-27,73.2,73.2,73.2,0.0,0.0,73.4,73.4,73.4,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.7,71.7,71.7,0.0,0.0
2018-06-03,69.0,69.0,69.0,0.0,0.0,69.15,69.15,69.15,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2018-06-10,68.8,68.8,68.8,0.0,0.0,69.75,69.75,69.75,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2018-06-17,72.35,72.35,72.35,0.0,0.0,83.85,83.85,83.85,0.0,0.0,72.35,72.35,72.35,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2018-06-24,81.85,81.85,81.85,0.0,0.0,82.75,82.75,82.75,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2018-07-01,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,68.1,68.1,68.1,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2018-07-08,66.0,66.0,66.0,0.0,0.0,67.05,67.05,67.05,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2018-07-15,66.25,66.25,66.25,0.0,0.0,67.15,67.15,67.15,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2018-07-22,65.75,65.75,65.75,0.0,0.0,68.95,68.95,68.95,0.0,0.0,65.7,65.7,65.7,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2018-07-29,63.85,63.85,63.85,0.0,0.0,63.85,63.85,63.85,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2018-08-05,63.95,63.95,63.95,0.0,0.0,67.1,67.1,67.1,0.0,0.0,61.85,61.85,61.85,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2018-08-12,61.0,61.0,61.0,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.6,60.6,60.6,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2018-08-19,59.95,59.95,59.95,0.0,0.0,61.05,61.05,61.05,0.0,0.0,59.9,59.9,59.9,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2018-08-26,62.85,62.85,62.85,0.0,0.0,63.1,63.1,63.1,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2018-09-02,64.0,64.0,64.0,0.0,0.0,64.09,64.09,64.09,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2018-09-09,57.65,57.65,57.65,0.0,0.0,59.65,59.65,59.65,0.0,0.0,57.5,57.5,57.5,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-09-16,56.75,56.75,56.75,0.0,0.0,57.75,57.75,57.75,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2018-09-23,54.9,54.9,54.9,0.0,0.0,56.5,56.5,56.5,0.0,0.0,54.6,54.6,54.6,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-09-30,61.5,61.5,61.5,0.0,0.0,64.3,64.3,64.3,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2018-10-07,73.5,73.5,73.5,0.0,0.0,75.26,75.26,75.26,0.0,0.0,71.2,71.2,71.2,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2018-10-14,72.1,72.1,72.1,0.0,0.0,76.2,76.2,76.2,0.0,0.0,71.75,71.75,71.75,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2018-10-21,81.45,81.45,81.45,0.0,0.0,88.75,88.75,88.75,0.0,0.0,80.3,80.3,80.3,0.0,0.0,85.1,85.1,85.1,0.0,0.0
2018-10-28,77.7,77.7,77.7,0.0,0.0,78.1,78.1,78.1,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.75,76.75,76.75,0.0,0.0
2018-11-04,70.65,70.65,70.65,0.0,0.0,76.4,76.4,76.4,0.0,0.0,70.5,70.5,70.5,0.0,0.0,76.15,76.15,76.15,0.0,0.0
2018-11-11,74.2,74.2,74.2,0.0,0.0,79.15,79.15,79.15,0.0,0.0,73.8,73.8,73.8,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2018-11-18,80.1,80.1,80.1,0.0,0.0,80.1,80.1,80.1,0.0,0.0,77.1,77.1,77.1,0.0,0.0,77.25,77.25,77.25,0.0,0.0
2018-11-25,67.75,67.75,67.75,0.0,0.0,69.6,69.6,69.6,0.0,0.0,67.27,67.27,67.27,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2018-12-02,85.45,85.45,85.45,0.0,0.0,89.55,89.55,89.55,0.0,0.0,83.9,83.9,83.9,0.0,0.0,84.65,84.65,84.65,0.0,0.0
2018-12-09,86.4,86.4,86.4,0.0,0.0,91.65,91.65,91.65,0.0,0.0,85.3,85.3,85.3,0.0,0.0,89.9,89.9,89.9,0.0,0.0
2018-12-16,100.85,100.85,100.85,0.0,0.0,104.4,104.4,104.4,0.0,0.0,100.1,100.1,100.1,0.0,0.0,104.35,104.35,104.35,0.0,0.0
2018-12-23,100.45,100.45,100.45,0.0,0.0,101.6,101.6,101.6,0.0,0.0,99.05,99.05,99.05,0.0,0.0,99.3,99.3,99.3,0.0,0.0
2018-12-30,91.95,91.95,91.95,0.0,0.0,93.2,93.2,93.2,0.0,0.0,89.45,89.45,89.45,0.0,0.0,90.75,90.75,90.75,0.0,0.0
2019-01-06,85.3,85.3,85.3,0.0,0.0,85.43,85.43,85.43,0.0,0.0,82.1,82.1,82.1,0.0,0.0,83.1,83.1,83.1,0.0,0.0
2019-01-13,78.0,78.0,78.0,0.0,0.0,78.85,78.85,78.85,0.0,0.0,76.75,76.75,76.75,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2019-01-20,81.45,81.45,81.45,0.0,0.0,84.5,84.5,84.5,0.0,0.0,81.45,81.45,81.45,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2019-01-27,73.9,73.9,73.9,0.0,0.0,74.2,74.2,74.2,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.85,71.85,71.85,0.0,0.0
2019-02-03,71.35,71.35,71.35,0.0,0.0,72.65,72.65,72.65,0.0,0.0,70.86,70.86,70.86,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2019-02-10,70.1,70.1,70.1,0.0,0.0,70.45,70.45,70.45,0.0,0.0,68.85,68.85,68.85,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-02-17,63.1,63.1,63.1,0.0,0.0,65.85,65.85,65.85,0.0,0.0,62.55,62.55,62.55,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2019-02-24,62.6,62.6,62.6,0.0,0.0,68.25,68.25,68.25,0.0,0.0,61.9,61.9,61.9,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-03-03,68.95,68.95,68.95,0.0,0.0,68.95,68.95,68.95,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.1,65.1,65.1,0.0,0.0
2019-03-10,60.9,60.9,60.9,0.0,0.0,61.7,61.7,61.7,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2019-03-17,67.7,67.7,67.7,0.0,0.0,69.5,69.5,69.5,0.0,0.0,66.5,66.5,66.5,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-03-24,61.3,61.3,61.3,0.0,0.0,61.61,61.61,61.61,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-03-31,59.5,59.5,59.5,0.0,0.0,59.7,59.7,59.7,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2019-04-07,54.75,54.75,54.75,0.0,0.0,56.95,56.95,56.95,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2019-04-14,54.35,54.35,54.35,0.0,0.0,54.66,54.66,54.66,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2019-04-21,53.9,53.9,53.9,0.0,0.0,54.35,54.35,54.35,0.0,0.0,53.45,53.45,53.45,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2019-04-28,59.1,59.1,59.1,0.0,0.0,59.7,59.7,59.7,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-05-05,67.2,67.2,67.2,0.0,0.0,68.9,68.9,68.9,0.0,0.0,65.2,65.2,65.2,0.0,0.0,68.6,68.6,68.6,0.0,0.0
2019-05-12,61.85,61.85,61.85,0.0,0.0,62.95,62.95,62.95,0.0,0.0,60.45,60.45,60.45,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-05-19,59.7,59.7,59.7,0.0,0.0,60.85,60.85,60.85,0.0,0.0,59.1,59.1,59.1,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-05-26,64.35,64.35,64.35,0.0,0.0,66.3,66.3,66.3,0.0,0.0,63.15,63.15,63.15,0.0,0.0,65.1,65.1,65.1,0.0,0.0
2019-06-02,58.5,58.5,58.5,0.0,0.0,59.78,59.78,59.78,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-06-09,57.8,57.8,57.8,0.0,0.0,57.9,57.9,57.9,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2019-06-16,55.75,55.75,55.75,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2019-06-23,52.1,52.1,52.1,0.0,0.0,53.0,53.0,53.0,0.0,0.0,51.75,51.75,51.75,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-06-30,51.2,51.2,51.2,0.0,0.0,51.7,51.7,51.7,0.0,0.0,50.69,50.69,50.69,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-07-07,48.1,48.1,48.1,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-07-14,49.25,49.25,49.25,0.0,0.0,49.5,49.5,49.5,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2019-07-21,45.95,45.95,45.95,0.0,0.0,46.55,46.55,46.55,0.0,0.0,45.73,45.73,45.73,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2019-07-28,58.15,58.15,58.15,0.0,0.0,62.5,62.5,62.5,0.0,0.0,57.8,57.8,57.8,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-08-04,57.85,57.85,57.85,0.0,0.0,61.25,61.25,61.25,0.0,0.0,57.85,57.85,57.85,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-08-11,56.85,56.85,56.85,0.0,0.0,57.17,57.17,57.17,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2019-08-18,58.3,58.3,58.3,0.0,0.0,61.07,61.07,61.07,0.0,0.0,58.2,58.2,58.2,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2019-08-25,55.75,55.75,55.75,0.0,0.0,58.25,58.25,58.25,0.0,0.0,55.75,55.75,55.75,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-09-01,51.4,51.4,51.4,0.0,0.0,53.0,53.0,53.0,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-09-08,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-09-15,49.35,49.35,49.35,0.0,0.0,49.55,49.55,49.55,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-09-22,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-09-29,51.65,51.65,51.65,0.0,0.0,52.25,52.25,52.25,0.0,0.0,50.3,50.3,50.3,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-10-06,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-10-13,44.35,44.35,44.35,0.0,0.0,44.6,44.6,44.6,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-10-20,41.6,41.6,41.6,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.6,41.6,41.6,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2019-10-27,39.25,39.25,39.25,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.25,39.25,39.25,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-11-03,40.2,40.2,40.2,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-11-10,36.95,36.95,36.95,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2019-11-17,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-11-24,35.88,35.88,35.88,0.0,0.0,37.3,37.3,37.3,0.0,0.0,34.79,34.79,34.79,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-12-01,35.61,35.61,35.61,0.0,0.0,37.25,37.25,37.25,0.0,0.0,35.61,35.61,35.61,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-12-08,31.91,31.91,31.91,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.56,31.56,31.56,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-12-15,31.77,31.77,31.77,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-12-22,32.55,32.55,32.55,0.0,0.0,33.73,33.73,33.73,0.0,0.0,32.49,32.49,32.49,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-12-29,33.13,33.13,33.13,0.0,0.0,33.29,33.29,33.29,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.37,32.37,32.37,0.0,0.0
