Date,LVS_Open_average,LVS_Open_max,LVS_Open_min,LVS_Open_volatility,LVS_Open_change,LVS_High_average,LVS_High_max,LVS_High_min,LVS_High_volatility,LVS_High_change,LVS_Low_average,LVS_Low_max,LVS_Low_min,LVS_Low_volatility,LVS_Low_change,LVS_Close_average,LVS_Close_max,LVS_Close_min,LVS_Close_volatility,LVS_Close_change,LVS_Volume_average,LVS_Volume_max,LVS_Volume_min,LVS_Volume_volatility,LVS_Volume_change
2018-01-14,73.824,75.62,72.99,2.6300000000000097,2.460000000000008,74.934,77.28,73.98,3.299999999999997,3.299999999999997,73.386,75.15,72.06,3.0900000000000034,3.0900000000000034,74.304,77.1,72.67,4.429999999999993,4.429999999999993,4632274,6841422,3396030,3445392,1860776
2018-01-21,76.678,77.82,75.27,2.549999999999997,-2.1300000000000097,78.11,79.84,76.08,3.760000000000005,1.2700000000000102,75.748,77.23,74.52,2.710000000000008,-2.030000000000001,76.998,79.03,75.36,3.6700000000000017,1.3700000000000045,6902781,8797297,4591763,4205534,4205534
2018-01-28,77.28,78.96,74.69,4.269999999999996,-3.710000000000008,78.12,79.59,75.49,4.1000000000000085,-4.1000000000000085,75.856,77.9,71.94,5.960000000000008,-5.960000000000008,76.334,78.38,72.38,6.0,-6.0,5246589,6925789,3755135,3170654,-827329
2018-02-04,72.542,74.26,71.1,3.160000000000011,0.75,73.51400000000001,74.73,71.62,3.1099999999999994,-1.8100000000000023,70.736,73.2,68.13,5.070000000000007,0.38000000000000966,72.214,74.11,70.99,3.1200000000000045,-2.569999999999993,4690046,6199937,2813793,3386144,-3162129
2018-02-11,73.6175,75.29,71.6,3.690000000000012,3.3100000000000023,74.895,75.81,73.25,2.5600000000000023,2.5600000000000023,73.3025,74.62,71.6,3.0200000000000102,3.0200000000000102,74.36500000000001,75.02,73.15,1.8699999999999903,1.8699999999999903,2774901,4221656,1840546,2381110,-2381110
2018-02-18,74.514,75.22,73.42,1.7999999999999972,0.25,75.2,76.17,74.33,1.8400000000000034,-0.4200000000000017,73.788,75.01,72.48,2.530000000000001,-0.20000000000000284,74.266,75.06,72.95,2.1099999999999994,-1.0900000000000034,2497901,4257939,1801826,2456113,-236051
2018-02-25,72.23400000000001,74.2,70.0,4.200000000000003,-3.019999999999996,72.872,74.32,71.63,2.6899999999999977,-2.5,71.124,73.02,69.26,3.759999999999991,-3.089999999999989,71.956,73.04,70.85,2.190000000000012,-1.470000000000013,2578133,3074699,1873720,1200979,-758128
2018-03-04,74.318,76.61,71.75,4.859999999999999,4.569999999999993,75.49000000000001,77.15,72.93,4.219999999999999,4.069999999999993,73.678,75.45,71.68,3.769999999999996,3.5700000000000074,74.88,76.62,72.64,3.980000000000004,2.989999999999995,3371544,5754518,2308152,3446366,807603
2018-03-11,74.716,75.87,74.0,1.8700000000000045,-1.1200000000000045,75.292,76.15,74.55,1.6000000000000085,-0.8700000000000045,73.908,74.49,73.24,1.25,1.0100000000000051,74.526,75.05,73.86,1.1899999999999977,1.1899999999999977,2611790,3332253,1975732,1356521,-623619
2018-03-18,72.724,74.9,70.6,4.300000000000011,-4.300000000000011,73.13199999999999,75.49,71.04,4.449999999999989,-4.449999999999989,71.618,74.78,69.31,5.469999999999999,-4.840000000000003,71.916,75.15,69.32,5.8300000000000125,-4.700000000000003,3556204,5961480,1753042,4208438,4208438
2018-03-25,71.7925,72.7,71.26,1.4399999999999977,1.1700000000000017,72.715,73.61,71.86,1.75,0.45999999999999375,70.565,71.0,70.06,0.9399999999999977,-0.9399999999999977,71.23,71.9,70.58,1.3200000000000074,-1.0799999999999983,4071348,6249654,2704174,3545480,-1476754
2018-04-01,70.27,71.2,69.5,1.7000000000000028,-1.490000000000009,70.962,71.89,70.14,1.75,-0.37000000000000455,69.392,70.36,68.46,1.9000000000000057,-0.6000000000000085,70.24,71.11,69.22,1.8900000000000006,-1.0700000000000074,3200202,5175767,1972588,3203179,522212
2018-04-08,71.746,73.25,70.88,2.3700000000000045,1.1500000000000057,72.604,73.25,71.81,1.4399999999999977,1.3400000000000034,71.18,71.69,70.76,0.9299999999999926,0.8100000000000023,71.88,72.95,70.85,2.1000000000000085,1.5400000000000063,2692271,4233744,1763487,2470257,-1360871
2018-04-15,74.052,75.0,73.68,1.3199999999999932,0.19000000000001194,74.868,75.58,74.29,1.289999999999992,0.6899999999999977,73.638,73.83,73.34,0.4899999999999949,0.3400000000000034,74.018,74.44,73.5,0.9399999999999977,0.9399999999999977,2819921,3372364,2380731,991633,-166526
2018-04-22,73.628,74.98,72.95,2.030000000000001,-2.030000000000001,74.136,75.0,73.39,1.6099999999999994,-1.1599999999999966,72.566,73.29,71.97,1.3200000000000074,-0.45000000000000284,72.98,73.79,72.33,1.460000000000008,-0.46000000000000796,3216591,4937428,2125880,2811548,527920
2018-04-29,75.104,76.75,73.89,2.8599999999999994,2.8599999999999994,76.122,77.27,75.01,2.259999999999991,2.259999999999991,74.654,76.17,73.61,2.5600000000000023,2.5600000000000023,75.746,76.88,74.86,2.019999999999996,2.019999999999996,3081335,3853871,2435427,1418444,-607122
2018-05-06,77.736,78.83,76.78,2.049999999999997,1.2600000000000051,78.506,79.62,77.49,2.1300000000000097,1.1500000000000057,77.054,77.92,76.35,1.5700000000000074,0.1700000000000017,77.832,79.0,76.64,2.3599999999999994,0.8499999999999943,2899204,4299055,2052360,2246695,1391731
2018-05-13,78.126,78.97,77.45,1.519999999999996,1.519999999999996,78.836,79.76,78.1,1.6600000000000108,1.6600000000000108,77.67399999999999,78.88,76.66,2.219999999999999,2.219999999999999,78.294,79.26,77.88,1.3800000000000097,1.3800000000000097,2326139,2723065,1819074,903991,369285
2018-05-20,79.075,79.36,78.54,0.8199999999999932,-0.18000000000000682,79.56,79.82,79.3,0.519999999999996,0.0799999999999983,78.7,79.02,78.08,0.9399999999999977,0.20999999999999375,79.24,79.35,79.0,0.3499999999999943,0.3499999999999943,1657715,1823557,1533196,290361,-191321
2018-05-27,79.87,80.55,78.82,1.730000000000004,1.730000000000004,80.5,80.88,80.03,0.8499999999999943,0.519999999999996,79.298,79.91,78.71,1.2000000000000028,0.5300000000000011,80.148,80.61,79.58,1.0300000000000011,0.23999999999999488,3457882,4598078,2057936,2540142,2255412
2018-06-03,78.618,79.5,77.96,1.5400000000000063,-1.1700000000000017,79.31,80.26,78.7,1.5600000000000023,-0.8299999999999983,77.772,78.6,77.12,1.4799999999999898,-0.3399999999999892,78.482,79.13,77.68,1.4499999999999886,0.4299999999999926,4679591,5893611,3659656,2233955,-1491489
2018-06-10,79.91,80.53,79.39,1.1400000000000006,0.1799999999999926,80.86200000000001,81.45,80.48,0.9699999999999989,0.5499999999999972,79.54,80.12,79.27,0.8500000000000085,0.14000000000000057,80.57,81.27,80.29,0.9799999999999898,0.9799999999999898,3837904,4950148,2593731,2356417,-2065869
