Date,MARPS_Open_average,MARPS_Open_max,MARPS_Open_min,MARPS_Open_volatility,MARPS_Open_change,MARPS_High_average,MARPS_High_max,MARPS_High_min,MARPS_High_volatility,MARPS_High_change,MARPS_Low_average,MARPS_Low_max,MARPS_Low_min,MARPS_Low_volatility,MARPS_Low_change,MARPS_Close_average,MARPS_Close_max,MARPS_Close_min,MARPS_Close_volatility,MARPS_Close_change,MARPS_Volume_average,MARPS_Volume_max,MARPS_Volume_min,MARPS_Volume_volatility,MARPS_Volume_change
2018-01-14,4.1236,4.2,3.9,0.30000000000000027,0.2980000000000005,4.3102,4.462,4.2,0.26199999999999957,0.19899999999999984,4.017,4.198,3.84,0.35800000000000054,0.35800000000000054,4.2078,4.412,4.117,0.29499999999999993,0.19200000000000017,9821,38143,1547,36596,-36596
2018-01-21,4.3654,4.42,4.28,0.13999999999999968,-0.0129999999999999,4.4134,4.484,4.3,0.18400000000000016,0.020000000000000462,4.2498,4.4,4.047,0.35300000000000065,0.14800000000000058,4.353,4.43,4.28,0.14999999999999947,0.09499999999999975,1395,2098,666,1432,643
2018-01-28,4.394666666666667,4.484,4.35,0.13400000000000034,-0.13400000000000034,4.445,4.484,4.383,0.10099999999999998,-0.016000000000000014,4.394666666666667,4.484,4.35,0.13400000000000034,-0.13400000000000034,4.445,4.484,4.383,0.10099999999999998,-0.016000000000000014,1508,3137,335,2802,2802
2018-02-04,4.3412,4.57,4.2,0.3700000000000001,0.09999999999999964,4.3552,4.57,4.2,0.3700000000000001,0.16999999999999993,4.2888,4.468,4.14,0.3280000000000003,-0.0600000000000005,4.3348,4.468,4.2,0.2679999999999998,0.16999999999999993,1195,4314,0,4314,4314
2018-02-11,4.07625,4.16,3.95,0.20999999999999996,-0.20999999999999996,4.09625,4.16,4.03,0.1299999999999999,-0.1299999999999999,4.0565,4.16,3.95,0.20999999999999996,-0.20999999999999996,4.0765,4.16,4.03,0.1299999999999999,-0.1299999999999999,746,1060,367,693,-690
2018-02-18,3.96075,3.98,3.95,0.029999999999999805,0.020000000000000018,4.02525,4.08,3.98,0.10000000000000009,-0.10000000000000009,3.8375,3.96,3.6,0.3599999999999999,-0.1200000000000001,3.945,4.08,3.84,0.2400000000000002,-0.2400000000000002,6318,19320,717,18603,272
2018-02-25,3.468,3.7,3.28,0.4200000000000004,-0.3500000000000001,3.498,3.7,3.31,0.3900000000000001,-0.22999999999999998,3.404,3.7,3.25,0.4500000000000002,-0.3500000000000001,3.444,3.7,3.28,0.4200000000000004,-0.22999999999999998,3905,5719,899,4820,1701
2018-03-04,3.481,3.62,3.3,0.3200000000000003,-0.27600000000000025,3.5732,3.68,3.45,0.22999999999999998,-0.22999999999999998,3.3802,3.53,3.12,0.4099999999999997,-0.4099999999999997,3.4448000000000003,3.68,3.12,0.56,-0.56,3400,10162,238,9924,8473
2018-03-11,3.509,3.73,3.28,0.4500000000000002,0.4500000000000002,3.5909999999999997,3.73,3.37,0.3599999999999999,0.3599999999999999,3.4856,3.6630000000000003,3.28,0.38300000000000045,0.38300000000000045,3.5546,3.69,3.37,0.31999999999999984,0.29300000000000015,2676,4285,440,3845,-2375
2018-03-18,3.59,3.7,3.5,0.20000000000000018,0.17000000000000037,3.682,3.8,3.5,0.2999999999999998,0.009999999999999787,3.536,3.7,3.37,0.33000000000000007,0.33000000000000007,3.6642,3.8,3.5,0.2999999999999998,0.09899999999999975,2107,4562,0,4562,686
2018-03-25,3.7725,3.84,3.7,0.13999999999999968,-0.009999999999999787,3.8049999999999997,3.84,3.7,0.13999999999999968,-0.13999999999999968,3.7512499999999998,3.84,3.7,0.13999999999999968,-0.008000000000000007,3.78425,3.84,3.7,0.13999999999999968,-0.13999999999999968,1441,2639,471,2168,1046
2018-04-01,3.678,3.78,3.611,0.1689999999999996,-0.08899999999999997,3.7275,3.78,3.62,0.1599999999999997,-0.13999999999999968,3.6375,3.75,3.52,0.22999999999999998,-0.06000000000000005,3.66,3.76,3.52,0.23999999999999977,-0.1499999999999999,1289,1807,320,1487,128
2018-04-08,3.5726,3.6910000000000003,3.5,0.19100000000000028,-0.16600000000000037,3.5748,3.6910000000000003,3.5,0.19100000000000028,-0.16600000000000037,3.4488,3.59,3.33,0.2599999999999998,0.06600000000000028,3.5116,3.6010000000000004,3.34,0.26100000000000056,-0.04700000000000015,1463,3536,428,3108,-3108
2018-04-15,3.5787999999999998,3.645,3.4,0.2450000000000001,0.20000000000000018,3.6738,3.75,3.6,0.1499999999999999,-0.029999999999999805,3.552,3.63,3.4,0.22999999999999998,0.1810000000000005,3.593,3.745,3.49,0.2549999999999999,0.09100000000000019,1941,3206,459,2747,-2747
2018-04-22,3.46,3.55,3.34,0.20999999999999996,-0.16999999999999993,3.47,3.575,3.34,0.23500000000000032,-0.19500000000000028,3.4116,3.55,3.181,0.3689999999999998,-0.30600000000000005,3.4388,3.557,3.31,0.2469999999999999,-0.17700000000000005,2664,5992,0,5992,5525
