Date,Direxion Daily Energy Bear 3X SharesEtf_Open_average,Direxion Daily Energy Bear 3X SharesEtf_Open_max,Direxion Daily Energy Bear 3X SharesEtf_Open_min,Direxion Daily Energy Bear 3X SharesEtf_Open_volatility,Direxion Daily Energy Bear 3X SharesEtf_Open_change,Direxion Daily Energy Bear 3X SharesEtf_High_average,Direxion Daily Energy Bear 3X SharesEtf_High_max,Direxion Daily Energy Bear 3X SharesEtf_High_min,Direxion Daily Energy Bear 3X SharesEtf_High_volatility,Direxion Daily Energy Bear 3X SharesEtf_High_change,Direxion Daily Energy Bear 3X SharesEtf_Low_average,Direxion Daily Energy Bear 3X SharesEtf_Low_max,Direxion Daily Energy Bear 3X SharesEtf_Low_min,Direxion Daily Energy Bear 3X SharesEtf_Low_volatility,Direxion Daily Energy Bear 3X SharesEtf_Low_change,Direxion Daily Energy Bear 3X SharesEtf_Close_average,Direxion Daily Energy Bear 3X SharesEtf_Close_max,Direxion Daily Energy Bear 3X SharesEtf_Close_min,Direxion Daily Energy Bear 3X SharesEtf_Close_volatility,Direxion Daily Energy Bear 3X SharesEtf_Close_change
2018-03-25,53.01,53.01,53.01,0.0,0.0,53.04,53.04,53.04,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2018-04-01,48.63,48.63,48.63,0.0,0.0,52.14,52.14,52.14,0.0,0.0,47.91,47.91,47.91,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-04-08,42.74,42.74,42.74,0.0,0.0,42.78,42.78,42.78,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2018-04-15,38.5,38.5,38.5,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-04-22,37.58,37.58,37.58,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-04-29,38.6,38.6,38.6,0.0,0.0,39.09,39.09,39.09,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-05-06,33.6,33.6,33.6,0.0,0.0,33.8,33.8,33.8,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2018-05-13,31.22,31.22,31.22,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-05-20,35.62,35.62,35.62,0.0,0.0,37.33,37.33,37.33,0.0,0.0,35.49,35.49,35.49,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-05-27,33.85,33.85,33.85,0.0,0.0,34.19,34.19,34.19,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-06-03,32.62,32.62,32.62,0.0,0.0,33.52,33.52,33.52,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-06-10,34.31,34.31,34.31,0.0,0.0,36.11,36.11,36.11,0.0,0.0,34.15,34.15,34.15,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-06-17,34.19,34.19,34.19,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.16,33.16,33.16,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-06-24,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,32.1,32.1,32.1,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-07-01,34.5,34.5,34.5,0.0,0.0,34.9,34.9,34.9,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2018-07-08,33.09,33.09,33.09,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2018-07-15,34.1,34.1,34.1,0.0,0.0,34.79,34.79,34.79,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-07-22,32.81,32.81,32.81,0.0,0.0,32.9,32.9,32.9,0.0,0.0,31.66,31.66,31.66,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-07-29,33.64,33.64,33.64,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-08-05,34.74,34.74,34.74,0.0,0.0,34.9,34.9,34.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2018-08-12,37.43,37.43,37.43,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-08-19,34.65,34.65,34.65,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-08-26,34.31,34.31,34.31,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-09-02,37.9,37.9,37.9,0.0,0.0,38.72,38.72,38.72,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-09-09,35.61,35.61,35.61,0.0,0.0,35.65,35.65,35.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2018-09-16,33.47,33.47,33.47,0.0,0.0,33.99,33.99,33.99,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-09-23,32.31,32.31,32.31,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.27,31.27,31.27,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-09-30,30.49,30.49,30.49,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-10-07,34.55,34.55,34.55,0.0,0.0,37.16,37.16,37.16,0.0,0.0,34.49,34.49,34.49,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2018-10-14,37.16,37.16,37.16,0.0,0.0,37.86,37.86,37.86,0.0,0.0,36.18,36.18,36.18,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-10-21,46.59,46.59,46.59,0.0,0.0,48.71,48.71,48.71,0.0,0.0,44.93,44.93,44.93,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2018-10-28,42.44,42.44,42.44,0.0,0.0,45.34,45.34,45.34,0.0,0.0,41.39,41.39,41.39,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2018-11-04,43.28,43.28,43.28,0.0,0.0,44.22,44.22,44.22,0.0,0.0,41.28,41.28,41.28,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2018-11-11,45.38,45.38,45.38,0.0,0.0,45.76,45.76,45.76,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-11-18,50.0,50.0,50.0,0.0,0.0,51.9,51.9,51.9,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2018-11-25,46.71,46.71,46.71,0.0,0.0,47.41,47.41,47.41,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-12-02,46.16,46.16,46.16,0.0,0.0,50.13,50.13,50.13,0.0,0.0,44.12,44.12,44.12,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2018-12-09,52.29,52.29,52.29,0.0,0.0,55.4,55.4,55.4,0.0,0.0,51.51,51.51,51.51,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2018-12-16,69.35,69.35,69.35,0.0,0.0,73.32,73.32,73.32,0.0,0.0,66.19,66.19,66.19,0.0,0.0,71.76,71.76,71.76,0.0,0.0
2018-12-23,63.07,63.07,63.07,0.0,0.0,66.64,66.64,66.64,0.0,0.0,62.38,62.38,62.38,0.0,0.0,65.57,65.57,65.57,0.0,0.0
2018-12-30,59.45,59.45,59.45,0.0,0.0,60.45,60.45,60.45,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-01-06,50.2,50.2,50.2,0.0,0.0,51.7,51.7,51.7,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-01-13,47.44,47.44,47.44,0.0,0.0,48.28,48.28,48.28,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-01-20,48.93,48.93,48.93,0.0,0.0,48.93,48.93,48.93,0.0,0.0,47.14,47.14,47.14,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-01-27,44.91,44.91,44.91,0.0,0.0,45.05,45.05,45.05,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2019-02-03,47.69,47.69,47.69,0.0,0.0,50.18,50.18,50.18,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-02-10,42.04,42.04,42.04,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-02-17,41.26,41.26,41.26,0.0,0.0,42.46,42.46,42.46,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-02-24,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-03-03,45.06,45.06,45.06,0.0,0.0,46.66,46.66,46.66,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-03-10,41.46,41.46,41.46,0.0,0.0,41.59,41.59,41.59,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-03-17,38.78,38.78,38.78,0.0,0.0,41.29,41.29,41.29,0.0,0.0,38.66,38.66,38.66,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-03-24,38.33,38.33,38.33,0.0,0.0,40.04,40.04,40.04,0.0,0.0,38.06,38.06,38.06,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-03-31,38.72,38.72,38.72,0.0,0.0,38.74,38.74,38.74,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-04-07,35.94,35.94,35.94,0.0,0.0,37.37,37.37,37.37,0.0,0.0,35.75,35.75,35.75,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-04-14,37.02,37.02,37.02,0.0,0.0,38.04,38.04,38.04,0.0,0.0,36.77,36.77,36.77,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-04-21,38.68,38.68,38.68,0.0,0.0,40.24,40.24,40.24,0.0,0.0,38.66,38.66,38.66,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2019-04-28,43.01,43.01,43.01,0.0,0.0,43.13,43.13,43.13,0.0,0.0,41.88,41.88,41.88,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2019-05-05,44.07,44.07,44.07,0.0,0.0,45.81,45.81,45.81,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2019-05-12,43.31,43.31,43.31,0.0,0.0,44.01,44.01,44.01,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-05-19,47.4,47.4,47.4,0.0,0.0,49.61,49.61,49.61,0.0,0.0,47.27,47.27,47.27,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2019-05-26,54.96,54.96,54.96,0.0,0.0,55.59,55.59,55.59,0.0,0.0,53.65,53.65,53.65,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-06-02,49.14,49.14,49.14,0.0,0.0,49.45,49.45,49.45,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-06-09,48.26,48.26,48.26,0.0,0.0,49.78,49.78,49.78,0.0,0.0,48.26,48.26,48.26,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-06-16,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-06-23,42.97,42.97,42.97,0.0,0.0,43.0,43.0,43.0,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-06-30,43.54,43.54,43.54,0.0,0.0,43.95,43.95,43.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2019-07-07,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-07-14,44.14,44.14,44.14,0.0,0.0,44.77,44.77,44.77,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-07-21,43.65,43.65,43.65,0.0,0.0,44.91,44.91,44.91,0.0,0.0,43.65,43.65,43.65,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-07-28,46.46,46.46,46.46,0.0,0.0,50.31,50.31,50.31,0.0,0.0,45.57,45.57,45.57,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2019-08-04,49.56,49.56,49.56,0.0,0.0,52.27,52.27,52.27,0.0,0.0,49.56,49.56,49.56,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-08-11,58.38,58.38,58.38,0.0,0.0,58.94,58.94,58.94,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2019-08-18,56.27,56.27,56.27,0.0,0.0,60.61,60.61,60.61,0.0,0.0,54.73,54.73,54.73,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2019-08-25,54.59,54.59,54.59,0.0,0.0,55.93,55.93,55.93,0.0,0.0,52.92,52.92,52.92,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2019-09-01,51.93,51.93,51.93,0.0,0.0,52.64,52.64,52.64,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-09-08,46.04,46.04,46.04,0.0,0.0,46.31,46.31,46.31,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-09-15,43.61,43.61,43.61,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-09-22,47.87,47.87,47.87,0.0,0.0,48.05,48.05,48.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-09-29,52.92,52.92,52.92,0.0,0.0,54.39,54.39,54.39,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-10-06,51.38,51.38,51.38,0.0,0.0,51.71,51.71,51.71,0.0,0.0,49.47,49.47,49.47,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2019-10-13,52.5,52.5,52.5,0.0,0.0,53.25,53.25,53.25,0.0,0.0,51.62,51.62,51.62,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2019-10-20,47.83,47.83,47.83,0.0,0.0,48.01,48.01,48.01,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-10-27,49.73,49.73,49.73,0.0,0.0,49.81,49.81,49.81,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2019-11-03,43.76,43.76,43.76,0.0,0.0,44.81,44.81,44.81,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-11-10,45.33,45.33,45.33,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-11-17,44.64,44.64,44.64,0.0,0.0,45.36,45.36,45.36,0.0,0.0,43.98,43.98,43.98,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-11-24,47.01,47.01,47.01,0.0,0.0,47.8,47.8,47.8,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-12-01,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-12-08,42.43,42.43,42.43,0.0,0.0,43.79,43.79,43.79,0.0,0.0,41.51,41.51,41.51,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2019-12-15,41.16,41.16,41.16,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-12-22,38.65,38.65,38.65,0.0,0.0,39.67,39.67,39.67,0.0,0.0,38.65,38.65,38.65,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-12-29,37.12,37.12,37.12,0.0,0.0,39.16,39.16,39.16,0.0,0.0,36.97,36.97,36.97,0.0,0.0,38.66,38.66,38.66,0.0,0.0
