Date,VanEck Vectors Steel_etf_Open_average,VanEck Vectors Steel_etf_Open_max,VanEck Vectors Steel_etf_Open_min,VanEck Vectors Steel_etf_Open_volatility,VanEck Vectors Steel_etf_Open_change,VanEck Vectors Steel_etf_High_average,VanEck Vectors Steel_etf_High_max,VanEck Vectors Steel_etf_High_min,VanEck Vectors Steel_etf_High_volatility,VanEck Vectors Steel_etf_High_change,VanEck Vectors Steel_etf_Low_average,VanEck Vectors Steel_etf_Low_max,VanEck Vectors Steel_etf_Low_min,VanEck Vectors Steel_etf_Low_volatility,VanEck Vectors Steel_etf_Low_change,VanEck Vectors Steel_etf_Close_average,VanEck Vectors Steel_etf_Close_max,VanEck Vectors Steel_etf_Close_min,VanEck Vectors Steel_etf_Close_volatility,VanEck Vectors Steel_etf_Close_change
2018-03-25,44.5,44.5,44.5,0.0,0.0,46.0,46.0,46.0,0.0,0.0,44.5,44.5,44.5,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2018-04-01,45.86,45.86,45.86,0.0,0.0,46.25,46.25,46.25,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-04-08,47.23,47.23,47.23,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2018-04-15,49.41,49.41,49.41,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2018-04-22,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-04-29,48.24,48.24,48.24,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.24,48.24,48.24,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-05-06,50.31,50.31,50.31,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2018-05-13,50.76,50.76,50.76,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-05-20,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2018-05-27,48.3,48.3,48.3,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-06-03,48.91,48.91,48.91,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-06-10,48.01,48.01,48.01,0.0,0.0,48.02,48.02,48.02,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-06-17,46.67,46.67,46.67,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2018-06-24,45.47,45.47,45.47,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2018-07-01,45.32,45.32,45.32,0.0,0.0,45.94,45.94,45.94,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-07-08,45.97,45.97,45.97,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-07-15,45.99,45.99,45.99,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-07-22,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2018-07-29,46.49,46.49,46.49,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2018-08-05,44.83,44.83,44.83,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-08-12,42.62,42.62,42.62,0.0,0.0,43.49,43.49,43.49,0.0,0.0,42.62,42.62,42.62,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-08-19,44.07,44.07,44.07,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2018-08-26,43.64,43.64,43.64,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2018-09-02,42.85,42.85,42.85,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2018-09-09,43.15,43.15,43.15,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-09-16,45.93,45.93,45.93,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-09-23,45.79,45.79,45.79,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2018-09-30,45.42,45.42,45.42,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-10-07,44.18,44.18,44.18,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.67,43.67,43.67,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2018-10-14,43.64,43.64,43.64,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2018-10-21,40.81,40.81,40.81,0.0,0.0,41.76,41.76,41.76,0.0,0.0,40.62,40.62,40.62,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2018-10-28,43.76,43.76,43.76,0.0,0.0,44.37,44.37,44.37,0.0,0.0,43.59,43.59,43.59,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2018-11-04,43.49,43.49,43.49,0.0,0.0,43.49,43.49,43.49,0.0,0.0,42.53,42.53,42.53,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2018-11-11,42.8,42.8,42.8,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-11-18,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2018-11-25,39.72,39.72,39.72,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.71,39.71,39.71,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2018-12-02,39.55,39.55,39.55,0.0,0.0,40.06,40.06,40.06,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2018-12-09,37.87,37.87,37.87,0.0,0.0,38.32,38.32,38.32,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-12-16,34.97,34.97,34.97,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-12-23,34.84,34.84,34.84,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2018-12-30,35.12,35.12,35.12,0.0,0.0,36.7,36.7,36.7,0.0,0.0,35.12,35.12,35.12,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-01-06,37.3,37.3,37.3,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-01-13,38.37,38.37,38.37,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-01-20,38.78,38.78,38.78,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-01-27,39.02,39.02,39.02,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-02-03,37.73,37.73,37.73,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-02-10,39.33,39.33,39.33,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-02-17,40.66,40.66,40.66,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-02-24,40.24,40.24,40.24,0.0,0.0,40.49,40.49,40.49,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2019-03-03,38.31,38.31,38.31,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2019-03-10,39.52,39.52,39.52,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-03-17,39.85,39.85,39.85,0.0,0.0,39.85,39.85,39.85,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-03-24,40.07,40.07,40.07,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2019-03-31,41.77,41.77,41.77,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2019-04-07,40.67,40.67,40.67,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-04-14,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-04-21,38.46,38.46,38.46,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-04-28,38.04,38.04,38.04,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.04,38.04,38.04,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-05-05,37.72,37.72,37.72,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-05-12,36.71,36.71,36.71,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-05-19,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2019-05-26,35.18,35.18,35.18,0.0,0.0,35.54,35.54,35.54,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-06-02,36.08,36.08,36.08,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2019-06-09,37.2,37.2,37.2,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-06-16,38.24,38.24,38.24,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-06-23,38.95,38.95,38.95,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-06-30,38.3,38.3,38.3,0.0,0.0,38.59,38.59,38.59,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-07-07,38.37,38.37,38.37,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-07-14,38.72,38.72,38.72,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-07-21,38.35,38.35,38.35,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2019-07-28,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-08-04,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-08-11,31.71,31.71,31.71,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.71,31.71,31.71,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-08-18,32.11,32.11,32.11,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-08-25,32.66,32.66,32.66,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-09-01,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-09-08,36.62,36.62,36.62,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-09-15,34.9,34.9,34.9,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-09-22,33.78,33.78,33.78,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-09-29,32.74,32.74,32.74,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.74,32.74,32.74,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-10-06,33.93,33.93,33.93,0.0,0.0,34.61,34.61,34.61,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-10-13,33.67,33.67,33.67,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-10-20,34.18,34.18,34.18,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-10-27,35.09,35.09,35.09,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-11-03,36.3,36.3,36.3,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-11-10,35.6,35.6,35.6,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2019-11-17,35.93,35.93,35.93,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-11-24,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-12-01,37.75,37.75,37.75,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-12-08,39.0,39.0,39.0,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-12-15,38.69,38.69,38.69,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-12-22,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-12-29,37.48,37.48,37.48,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.48,37.48,37.48,0.0,0.0
