Date,Global X Uranium_etf_Open_average,Global X Uranium_etf_Open_max,Global X Uranium_etf_Open_min,Global X Uranium_etf_Open_volatility,Global X Uranium_etf_Open_change,Global X Uranium_etf_High_average,Global X Uranium_etf_High_max,Global X Uranium_etf_High_min,Global X Uranium_etf_High_volatility,Global X Uranium_etf_High_change,Global X Uranium_etf_Low_average,Global X Uranium_etf_Low_max,Global X Uranium_etf_Low_min,Global X Uranium_etf_Low_volatility,Global X Uranium_etf_Low_change,Global X Uranium_etf_Close_average,Global X Uranium_etf_Close_max,Global X Uranium_etf_Close_min,Global X Uranium_etf_Close_volatility,Global X Uranium_etf_Close_change
2018-01-14,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2018-01-21,14.57,14.57,14.57,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2018-01-28,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2018-02-04,13.06,13.06,13.06,0.0,0.0,13.22,13.22,13.22,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2018-02-11,13.63,13.63,13.63,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2018-02-18,13.34,13.34,13.34,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2018-02-25,12.91,12.91,12.91,0.0,0.0,13.24,13.24,13.24,0.0,0.0,12.8,12.8,12.8,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2018-03-04,13.12,13.12,13.12,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2018-03-11,12.92,12.92,12.92,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2018-03-18,12.34,12.34,12.34,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2018-03-25,11.98,11.98,11.98,0.0,0.0,12.13,12.13,12.13,0.0,0.0,11.88,11.88,11.88,0.0,0.0,12.07,12.07,12.07,0.0,0.0
