Date,WisdomTree Bloomberg Floating Rate Treasury_Open_average,WisdomTree Bloomberg Floating Rate Treasury_Open_max,WisdomTree Bloomberg Floating Rate Treasury_Open_min,WisdomTree Bloomberg Floating Rate Treasury_Open_volatility,WisdomTree Bloomberg Floating Rate Treasury_Open_change,WisdomTree Bloomberg Floating Rate Treasury_High_average,WisdomTree Bloomberg Floating Rate Treasury_High_max,WisdomTree Bloomberg Floating Rate Treasury_High_min,WisdomTree Bloomberg Floating Rate Treasury_High_volatility,WisdomTree Bloomberg Floating Rate Treasury_High_change,WisdomTree Bloomberg Floating Rate Treasury_Low_average,WisdomTree Bloomberg Floating Rate Treasury_Low_max,WisdomTree Bloomberg Floating Rate Treasury_Low_min,WisdomTree Bloomberg Floating Rate Treasury_Low_volatility,WisdomTree Bloomberg Floating Rate Treasury_Low_change,WisdomTree Bloomberg Floating Rate Treasury_Close_average,WisdomTree Bloomberg Floating Rate Treasury_Close_max,WisdomTree Bloomberg Floating Rate Treasury_Close_min,WisdomTree Bloomberg Floating Rate Treasury_Close_volatility,WisdomTree Bloomberg Floating Rate Treasury_Close_change
2018-01-14,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-01-21,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-01-28,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-02-04,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-02-11,25.03,25.03,25.03,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-02-18,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-02-25,25.02,25.02,25.02,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-03-04,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-03-11,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-03-18,25.01,25.01,25.01,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-03-25,25.1,25.1,25.1,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-04-01,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-04-08,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-04-15,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-04-22,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-04-29,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-05-06,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-05-13,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-05-20,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-05-27,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-06-03,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-06-10,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-06-17,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-06-24,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-07-01,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-07-08,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-07-15,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-07-22,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-07-29,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-08-05,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-08-12,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-08-19,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-08-26,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-09-02,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-09-09,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-09-16,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-09-23,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-09-30,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-10-07,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-10-14,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-10-21,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-10-28,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-11-04,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-11-11,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-11-18,25.08,25.08,25.08,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-11-25,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-12-02,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-12-09,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-12-16,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-12-23,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-12-30,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-01-06,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-01-13,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-01-20,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-01-27,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-02-03,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-02-10,25.11,25.11,25.11,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-02-17,25.07,25.07,25.07,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-02-24,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-03-03,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-03-10,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-03-17,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-03-24,25.07,25.07,25.07,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-03-31,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-04-07,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
