Date,Guggenheim Invest Mid-Cap Core_Open_average,Guggenheim Invest Mid-Cap Core_Open_max,Guggenheim Invest Mid-Cap Core_Open_min,Guggenheim Invest Mid-Cap Core_Open_volatility,Guggenheim Invest Mid-Cap Core_Open_change,Guggenheim Invest Mid-Cap Core_High_average,Guggenheim Invest Mid-Cap Core_High_max,Guggenheim Invest Mid-Cap Core_High_min,Guggenheim Invest Mid-Cap Core_High_volatility,Guggenheim Invest Mid-Cap Core_High_change,Guggenheim Invest Mid-Cap Core_Low_average,Guggenheim Invest Mid-Cap Core_Low_max,Guggenheim Invest Mid-Cap Core_Low_min,Guggenheim Invest Mid-Cap Core_Low_volatility,Guggenheim Invest Mid-Cap Core_Low_change,Guggenheim Invest Mid-Cap Core_Close_average,Guggenheim Invest Mid-Cap Core_Close_max,Guggenheim Invest Mid-Cap Core_Close_min,Guggenheim Invest Mid-Cap Core_Close_volatility,Guggenheim Invest Mid-Cap Core_Close_change
2018-03-25,64.64,64.64,64.64,0.0,0.0,64.73,64.73,64.73,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2018-04-01,64.01,64.01,64.01,0.0,0.0,64.7,64.7,64.7,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2018-04-08,65.05,65.05,65.05,0.0,0.0,65.37,65.37,65.37,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2018-04-15,65.51,65.51,65.51,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2018-04-22,65.37,65.37,65.37,0.0,0.0,65.54,65.54,65.54,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2018-04-29,64.96,64.96,64.96,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.94,64.94,64.94,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2018-05-06,65.67,65.67,65.67,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.36,65.36,65.36,0.0,0.0
2018-05-13,65.85,65.85,65.85,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.85,65.85,65.85,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2018-05-20,65.46,65.46,65.46,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-05-27,65.75,65.75,65.75,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2018-06-03,66.77,66.77,66.77,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2018-06-10,66.04,66.04,66.04,0.0,0.0,66.18,66.18,66.18,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2018-06-17,65.61,65.61,65.61,0.0,0.0,65.61,65.61,65.61,0.0,0.0,64.77,64.77,64.77,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2018-06-24,64.22,64.22,64.22,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2018-07-01,65.82,65.82,65.82,0.0,0.0,66.33,66.33,66.33,0.0,0.0,65.82,65.82,65.82,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2018-07-08,66.14,66.14,66.14,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2018-07-15,66.65,66.65,66.65,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2018-07-22,67.15,67.15,67.15,0.0,0.0,67.39,67.39,67.39,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2018-07-29,67.99,67.99,67.99,0.0,0.0,68.23,68.23,68.23,0.0,0.0,67.99,67.99,67.99,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-08-05,67.67,67.67,67.67,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2018-08-12,68.48,68.48,68.48,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2018-08-19,69.04,69.04,69.04,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.99,68.99,68.99,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2018-08-26,68.57,68.57,68.57,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.74,68.74,68.74,0.0,0.0
2018-09-02,68.37,68.37,68.37,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.37,68.37,68.37,0.0,0.0,68.54,68.54,68.54,0.0,0.0
2018-09-09,69.06,69.06,69.06,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2018-09-16,69.06,69.06,69.06,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2018-09-23,68.43,68.43,68.43,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2018-09-30,67.19,67.19,67.19,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2018-10-07,64.14,64.14,64.14,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.52,64.52,64.52,0.0,0.0
2018-10-14,64.79,64.79,64.79,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-10-21,62.79,62.79,62.79,0.0,0.0,63.0,63.0,63.0,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2018-10-28,64.11,64.11,64.11,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2018-11-04,65.81,65.81,65.81,0.0,0.0,65.84,65.84,65.84,0.0,0.0,64.97,64.97,64.97,0.0,0.0,65.08,65.08,65.08,0.0,0.0
2018-11-11,65.35,65.35,65.35,0.0,0.0,65.53,65.53,65.53,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2018-11-18,64.88,64.88,64.88,0.0,0.0,65.1,65.1,65.1,0.0,0.0,64.76,64.76,64.76,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2018-11-25,66.73,66.73,66.73,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.63,66.63,66.63,0.0,0.0
2018-12-02,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0,62.35,62.35,62.35,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2018-12-09,62.44,62.44,62.44,0.0,0.0,62.45,62.45,62.45,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2018-12-16,57.61,57.61,57.61,0.0,0.0,57.61,57.61,57.61,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2018-12-23,58.84,58.84,58.84,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2018-12-30,59.74,59.74,59.74,0.0,0.0,60.52,60.52,60.52,0.0,0.0,59.72,59.72,59.72,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2019-01-06,61.18,61.18,61.18,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.96,60.96,60.96,0.0,0.0
2019-01-13,62.69,62.69,62.69,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.56,62.56,62.56,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2019-01-20,63.16,63.16,63.16,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2019-01-27,65.01,65.01,65.01,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.7,64.7,64.7,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-02-03,65.45,65.45,65.45,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-02-10,66.54,66.54,66.54,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.54,66.54,66.54,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2019-02-17,67.95,67.95,67.95,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2019-02-24,67.42,67.42,67.42,0.0,0.0,67.55,67.55,67.55,0.0,0.0,66.8,66.8,66.8,0.0,0.0,67.34,67.34,67.34,0.0,0.0
2019-03-03,66.53,66.53,66.53,0.0,0.0,67.36,67.36,67.36,0.0,0.0,66.53,66.53,66.53,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2019-03-10,68.23,68.23,68.23,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.35,68.35,68.35,0.0,0.0
2019-03-17,67.08,67.08,67.08,0.0,0.0,67.24,67.24,67.24,0.0,0.0,66.66,66.66,66.66,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2019-03-24,68.47,68.47,68.47,0.0,0.0,69.0,69.0,69.0,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2019-03-31,69.57,69.57,69.57,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.54,69.54,69.54,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2019-04-07,70.39,70.39,70.39,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.23,70.23,70.23,0.0,0.0
2019-04-14,69.48,69.48,69.48,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2019-04-21,70.62,70.62,70.62,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2019-04-28,70.05,70.05,70.05,0.0,0.0,70.74,70.74,70.74,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2019-05-05,68.53,68.53,68.53,0.0,0.0,68.73,68.73,68.73,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2019-05-12,68.69,68.69,68.69,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.37,68.37,68.37,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-05-19,68.92,68.92,68.92,0.0,0.0,68.92,68.92,68.92,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2019-05-26,67.28,67.28,67.28,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.18,67.18,67.18,0.0,0.0,67.82,67.82,67.82,0.0,0.0
2019-06-02,70.48,70.48,70.48,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2019-06-09,70.45,70.45,70.45,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-06-16,71.25,71.25,71.25,0.0,0.0,71.36,71.36,71.36,0.0,0.0,70.85,70.85,70.85,0.0,0.0,70.85,70.85,70.85,0.0,0.0
2019-06-23,72.2,72.2,72.2,0.0,0.0,72.21,72.21,72.21,0.0,0.0,71.73,71.73,71.73,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2019-06-30,72.61,72.61,72.61,0.0,0.0,72.68,72.68,72.68,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.44,72.44,72.44,0.0,0.0
2019-07-07,72.84,72.84,72.84,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2019-07-14,71.93,71.93,71.93,0.0,0.0,71.93,71.93,71.93,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.68,71.68,71.68,0.0,0.0
2019-07-21,73.34,73.34,73.34,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2019-07-28,69.95,69.95,69.95,0.0,0.0,69.95,69.95,69.95,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2019-08-04,69.95,69.95,69.95,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.31,69.31,69.31,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2019-08-11,70.13,70.13,70.13,0.0,0.0,70.47,70.47,70.47,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-08-18,68.96,68.96,68.96,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2019-08-25,70.88,70.88,70.88,0.0,0.0,70.88,70.88,70.88,0.0,0.0,70.37,70.37,70.37,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2019-09-01,71.97,71.97,71.97,0.0,0.0,72.41,72.41,72.41,0.0,0.0,71.88,71.88,71.88,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2019-09-08,73.24,73.24,73.24,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.24,73.24,73.24,0.0,0.0,73.51,73.51,73.51,0.0,0.0
2019-09-15,72.83,72.83,72.83,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-09-22,72.85,72.85,72.85,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.82,72.82,72.82,0.0,0.0
2019-09-29,71.28,71.28,71.28,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2019-10-06,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2019-10-13,73.06,73.06,73.06,0.0,0.0,73.33,73.33,73.33,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.79,72.79,72.79,0.0,0.0
2019-10-20,73.17,73.17,73.17,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.17,73.17,73.17,0.0,0.0,73.31,73.31,73.31,0.0,0.0
2019-10-27,74.86,74.86,74.86,0.0,0.0,75.01,75.01,75.01,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2019-11-03,74.77,74.77,74.77,0.0,0.0,75.44,75.44,75.44,0.0,0.0,74.77,74.77,74.77,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2019-11-10,75.63,75.63,75.63,0.0,0.0,76.37,76.37,76.37,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2019-11-17,75.6,75.6,75.6,0.0,0.0,76.08,76.08,76.08,0.0,0.0,75.6,75.6,75.6,0.0,0.0,76.08,76.08,76.08,0.0,0.0
2019-11-24,76.46,76.46,76.46,0.0,0.0,77.63,77.63,77.63,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2019-12-01,76.76,76.76,76.76,0.0,0.0,77.58,77.58,77.58,0.0,0.0,76.43,76.43,76.43,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2019-12-08,78.16,78.16,78.16,0.0,0.0,78.52,78.52,78.52,0.0,0.0,77.46,77.46,77.46,0.0,0.0,78.32,78.32,78.32,0.0,0.0
2019-12-15,77.62,77.62,77.62,0.0,0.0,77.62,77.62,77.62,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.84,76.84,76.84,0.0,0.0
2019-12-22,77.0,77.0,77.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,76.67,76.67,76.67,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2019-12-29,76.76,76.76,76.76,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.83,76.83,76.83,0.0,0.0
