Date,PowerShares WilderHill Clean Energy_Open_average,PowerShares WilderHill Clean Energy_Open_max,PowerShares WilderHill Clean Energy_Open_min,PowerShares WilderHill Clean Energy_Open_volatility,PowerShares WilderHill Clean Energy_Open_change,PowerShares WilderHill Clean Energy_High_average,PowerShares WilderHill Clean Energy_High_max,PowerShares WilderHill Clean Energy_High_min,PowerShares WilderHill Clean Energy_High_volatility,PowerShares WilderHill Clean Energy_High_change,PowerShares WilderHill Clean Energy_Low_average,PowerShares WilderHill Clean Energy_Low_max,PowerShares WilderHill Clean Energy_Low_min,PowerShares WilderHill Clean Energy_Low_volatility,PowerShares WilderHill Clean Energy_Low_change,PowerShares WilderHill Clean Energy_Close_average,PowerShares WilderHill Clean Energy_Close_max,PowerShares WilderHill Clean Energy_Close_min,PowerShares WilderHill Clean Energy_Close_volatility,PowerShares WilderHill Clean Energy_Close_change
2019-02-10,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-02-17,28.5,28.5,28.5,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-02-24,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,27.73,27.73,27.73,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-03-03,26.59,26.59,26.59,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.59,26.59,26.59,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-03-10,27.6,27.6,27.6,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-03-17,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-03-24,27.04,27.04,27.04,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-03-31,28.19,28.19,28.19,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-04-07,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-04-14,28.42,28.42,28.42,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-04-21,28.66,28.66,28.66,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-04-28,28.26,28.26,28.26,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-05-05,27.63,27.63,27.63,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-05-12,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-05-19,27.35,27.35,27.35,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-05-26,26.85,26.85,26.85,0.0,0.0,27.35,27.35,27.35,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-06-02,28.39,28.39,28.39,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-06-09,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-06-16,29.37,29.37,29.37,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-06-23,30.28,30.28,30.28,0.0,0.0,30.37,30.37,30.37,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-06-30,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-07-07,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-07-14,30.23,30.23,30.23,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-07-21,30.24,30.24,30.24,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-07-28,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-08-04,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-08-11,29.82,29.82,29.82,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-08-18,29.07,29.07,29.07,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2019-08-25,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-09-01,29.62,29.62,29.62,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-09-08,30.72,30.72,30.72,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-09-15,31.24,31.24,31.24,0.0,0.0,31.41,31.41,31.41,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-09-22,29.26,29.26,29.26,0.0,0.0,29.34,29.34,29.34,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-09-29,28.71,28.71,28.71,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-10-06,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-10-13,29.38,29.38,29.38,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-10-20,29.73,29.73,29.73,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-10-27,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-11-03,30.21,30.21,30.21,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-11-10,31.03,31.03,31.03,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-11-17,30.38,30.38,30.38,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-11-24,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-12-01,31.17,31.17,31.17,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-12-08,32.41,32.41,32.41,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-12-15,33.63,33.63,33.63,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-12-22,33.77,33.77,33.77,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-12-29,34.5,34.5,34.5,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.76,34.76,34.76,0.0,0.0
