Date,IDCC_Open_average,IDCC_Open_max,IDCC_Open_min,IDCC_Open_volatility,IDCC_Open_change,IDCC_High_average,IDCC_High_max,IDCC_High_min,IDCC_High_volatility,IDCC_High_change,IDCC_Low_average,IDCC_Low_max,IDCC_Low_min,IDCC_Low_volatility,IDCC_Low_change,IDCC_Close_average,IDCC_Close_max,IDCC_Close_min,IDCC_Close_volatility,IDCC_Close_change,IDCC_Volume_average,IDCC_Volume_max,IDCC_Volume_min,IDCC_Volume_volatility,IDCC_Volume_change
2018-01-14,79.875,81.0,79.3,1.7000000000000028,-1.5999999999999943,80.505,81.7,80.0,1.7000000000000028,-1.5,79.11250000000001,79.25,78.9,0.3499999999999943,-0.09999999999999432,79.475,79.55,79.4,0.14999999999999147,0.04999999999999716,246317,377457,163864,213593,156196
2018-01-21,79.14,79.4,78.8,0.6000000000000085,-0.3500000000000085,79.4,79.5,79.25,0.25,-0.10000000000000853,78.292,78.55,78.11,0.4399999999999977,0.09999999999999432,78.92,79.15,78.75,0.4000000000000057,0.20000000000000284,292539,400144,173844,226300,-39210
2018-01-28,78.64,79.9,77.95,1.9500000000000028,-0.9500000000000028,79.64,80.3,78.9,1.3999999999999915,-0.6500000000000057,77.726,78.47,76.76,1.7099999999999937,-1.7099999999999937,78.57,79.55,77.7,1.8499999999999943,-1.3999999999999915,233401,260019,195697,64322,-23465
2018-02-04,76.95,78.1,75.35,2.75,-0.7999999999999972,78.44800000000001,78.7,78.1,0.6000000000000085,-0.4899999999999949,75.96,77.25,74.75,2.5,-0.9500000000000028,77.25,78.45,75.9,2.549999999999997,1.0,374092,467113,223775,243338,87929
2018-02-11,78.35,80.2,76.05,4.150000000000006,2.3499999999999943,79.564,80.85,77.72,3.1299999999999955,2.0,77.63,80.0,76.05,3.950000000000003,2.5999999999999943,78.71,80.5,76.5,4.0,1.7999999999999972,275598,357129,234460,122669,-100325
2018-02-18,75.9625,79.05,72.65,6.3999999999999915,-6.3999999999999915,77.1625,79.6,75.0,4.599999999999994,-3.8499999999999943,73.6825,76.75,69.33,7.420000000000002,-4.650000000000006,74.875,76.9,70.3,6.6000000000000085,-1.2000000000000028,622402,1146281,315995,830286,318271
2018-02-25,73.25,76.0,70.2,5.799999999999997,-5.799999999999997,73.91,76.0,72.15,3.8499999999999943,-3.8499999999999943,71.55,74.0,69.9,4.099999999999994,-3.9000000000000057,72.48,75.45,71.0,4.450000000000003,-3.4000000000000057,291410,376221,194685,181536,-115677
2018-03-04,72.95,74.2,71.7,2.5,2.049999999999997,74.15,75.85,72.65,3.1999999999999886,3.1999999999999886,72.35,73.3,71.2,2.0999999999999943,2.0999999999999943,73.65,75.4,72.5,2.9000000000000057,2.8000000000000114,229440,316142,183910,132232,132232
2018-03-11,75.84,76.85,74.95,1.8999999999999915,-0.8499999999999943,76.36,77.3,75.55,1.75,-1.5499999999999972,75.09,75.8,74.15,1.6499999999999915,-1.6499999999999915,75.42,76.1,74.75,1.3499999999999943,-1.3499999999999943,235095,389367,134501,254866,24043
2018-03-18,73.83,74.2,73.25,0.9500000000000028,-0.4000000000000057,74.566,75.05,74.28,0.769999999999996,-0.06999999999999318,72.852,73.5,72.0,1.5,-0.4099999999999966,73.58,74.2,72.0,2.200000000000003,-1.75,216273,349591,92116,257475,-168945
2018-03-25,73.2,73.6,72.95,0.6499999999999915,0.5999999999999943,73.55,73.9,73.1,0.8000000000000114,0.8000000000000114,72.2825,72.95,71.5,1.4500000000000028,1.0499999999999972,73.1875,73.6,72.95,0.6499999999999915,0.6499999999999915,219030,274843,183057,91786,13572
2018-04-01,74.02,75.65,72.3,3.3500000000000085,2.200000000000003,75.11,76.4,73.6,2.8000000000000114,2.25,73.32,75.35,71.75,3.5999999999999943,3.030000000000001,74.47,76.1,72.7,3.3999999999999915,2.700000000000003,229726,299072,165521,133551,-85921
2018-04-08,77.55,79.3,75.75,3.549999999999997,3.549999999999997,78.47,79.5,76.7,2.799999999999997,2.799999999999997,76.944,78.67,75.25,3.4200000000000017,3.4200000000000017,78.07,79.05,76.0,3.049999999999997,3.0,263042,510300,178701,331599,-6222
2018-04-15,79.54,80.3,79.2,1.0999999999999943,-0.04999999999999716,80.23,80.5,79.65,0.8499999999999943,0.7999999999999972,78.84,79.4,78.2,1.2000000000000028,-0.5999999999999943,79.59,80.0,79.25,0.75,0.3499999999999943,280936,463046,169540,293506,293506
2018-04-22,78.47,79.8,76.35,3.450000000000003,-3.25,79.478,80.4,78.69,1.710000000000008,-1.1599999999999966,76.26,78.0,73.8,4.200000000000003,-3.6500000000000057,77.4,79.55,74.95,4.599999999999994,-4.599999999999994,452091,812023,252914,559109,-71388
2018-04-29,75.29,75.85,74.5,1.3499999999999943,-1.1999999999999886,76.28,76.6,75.85,0.75,-0.3999999999999915,74.39999999999999,75.3,74.1,1.2000000000000028,0.30000000000001137,75.34,76.25,74.45,1.7999999999999972,1.0499999999999972,269342,396218,184258,211960,-211960
2018-05-06,78.17999999999999,79.75,75.6,4.150000000000006,4.150000000000006,79.386,80.83,77.45,3.3799999999999955,2.8499999999999943,77.7,79.25,75.3,3.950000000000003,3.9000000000000057,78.84,79.8,77.1,2.700000000000003,2.200000000000003,330148,421183,219745,201438,-201438
