Date,DELL_Open_average,DELL_Open_max,DELL_Open_min,DELL_Open_volatility,DELL_Open_change,DELL_High_average,DELL_High_max,DELL_High_min,DELL_High_volatility,DELL_High_change,DELL_Low_average,DELL_Low_max,DELL_Low_min,DELL_Low_volatility,DELL_Low_change,DELL_Close_average,DELL_Close_max,DELL_Close_min,DELL_Close_volatility,DELL_Close_change,DELL_Volume_average,DELL_Volume_max,DELL_Volume_min,DELL_Volume_volatility,DELL_Volume_change
2018-01-14,48.594,49.02,48.06,0.9600000000000009,0.740000000000002,49.054,49.51,48.57,0.9399999999999977,0.9399999999999977,48.214,48.77,47.57,1.2000000000000028,1.0,48.711999999999996,49.23,47.65,1.5799999999999983,1.5799999999999983,923016,1332552,693913,638639,638639
2018-01-21,48.92,50.61,46.5,4.109999999999999,-2.5799999999999983,49.488,51.15,47.63,3.519999999999996,-1.9099999999999966,45.699999999999996,49.0,39.98,9.020000000000003,-9.020000000000003,46.878,49.32,41.4,7.920000000000002,-7.920000000000002,11313680,35703592,775098,34928494,17634968
2018-01-28,39.482,40.63,38.84,1.7899999999999991,-1.7899999999999991,40.198,40.71,39.55,1.1600000000000037,-1.1600000000000037,38.27,38.96,37.33,1.6300000000000026,-1.0500000000000043,38.804,39.69,37.41,2.280000000000001,-1.3800000000000026,5097516,6050927,3299276,2751651,-2751651
2018-02-04,36.976,37.41,36.53,0.8799999999999955,0.8799999999999955,37.842,38.18,37.49,0.6899999999999977,0.1599999999999966,36.47,37.1,35.96,1.1400000000000006,0.9500000000000028,37.08,37.66,36.32,1.3399999999999963,0.44999999999999574,2690664,3440746,2017347,1423399,-830362
2018-02-11,38.0275,38.97,37.36,1.6099999999999994,0.8299999999999983,38.74,39.11,38.06,1.0499999999999972,1.0499999999999972,37.6425,38.07,37.14,0.9299999999999997,0.9299999999999997,38.33,38.67,37.81,0.8599999999999994,0.8200000000000003,1517949,1791336,1262640,528696,-524822
2018-02-18,39.06,39.93,38.33,1.6000000000000014,1.6000000000000014,39.57,40.35,38.8,1.5500000000000043,1.5500000000000043,38.838,39.65,38.1,1.5499999999999972,1.5499999999999972,39.242,40.07,38.65,1.4200000000000017,1.4200000000000017,1301131,1579684,826233,753451,-661162
2018-02-25,40.596,41.01,40.21,0.7999999999999972,0.3399999999999963,41.446,42.85,40.52,2.3299999999999983,0.5799999999999983,39.884,40.83,38.92,1.9099999999999966,0.04999999999999716,40.966,41.72,40.26,1.4600000000000009,0.7000000000000028,2615732,5707584,1118007,4589577,766943
2018-03-04,42.422,43.56,41.14,2.4200000000000017,2.4200000000000017,43.292,44.19,41.96,2.229999999999997,1.9099999999999966,42.138,42.85,41.14,1.7100000000000009,1.7100000000000009,42.796,43.44,41.85,1.5899999999999963,1.1999999999999957,1705405,2179598,1279832,899766,-385111
2018-03-11,43.05,43.17,42.9,0.2700000000000031,-0.20000000000000284,43.264,43.45,43.17,0.28000000000000114,0.05999999999999517,42.6,42.94,42.43,0.509999999999998,-0.020000000000003126,43.032,43.16,42.81,0.3499999999999943,0.3499999999999943,1174555,1420748,920749,499999,-268889
2018-03-18,42.058,43.28,41.16,2.1200000000000045,-1.740000000000002,42.574,43.76,41.73,2.030000000000001,-2.030000000000001,41.436,42.9,40.4,2.5,-2.1799999999999997,41.734,43.31,40.48,2.8300000000000054,-1.7199999999999989,1321089,1985455,865695,1119760,249793
2018-03-25,40.7875,41.86,39.95,1.9099999999999966,-1.2899999999999991,41.17,42.17,40.75,1.4200000000000017,-1.2899999999999991,39.79,40.53,39.22,1.3100000000000023,-1.3100000000000023,40.3425,40.78,39.91,0.8700000000000045,-0.6200000000000045,1328248,1522888,1150510,372378,-47939
2018-04-01,40.06,40.7,39.58,1.1200000000000045,-0.6900000000000048,40.586,40.93,40.36,0.5700000000000003,0.09000000000000341,39.532,39.94,39.15,0.7899999999999991,-0.10999999999999943,40.052,40.39,39.46,0.9299999999999997,-0.5100000000000051,772618,879390,681765,197625,-157768
2018-04-08,40.52,41.63,39.95,1.6799999999999997,1.1900000000000048,40.808,41.9,40.42,1.4799999999999969,1.25,39.886,40.11,39.71,0.3999999999999986,0.21999999999999886,40.368,41.15,39.82,1.3299999999999983,0.8599999999999994,1008222,2392062,453829,1938233,1634403
2018-04-15,41.282,42.44,40.33,2.1099999999999994,-1.0200000000000031,41.592,42.57,40.57,2.0,-1.3699999999999974,40.656,41.71,39.78,1.9299999999999997,-1.009999999999998,41.054,41.95,40.22,1.730000000000004,-1.269999999999996,1655422,2387322,1096066,1291256,-1277280
2018-04-22,40.236,40.62,39.88,0.7399999999999949,-0.3999999999999986,40.614,40.96,40.25,0.7100000000000009,-0.5200000000000031,39.672,40.16,39.25,0.9099999999999966,-0.5700000000000003,40.028,40.39,39.73,0.6600000000000037,-0.36000000000000654,852894,1212219,601677,610542,-135977
2018-04-29,39.565999999999995,40.41,39.18,1.2299999999999969,0.8599999999999994,40.138,41.02,39.48,1.5400000000000063,1.1200000000000045,39.09,40.03,38.27,1.759999999999998,0.9100000000000037,39.716,40.38,39.13,1.25,0.6000000000000014,1000960,1403548,577528,826020,-450810
2018-05-06,40.634,41.34,40.01,1.3300000000000054,1.2000000000000028,41.104,41.74,40.14,1.6000000000000014,1.3999999999999986,40.166,40.88,39.32,1.5600000000000023,1.0899999999999963,40.672000000000004,41.34,39.86,1.480000000000004,0.9100000000000037,1229055,1523369,851746,671623,-646973
2018-05-13,41.604,43.8,40.36,3.4399999999999977,3.4399999999999977,42.742,44.79,41.1,3.6899999999999977,3.6899999999999977,41.368,43.45,40.15,3.3000000000000043,3.3000000000000043,42.26,44.54,40.92,3.6199999999999974,3.6199999999999974,2609191,6565272,830873,5734399,2988301
2018-05-20,45.01,45.73,44.41,1.3200000000000003,1.3200000000000003,45.4925,45.9,44.8,1.1000000000000014,1.1000000000000014,44.5125,45.33,43.55,1.7800000000000011,1.7800000000000011,45.3,45.76,44.71,1.0499999999999972,0.6899999999999977,1612351,2255980,987721,1268259,-829100
2018-05-27,45.628,47.38,44.87,2.510000000000005,2.1000000000000014,46.172,47.87,45.0,2.8699999999999974,2.5899999999999963,44.924,45.91,44.24,1.6699999999999946,1.3999999999999986,45.628,47.07,44.59,2.479999999999997,2.479999999999997,2612171,3840135,1373025,2467110,753709
2018-06-03,48.23,48.88,47.18,1.7000000000000028,1.7000000000000028,48.634,49.09,48.03,1.0600000000000023,0.8500000000000014,47.794,48.22,46.78,1.4399999999999977,1.4399999999999977,48.49,48.89,47.96,0.9299999999999997,0.5499999999999972,1542244,2125205,728336,1396869,-1319151
