Date,HOG_Open_average,HOG_Open_max,HOG_Open_min,HOG_Open_volatility,HOG_Open_change,HOG_High_average,HOG_High_max,HOG_High_min,HOG_High_volatility,HOG_High_change,HOG_Low_average,HOG_Low_max,HOG_Low_min,HOG_Low_volatility,HOG_Low_change,HOG_Close_average,HOG_Close_max,HOG_Close_min,HOG_Close_volatility,HOG_Close_change,HOG_Volume_average,HOG_Volume_max,HOG_Volume_min,HOG_Volume_volatility,HOG_Volume_change
2018-01-14,53.046,54.61,52.05,2.5600000000000023,0.7999999999999972,53.62,54.96,52.89,2.0700000000000003,0.6600000000000037,52.147999999999996,52.99,51.55,1.4400000000000048,1.4400000000000048,52.728,53.81,51.98,1.8300000000000054,1.8300000000000054,2714683,4764986,1616587,3148399,-2243652
2018-01-21,54.82,56.02,54.0,2.020000000000003,1.0300000000000011,55.676,56.5,54.22,2.280000000000001,2.280000000000001,54.27,54.91,53.35,1.5599999999999952,1.5599999999999952,55.032000000000004,55.95,54.07,1.8800000000000026,1.2199999999999989,3169470,5037317,1641503,3395814,3279511
2018-01-28,49.064,51.56,46.99,4.57,-4.57,49.7,52.46,47.7,4.759999999999998,-4.759999999999998,47.674,49.8,46.0,3.799999999999997,-3.799999999999997,48.376,50.84,46.4,4.440000000000005,-4.440000000000005,5696736,11484391,2698865,8785526,-7200157
2018-02-04,47.839999999999996,48.44,45.98,2.460000000000001,2.460000000000001,48.858,49.05,48.68,0.36999999999999744,-0.14000000000000057,47.126,48.02,45.78,2.240000000000002,1.6400000000000006,48.164,48.62,47.54,1.0799999999999983,-0.269999999999996,2927921,4454464,1897782,2556682,-2556682
2018-02-11,47.6525,48.17,47.0,1.1700000000000017,-0.17999999999999972,48.1475,48.44,47.74,0.6999999999999957,-0.29999999999999716,46.9,47.22,46.46,0.759999999999998,-0.5399999999999991,47.5,47.94,47.16,0.7800000000000011,-0.09000000000000341,3308524,4546663,2444916,2101747,2101747
2018-02-18,46.792,47.12,46.5,0.6199999999999974,0.19999999999999574,47.153999999999996,47.37,46.98,0.39000000000000057,0.3399999999999963,46.26,46.43,46.14,0.28999999999999915,0.2700000000000031,46.57,46.67,46.3,0.37000000000000455,-0.00999999999999801,3357883,8411746,1130098,7281648,5803757
2018-02-25,45.308,46.77,43.93,2.8400000000000034,-2.8400000000000034,45.786,47.0,44.65,2.3500000000000014,-1.490000000000002,44.54,45.2,43.48,1.720000000000006,-1.1799999999999997,45.092,45.54,44.2,1.3399999999999963,-0.3100000000000023,3581159,4832206,2527295,2304911,1241267
2018-03-04,44.538000000000004,45.39,43.77,1.6199999999999974,-0.6400000000000006,44.836,45.7,44.12,1.5800000000000054,0.28000000000000114,43.846,44.51,43.4,1.1099999999999994,0.6499999999999986,44.348,44.82,43.9,0.9200000000000017,0.490000000000002,2062121,2988803,1431404,1557399,-1048173
2018-03-11,44.258,45.14,43.49,1.6499999999999986,-1.230000000000004,44.606,45.25,44.06,1.1899999999999977,-1.0899999999999963,43.602,44.65,43.23,1.4200000000000017,-1.4200000000000017,43.882,44.85,43.42,1.4299999999999997,-1.3100000000000023,2088382,2437550,1681437,756113,-209521
2018-03-18,42.726,43.54,41.86,1.6799999999999997,-1.6799999999999997,43.168,43.91,42.46,1.4499999999999957,-1.2800000000000011,42.042,43.1,41.33,1.7700000000000031,-0.9499999999999957,42.45,43.28,41.44,1.8400000000000034,-0.6000000000000014,1818559,2861871,1385470,1476401,-1064945
