Date,IRBT_Open_average,IRBT_Open_max,IRBT_Open_min,IRBT_Open_volatility,IRBT_Open_change,IRBT_High_average,IRBT_High_max,IRBT_High_min,IRBT_High_volatility,IRBT_High_change,IRBT_Low_average,IRBT_Low_max,IRBT_Low_min,IRBT_Low_volatility,IRBT_Low_change,IRBT_Close_average,IRBT_Close_max,IRBT_Close_min,IRBT_Close_volatility,IRBT_Close_change,IRBT_Volume_average,IRBT_Volume_max,IRBT_Volume_min,IRBT_Volume_volatility,IRBT_Volume_change
2018-01-14,87.468,88.5,86.08,2.4200000000000017,0.5999999999999943,88.928,90.0,88.04,1.9599999999999937,0.5499999999999972,86.08800000000001,87.54,84.4,3.1400000000000006,3.1400000000000006,87.746,89.94,85.69,4.25,4.25,899856,1273525,614392,659133,-508362
2018-01-21,92.562,94.48,90.0,4.480000000000004,4.480000000000004,93.976,94.85,92.05,2.799999999999997,2.430000000000007,91.538,93.0,89.01,3.989999999999995,3.989999999999995,93.124,94.36,91.64,2.719999999999999,1.8100000000000023,763334,1111047,547141,563906,-250103
2018-01-28,88.828,91.7,85.91,5.790000000000006,-5.790000000000006,90.346,91.83,89.22,2.6099999999999994,-2.6099999999999994,86.038,87.6,81.81,5.789999999999992,-4.489999999999995,87.562,89.91,81.92,7.989999999999995,-6.689999999999998,1020118,1820516,505925,1314591,-429631
2018-02-04,71.812,87.05,59.7,27.349999999999994,-19.92,74.744,89.66,62.4,27.259999999999998,-24.93,67.638,86.45,55.77,30.68,-18.650000000000006,70.882,88.04,57.9,30.140000000000008,-25.510000000000005,4255473,10212633,1386635,8825998,946994
2018-02-11,64.07,65.99,61.23,4.759999999999998,4.759999999999998,65.9375,66.96,64.95,2.009999999999991,2.009999999999991,63.355,65.72,61.1,4.619999999999997,4.619999999999997,65.3075,66.39,64.36,2.030000000000001,1.8599999999999994,1392083,2228959,873634,1355325,-1355325
2018-02-18,66.34,68.77,65.42,3.3499999999999943,2.769999999999996,67.992,69.94,66.5,3.4399999999999977,2.489999999999995,65.726,68.51,64.62,3.8900000000000006,3.719999999999999,66.836,69.62,65.03,4.590000000000003,4.340000000000003,937638,1101588,733338,368250,-147583
2018-02-25,68.032,70.75,64.95,5.799999999999997,-3.260000000000005,69.754,71.75,67.66,4.090000000000003,-2.0,66.432,68.72,64.06,4.659999999999997,-1.230000000000004,67.69200000000001,68.94,65.65,3.289999999999992,-0.4099999999999966,840323,1246391,585180,661211,-204722
2018-03-04,68.46600000000001,69.62,67.63,1.990000000000009,-0.5400000000000063,69.74,70.46,68.9,1.559999999999988,0.09999999999999432,67.572,68.31,66.6,1.710000000000008,0.25,68.712,70.27,66.93,3.339999999999989,1.5999999999999943,731174,788464,552338,236126,19803
2018-03-11,69.84,70.47,69.46,1.0100000000000051,-1.0100000000000051,70.526,71.93,69.58,2.3500000000000085,-2.3500000000000085,67.9,68.65,65.91,2.740000000000009,-2.240000000000009,69.118,70.13,66.9,3.2299999999999898,-2.219999999999999,698471,983803,420252,563551,103573
2018-03-18,67.428,68.32,65.97,2.3499999999999943,1.1200000000000045,68.714,69.47,67.88,1.5900000000000034,0.46999999999999886,66.49799999999999,67.6,65.82,1.7800000000000011,0.21999999999999886,67.598,69.21,66.5,2.7099999999999937,-0.1599999999999966,500420,673367,404663,268704,68681
