Date,Consumer Discretionary Select Sector SPDR_Open_average,Consumer Discretionary Select Sector SPDR_Open_max,Consumer Discretionary Select Sector SPDR_Open_min,Consumer Discretionary Select Sector SPDR_Open_volatility,Consumer Discretionary Select Sector SPDR_Open_change,Consumer Discretionary Select Sector SPDR_High_average,Consumer Discretionary Select Sector SPDR_High_max,Consumer Discretionary Select Sector SPDR_High_min,Consumer Discretionary Select Sector SPDR_High_volatility,Consumer Discretionary Select Sector SPDR_High_change,Consumer Discretionary Select Sector SPDR_Low_average,Consumer Discretionary Select Sector SPDR_Low_max,Consumer Discretionary Select Sector SPDR_Low_min,Consumer Discretionary Select Sector SPDR_Low_volatility,Consumer Discretionary Select Sector SPDR_Low_change,Consumer Discretionary Select Sector SPDR_Close_average,Consumer Discretionary Select Sector SPDR_Close_max,Consumer Discretionary Select Sector SPDR_Close_min,Consumer Discretionary Select Sector SPDR_Close_volatility,Consumer Discretionary Select Sector SPDR_Close_change
2018-01-14,105.59,105.59,105.59,0.0,0.0,106.77,106.77,106.77,0.0,0.0,105.5,105.5,105.5,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2018-01-21,108.89,108.89,108.89,0.0,0.0,109.34,109.34,109.34,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2018-01-28,104.71,104.71,104.71,0.0,0.0,106.23,106.23,106.23,0.0,0.0,101.1,101.1,101.1,0.0,0.0,102.03,102.03,102.03,0.0,0.0
2018-02-04,101.79,101.79,101.79,0.0,0.0,102.76,102.76,102.76,0.0,0.0,100.75,100.75,100.75,0.0,0.0,102.2,102.2,102.2,0.0,0.0
2018-02-11,104.97,104.97,104.97,0.0,0.0,105.63,105.63,105.63,0.0,0.0,104.56,104.56,104.56,0.0,0.0,104.79,104.79,104.79,0.0,0.0
2018-02-18,106.31,106.31,106.31,0.0,0.0,106.8,106.8,106.8,0.0,0.0,106.05,106.05,106.05,0.0,0.0,106.8,106.8,106.8,0.0,0.0
2018-02-25,102.67,102.67,102.67,0.0,0.0,104.5,104.5,104.5,0.0,0.0,102.42,102.42,102.42,0.0,0.0,104.28,104.28,104.28,0.0,0.0
2018-03-04,106.59,106.59,106.59,0.0,0.0,107.03,107.03,107.03,0.0,0.0,106.34,106.34,106.34,0.0,0.0,106.59,106.59,106.59,0.0,0.0
2018-03-11,104.79,104.79,104.79,0.0,0.0,104.83,104.83,104.83,0.0,0.0,103.11,103.11,103.11,0.0,0.0,103.87,103.87,103.87,0.0,0.0
2018-03-18,101.8,101.8,101.8,0.0,0.0,103.24,103.24,103.24,0.0,0.0,100.81,100.81,100.81,0.0,0.0,103.14,103.14,103.14,0.0,0.0
2018-03-25,100.68,100.68,100.68,0.0,0.0,100.82,100.82,100.82,0.0,0.0,97.48,97.48,97.48,0.0,0.0,98.43,98.43,98.43,0.0,0.0
2018-04-01,101.39,101.39,101.39,0.0,0.0,101.98,101.98,101.98,0.0,0.0,100.34,100.34,100.34,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2018-04-08,101.85,101.85,101.85,0.0,0.0,102.37,102.37,102.37,0.0,0.0,101.39,101.39,101.39,0.0,0.0,101.98,101.98,101.98,0.0,0.0
2018-04-15,103.16,103.16,103.16,0.0,0.0,103.87,103.87,103.87,0.0,0.0,102.58,102.58,102.58,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2018-04-22,104.59,104.59,104.59,0.0,0.0,105.13,105.13,105.13,0.0,0.0,103.69,103.69,103.69,0.0,0.0,103.7,103.7,103.7,0.0,0.0
2018-04-29,104.56,104.56,104.56,0.0,0.0,104.67,104.67,104.67,0.0,0.0,103.99,103.99,103.99,0.0,0.0,104.37,104.37,104.37,0.0,0.0
2018-05-06,105.05,105.05,105.05,0.0,0.0,105.43,105.43,105.43,0.0,0.0,104.94,104.94,104.94,0.0,0.0,105.09,105.09,105.09,0.0,0.0
2018-05-13,105.37,105.37,105.37,0.0,0.0,105.72,105.72,105.72,0.0,0.0,105.1,105.1,105.1,0.0,0.0,105.45,105.45,105.45,0.0,0.0
2018-05-20,105.92,105.92,105.92,0.0,0.0,106.54,106.54,106.54,0.0,0.0,105.81,105.81,105.81,0.0,0.0,106.13,106.13,106.13,0.0,0.0
2018-05-27,106.86,106.86,106.86,0.0,0.0,107.77,107.77,107.77,0.0,0.0,106.81,106.81,106.81,0.0,0.0,107.73,107.73,107.73,0.0,0.0
2018-06-03,109.93,109.93,109.93,0.0,0.0,110.6,110.6,110.6,0.0,0.0,109.93,109.93,109.93,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2018-06-10,111.37,111.37,111.37,0.0,0.0,112.15,112.15,112.15,0.0,0.0,111.16,111.16,111.16,0.0,0.0,111.92,111.92,111.92,0.0,0.0
2018-06-17,110.86,110.86,110.86,0.0,0.0,110.86,110.86,110.86,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.9,108.9,108.9,0.0,0.0
2018-06-24,108.51,108.51,108.51,0.0,0.0,109.48,109.48,109.48,0.0,0.0,108.22,108.22,108.22,0.0,0.0,109.45,109.45,109.45,0.0,0.0
2018-07-01,110.99,110.99,110.99,0.0,0.0,111.64,111.64,111.64,0.0,0.0,110.75,110.75,110.75,0.0,0.0,111.62,111.62,111.62,0.0,0.0
2018-07-08,112.87,112.87,112.87,0.0,0.0,113.05,113.05,113.05,0.0,0.0,112.43,112.43,112.43,0.0,0.0,112.87,112.87,112.87,0.0,0.0
2018-07-15,112.13,112.13,112.13,0.0,0.0,112.25,112.25,112.25,0.0,0.0,111.42,111.42,111.42,0.0,0.0,112.03,112.03,112.03,0.0,0.0
2018-07-22,111.65,111.65,111.65,0.0,0.0,111.83,111.83,111.83,0.0,0.0,110.44,110.44,110.44,0.0,0.0,110.75,110.75,110.75,0.0,0.0
2018-07-29,111.93,111.93,111.93,0.0,0.0,112.73,112.73,112.73,0.0,0.0,111.61,111.61,111.61,0.0,0.0,112.61,112.61,112.61,0.0,0.0
2018-08-05,113.04,113.04,113.04,0.0,0.0,113.14,113.14,113.14,0.0,0.0,112.12,112.12,112.12,0.0,0.0,112.15,112.15,112.15,0.0,0.0
2018-08-12,112.89,112.89,112.89,0.0,0.0,113.36,113.36,113.36,0.0,0.0,112.58,112.58,112.58,0.0,0.0,113.31,113.31,113.31,0.0,0.0
2018-08-19,115.46,115.46,115.46,0.0,0.0,115.81,115.81,115.81,0.0,0.0,115.35,115.35,115.35,0.0,0.0,115.63,115.63,115.63,0.0,0.0
2018-08-26,116.41,116.41,116.41,0.0,0.0,117.18,117.18,117.18,0.0,0.0,116.41,116.41,116.41,0.0,0.0,116.95,116.95,116.95,0.0,0.0
2018-09-02,116.37,116.37,116.37,0.0,0.0,116.45,116.45,116.45,0.0,0.0,115.7,115.7,115.7,0.0,0.0,116.01,116.01,116.01,0.0,0.0
2018-09-09,116.75,116.75,116.75,0.0,0.0,116.77,116.77,116.77,0.0,0.0,115.37,115.37,115.37,0.0,0.0,115.47,115.47,115.47,0.0,0.0
2018-09-16,116.53,116.53,116.53,0.0,0.0,116.53,116.53,116.53,0.0,0.0,115.73,115.73,115.73,0.0,0.0,116.16,116.16,116.16,0.0,0.0
2018-09-23,117.91,117.91,117.91,0.0,0.0,118.13,118.13,118.13,0.0,0.0,116.86,116.86,116.86,0.0,0.0,116.86,116.86,116.86,0.0,0.0
2018-09-30,111.82,111.82,111.82,0.0,0.0,112.97,112.97,112.97,0.0,0.0,111.27,111.27,111.27,0.0,0.0,112.53,112.53,112.53,0.0,0.0
2018-10-07,108.46,108.46,108.46,0.0,0.0,109.14,109.14,109.14,0.0,0.0,107.72,107.72,107.72,0.0,0.0,108.23,108.23,108.23,0.0,0.0
2018-10-14,106.84,106.84,106.84,0.0,0.0,107.32,107.32,107.32,0.0,0.0,106.19,106.19,106.19,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2018-10-21,104.5,104.5,104.5,0.0,0.0,105.53,105.53,105.53,0.0,0.0,100.99,100.99,100.99,0.0,0.0,102.5,102.5,102.5,0.0,0.0
2018-10-28,108.05,108.05,108.05,0.0,0.0,108.32,108.32,108.32,0.0,0.0,106.91,106.91,106.91,0.0,0.0,108.12,108.12,108.12,0.0,0.0
2018-11-04,109.78,109.78,109.78,0.0,0.0,110.12,110.12,110.12,0.0,0.0,107.59,107.59,107.59,0.0,0.0,107.81,107.81,107.81,0.0,0.0
2018-11-11,106.12,106.12,106.12,0.0,0.0,106.43,106.43,106.43,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.77,103.77,103.77,0.0,0.0
2018-11-18,103.31,103.31,103.31,0.0,0.0,104.48,104.48,104.48,0.0,0.0,103.14,103.14,103.14,0.0,0.0,104.31,104.31,104.31,0.0,0.0
2018-11-25,110.21,110.21,110.21,0.0,0.0,110.6,110.6,110.6,0.0,0.0,109.3,109.3,109.3,0.0,0.0,110.01,110.01,110.01,0.0,0.0
2018-12-02,103.26,103.26,103.26,0.0,0.0,103.97,103.97,103.97,0.0,0.0,101.35,101.35,101.35,0.0,0.0,103.45,103.45,103.45,0.0,0.0
2018-12-09,101.6,101.6,101.6,0.0,0.0,102.05,102.05,102.05,0.0,0.0,98.99,98.99,98.99,0.0,0.0,99.73,99.73,99.73,0.0,0.0
2018-12-16,92.9,92.9,92.9,0.0,0.0,94.15,94.15,94.15,0.0,0.0,91.73,91.73,91.73,0.0,0.0,91.98,91.98,91.98,0.0,0.0
2018-12-23,98.78,98.78,98.78,0.0,0.0,99.41,99.41,99.41,0.0,0.0,98.05,98.05,98.05,0.0,0.0,99.01,99.01,99.01,0.0,0.0
2018-12-30,101.31,101.31,101.31,0.0,0.0,103.77,103.77,103.77,0.0,0.0,101.26,101.26,101.26,0.0,0.0,103.11,103.11,103.11,0.0,0.0
2019-01-06,103.75,103.75,103.75,0.0,0.0,104.71,104.71,104.71,0.0,0.0,103.24,103.24,103.24,0.0,0.0,103.94,103.94,103.94,0.0,0.0
2019-01-13,106.4,106.4,106.4,0.0,0.0,107.26,107.26,107.26,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.81,106.81,106.81,0.0,0.0
2019-01-20,105.98,105.98,105.98,0.0,0.0,106.42,106.42,106.42,0.0,0.0,105.37,105.37,105.37,0.0,0.0,106.41,106.41,106.41,0.0,0.0
2019-01-27,107.04,107.04,107.04,0.0,0.0,107.94,107.94,107.94,0.0,0.0,106.89,106.89,106.89,0.0,0.0,107.89,107.89,107.89,0.0,0.0
2019-02-03,107.49,107.49,107.49,0.0,0.0,107.75,107.75,107.75,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.32,107.32,107.32,0.0,0.0
2019-02-10,109.99,109.99,109.99,0.0,0.0,110.29,110.29,110.29,0.0,0.0,109.69,109.69,109.69,0.0,0.0,110.06,110.06,110.06,0.0,0.0
2019-02-17,111.77,111.77,111.77,0.0,0.0,111.91,111.91,111.91,0.0,0.0,110.68,110.68,110.68,0.0,0.0,110.74,110.74,110.74,0.0,0.0
2019-02-24,111.58,111.58,111.58,0.0,0.0,111.77,111.77,111.77,0.0,0.0,109.94,109.94,109.94,0.0,0.0,110.75,110.75,110.75,0.0,0.0
2019-03-03,108.78,108.78,108.78,0.0,0.0,110.0,110.0,110.0,0.0,0.0,108.74,108.74,108.74,0.0,0.0,109.9,109.9,109.9,0.0,0.0
2019-03-10,110.65,110.65,110.65,0.0,0.0,111.75,111.75,111.75,0.0,0.0,110.65,110.65,110.65,0.0,0.0,111.67,111.67,111.67,0.0,0.0
2019-03-17,111.43,111.43,111.43,0.0,0.0,112.84,112.84,112.84,0.0,0.0,111.32,111.32,111.32,0.0,0.0,112.33,112.33,112.33,0.0,0.0
2019-03-24,114.77,114.77,114.77,0.0,0.0,115.14,115.14,115.14,0.0,0.0,114.41,114.41,114.41,0.0,0.0,115.1,115.1,115.1,0.0,0.0
2019-03-31,117.29,117.29,117.29,0.0,0.0,117.98,117.98,117.98,0.0,0.0,117.15,117.15,117.15,0.0,0.0,117.94,117.94,117.94,0.0,0.0
2019-04-07,118.37,118.37,118.37,0.0,0.0,118.62,118.62,118.62,0.0,0.0,117.83,117.83,117.83,0.0,0.0,118.56,118.56,118.56,0.0,0.0
2019-04-14,118.85,118.85,118.85,0.0,0.0,119.22,119.22,119.22,0.0,0.0,118.44,118.44,118.44,0.0,0.0,118.82,118.82,118.82,0.0,0.0
2019-04-21,120.72,120.72,120.72,0.0,0.0,120.73,120.73,120.73,0.0,0.0,120.05,120.05,120.05,0.0,0.0,120.25,120.25,120.25,0.0,0.0
2019-04-28,118.02,118.02,118.02,0.0,0.0,119.57,119.57,119.57,0.0,0.0,117.95,117.95,117.95,0.0,0.0,119.37,119.37,119.37,0.0,0.0
2019-05-05,114.92,114.92,114.92,0.0,0.0,115.18,115.18,115.18,0.0,0.0,113.43,113.43,113.43,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2019-05-12,115.49,115.49,115.49,0.0,0.0,115.49,115.49,115.49,0.0,0.0,114.72,114.72,114.72,0.0,0.0,115.09,115.09,115.09,0.0,0.0
2019-05-19,113.9,113.9,113.9,0.0,0.0,114.09,114.09,114.09,0.0,0.0,112.96,112.96,112.96,0.0,0.0,113.43,113.43,113.43,0.0,0.0
2019-05-26,110.67,110.67,110.67,0.0,0.0,111.06,111.06,111.06,0.0,0.0,109.43,109.43,109.43,0.0,0.0,110.01,110.01,110.01,0.0,0.0
2019-06-02,116.52,116.52,116.52,0.0,0.0,117.8,117.8,117.8,0.0,0.0,116.44,116.44,116.44,0.0,0.0,116.76,116.76,116.76,0.0,0.0
2019-06-09,118.71,118.71,118.71,0.0,0.0,118.94,118.94,118.94,0.0,0.0,118.4,118.4,118.4,0.0,0.0,118.54,118.54,118.54,0.0,0.0
2019-06-16,119.57,119.57,119.57,0.0,0.0,119.72,119.72,119.72,0.0,0.0,118.84,118.84,118.84,0.0,0.0,118.88,118.88,118.88,0.0,0.0
2019-06-23,120.71,120.71,120.71,0.0,0.0,121.26,121.26,121.26,0.0,0.0,119.74,119.74,119.74,0.0,0.0,120.25,120.25,120.25,0.0,0.0
2019-06-30,121.32,121.32,121.32,0.0,0.0,121.95,121.95,121.95,0.0,0.0,121.2,121.2,121.2,0.0,0.0,121.85,121.85,121.85,0.0,0.0
2019-07-07,124.35,124.35,124.35,0.0,0.0,124.54,124.54,124.54,0.0,0.0,123.85,123.85,123.85,0.0,0.0,124.48,124.48,124.48,0.0,0.0
2019-07-14,122.37,122.37,122.37,0.0,0.0,122.57,122.57,122.57,0.0,0.0,121.76,121.76,121.76,0.0,0.0,122.23,122.23,122.23,0.0,0.0
2019-07-21,123.24,123.24,123.24,0.0,0.0,123.45,123.45,123.45,0.0,0.0,122.51,122.51,122.51,0.0,0.0,122.95,122.95,122.95,0.0,0.0
2019-07-28,116.1,116.1,116.1,0.0,0.0,116.11,116.11,116.11,0.0,0.0,114.09,114.09,114.09,0.0,0.0,114.93,114.93,114.93,0.0,0.0
2019-08-04,117.48,117.48,117.48,0.0,0.0,117.55,117.55,117.55,0.0,0.0,116.08,116.08,116.08,0.0,0.0,116.57,116.57,116.57,0.0,0.0
2019-08-11,117.48,117.48,117.48,0.0,0.0,117.78,117.78,117.78,0.0,0.0,116.99,116.99,116.99,0.0,0.0,117.35,117.35,117.35,0.0,0.0
2019-08-18,117.37,117.37,117.37,0.0,0.0,117.65,117.65,117.65,0.0,0.0,116.53,116.53,116.53,0.0,0.0,117.64,117.64,117.64,0.0,0.0
2019-08-25,120.56,120.56,120.56,0.0,0.0,120.82,120.82,120.82,0.0,0.0,119.32,119.32,119.32,0.0,0.0,119.58,119.58,119.58,0.0,0.0
2019-09-01,123.29,123.29,123.29,0.0,0.0,123.66,123.66,123.66,0.0,0.0,122.88,122.88,122.88,0.0,0.0,123.34,123.34,123.34,0.0,0.0
2019-09-08,122.61,122.61,122.61,0.0,0.0,122.71,122.71,122.71,0.0,0.0,121.71,121.71,121.71,0.0,0.0,121.84,121.84,121.84,0.0,0.0
2019-09-15,120.07,120.07,120.07,0.0,0.0,121.16,121.16,121.16,0.0,0.0,119.91,119.91,119.91,0.0,0.0,120.81,120.81,120.81,0.0,0.0
2019-09-22,119.92,119.92,119.92,0.0,0.0,120.86,120.86,120.86,0.0,0.0,119.87,119.87,119.87,0.0,0.0,120.7,120.7,120.7,0.0,0.0
2019-09-29,118.89,118.89,118.89,0.0,0.0,119.46,119.46,119.46,0.0,0.0,118.38,118.38,118.38,0.0,0.0,118.7,118.7,118.7,0.0,0.0
2019-10-06,120.46,120.46,120.46,0.0,0.0,120.77,120.77,120.77,0.0,0.0,120.21,120.21,120.21,0.0,0.0,120.53,120.53,120.53,0.0,0.0
2019-10-13,122.79,122.79,122.79,0.0,0.0,123.15,123.15,123.15,0.0,0.0,122.26,122.26,122.26,0.0,0.0,122.6,122.6,122.6,0.0,0.0
