Date,SPDR S&P Emerging Asia Pacific_Open_average,SPDR S&P Emerging Asia Pacific_Open_max,SPDR S&P Emerging Asia Pacific_Open_min,SPDR S&P Emerging Asia Pacific_Open_volatility,SPDR S&P Emerging Asia Pacific_Open_change,SPDR S&P Emerging Asia Pacific_High_average,SPDR S&P Emerging Asia Pacific_High_max,SPDR S&P Emerging Asia Pacific_High_min,SPDR S&P Emerging Asia Pacific_High_volatility,SPDR S&P Emerging Asia Pacific_High_change,SPDR S&P Emerging Asia Pacific_Low_average,SPDR S&P Emerging Asia Pacific_Low_max,SPDR S&P Emerging Asia Pacific_Low_min,SPDR S&P Emerging Asia Pacific_Low_volatility,SPDR S&P Emerging Asia Pacific_Low_change,SPDR S&P Emerging Asia Pacific_Close_average,SPDR S&P Emerging Asia Pacific_Close_max,SPDR S&P Emerging Asia Pacific_Close_min,SPDR S&P Emerging Asia Pacific_Close_volatility,SPDR S&P Emerging Asia Pacific_Close_change
2018-05-06,106.74,106.74,106.74,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.51,106.51,106.51,0.0,0.0,106.51,106.51,106.51,0.0,0.0
2018-05-13,105.32,105.32,105.32,0.0,0.0,105.5,105.5,105.5,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.18,105.18,105.18,0.0,0.0
2018-05-20,104.64,104.64,104.64,0.0,0.0,105.18,105.18,105.18,0.0,0.0,104.64,104.64,104.64,0.0,0.0,105.02,105.02,105.02,0.0,0.0
2018-05-27,106.62,106.62,106.62,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.6,106.6,106.6,0.0,0.0,106.95,106.95,106.95,0.0,0.0
2018-06-03,107.33,107.33,107.33,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.29,107.29,107.29,0.0,0.0
2018-06-10,103.71,103.71,103.71,0.0,0.0,103.9,103.9,103.9,0.0,0.0,103.3,103.3,103.3,0.0,0.0,103.87,103.87,103.87,0.0,0.0
2018-06-17,100.86,100.86,100.86,0.0,0.0,100.86,100.86,100.86,0.0,0.0,99.24,99.24,99.24,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2018-06-24,98.1,98.1,98.1,0.0,0.0,98.49,98.49,98.49,0.0,0.0,97.91,97.91,97.91,0.0,0.0,98.49,98.49,98.49,0.0,0.0
2018-07-01,100.2,100.2,100.2,0.0,0.0,100.74,100.74,100.74,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.62,100.62,100.62,0.0,0.0
2018-07-08,99.65,99.65,99.65,0.0,0.0,99.78,99.78,99.78,0.0,0.0,99.48,99.48,99.48,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2018-07-15,99.9,99.9,99.9,0.0,0.0,100.12,100.12,100.12,0.0,0.0,99.68,99.68,99.68,0.0,0.0,99.79,99.79,99.79,0.0,0.0
2018-07-22,101.69,101.69,101.69,0.0,0.0,101.69,101.69,101.69,0.0,0.0,100.86,100.86,100.86,0.0,0.0,101.2,101.2,101.2,0.0,0.0
2018-07-29,99.78,99.78,99.78,0.0,0.0,99.8,99.8,99.8,0.0,0.0,99.41,99.41,99.41,0.0,0.0,99.8,99.8,99.8,0.0,0.0
2018-08-05,99.25,99.25,99.25,0.0,0.0,99.33,99.33,99.33,0.0,0.0,98.5,98.5,98.5,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2018-08-12,98.25,98.25,98.25,0.0,0.0,98.51,98.51,98.51,0.0,0.0,98.03,98.03,98.03,0.0,0.0,98.3,98.3,98.3,0.0,0.0
2018-08-19,100.84,100.84,100.84,0.0,0.0,101.49,101.49,101.49,0.0,0.0,100.75,100.75,100.75,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2018-08-26,99.24,99.24,99.24,0.0,0.0,99.91,99.91,99.91,0.0,0.0,99.08,99.08,99.08,0.0,0.0,99.58,99.58,99.58,0.0,0.0
2018-09-02,95.64,95.64,95.64,0.0,0.0,95.64,95.64,95.64,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.9,94.9,94.9,0.0,0.0
2018-09-09,95.77,95.77,95.77,0.0,0.0,95.77,95.77,95.77,0.0,0.0,95.27,95.27,95.27,0.0,0.0,95.27,95.27,95.27,0.0,0.0
2018-09-16,96.25,96.25,96.25,0.0,0.0,96.79,96.79,96.79,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.55,96.55,96.55,0.0,0.0
2018-09-23,97.19,97.19,97.19,0.0,0.0,97.3,97.3,97.3,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.77,96.77,96.77,0.0,0.0
2018-09-30,90.24,90.24,90.24,0.0,0.0,90.94,90.94,90.94,0.0,0.0,90.09,90.09,90.09,0.0,0.0,90.94,90.94,90.94,0.0,0.0
2018-10-07,88.81,88.81,88.81,0.0,0.0,89.13,89.13,89.13,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2018-10-14,89.71,89.71,89.71,0.0,0.0,89.72,89.72,89.72,0.0,0.0,88.75,88.75,88.75,0.0,0.0,89.29,89.29,89.29,0.0,0.0
2018-10-21,86.58,86.58,86.58,0.0,0.0,86.6,86.6,86.6,0.0,0.0,83.98,83.98,83.98,0.0,0.0,84.71,84.71,84.71,0.0,0.0
2018-10-28,90.64,90.64,90.64,0.0,0.0,91.03,91.03,91.03,0.0,0.0,90.48,90.48,90.48,0.0,0.0,90.84,90.84,90.84,0.0,0.0
2018-11-04,88.7,88.7,88.7,0.0,0.0,88.71,88.71,88.71,0.0,0.0,87.78,87.78,87.78,0.0,0.0,87.89,87.89,87.89,0.0,0.0
2018-11-11,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0,0.0,0.0,90.22,90.22,90.22,0.0,0.0,90.34,90.34,90.34,0.0,0.0
2018-11-18,91.02,91.02,91.02,0.0,0.0,91.43,91.43,91.43,0.0,0.0,90.79,90.79,90.79,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2018-11-25,94.94,94.94,94.94,0.0,0.0,94.98,94.98,94.98,0.0,0.0,94.41,94.41,94.41,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2018-12-02,89.28,89.28,89.28,0.0,0.0,89.5,89.5,89.5,0.0,0.0,88.1,88.1,88.1,0.0,0.0,89.4,89.4,89.4,0.0,0.0
2018-12-09,90.37,90.37,90.37,0.0,0.0,90.78,90.78,90.78,0.0,0.0,89.39,89.39,89.39,0.0,0.0,89.77,89.77,89.77,0.0,0.0
2018-12-16,86.48,86.48,86.48,0.0,0.0,87.19,87.19,87.19,0.0,0.0,85.89,85.89,85.89,0.0,0.0,86.17,86.17,86.17,0.0,0.0
2018-12-23,88.76,88.76,88.76,0.0,0.0,88.86,88.86,88.86,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.76,87.76,87.76,0.0,0.0
2018-12-30,88.21,88.21,88.21,0.0,0.0,88.87,88.87,88.87,0.0,0.0,87.96,87.96,87.96,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2019-01-06,89.23,89.23,89.23,0.0,0.0,89.8,89.8,89.8,0.0,0.0,89.23,89.23,89.23,0.0,0.0,89.54,89.54,89.54,0.0,0.0
2019-01-13,92.01,92.01,92.01,0.0,0.0,92.51,92.51,92.51,0.0,0.0,91.93,91.93,91.93,0.0,0.0,92.42,92.42,92.42,0.0,0.0
2019-01-20,91.91,91.91,91.91,0.0,0.0,92.29,92.29,92.29,0.0,0.0,91.46,91.46,91.46,0.0,0.0,92.18,92.18,92.18,0.0,0.0
2019-01-27,93.89,93.89,93.89,0.0,0.0,94.68,94.68,94.68,0.0,0.0,93.81,93.81,93.81,0.0,0.0,94.11,94.11,94.11,0.0,0.0
2019-02-03,94.04,94.04,94.04,0.0,0.0,94.04,94.04,94.04,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.52,93.52,93.52,0.0,0.0
2019-02-10,93.57,93.57,93.57,0.0,0.0,93.65,93.65,93.65,0.0,0.0,93.16,93.16,93.16,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-02-17,96.97,96.97,96.97,0.0,0.0,97.5,97.5,97.5,0.0,0.0,96.93,96.93,96.93,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2019-02-24,96.63,96.63,96.63,0.0,0.0,96.63,96.63,96.63,0.0,0.0,95.23,95.23,95.23,0.0,0.0,96.17,96.17,96.17,0.0,0.0
2019-03-03,96.03,96.03,96.03,0.0,0.0,96.87,96.87,96.87,0.0,0.0,96.01,96.01,96.01,0.0,0.0,96.72,96.72,96.72,0.0,0.0
2019-03-10,98.94,98.94,98.94,0.0,0.0,99.28,99.28,99.28,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.97,98.97,98.97,0.0,0.0
2019-03-17,96.79,96.79,96.79,0.0,0.0,97.21,97.21,97.21,0.0,0.0,96.54,96.54,96.54,0.0,0.0,96.89,96.89,96.89,0.0,0.0
2019-03-24,99.74,99.74,99.74,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.46,99.46,99.46,0.0,0.0,99.92,99.92,99.92,0.0,0.0
2019-03-31,100.67,100.67,100.67,0.0,0.0,101.25,101.25,101.25,0.0,0.0,100.67,100.67,100.67,0.0,0.0,101.2,101.2,101.2,0.0,0.0
2019-04-07,101.04,101.04,101.04,0.0,0.0,101.04,101.04,101.04,0.0,0.0,100.27,100.27,100.27,0.0,0.0,100.66,100.66,100.66,0.0,0.0
2019-04-14,100.7,100.7,100.7,0.0,0.0,101.1,101.1,101.1,0.0,0.0,100.7,100.7,100.7,0.0,0.0,100.98,100.98,100.98,0.0,0.0
2019-04-21,100.8,100.8,100.8,0.0,0.0,100.98,100.98,100.98,0.0,0.0,100.69,100.69,100.69,0.0,0.0,100.88,100.88,100.88,0.0,0.0
2019-04-28,98.76,98.76,98.76,0.0,0.0,99.78,99.78,99.78,0.0,0.0,98.71,98.71,98.71,0.0,0.0,99.6,99.6,99.6,0.0,0.0
2019-05-05,93.2,93.2,93.2,0.0,0.0,93.67,93.67,93.67,0.0,0.0,92.66,92.66,92.66,0.0,0.0,93.29,93.29,93.29,0.0,0.0
2019-05-12,93.05,93.05,93.05,0.0,0.0,93.05,93.05,93.05,0.0,0.0,92.36,92.36,92.36,0.0,0.0,92.43,92.43,92.43,0.0,0.0
2019-05-19,92.25,92.25,92.25,0.0,0.0,92.25,92.25,92.25,0.0,0.0,91.63,91.63,91.63,0.0,0.0,91.86,91.86,91.86,0.0,0.0
2019-05-26,94.06,94.06,94.06,0.0,0.0,94.21,94.21,94.21,0.0,0.0,93.54,93.54,93.54,0.0,0.0,93.82,93.82,93.82,0.0,0.0
2019-06-02,94.82,94.82,94.82,0.0,0.0,95.32,95.32,95.32,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.92,94.92,94.92,0.0,0.0
2019-06-09,93.5,93.5,93.5,0.0,0.0,94.0,94.0,94.0,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.83,93.83,93.83,0.0,0.0
2019-06-16,96.83,96.83,96.83,0.0,0.0,97.11,97.11,97.11,0.0,0.0,96.83,96.83,96.83,0.0,0.0,97.05,97.05,97.05,0.0,0.0
2019-06-23,99.38,99.38,99.38,0.0,0.0,99.81,99.81,99.81,0.0,0.0,98.88,98.88,98.88,0.0,0.0,99.28,99.28,99.28,0.0,0.0
2019-06-30,97.26,97.26,97.26,0.0,0.0,97.26,97.26,97.26,0.0,0.0,96.97,96.97,96.97,0.0,0.0,97.03,97.03,97.03,0.0,0.0
2019-07-07,97.82,97.82,97.82,0.0,0.0,98.02,98.02,98.02,0.0,0.0,97.82,97.82,97.82,0.0,0.0,98.0,98.0,98.0,0.0,0.0
2019-07-14,97.6,97.6,97.6,0.0,0.0,97.65,97.65,97.65,0.0,0.0,97.35,97.35,97.35,0.0,0.0,97.39,97.39,97.39,0.0,0.0
2019-07-21,97.12,97.12,97.12,0.0,0.0,97.24,97.24,97.24,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.16,97.16,97.16,0.0,0.0
2019-07-28,90.22,90.22,90.22,0.0,0.0,90.25,90.25,90.25,0.0,0.0,88.79,88.79,88.79,0.0,0.0,89.03,89.03,89.03,0.0,0.0
2019-08-04,90.42,90.42,90.42,0.0,0.0,90.74,90.74,90.74,0.0,0.0,90.3,90.3,90.3,0.0,0.0,90.3,90.3,90.3,0.0,0.0
2019-08-11,92.75,92.75,92.75,0.0,0.0,92.75,92.75,92.75,0.0,0.0,92.06,92.06,92.06,0.0,0.0,92.18,92.18,92.18,0.0,0.0
2019-08-18,91.22,91.22,91.22,0.0,0.0,91.51,91.51,91.51,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.51,91.51,91.51,0.0,0.0
2019-08-25,92.69,92.69,92.69,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.16,92.16,92.16,0.0,0.0,92.62,92.62,92.62,0.0,0.0
2019-09-01,94.54,94.54,94.54,0.0,0.0,94.86,94.86,94.86,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2019-09-08,95.51,95.51,95.51,0.0,0.0,95.84,95.84,95.84,0.0,0.0,95.3,95.3,95.3,0.0,0.0,95.36,95.36,95.36,0.0,0.0
2019-09-15,94.95,94.95,94.95,0.0,0.0,95.48,95.48,95.48,0.0,0.0,94.83,94.83,94.83,0.0,0.0,95.16,95.16,95.16,0.0,0.0
2019-09-22,93.63,93.63,93.63,0.0,0.0,93.85,93.85,93.85,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.45,93.45,93.45,0.0,0.0
2019-09-29,93.48,93.48,93.48,0.0,0.0,93.51,93.51,93.51,0.0,0.0,92.99,92.99,92.99,0.0,0.0,92.99,92.99,92.99,0.0,0.0
2019-10-06,95.24,95.24,95.24,0.0,0.0,95.46,95.46,95.46,0.0,0.0,95.24,95.24,95.24,0.0,0.0,95.25,95.25,95.25,0.0,0.0
2019-10-13,96.18,96.18,96.18,0.0,0.0,96.57,96.57,96.57,0.0,0.0,96.09,96.09,96.09,0.0,0.0,96.34,96.34,96.34,0.0,0.0
2019-10-20,97.47,97.47,97.47,0.0,0.0,98.0,98.0,98.0,0.0,0.0,97.47,97.47,97.47,0.0,0.0,97.88,97.88,97.88,0.0,0.0
2019-10-27,99.5,99.5,99.5,0.0,0.0,99.92,99.92,99.92,0.0,0.0,99.46,99.46,99.46,0.0,0.0,99.47,99.47,99.47,0.0,0.0
2019-11-03,98.78,98.78,98.78,0.0,0.0,99.46,99.46,99.46,0.0,0.0,98.78,98.78,98.78,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2019-11-10,98.46,98.46,98.46,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.36,98.36,98.36,0.0,0.0,98.47,98.47,98.47,0.0,0.0
2019-11-17,98.99,98.99,98.99,0.0,0.0,99.61,99.61,99.61,0.0,0.0,98.99,98.99,98.99,0.0,0.0,99.55,99.55,99.55,0.0,0.0
2019-11-24,98.62,98.62,98.62,0.0,0.0,98.62,98.62,98.62,0.0,0.0,98.13,98.13,98.13,0.0,0.0,98.44,98.44,98.44,0.0,0.0
2019-12-01,99.53,99.53,99.53,0.0,0.0,99.56,99.56,99.56,0.0,0.0,99.13,99.13,99.13,0.0,0.0,99.13,99.13,99.13,0.0,0.0
2019-12-08,102.79,102.79,102.79,0.0,0.0,103.15,103.15,103.15,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.76,102.76,102.76,0.0,0.0
2019-12-15,102.87,102.87,102.87,0.0,0.0,103.08,103.08,103.08,0.0,0.0,102.57,102.57,102.57,0.0,0.0,103.08,103.08,103.08,0.0,0.0
2019-12-22,104.0,104.0,104.0,0.0,0.0,104.0,104.0,104.0,0.0,0.0,103.12,103.12,103.12,0.0,0.0,103.12,103.12,103.12,0.0,0.0
2019-12-29,104.48,104.48,104.48,0.0,0.0,104.52,104.52,104.52,0.0,0.0,103.83,103.83,103.83,0.0,0.0,103.83,103.83,103.83,0.0,0.0
