Date,PowerShares Russell 1000 Equal Weight Portfolio_Open_average,PowerShares Russell 1000 Equal Weight Portfolio_Open_max,PowerShares Russell 1000 Equal Weight Portfolio_Open_min,PowerShares Russell 1000 Equal Weight Portfolio_Open_volatility,PowerShares Russell 1000 Equal Weight Portfolio_Open_change,PowerShares Russell 1000 Equal Weight Portfolio_High_average,PowerShares Russell 1000 Equal Weight Portfolio_High_max,PowerShares Russell 1000 Equal Weight Portfolio_High_min,PowerShares Russell 1000 Equal Weight Portfolio_High_volatility,PowerShares Russell 1000 Equal Weight Portfolio_High_change,PowerShares Russell 1000 Equal Weight Portfolio_Low_average,PowerShares Russell 1000 Equal Weight Portfolio_Low_max,PowerShares Russell 1000 Equal Weight Portfolio_Low_min,PowerShares Russell 1000 Equal Weight Portfolio_Low_volatility,PowerShares Russell 1000 Equal Weight Portfolio_Low_change,PowerShares Russell 1000 Equal Weight Portfolio_Close_average,PowerShares Russell 1000 Equal Weight Portfolio_Close_max,PowerShares Russell 1000 Equal Weight Portfolio_Close_min,PowerShares Russell 1000 Equal Weight Portfolio_Close_volatility,PowerShares Russell 1000 Equal Weight Portfolio_Close_change
2018-06-24,31.64,31.64,31.64,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-07-01,32.47,32.47,32.47,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2018-07-08,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2018-07-15,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-07-22,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-07-29,32.64,32.64,32.64,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-08-05,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-08-12,32.79,32.79,32.79,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-08-19,33.22,33.22,33.22,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-08-26,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-09-02,33.16,33.16,33.16,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-09-09,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-09-16,33.37,33.37,33.37,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-09-23,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-09-30,32.7,32.7,32.7,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-10-07,31.26,31.26,31.26,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2018-10-14,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-10-21,30.18,30.18,30.18,0.0,0.0,30.36,30.36,30.36,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-10-28,30.92,30.92,30.92,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-11-04,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-11-11,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-11-18,30.39,30.39,30.39,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-11-25,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-12-02,29.8,29.8,29.8,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-12-09,29.18,29.18,29.18,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-12-16,26.85,26.85,26.85,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2018-12-23,27.83,27.83,27.83,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-12-30,28.54,28.54,28.54,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-01-06,29.44,29.44,29.44,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-01-13,30.19,30.19,30.19,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-01-20,30.16,30.16,30.16,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-01-27,31.03,31.03,31.03,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-02-03,31.06,31.06,31.06,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-02-10,31.8,31.8,31.8,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-02-17,32.3,32.3,32.3,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-02-24,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-03-03,31.31,31.31,31.31,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-03-10,32.01,32.01,32.01,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-03-17,31.63,31.63,31.63,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-03-24,32.38,32.38,32.38,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-03-31,32.9,32.9,32.9,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-04-07,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-04-14,32.87,32.87,32.87,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-04-21,33.08,33.08,33.08,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-04-28,32.58,32.58,32.58,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-05-05,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-05-12,31.89,31.89,31.89,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-05-19,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-05-26,30.66,30.66,30.66,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-06-02,32.07,32.07,32.07,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-06-09,31.96,31.96,31.96,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-06-16,32.5,32.5,32.5,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-06-23,32.96,32.96,32.96,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-06-30,32.88,32.88,32.88,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-07-07,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-07-14,32.69,32.69,32.69,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-07-21,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-07-28,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-08-04,31.54,31.54,31.54,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-08-11,31.51,31.51,31.51,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-08-18,31.02,31.02,31.02,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-08-25,31.62,31.62,31.62,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-09-01,32.12,32.12,32.12,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-09-08,32.78,32.78,32.78,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-09-15,32.35,32.35,32.35,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2019-09-22,31.98,31.98,31.98,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-09-29,31.5,31.5,31.5,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-10-06,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-10-13,31.89,31.89,31.89,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-10-20,32.38,32.38,32.38,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-10-27,32.81,32.81,32.81,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-11-03,32.78,32.78,32.78,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-11-10,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-11-17,33.05,33.05,33.05,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-11-24,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-12-01,33.32,33.32,33.32,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-12-08,33.7,33.7,33.7,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-12-15,34.2,34.2,34.2,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-12-22,34.17,34.17,34.17,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-12-29,33.94,33.94,33.94,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.09,34.09,34.09,0.0,0.0
