Date,KEQU_stock_Open_average,KEQU_stock_Open_max,KEQU_stock_Open_min,KEQU_stock_Open_volatility,KEQU_stock_Open_change,KEQU_stock_High_average,KEQU_stock_High_max,KEQU_stock_High_min,KEQU_stock_High_volatility,KEQU_stock_High_change,KEQU_stock_Low_average,KEQU_stock_Low_max,KEQU_stock_Low_min,KEQU_stock_Low_volatility,KEQU_stock_Low_change,KEQU_stock_Close_average,KEQU_stock_Close_max,KEQU_stock_Close_min,KEQU_stock_Close_volatility,KEQU_stock_Close_change,KEQU_stock_Volume_average,KEQU_stock_Volume_max,KEQU_stock_Volume_min,KEQU_stock_Volume_volatility,KEQU_stock_Volume_change
2018-01-14,29.875,30.15,29.35,0.7999999999999972,0.10000000000000142,30.3925,30.67,30.2,0.4700000000000024,-0.4700000000000024,29.802500000000002,30.15,29.35,0.7999999999999972,0.39000000000000057,30.1375,30.3,30.0,0.3000000000000007,-0.25,2528,5853,763,5090,-3562
2018-01-21,29.7625,29.9,29.55,0.34999999999999787,0.25,29.8625,29.95,29.8,0.14999999999999858,-0.09999999999999787,29.7375,29.9,29.55,0.34999999999999787,0.14999999999999858,29.8625,29.95,29.8,0.14999999999999858,-0.09999999999999787,1031,2014,377,1637,957
2018-01-28,29.09,29.5,28.8,0.6999999999999993,0.14999999999999858,29.43,29.95,29.0,0.9499999999999993,-0.9499999999999993,28.756,29.06,28.45,0.6099999999999994,-0.40000000000000213,29.032,29.4,28.7,0.6999999999999993,-0.6999999999999993,1591,3563,758,2805,-2805
2018-02-04,28.25,28.95,27.2,1.75,-1.25,28.45,28.95,27.45,1.5,-1.0,27.525,28.45,25.55,2.8999999999999986,-2.8999999999999986,27.7125,28.45,26.3,2.1499999999999986,-2.1499999999999986,2992,9381,220,9161,9161
2018-02-11,26.445,26.98,26.0,0.9800000000000004,0.17999999999999972,27.4625,28.55,26.0,2.5500000000000007,-1.3399999999999999,26.0325,26.98,25.15,1.8300000000000018,1.8300000000000018,26.145,26.98,25.5,1.4800000000000004,1.4800000000000004,2793,9417,301,9116,-9116
2018-02-18,26.642500000000002,26.85,26.35,0.5,-0.10000000000000142,26.765,26.85,26.62,0.23000000000000043,-0.05000000000000071,26.4025,26.75,26.06,0.6900000000000013,0.6900000000000013,26.4875,26.8,26.25,0.5500000000000007,0.5500000000000007,1443,3003,763,2240,-110
2018-02-25,28.45,29.75,26.8,2.9499999999999993,2.9499999999999993,28.822,30.21,26.85,3.3599999999999994,2.9499999999999993,28.354,29.62,26.8,2.8200000000000003,2.8200000000000003,28.7,29.8,26.85,2.9499999999999993,2.9499999999999993,9668,40898,1143,39755,469
2018-03-04,29.594,30.0,29.1,0.8999999999999986,-0.75,30.062,30.99,29.52,1.4699999999999989,1.139999999999997,29.468,29.72,29.1,0.6199999999999974,-0.6199999999999974,29.694,29.95,29.5,0.4499999999999993,0.14999999999999858,6535,17701,415,17286,15805
2018-03-11,29.822,30.83,29.15,1.6799999999999997,-0.5,30.566,31.5,29.85,1.6499999999999986,1.3500000000000014,29.382,29.5,29.05,0.4499999999999993,-0.35999999999999943,29.954,31.5,29.5,2.0,1.9699999999999989,10054,19517,2250,17267,3158
2018-03-18,32.778,34.74,31.8,2.9400000000000013,0.9999999999999964,33.498,34.74,32.8,1.9400000000000048,-0.8500000000000014,31.59,32.5,30.6,1.8999999999999986,0.6999999999999993,32.02,32.95,31.5,1.4500000000000028,-0.14999999999999858,9279,14076,7320,6756,-5307
2018-03-25,33.442499999999995,33.75,33.0,0.75,0.28000000000000114,33.7825,34.05,33.47,0.5799999999999983,0.5799999999999983,32.5,33.25,31.17,2.0799999999999983,2.0799999999999983,33.4375,34.05,33.0,1.0499999999999972,1.0499999999999972,11828,18567,6201,12366,-10072
