Date,iShares MSCI New Zealand CappedEtf_Open_average,iShares MSCI New Zealand CappedEtf_Open_max,iShares MSCI New Zealand CappedEtf_Open_min,iShares MSCI New Zealand CappedEtf_Open_volatility,iShares MSCI New Zealand CappedEtf_Open_change,iShares MSCI New Zealand CappedEtf_High_average,iShares MSCI New Zealand CappedEtf_High_max,iShares MSCI New Zealand CappedEtf_High_min,iShares MSCI New Zealand CappedEtf_High_volatility,iShares MSCI New Zealand CappedEtf_High_change,iShares MSCI New Zealand CappedEtf_Low_average,iShares MSCI New Zealand CappedEtf_Low_max,iShares MSCI New Zealand CappedEtf_Low_min,iShares MSCI New Zealand CappedEtf_Low_volatility,iShares MSCI New Zealand CappedEtf_Low_change,iShares MSCI New Zealand CappedEtf_Close_average,iShares MSCI New Zealand CappedEtf_Close_max,iShares MSCI New Zealand CappedEtf_Close_min,iShares MSCI New Zealand CappedEtf_Close_volatility,iShares MSCI New Zealand CappedEtf_Close_change
2019-07-21,55.06,55.06,55.06,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-07-28,54.04,54.04,54.04,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-08-04,54.08,54.08,54.08,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-08-11,52.06,52.06,52.06,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-08-18,51.5,51.5,51.5,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-08-25,51.64,51.64,51.64,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-09-01,54.93,54.93,54.93,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-09-08,52.99,52.99,52.99,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-09-15,52.4,52.4,52.4,0.0,0.0,52.4,52.4,52.4,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-09-22,51.99,51.99,51.99,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-09-29,52.53,52.53,52.53,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-10-06,52.75,52.75,52.75,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-10-13,53.77,53.77,53.77,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-10-20,52.23,52.23,52.23,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-10-27,52.77,52.77,52.77,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2019-11-03,52.5,52.5,52.5,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-11-10,53.12,53.12,53.12,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2019-11-17,53.87,53.87,53.87,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-11-24,55.93,55.93,55.93,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2019-12-01,56.77,56.77,56.77,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-12-08,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-12-15,56.76,56.76,56.76,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2019-12-22,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-12-29,57.33,57.33,57.33,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.37,57.37,57.37,0.0,0.0
