Date,iShares MSCI New Zealand CappedEtf_Open_average,iShares MSCI New Zealand CappedEtf_Open_max,iShares MSCI New Zealand CappedEtf_Open_min,iShares MSCI New Zealand CappedEtf_Open_volatility,iShares MSCI New Zealand CappedEtf_Open_change,iShares MSCI New Zealand CappedEtf_High_average,iShares MSCI New Zealand CappedEtf_High_max,iShares MSCI New Zealand CappedEtf_High_min,iShares MSCI New Zealand CappedEtf_High_volatility,iShares MSCI New Zealand CappedEtf_High_change,iShares MSCI New Zealand CappedEtf_Low_average,iShares MSCI New Zealand CappedEtf_Low_max,iShares MSCI New Zealand CappedEtf_Low_min,iShares MSCI New Zealand CappedEtf_Low_volatility,iShares MSCI New Zealand CappedEtf_Low_change,iShares MSCI New Zealand CappedEtf_Close_average,iShares MSCI New Zealand CappedEtf_Close_max,iShares MSCI New Zealand CappedEtf_Close_min,iShares MSCI New Zealand CappedEtf_Close_volatility,iShares MSCI New Zealand CappedEtf_Close_change
2018-01-14,48.35,48.35,48.35,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-01-21,48.93,48.93,48.93,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.7,48.7,48.7,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-01-28,49.48,49.48,49.48,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2018-02-04,46.87,46.87,46.87,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-02-11,47.98,47.98,47.98,0.0,0.0,48.69,48.69,48.69,0.0,0.0,47.64,47.64,47.64,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-02-18,48.73,48.73,48.73,0.0,0.0,49.41,49.41,49.41,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2018-02-25,48.24,48.24,48.24,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-03-04,49.31,49.31,49.31,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-03-11,49.52,49.52,49.52,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-03-18,49.85,49.85,49.85,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2018-03-25,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-04-01,49.08,49.08,49.08,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2018-04-08,50.09,50.09,50.09,0.0,0.0,50.3,50.3,50.3,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2018-04-15,48.15,48.15,48.15,0.0,0.0,48.29,48.29,48.29,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2018-04-22,47.58,47.58,47.58,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-04-29,48.08,48.08,48.08,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-05-06,48.64,48.64,48.64,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-05-13,47.85,47.85,47.85,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-05-20,47.94,47.94,47.94,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-05-27,48.49,48.49,48.49,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-06-03,50.48,50.48,50.48,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-06-10,50.45,50.45,50.45,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-06-17,49.62,49.62,49.62,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-06-24,48.39,48.39,48.39,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2018-07-01,49.1,49.1,49.1,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2018-07-08,48.11,48.11,48.11,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-07-15,48.12,48.12,48.12,0.0,0.0,48.36,48.36,48.36,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-07-22,48.29,48.29,48.29,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-07-29,47.61,47.61,47.61,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-08-05,46.95,46.95,46.95,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-08-12,47.36,47.36,47.36,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-08-19,48.56,48.56,48.56,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2018-08-26,49.04,49.04,49.04,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.72,48.72,48.72,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-09-02,47.19,47.19,47.19,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-09-09,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-09-16,49.35,49.35,49.35,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2018-09-23,48.57,48.57,48.57,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2018-09-30,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-10-07,45.49,45.49,45.49,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-10-14,45.91,45.91,45.91,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2018-10-21,43.66,43.66,43.66,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2018-10-28,46.59,46.59,46.59,0.0,0.0,46.71,46.71,46.71,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2018-11-04,47.49,47.49,47.49,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-11-11,47.77,47.77,47.77,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.64,47.64,47.64,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-11-18,46.66,46.66,46.66,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-11-25,48.0,48.0,48.0,0.0,0.0,48.34,48.34,48.34,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2018-12-02,47.91,47.91,47.91,0.0,0.0,48.3,48.3,48.3,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2018-12-09,46.88,46.88,46.88,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-12-16,45.55,45.55,45.55,0.0,0.0,45.77,45.77,45.77,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-12-23,46.27,46.27,46.27,0.0,0.0,46.38,46.38,46.38,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-12-30,45.64,45.64,45.64,0.0,0.0,46.6,46.6,46.6,0.0,0.0,45.64,45.64,45.64,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-01-06,47.47,47.47,47.47,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-01-13,48.11,48.11,48.11,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-01-20,48.65,48.65,48.65,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.52,48.52,48.52,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2019-01-27,48.39,48.39,48.39,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-02-03,48.33,48.33,48.33,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2019-02-10,49.65,49.65,49.65,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-02-17,49.68,49.68,49.68,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-02-24,49.92,49.92,49.92,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-03-03,49.79,49.79,49.79,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.77,49.77,49.77,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-03-10,50.55,50.55,50.55,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-03-17,50.7,50.7,50.7,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-03-24,52.16,52.16,52.16,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-03-31,51.51,51.51,51.51,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-04-07,51.44,51.44,51.44,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-04-14,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-04-21,51.79,51.79,51.79,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2019-04-28,51.95,51.95,51.95,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2019-05-05,51.55,51.55,51.55,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-05-12,51.32,51.32,51.32,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-05-19,52.12,52.12,52.12,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2019-05-26,50.77,50.77,50.77,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-06-02,51.59,51.59,51.59,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-06-09,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-06-16,51.4,51.4,51.4,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-06-23,53.39,53.39,53.39,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-06-30,53.51,53.51,53.51,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2019-07-07,54.27,54.27,54.27,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-07-14,55.66,55.66,55.66,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0
