Date,First Trust Materials AlphaDEXEtf_Open_average,First Trust Materials AlphaDEXEtf_Open_max,First Trust Materials AlphaDEXEtf_Open_min,First Trust Materials AlphaDEXEtf_Open_volatility,First Trust Materials AlphaDEXEtf_Open_change,First Trust Materials AlphaDEXEtf_High_average,First Trust Materials AlphaDEXEtf_High_max,First Trust Materials AlphaDEXEtf_High_min,First Trust Materials AlphaDEXEtf_High_volatility,First Trust Materials AlphaDEXEtf_High_change,First Trust Materials AlphaDEXEtf_Low_average,First Trust Materials AlphaDEXEtf_Low_max,First Trust Materials AlphaDEXEtf_Low_min,First Trust Materials AlphaDEXEtf_Low_volatility,First Trust Materials AlphaDEXEtf_Low_change,First Trust Materials AlphaDEXEtf_Close_average,First Trust Materials AlphaDEXEtf_Close_max,First Trust Materials AlphaDEXEtf_Close_min,First Trust Materials AlphaDEXEtf_Close_volatility,First Trust Materials AlphaDEXEtf_Close_change
2018-05-13,43.76,43.76,43.76,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-05-20,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-05-27,43.52,43.52,43.52,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2018-06-03,44.3,44.3,44.3,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2018-06-10,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2018-06-17,42.28,42.28,42.28,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2018-06-24,41.74,41.74,41.74,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2018-07-01,41.93,41.93,41.93,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.66,41.66,41.66,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-07-08,42.34,42.34,42.34,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2018-07-15,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2018-07-22,43.11,43.11,43.11,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2018-07-29,42.37,42.37,42.37,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2018-08-05,42.3,42.3,42.3,0.0,0.0,42.3,42.3,42.3,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2018-08-12,41.56,41.56,41.56,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2018-08-19,42.23,42.23,42.23,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2018-08-26,42.31,42.31,42.31,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-09-02,42.07,42.07,42.07,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2018-09-09,41.89,41.89,41.89,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-09-16,42.92,42.92,42.92,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2018-09-23,41.45,41.45,41.45,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2018-09-30,41.02,41.02,41.02,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2018-10-07,38.16,38.16,38.16,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-10-14,37.45,37.45,37.45,0.0,0.0,37.55,37.55,37.55,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-10-21,34.82,34.82,34.82,0.0,0.0,35.49,35.49,35.49,0.0,0.0,34.4,34.4,34.4,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-10-28,37.62,37.62,37.62,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2018-11-04,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-11-11,37.77,37.77,37.77,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.69,37.69,37.69,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2018-11-18,36.8,36.8,36.8,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-11-25,37.3,37.3,37.3,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-12-02,36.31,36.31,36.31,0.0,0.0,36.72,36.72,36.72,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-12-09,34.54,34.54,34.54,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-12-16,32.84,32.84,32.84,0.0,0.0,33.28,33.28,33.28,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-12-23,33.44,33.44,33.44,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-12-30,33.47,33.47,33.47,0.0,0.0,34.54,34.54,34.54,0.0,0.0,33.47,33.47,33.47,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-01-06,35.72,35.72,35.72,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-01-13,36.42,36.42,36.42,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-01-20,36.16,36.16,36.16,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-01-27,37.18,37.18,37.18,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2019-02-03,37.04,37.04,37.04,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.82,36.82,36.82,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-02-10,38.5,38.5,38.5,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-02-17,39.36,39.36,39.36,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-02-24,38.84,38.84,38.84,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-03-03,37.44,37.44,37.44,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-03-10,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-03-17,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2019-03-24,37.96,37.96,37.96,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-03-31,39.53,39.53,39.53,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-04-07,39.51,39.51,39.51,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-04-14,39.33,39.33,39.33,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-04-21,38.44,38.44,38.44,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-04-28,38.2,38.2,38.2,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-05-05,37.45,37.45,37.45,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-05-12,37.03,37.03,37.03,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-05-19,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-05-26,34.48,34.48,34.48,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-06-02,36.88,36.88,36.88,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-06-09,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-06-16,37.54,37.54,37.54,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-06-23,38.2,38.2,38.2,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-06-30,38.54,38.54,38.54,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-07-07,37.53,37.53,37.53,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.47,37.47,37.47,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-07-14,38.0,38.0,38.0,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-07-21,38.77,38.77,38.77,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-07-28,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-08-04,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-08-11,34.79,34.79,34.79,0.0,0.0,35.36,35.36,35.36,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-08-18,35.16,35.16,35.16,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-08-25,35.49,35.49,35.49,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-09-01,36.09,36.09,36.09,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-09-08,38.23,38.23,38.23,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-09-15,37.44,37.44,37.44,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-09-22,36.99,36.99,36.99,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-09-29,35.67,35.67,35.67,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-10-06,36.33,36.33,36.33,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-10-13,36.69,36.69,36.69,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-10-20,37.32,37.32,37.32,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.32,37.32,37.32,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-10-27,38.25,38.25,38.25,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-11-03,39.34,39.34,39.34,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-11-10,39.58,39.58,39.58,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-11-17,38.89,38.89,38.89,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-11-24,39.51,39.51,39.51,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-12-01,39.51,39.51,39.51,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-12-08,40.16,40.16,40.16,0.0,0.0,40.43,40.43,40.43,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-12-15,40.12,40.12,40.12,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-12-22,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-12-29,39.34,39.34,39.34,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.28,39.28,39.28,0.0,0.0
