Date,Janus Organics_Open_average,Janus Organics_Open_max,Janus Organics_Open_min,Janus Organics_Open_volatility,Janus Organics_Open_change,Janus Organics_High_average,Janus Organics_High_max,Janus Organics_High_min,Janus Organics_High_volatility,Janus Organics_High_change,Janus Organics_Low_average,Janus Organics_Low_max,Janus Organics_Low_min,Janus Organics_Low_volatility,Janus Organics_Low_change,Janus Organics_Close_average,Janus Organics_Close_max,Janus Organics_Close_min,Janus Organics_Close_volatility,Janus Organics_Close_change
2018-03-25,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-04-01,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-04-08,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-04-15,33.33,33.33,33.33,0.0,0.0,33.64,33.64,33.64,0.0,0.0,32.76,32.76,32.76,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2018-04-22,33.41,33.41,33.41,0.0,0.0,33.42,33.42,33.42,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2018-04-29,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2018-05-06,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-05-13,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-05-20,32.58,32.58,32.58,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.58,32.58,32.58,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-05-27,32.5,32.5,32.5,0.0,0.0,33.25,33.25,33.25,0.0,0.0,31.48,31.48,31.48,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-06-03,33.33,33.33,33.33,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-06-10,32.62,32.62,32.62,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-06-17,33.3,33.3,33.3,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-06-24,32.3,32.3,32.3,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-07-01,32.79,32.79,32.79,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-07-08,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-07-15,32.62,32.62,32.62,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-07-22,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-07-29,31.41,31.41,31.41,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-08-05,30.95,30.95,30.95,0.0,0.0,31.48,31.48,31.48,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-08-12,31.36,31.36,31.36,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-08-19,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2018-08-26,32.0,32.0,32.0,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-09-02,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-09-09,31.49,31.49,31.49,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-09-16,31.64,31.64,31.64,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-09-23,31.73,31.73,31.73,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-09-30,29.88,29.88,29.88,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-10-07,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-10-14,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-10-21,29.15,29.15,29.15,0.0,0.0,29.39,29.39,29.39,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2018-10-28,29.57,29.57,29.57,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2018-11-04,28.98,28.98,28.98,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2018-11-11,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-11-18,27.83,27.83,27.83,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-11-25,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-12-02,26.21,26.21,26.21,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-12-09,25.59,25.59,25.59,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-12-16,24.47,24.47,24.47,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2018-12-23,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-12-30,25.46,25.46,25.46,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-01-06,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-01-13,26.25,26.25,26.25,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-01-20,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-01-27,26.38,26.38,26.38,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-02-03,25.62,25.62,25.62,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-02-10,26.54,26.54,26.54,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-02-17,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-02-24,26.64,26.64,26.64,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-03-03,26.77,26.77,26.77,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-03-10,27.6,27.6,27.6,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-03-17,27.34,27.34,27.34,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-03-24,27.18,27.18,27.18,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-03-31,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2019-04-07,26.59,26.59,26.59,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-04-14,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-04-21,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-04-28,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-05-05,27.23,27.23,27.23,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-05-12,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-05-19,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-05-26,26.1,26.1,26.1,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-06-02,26.56,26.56,26.56,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-06-09,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-06-16,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-06-23,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-06-30,25.88,25.88,25.88,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-07-07,25.37,25.37,25.37,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-07-14,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-07-21,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-07-28,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-08-04,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-08-11,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-08-18,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-08-25,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-09-01,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-09-08,25.38,25.38,25.38,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-09-15,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-09-22,24.83,24.83,24.83,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-09-29,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-10-06,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-10-13,23.32,23.32,23.32,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-10-20,23.85,23.85,23.85,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-10-27,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-11-03,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-11-10,23.38,23.38,23.38,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-11-17,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-11-24,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-12-01,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-12-08,23.63,23.63,23.63,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-12-15,23.88,23.88,23.88,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-12-22,23.77,23.77,23.77,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-12-29,23.27,23.27,23.27,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.71,23.71,23.71,0.0,0.0
