Date,ValueShares Int Quantitative ValueEtf_Open_average,ValueShares Int Quantitative ValueEtf_Open_max,ValueShares Int Quantitative ValueEtf_Open_min,ValueShares Int Quantitative ValueEtf_Open_volatility,ValueShares Int Quantitative ValueEtf_Open_change,ValueShares Int Quantitative ValueEtf_High_average,ValueShares Int Quantitative ValueEtf_High_max,ValueShares Int Quantitative ValueEtf_High_min,ValueShares Int Quantitative ValueEtf_High_volatility,ValueShares Int Quantitative ValueEtf_High_change,ValueShares Int Quantitative ValueEtf_Low_average,ValueShares Int Quantitative ValueEtf_Low_max,ValueShares Int Quantitative ValueEtf_Low_min,ValueShares Int Quantitative ValueEtf_Low_volatility,ValueShares Int Quantitative ValueEtf_Low_change,ValueShares Int Quantitative ValueEtf_Close_average,ValueShares Int Quantitative ValueEtf_Close_max,ValueShares Int Quantitative ValueEtf_Close_min,ValueShares Int Quantitative ValueEtf_Close_volatility,ValueShares Int Quantitative ValueEtf_Close_change
2018-07-01,30.6,30.6,30.6,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-07-08,30.61,30.61,30.61,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-07-15,30.86,30.86,30.86,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-07-22,31.51,31.51,31.51,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-07-29,30.84,30.84,30.84,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-08-05,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-08-12,30.01,30.01,30.01,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-08-19,30.51,30.51,30.51,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-08-26,30.59,30.59,30.59,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-09-02,29.49,29.49,29.49,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-09-09,30.25,30.25,30.25,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-09-16,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-09-23,30.77,30.77,30.77,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-09-30,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-10-07,28.88,28.88,28.88,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2018-10-14,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-10-21,26.79,26.79,26.79,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-10-28,28.27,28.27,28.27,0.0,0.0,28.33,28.33,28.33,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2018-11-04,27.62,27.62,27.62,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2018-11-11,26.87,26.87,26.87,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2018-11-18,26.61,26.61,26.61,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-11-25,26.84,26.84,26.84,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2018-12-02,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2018-12-09,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-12-16,24.86,24.86,24.86,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-12-23,24.99,24.99,24.99,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-12-30,25.1,25.1,25.1,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-01-06,26.35,26.35,26.35,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-01-13,27.33,27.33,27.33,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-01-20,27.69,27.69,27.69,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-01-27,27.91,27.91,27.91,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-02-03,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-02-10,28.03,28.03,28.03,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-02-17,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-02-24,28.54,28.54,28.54,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-03-03,27.29,27.29,27.29,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-03-10,27.99,27.99,27.99,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-03-17,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-03-24,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-03-31,29.2,29.2,29.2,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-04-07,29.33,29.33,29.33,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-04-14,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-04-21,29.06,29.06,29.06,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-04-28,28.95,28.95,28.95,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-05-05,27.25,27.25,27.25,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-05-12,27.06,27.06,27.06,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-05-19,26.26,26.26,26.26,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-05-26,25.56,25.56,25.56,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-06-02,26.46,26.46,26.46,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-06-09,26.31,26.31,26.31,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-06-16,26.73,26.73,26.73,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-06-23,26.93,26.93,26.93,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-06-30,27.07,27.07,27.07,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-07-07,26.89,26.89,26.89,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-07-14,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-07-21,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-07-28,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-08-04,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-08-11,24.63,24.63,24.63,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-08-18,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2019-08-25,25.37,25.37,25.37,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-09-01,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-09-08,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-09-15,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-09-22,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-09-29,26.3,26.3,26.3,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-10-06,27.33,27.33,27.33,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-10-13,27.9,27.9,27.9,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-10-20,28.37,28.37,28.37,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-10-27,28.57,28.57,28.57,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-11-03,28.98,28.98,28.98,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-11-10,28.86,28.86,28.86,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-11-17,28.86,28.86,28.86,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-11-24,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2019-12-01,29.2,29.2,29.2,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-12-08,29.92,29.92,29.92,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-12-15,29.53,29.53,29.53,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-12-22,29.89,29.89,29.89,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-12-29,29.43,29.43,29.43,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
