Date,DB Crude Oil Double Short Exp 01 Jun 2038_Open_average,DB Crude Oil Double Short Exp 01 Jun 2038_Open_max,DB Crude Oil Double Short Exp 01 Jun 2038_Open_min,DB Crude Oil Double Short Exp 01 Jun 2038_Open_volatility,DB Crude Oil Double Short Exp 01 Jun 2038_Open_change,DB Crude Oil Double Short Exp 01 Jun 2038_High_average,DB Crude Oil Double Short Exp 01 Jun 2038_High_max,DB Crude Oil Double Short Exp 01 Jun 2038_High_min,DB Crude Oil Double Short Exp 01 Jun 2038_High_volatility,DB Crude Oil Double Short Exp 01 Jun 2038_High_change,DB Crude Oil Double Short Exp 01 Jun 2038_Low_average,DB Crude Oil Double Short Exp 01 Jun 2038_Low_max,DB Crude Oil Double Short Exp 01 Jun 2038_Low_min,DB Crude Oil Double Short Exp 01 Jun 2038_Low_volatility,DB Crude Oil Double Short Exp 01 Jun 2038_Low_change,DB Crude Oil Double Short Exp 01 Jun 2038_Close_average,DB Crude Oil Double Short Exp 01 Jun 2038_Close_max,DB Crude Oil Double Short Exp 01 Jun 2038_Close_min,DB Crude Oil Double Short Exp 01 Jun 2038_Close_volatility,DB Crude Oil Double Short Exp 01 Jun 2038_Close_change
2018-01-14,80.9,80.9,80.9,0.0,0.0,81.06,81.06,81.06,0.0,0.0,78.35,78.35,78.35,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2018-01-21,75.2,75.2,75.2,0.0,0.0,76.19,76.19,76.19,0.0,0.0,74.9,74.9,74.9,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2018-01-28,77.2,77.2,77.2,0.0,0.0,79.59,79.59,79.59,0.0,0.0,76.9,76.9,76.9,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2018-02-04,86.4,86.4,86.4,0.0,0.0,87.35,87.35,87.35,0.0,0.0,84.49,84.49,84.49,0.0,0.0,86.91,86.91,86.91,0.0,0.0
2018-02-11,82.4,82.4,82.4,0.0,0.0,82.5,82.5,82.5,0.0,0.0,81.35,81.35,81.35,0.0,0.0,81.65,81.65,81.65,0.0,0.0
2018-02-18,77.23,77.23,77.23,0.0,0.0,77.23,77.23,77.23,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-02-25,80.32,80.32,80.32,0.0,0.0,80.32,80.32,80.32,0.0,0.0,78.39,78.39,78.39,0.0,0.0,78.39,78.39,78.39,0.0,0.0
2018-03-04,80.96,80.96,80.96,0.0,0.0,82.05,82.05,82.05,0.0,0.0,80.96,80.96,80.96,0.0,0.0,81.8,81.8,81.8,0.0,0.0
2018-03-11,80.33,80.33,80.33,0.0,0.0,80.33,80.33,80.33,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.91,78.91,78.91,0.0,0.0
2018-03-18,70.77,70.77,70.77,0.0,0.0,72.0,72.0,72.0,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2018-03-25,74.0,74.0,74.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2018-04-01,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2018-04-08,68.92,68.92,68.92,0.0,0.0,69.7,69.7,69.7,0.0,0.0,68.52,68.52,68.52,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2018-04-15,66.96,66.96,66.96,0.0,0.0,67.37,67.37,67.37,0.0,0.0,63.55,63.55,63.55,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2018-04-22,65.0,65.0,65.0,0.0,0.0,65.67,65.67,65.67,0.0,0.0,63.04,63.04,63.04,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2018-04-29,61.52,61.52,61.52,0.0,0.0,63.18,63.18,63.18,0.0,0.0,60.66,60.66,60.66,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2018-05-06,59.45,59.45,59.45,0.0,0.0,60.39,60.39,60.39,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2018-05-13,58.6,58.6,58.6,0.0,0.0,58.85,58.85,58.85,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2018-05-20,63.38,63.38,63.38,0.0,0.0,65.99,65.99,65.99,0.0,0.0,62.91,62.91,62.91,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2018-05-27,69.0,69.0,69.0,0.0,0.0,71.0,71.0,71.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2018-06-03,69.79,69.79,69.79,0.0,0.0,70.64,70.64,70.64,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2018-06-10,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2018-06-17,62.63,62.63,62.63,0.0,0.0,65.0,65.0,65.0,0.0,0.0,62.63,62.63,62.63,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2018-06-24,53.65,53.65,53.65,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2018-07-01,54.28,54.28,54.28,0.0,0.0,54.83,54.83,54.83,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2018-07-08,57.82,57.82,57.82,0.0,0.0,59.9,59.9,59.9,0.0,0.0,57.82,57.82,57.82,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2018-07-15,56.89,56.89,56.89,0.0,0.0,58.25,58.25,58.25,0.0,0.0,56.7,56.7,56.7,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2018-07-22,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2018-07-29,55.5,55.5,55.5,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.38,55.38,55.38,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2018-08-05,58.74,58.74,58.74,0.0,0.0,61.35,61.35,61.35,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.77,58.77,58.77,0.0,0.0
