Date,Franklin FTSE MexicoEtf_Open_average,Franklin FTSE MexicoEtf_Open_max,Franklin FTSE MexicoEtf_Open_min,Franklin FTSE MexicoEtf_Open_volatility,Franklin FTSE MexicoEtf_Open_change,Franklin FTSE MexicoEtf_High_average,Franklin FTSE MexicoEtf_High_max,Franklin FTSE MexicoEtf_High_min,Franklin FTSE MexicoEtf_High_volatility,Franklin FTSE MexicoEtf_High_change,Franklin FTSE MexicoEtf_Low_average,Franklin FTSE MexicoEtf_Low_max,Franklin FTSE MexicoEtf_Low_min,Franklin FTSE MexicoEtf_Low_volatility,Franklin FTSE MexicoEtf_Low_change,Franklin FTSE MexicoEtf_Close_average,Franklin FTSE MexicoEtf_Close_max,Franklin FTSE MexicoEtf_Close_min,Franklin FTSE MexicoEtf_Close_volatility,Franklin FTSE MexicoEtf_Close_change
2018-03-25,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-04-01,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-04-08,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2018-04-15,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2018-04-22,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-04-29,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-05-06,23.82,23.82,23.82,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-05-13,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2018-05-20,23.0,23.0,23.0,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-05-27,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-06-03,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-06-10,22.48,22.48,22.48,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-06-17,22.6,22.6,22.6,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2018-06-24,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-07-01,25.17,25.17,25.17,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-07-08,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-07-15,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-07-22,25.83,25.83,25.83,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-07-29,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2018-08-05,25.23,25.23,25.23,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-08-12,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-08-19,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-08-26,25.59,25.59,25.59,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2018-09-02,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-09-09,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-09-16,25.95,25.95,25.95,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2018-09-23,26.1,26.1,26.1,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2018-09-30,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-10-07,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-10-14,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2018-10-21,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-10-28,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-11-04,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2018-11-11,20.59,20.59,20.59,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2018-11-18,20.27,20.27,20.27,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-11-25,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-12-02,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2018-12-09,20.43,20.43,20.43,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-12-16,20.48,20.48,20.48,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-12-23,20.84,20.84,20.84,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-12-30,21.4,21.4,21.4,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-01-06,22.39,22.39,22.39,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-01-13,22.9,22.9,22.9,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-01-20,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2019-01-27,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2019-02-03,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-02-10,21.99,21.99,21.99,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2019-02-17,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2019-02-24,21.93,21.93,21.93,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-03-03,21.24,21.24,21.24,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-03-10,21.87,21.87,21.87,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2019-03-17,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2019-03-24,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-03-31,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2019-04-07,23.53,23.53,23.53,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-04-14,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-04-21,23.44,23.44,23.44,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-04-28,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-05-05,22.32,22.32,22.32,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-05-12,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2019-05-19,22.13,22.13,22.13,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-05-26,21.71,21.71,21.71,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-06-02,22.06,22.06,22.06,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-06-09,22.21,22.21,22.21,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-06-16,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-06-23,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2019-06-30,22.46,22.46,22.46,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-07-07,22.1,22.1,22.1,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-07-14,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-07-21,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-07-28,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2019-08-04,20.52,20.52,20.52,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-08-11,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-08-18,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2019-08-25,20.8,20.8,20.8,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-09-01,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-09-08,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2019-09-15,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-09-22,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-09-29,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-10-06,22.24,22.24,22.24,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2019-10-13,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-10-20,22.65,22.65,22.65,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-10-27,22.65,22.65,22.65,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2019-11-03,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-11-10,22.52,22.52,22.52,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-11-17,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-11-24,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-12-01,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-12-08,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-12-15,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-12-22,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-12-29,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
