Date,United States 12 Month Oil_Open_average,United States 12 Month Oil_Open_max,United States 12 Month Oil_Open_min,United States 12 Month Oil_Open_volatility,United States 12 Month Oil_Open_change,United States 12 Month Oil_High_average,United States 12 Month Oil_High_max,United States 12 Month Oil_High_min,United States 12 Month Oil_High_volatility,United States 12 Month Oil_High_change,United States 12 Month Oil_Low_average,United States 12 Month Oil_Low_max,United States 12 Month Oil_Low_min,United States 12 Month Oil_Low_volatility,United States 12 Month Oil_Low_change,United States 12 Month Oil_Close_average,United States 12 Month Oil_Close_max,United States 12 Month Oil_Close_min,United States 12 Month Oil_Close_volatility,United States 12 Month Oil_Close_change
2018-01-14,21.91,21.91,21.91,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-01-21,22.52,22.52,22.52,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2018-01-28,22.09,22.09,22.09,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2018-02-04,20.62,20.62,20.62,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2018-02-11,20.98,20.98,20.98,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2018-02-18,21.92,21.92,21.92,0.0,0.0,22.15,22.15,22.15,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2018-02-25,21.2,21.2,21.2,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2018-03-04,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-03-11,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2018-03-18,22.78,22.78,22.78,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-03-25,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-04-01,22.18,22.18,22.18,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-04-08,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2018-04-15,23.57,23.57,23.57,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.53,23.53,23.53,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-04-22,23.78,23.78,23.78,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-04-29,24.63,24.63,24.63,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-05-06,25.03,25.03,25.03,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-05-13,25.3,25.3,25.3,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-05-20,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-05-27,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-06-03,23.48,23.48,23.48,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-06-10,23.29,23.29,23.29,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-06-17,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2018-06-24,25.13,25.13,25.13,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-07-01,25.17,25.17,25.17,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-07-08,24.18,24.18,24.18,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-07-15,24.39,24.39,24.39,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2018-07-22,24.9,24.9,24.9,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-07-29,24.83,24.83,24.83,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-08-05,24.3,24.3,24.3,0.0,0.0,24.33,24.33,24.33,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2018-08-12,23.84,23.84,23.84,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2018-08-19,25.18,25.18,25.18,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-08-26,25.59,25.59,25.59,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2018-09-02,25.17,25.17,25.17,0.0,0.0,25.23,25.23,25.23,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.0,25.0,25.0,0.0,0.0
