Date,Wisdom Tree Dividend Ex-Financials_etf_Open_average,Wisdom Tree Dividend Ex-Financials_etf_Open_max,Wisdom Tree Dividend Ex-Financials_etf_Open_min,Wisdom Tree Dividend Ex-Financials_etf_Open_volatility,Wisdom Tree Dividend Ex-Financials_etf_Open_change,Wisdom Tree Dividend Ex-Financials_etf_High_average,Wisdom Tree Dividend Ex-Financials_etf_High_max,Wisdom Tree Dividend Ex-Financials_etf_High_min,Wisdom Tree Dividend Ex-Financials_etf_High_volatility,Wisdom Tree Dividend Ex-Financials_etf_High_change,Wisdom Tree Dividend Ex-Financials_etf_Low_average,Wisdom Tree Dividend Ex-Financials_etf_Low_max,Wisdom Tree Dividend Ex-Financials_etf_Low_min,Wisdom Tree Dividend Ex-Financials_etf_Low_volatility,Wisdom Tree Dividend Ex-Financials_etf_Low_change,Wisdom Tree Dividend Ex-Financials_etf_Close_average,Wisdom Tree Dividend Ex-Financials_etf_Close_max,Wisdom Tree Dividend Ex-Financials_etf_Close_min,Wisdom Tree Dividend Ex-Financials_etf_Close_volatility,Wisdom Tree Dividend Ex-Financials_etf_Close_change
2018-11-11,85.32,85.32,85.32,0.0,0.0,86.16,86.16,86.16,0.0,0.0,85.32,85.32,85.32,0.0,0.0,85.97,85.97,85.97,0.0,0.0
2018-11-18,83.07,83.07,83.07,0.0,0.0,83.25,83.25,83.25,0.0,0.0,82.82,82.82,82.82,0.0,0.0,82.92,82.92,82.92,0.0,0.0
2018-11-25,85.18,85.18,85.18,0.0,0.0,85.83,85.83,85.83,0.0,0.0,85.18,85.18,85.18,0.0,0.0,85.83,85.83,85.83,0.0,0.0
2018-12-02,83.91,83.91,83.91,0.0,0.0,84.48,84.48,84.48,0.0,0.0,82.61,82.61,82.61,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2018-12-09,82.05,82.05,82.05,0.0,0.0,82.56,82.56,82.56,0.0,0.0,81.5,81.5,81.5,0.0,0.0,81.7,81.7,81.7,0.0,0.0
2018-12-16,77.62,77.62,77.62,0.0,0.0,78.07,78.07,78.07,0.0,0.0,76.12,76.12,76.12,0.0,0.0,76.18,76.18,76.18,0.0,0.0
2018-12-23,77.17,77.17,77.17,0.0,0.0,77.47,77.47,77.47,0.0,0.0,76.35,76.35,76.35,0.0,0.0,76.56,76.56,76.56,0.0,0.0
2018-12-30,77.27,77.27,77.27,0.0,0.0,78.79,78.79,78.79,0.0,0.0,77.27,77.27,77.27,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2019-01-06,80.58,80.58,80.58,0.0,0.0,81.0,81.0,81.0,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.88,80.88,80.88,0.0,0.0
2019-01-13,81.85,81.85,81.85,0.0,0.0,82.6,82.6,82.6,0.0,0.0,81.68,81.68,81.68,0.0,0.0,82.47,82.47,82.47,0.0,0.0
2019-01-20,81.67,81.67,81.67,0.0,0.0,82.17,82.17,82.17,0.0,0.0,81.67,81.67,81.67,0.0,0.0,82.02,82.02,82.02,0.0,0.0
2019-01-27,83.73,83.73,83.73,0.0,0.0,83.73,83.73,83.73,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.56,83.56,83.56,0.0,0.0
2019-02-03,82.66,82.66,82.66,0.0,0.0,82.92,82.92,82.92,0.0,0.0,82.19,82.19,82.19,0.0,0.0,82.92,82.92,82.92,0.0,0.0
2019-02-10,84.69,84.69,84.69,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.55,84.55,84.55,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2019-02-17,84.72,84.72,84.72,0.0,0.0,84.84,84.84,84.84,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-02-24,85.04,85.04,85.04,0.0,0.0,85.12,85.12,85.12,0.0,0.0,84.69,84.69,84.69,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2019-03-03,82.8,82.8,82.8,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.43,82.43,82.43,0.0,0.0,83.2,83.2,83.2,0.0,0.0
2019-03-10,85.12,85.12,85.12,0.0,0.0,85.13,85.13,85.13,0.0,0.0,84.81,84.81,84.81,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2019-03-17,85.79,85.79,85.79,0.0,0.0,85.79,85.79,85.79,0.0,0.0,84.72,84.72,84.72,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2019-03-24,85.28,85.28,85.28,0.0,0.0,85.49,85.49,85.49,0.0,0.0,85.15,85.15,85.15,0.0,0.0,85.49,85.49,85.49,0.0,0.0
2019-03-31,86.71,86.71,86.71,0.0,0.0,87.2,87.2,87.2,0.0,0.0,86.71,86.71,86.71,0.0,0.0,87.14,87.14,87.14,0.0,0.0
2019-04-07,87.08,87.08,87.08,0.0,0.0,87.17,87.17,87.17,0.0,0.0,86.79,86.79,86.79,0.0,0.0,87.02,87.02,87.02,0.0,0.0
2019-04-14,87.21,87.21,87.21,0.0,0.0,87.21,87.21,87.21,0.0,0.0,86.74,86.74,86.74,0.0,0.0,86.99,86.99,86.99,0.0,0.0
2019-04-21,86.45,86.45,86.45,0.0,0.0,87.11,87.11,87.11,0.0,0.0,86.45,86.45,86.45,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2019-04-28,86.96,86.96,86.96,0.0,0.0,87.47,87.47,87.47,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.43,87.43,87.43,0.0,0.0
2019-05-05,84.67,84.67,84.67,0.0,0.0,85.35,85.35,85.35,0.0,0.0,83.72,83.72,83.72,0.0,0.0,85.3,85.3,85.3,0.0,0.0
2019-05-12,84.24,84.24,84.24,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.24,84.24,84.24,0.0,0.0,84.42,84.42,84.42,0.0,0.0
2019-05-19,83.36,83.36,83.36,0.0,0.0,83.36,83.36,83.36,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.89,82.89,82.89,0.0,0.0
2019-05-26,80.07,80.07,80.07,0.0,0.0,80.07,80.07,80.07,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2019-06-02,83.38,83.38,83.38,0.0,0.0,83.84,83.84,83.84,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.38,83.38,83.38,0.0,0.0
2019-06-09,83.65,83.65,83.65,0.0,0.0,83.87,83.87,83.87,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.79,83.79,83.79,0.0,0.0
2019-06-16,85.65,85.65,85.65,0.0,0.0,85.89,85.89,85.89,0.0,0.0,85.36,85.36,85.36,0.0,0.0,85.81,85.81,85.81,0.0,0.0
2019-06-23,85.33,85.33,85.33,0.0,0.0,85.77,85.77,85.77,0.0,0.0,85.32,85.32,85.32,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2019-06-30,86.66,86.66,86.66,0.0,0.0,86.94,86.94,86.94,0.0,0.0,86.11,86.11,86.11,0.0,0.0,86.94,86.94,86.94,0.0,0.0
2019-07-07,86.97,86.97,86.97,0.0,0.0,87.3,87.3,87.3,0.0,0.0,86.94,86.94,86.94,0.0,0.0,87.28,87.28,87.28,0.0,0.0
2019-07-14,86.63,86.63,86.63,0.0,0.0,86.93,86.93,86.93,0.0,0.0,86.39,86.39,86.39,0.0,0.0,86.39,86.39,86.39,0.0,0.0
2019-07-21,87.33,87.33,87.33,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.24,87.24,87.24,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2019-07-28,85.93,85.93,85.93,0.0,0.0,85.93,85.93,85.93,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.36,85.36,85.36,0.0,0.0
2019-08-04,84.48,84.48,84.48,0.0,0.0,84.48,84.48,84.48,0.0,0.0,83.69,83.69,83.69,0.0,0.0,84.11,84.11,84.11,0.0,0.0
2019-08-11,81.79,81.79,81.79,0.0,0.0,82.98,82.98,82.98,0.0,0.0,81.79,81.79,81.79,0.0,0.0,82.92,82.92,82.92,0.0,0.0
2019-08-18,83.83,83.83,83.83,0.0,0.0,83.95,83.95,83.95,0.0,0.0,81.55,81.55,81.55,0.0,0.0,81.56,81.56,81.56,0.0,0.0
2019-08-25,83.73,83.73,83.73,0.0,0.0,84.1,84.1,84.1,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.58,83.58,83.58,0.0,0.0
2019-09-01,85.29,85.29,85.29,0.0,0.0,85.67,85.67,85.67,0.0,0.0,85.29,85.29,85.29,0.0,0.0,85.56,85.56,85.56,0.0,0.0
2019-09-08,88.76,88.76,88.76,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.07,88.07,88.07,0.0,0.0
2019-09-15,87.73,87.73,87.73,0.0,0.0,87.97,87.97,87.97,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2019-09-22,87.31,87.31,87.31,0.0,0.0,87.45,87.45,87.45,0.0,0.0,86.71,86.71,86.71,0.0,0.0,86.92,86.92,86.92,0.0,0.0
2019-09-29,85.2,85.2,85.2,0.0,0.0,86.08,86.08,86.08,0.0,0.0,85.2,85.2,85.2,0.0,0.0,86.08,86.08,86.08,0.0,0.0
2019-10-06,86.36,86.36,86.36,0.0,0.0,87.11,87.11,87.11,0.0,0.0,86.36,86.36,86.36,0.0,0.0,86.57,86.57,86.57,0.0,0.0
2019-10-13,86.95,86.95,86.95,0.0,0.0,87.32,87.32,87.32,0.0,0.0,86.9,86.9,86.9,0.0,0.0,87.19,87.19,87.19,0.0,0.0
2019-10-20,87.81,87.81,87.81,0.0,0.0,88.22,88.22,88.22,0.0,0.0,87.81,87.81,87.81,0.0,0.0,88.18,88.18,88.18,0.0,0.0
2019-10-27,88.16,88.16,88.16,0.0,0.0,89.22,89.22,89.22,0.0,0.0,88.16,88.16,88.16,0.0,0.0,89.21,89.21,89.21,0.0,0.0
2019-11-03,90.37,90.37,90.37,0.0,0.0,90.83,90.83,90.83,0.0,0.0,90.15,90.15,90.15,0.0,0.0,90.81,90.81,90.81,0.0,0.0
2019-11-10,90.7,90.7,90.7,0.0,0.0,90.84,90.84,90.84,0.0,0.0,90.54,90.54,90.54,0.0,0.0,90.82,90.82,90.82,0.0,0.0
2019-11-17,89.94,89.94,89.94,0.0,0.0,90.08,90.08,90.08,0.0,0.0,89.79,89.79,89.79,0.0,0.0,89.96,89.96,89.96,0.0,0.0
2019-11-24,90.2,90.2,90.2,0.0,0.0,90.2,90.2,90.2,0.0,0.0,89.88,89.88,89.88,0.0,0.0,89.88,89.88,89.88,0.0,0.0
2019-12-01,89.59,89.59,89.59,0.0,0.0,90.25,90.25,90.25,0.0,0.0,89.59,89.59,89.59,0.0,0.0,89.99,89.99,89.99,0.0,0.0
2019-12-08,91.12,91.12,91.12,0.0,0.0,91.26,91.26,91.26,0.0,0.0,90.88,90.88,90.88,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2019-12-15,92.49,92.49,92.49,0.0,0.0,92.82,92.82,92.82,0.0,0.0,92.31,92.31,92.31,0.0,0.0,92.78,92.78,92.78,0.0,0.0
2019-12-22,92.74,92.74,92.74,0.0,0.0,92.74,92.74,92.74,0.0,0.0,92.39,92.39,92.39,0.0,0.0,92.52,92.52,92.52,0.0,0.0
2019-12-29,91.8,91.8,91.8,0.0,0.0,92.03,92.03,92.03,0.0,0.0,91.79,91.79,91.79,0.0,0.0,91.92,91.92,91.92,0.0,0.0
