Date,CCF_Open_average,CCF_Open_max,CCF_Open_min,CCF_Open_volatility,CCF_Open_change,CCF_High_average,CCF_High_max,CCF_High_min,CCF_High_volatility,CCF_High_change,CCF_Low_average,CCF_Low_max,CCF_Low_min,CCF_Low_volatility,CCF_Low_change,CCF_Close_average,CCF_Close_max,CCF_Close_min,CCF_Close_volatility,CCF_Close_change,CCF_Volume_average,CCF_Volume_max,CCF_Volume_min,CCF_Volume_volatility,CCF_Volume_change
2018-01-14,116.51,117.6,114.6,3.0,0.6999999999999886,117.4,117.95,116.8,1.1500000000000057,0.6999999999999886,115.53,116.8,114.0,2.799999999999997,2.5999999999999943,116.78,117.75,114.2,3.549999999999997,3.3499999999999943,2151,3511,833,2678,-1243
2018-01-21,116.46,117.7,114.85,2.8500000000000085,0.0,117.32000000000001,118.9,116.2,2.700000000000003,-1.75,115.67,116.85,114.65,2.1999999999999886,-1.5999999999999943,116.19,117.5,114.65,2.8499999999999943,-2.8499999999999943,2591,4605,779,3826,-261
2018-01-28,111.49,114.7,106.65,8.049999999999997,-6.849999999999994,112.23,115.95,106.65,9.299999999999997,-8.349999999999994,109.4,113.5,101.05,12.450000000000003,-12.450000000000003,109.55,114.25,101.05,13.200000000000003,-13.200000000000003,2994,4822,1906,2916,1315
2018-02-04,103.97,105.0,101.05,3.950000000000003,3.8500000000000085,105.05,106.0,104.2,1.7999999999999972,-0.3499999999999943,102.78,103.5,101.05,2.450000000000003,1.9500000000000028,103.98,105.25,102.85,2.4000000000000057,-1.7999999999999972,4572,5543,2634,2909,754
2018-02-11,105.4,107.55,102.95,4.599999999999994,3.549999999999997,107.775,110.05,105.2,4.849999999999994,2.450000000000003,104.975,106.8,102.2,4.599999999999994,4.099999999999994,106.6,107.65,105.2,2.450000000000003,2.450000000000003,2920,3929,1812,2117,-853
2018-02-18,106.99000000000001,109.4,105.15,4.25,3.25,108.22,109.8,107.0,2.799999999999997,2.799999999999997,106.58,109.4,104.95,4.450000000000003,4.400000000000006,107.33,109.8,104.95,4.849999999999994,4.700000000000003,1863,3317,684,2633,-1151
2018-02-25,106.47,109.8,101.65,8.149999999999991,-1.8499999999999943,108.45,109.85,105.0,4.849999999999994,0.04999999999999716,104.95,108.9,101.65,7.25,-1.3000000000000114,106.59,108.95,103.65,5.299999999999997,-1.2000000000000028,3002,4173,1680,2493,2493
2018-03-04,111.26,115.5,108.45,7.049999999999997,7.049999999999997,113.1,116.0,111.2,4.799999999999997,4.799999999999997,109.13,113.0,103.15,9.849999999999994,6.099999999999994,112.88,116.0,111.0,5.0,4.950000000000003,2710,3673,1863,1810,-933
2018-03-11,115.63,116.85,114.7,2.1499999999999915,-1.7999999999999972,116.11,117.0,115.05,1.9500000000000028,-1.9500000000000028,114.15,115.5,112.3,3.200000000000003,-3.200000000000003,114.75,115.9,113.35,2.5500000000000114,-2.5500000000000114,7218,24855,1888,22967,1448
2018-03-18,114.65,116.75,113.55,3.200000000000003,3.200000000000003,116.0,117.5,114.5,3.0,2.25,113.77,114.4,112.5,1.9000000000000057,1.7000000000000028,114.88,116.0,114.05,1.9500000000000028,0.8999999999999915,3493,6095,2049,4046,637
2018-03-25,114.3125,116.4,112.45,3.950000000000003,0.8500000000000085,115.975,116.5,115.0,1.5,0.4000000000000057,112.375,112.9,111.7,1.2000000000000028,0.3500000000000085,113.4,116.45,111.7,4.75,0.3500000000000085,5103,11152,2684,8468,-1054
2018-04-01,110.38,113.05,108.25,4.799999999999997,-4.5,111.64,114.0,109.2,4.799999999999997,-3.8499999999999943,108.89,110.9,106.55,4.3500000000000085,-1.6500000000000057,109.66,110.95,107.55,3.4000000000000057,-1.5,4100,7360,1460,5900,-2524
2018-04-08,107.98,110.2,106.45,3.75,-3.75,108.29,110.2,107.15,3.049999999999997,-3.049999999999997,106.52,107.85,105.55,2.299999999999997,-2.299999999999997,107.01,107.9,106.2,1.7000000000000028,-1.25,2825,5568,1253,4315,174
2018-04-15,111.10000000000001,115.45,106.9,8.549999999999997,8.549999999999997,113.49,115.65,109.85,5.800000000000011,5.800000000000011,110.73,113.65,106.9,6.75,6.75,112.74,115.35,109.85,5.5,4.5,2982,5673,902,4771,1034
2018-04-22,113.09,114.95,112.2,2.75,-2.0,113.57000000000001,114.95,112.75,2.200000000000003,-2.0,111.72,112.75,111.05,1.7000000000000028,-1.2999999999999972,112.36,112.75,111.9,0.8499999999999943,-0.75,3119,5527,881,4646,3767
2018-04-29,112.99,115.5,111.6,3.9000000000000057,3.9000000000000057,114.58,115.95,112.7,3.25,3.25,112.49,115.45,111.0,4.450000000000003,4.450000000000003,113.92,115.45,112.2,3.25,3.200000000000003,3158,4713,1446,3267,-1893
