Date,MEI_Open_average,MEI_Open_max,MEI_Open_min,MEI_Open_volatility,MEI_Open_change,MEI_High_average,MEI_High_max,MEI_High_min,MEI_High_volatility,MEI_High_change,MEI_Low_average,MEI_Low_max,MEI_Low_min,MEI_Low_volatility,MEI_Low_change,MEI_Close_average,MEI_Close_max,MEI_Close_min,MEI_Close_volatility,MEI_Close_change,MEI_Volume_average,MEI_Volume_max,MEI_Volume_min,MEI_Volume_volatility,MEI_Volume_change
2018-01-14,42.42,42.65,42.3,0.3500000000000014,-0.04999999999999716,42.72,42.9,42.35,0.5499999999999972,-0.3999999999999986,41.89,42.1,41.65,0.45000000000000284,-0.14999999999999858,42.32,42.65,42.0,0.6499999999999986,0.10000000000000142,206934,249865,179050,70815,-70815
2018-01-21,42.14,42.4,41.7,0.6999999999999957,-0.44999999999999574,42.26,42.6,41.85,0.75,-0.44999999999999574,41.5,41.65,41.1,0.5499999999999972,-0.5499999999999972,41.82,42.05,41.35,0.6999999999999957,-0.6499999999999986,220718,301842,164604,137238,-67721
2018-01-28,40.83,41.25,40.1,1.1499999999999986,-0.9499999999999957,41.269999999999996,41.85,40.3,1.5500000000000043,-1.3500000000000014,40.36,40.85,39.15,1.7000000000000028,-1.7000000000000028,40.550000000000004,41.2,39.25,1.9500000000000028,-1.75,289430,521589,179383,342206,133478
2018-02-04,38.92,39.65,38.35,1.2999999999999972,-0.09999999999999432,39.39,40.05,38.6,1.4499999999999957,-1.4499999999999957,37.95,39.25,37.0,2.25,-0.30000000000000426,38.75,39.65,37.9,1.75,-1.1999999999999957,313852,445790,140291,305499,-145792
2018-02-11,39.1375,40.55,38.25,2.299999999999997,2.299999999999997,39.9625,40.9,38.8,2.1000000000000014,2.0500000000000043,39.075,40.4,38.15,2.25,2.25,39.675,40.6,38.7,1.8999999999999986,1.8999999999999986,219172,299547,131693,167854,17506
2018-02-18,40.5,40.65,40.4,0.25,0.25,40.83,41.25,40.55,0.7000000000000028,0.5,40.18,40.4,40.0,0.3999999999999986,0.19999999999999574,40.46,41.0,40.1,0.8999999999999986,0.6499999999999986,188655,237924,108731,129193,16901
2018-02-25,39.64,41.1,37.35,3.75,-1.5500000000000043,40.47,41.5,39.9,1.6000000000000014,-1.2000000000000028,38.620000000000005,40.35,36.95,3.3999999999999986,-0.8999999999999986,39.410000000000004,40.35,37.5,2.8500000000000014,-0.45000000000000284,328811,589852,164034,425818,176693
2018-03-04,40.53,41.4,39.65,1.75,1.3999999999999986,41.01,41.7,40.25,1.4500000000000028,1.4500000000000028,40.24,41.1,39.2,1.8999999999999986,1.8999999999999986,40.78,41.5,39.9,1.6000000000000014,1.6000000000000014,189870,234930,162770,72160,-71395
2018-03-11,41.41,41.8,41.0,0.7999999999999972,-0.3999999999999986,41.694,42.1,41.42,0.6799999999999997,-0.6799999999999997,40.83,41.55,40.2,1.3499999999999943,-1.3499999999999943,41.26,41.7,40.9,0.8000000000000043,-0.8000000000000043,214148,374318,118138,256180,-187874
2018-03-18,40.51,41.15,39.45,1.6999999999999957,-1.4499999999999957,40.92,41.6,40.0,1.6000000000000014,-1.25,39.86,41.0,38.7,2.299999999999997,-1.8500000000000014,40.23,41.15,38.7,2.4499999999999957,-1.1499999999999986,156644,229876,106851,123025,28177
2018-03-25,39.1625,40.0,38.65,1.3500000000000014,-1.1000000000000014,39.505,40.1,39.0,1.1000000000000014,-0.9299999999999997,38.4375,38.9,38.2,0.6999999999999957,0.14999999999999858,38.775,39.1,38.6,0.5,0.04999999999999716,238555,305762,191214,114548,-48409
2018-04-01,38.74,39.05,38.25,0.7999999999999972,-0.25,39.1,39.4,38.9,0.5,-0.10000000000000142,38.29,38.9,37.9,1.0,-0.5,38.68,39.05,37.95,1.0999999999999943,-1.0499999999999972,202346,271154,134707,136447,-62342
2018-04-08,38.78,39.3,37.9,1.3999999999999986,0.75,39.14,39.75,38.55,1.2000000000000028,1.2000000000000028,38.45,39.05,37.85,1.1999999999999957,1.0999999999999943,38.89,39.7,38.05,1.6500000000000057,1.6500000000000057,173556,328801,95963,232838,-232838
2018-04-15,39.98,40.15,39.75,0.3999999999999986,0.10000000000000142,40.25,40.55,40.1,0.44999999999999574,0.10000000000000142,39.65,40.0,39.25,0.75,0.09999999999999432,40.02,40.35,39.75,0.6000000000000014,0.0,148609,204136,105332,98804,98804
2018-04-22,40.41,40.55,40.3,0.25,0.25,40.61,40.7,40.5,0.20000000000000284,-0.15000000000000568,39.94,40.0,39.85,0.14999999999999858,-0.14999999999999858,40.33,40.55,39.9,0.6499999999999986,-0.5,195159,257007,129417,127590,44102
2018-04-29,40.0,40.5,39.55,0.9500000000000028,0.7000000000000028,40.43,40.85,39.9,0.9500000000000028,0.5,39.65,40.2,39.3,0.9000000000000057,0.6700000000000017,40.12,40.45,39.55,0.9000000000000057,0.10000000000000142,194959,431206,79956,351250,-54939
2018-05-06,41.51,42.4,40.4,2.0,2.0,42.0,42.6,40.95,1.6499999999999986,1.6499999999999986,41.269999999999996,42.1,40.4,1.7000000000000028,1.25,41.74,42.4,40.8,1.6000000000000014,0.9500000000000028,156662,194029,123747,70282,-70282
2018-05-13,42.14,42.7,41.65,1.0500000000000043,1.0500000000000043,42.57,43.2,41.85,1.3500000000000014,1.3500000000000014,41.89,42.45,41.35,1.1000000000000014,1.0,42.31,43.1,41.55,1.5500000000000043,1.5500000000000043,149546,219240,92321,126919,22153
2018-05-20,42.6625,43.2,41.3,1.9000000000000057,-1.9000000000000057,42.925,43.6,41.55,2.0500000000000043,-2.0500000000000043,41.7825,43.2,40.15,3.0500000000000043,-3.0500000000000043,42.0375,43.25,40.4,2.8500000000000014,-2.8500000000000014,259796,429346,98878,330468,311997
2018-05-27,40.74,41.5,40.1,1.3999999999999986,1.3999999999999986,41.31,41.65,41.1,0.5499999999999972,0.5499999999999972,40.24,40.9,39.8,1.1000000000000014,1.1000000000000014,40.78,41.45,40.0,1.4500000000000028,1.4500000000000028,270458,434902,176060,258842,-258842
2018-06-03,41.85,42.15,41.55,0.6000000000000014,0.3500000000000014,42.14,42.3,41.85,0.44999999999999574,0.3500000000000014,41.57,41.8,41.0,0.7999999999999972,0.7999999999999972,41.97,42.2,41.75,0.45000000000000284,0.3999999999999986,139790,165495,108227,57268,20477
2018-06-10,41.839999999999996,42.0,41.7,0.29999999999999716,-0.29999999999999716,42.704,44.5,41.9,2.6000000000000014,1.9500000000000028,41.57,41.75,41.4,0.3500000000000014,-0.10000000000000142,42.3,44.15,41.7,2.4499999999999957,2.3999999999999986,288041,611191,158312,452879,449229
2018-06-17,42.260000000000005,43.7,39.85,3.8500000000000014,-3.8500000000000014,43.080000000000005,45.45,39.95,5.5,-4.25,41.106,43.6,38.38,5.219999999999999,-4.369999999999997,41.89,45.25,38.75,6.5,-4.700000000000003,668101,1056781,399702,657079,-58615
2018-06-24,40.13,41.2,38.7,2.5,1.25,41.11,42.1,40.55,1.5500000000000043,-1.0,39.75,40.6,38.7,1.8999999999999986,1.0,40.62,41.45,40.2,1.25,-0.9500000000000028,301632,597828,143988,453840,-453840
2018-07-01,40.4875,40.8,40.15,0.6499999999999986,0.09999999999999432,40.8375,41.05,40.6,0.44999999999999574,0.3499999999999943,40.0125,40.3,39.7,0.5999999999999943,0.5999999999999943,40.5,40.95,39.75,1.2000000000000028,1.2000000000000028,203583,376734,88187,288547,139811
2018-07-08,39.9,40.95,38.95,2.0,-1.5500000000000043,40.379999999999995,41.3,39.5,1.7999999999999972,-1.7999999999999972,39.526,40.45,38.95,1.5,-1.3700000000000045,39.92,40.7,39.2,1.5,-1.5,187384,242471,141586,100885,49191
2018-07-15,39.13,39.4,38.85,0.5499999999999972,-0.04999999999999716,39.52,39.75,39.25,0.5,-0.5,38.856,39.1,38.45,0.6499999999999986,-0.3999999999999986,39.22,39.45,39.1,0.3500000000000014,-0.19999999999999574,178546,188273,163107,25166,-5861
2018-07-22,38.78,39.3,38.3,1.0,-0.6499999999999986,39.22,39.75,38.9,0.8500000000000014,-0.5,38.35,38.65,37.7,0.9499999999999957,0.10000000000000142,38.73,39.05,38.3,0.75,0.25,175633,226727,125906,100821,63900
2018-07-29,38.96,39.25,38.3,0.9500000000000028,-0.04999999999999716,39.61,39.85,39.4,0.45000000000000284,-0.14999999999999858,38.61,39.05,38.3,0.75,-0.14999999999999858,39.12,39.55,38.55,1.0,0.29999999999999716,175960,358954,104188,254766,-253494
2018-08-05,39.62,39.85,39.25,0.6000000000000014,-0.5499999999999972,39.93,40.2,39.65,0.5500000000000043,-0.5500000000000043,39.184,39.67,38.9,0.7700000000000031,-0.7700000000000031,39.53,39.85,39.15,0.7000000000000028,-0.6499999999999986,129629,214248,87864,126384,-31024
2018-08-12,39.38,40.0,39.15,0.8500000000000014,0.7999999999999972,39.8,40.25,39.3,0.9500000000000028,0.3999999999999986,39.06,39.55,38.45,1.0999999999999943,0.44999999999999574,39.45,39.95,38.85,1.1000000000000014,0.3999999999999986,108055,124634,86190,38444,-9829
2018-08-19,40.31,40.85,40.0,0.8500000000000014,0.04999999999999716,40.78,41.3,40.33,0.9699999999999989,-0.4299999999999997,39.9,40.05,39.65,0.3999999999999986,0.10000000000000142,40.43,41.1,39.85,1.25,-0.45000000000000284,140487,206500,79421,127079,-127079
2018-08-26,40.35,40.95,39.15,1.8000000000000043,-1.5,40.6375,41.05,39.9,1.1499999999999986,-1.1499999999999986,39.175,40.55,37.25,3.299999999999997,-1.9499999999999957,40.1875,40.95,39.55,1.4000000000000057,-1.3000000000000043,278108,426301,118567,307734,136199
2018-09-02,39.52,39.85,38.95,0.8999999999999986,-0.45000000000000284,39.78,40.15,39.35,0.7999999999999972,-0.6499999999999986,39.07,39.55,38.6,0.9499999999999957,-0.14999999999999858,39.39,40.0,39.0,1.0,-0.8999999999999986,169528,189853,149889,39964,-28585
2018-09-09,38.62,39.1,38.3,0.8000000000000043,-0.8000000000000043,38.77,39.35,38.3,1.0500000000000043,-1.0500000000000043,38.160000000000004,38.75,37.75,1.0,-1.0,38.35,38.9,37.85,1.0499999999999972,-1.0499999999999972,123567,162828,98599,64229,7884
2018-09-16,37.089999999999996,37.6,36.8,0.8000000000000043,-0.75,37.46,37.85,37.0,0.8500000000000014,-0.7000000000000028,36.65,36.8,36.4,0.3999999999999986,-0.20000000000000284,36.92,37.3,36.6,0.6999999999999957,0.14999999999999858,214094,353015,127022,225993,-28187
2018-09-23,36.074,36.8,34.52,2.279999999999994,-2.279999999999994,36.39,36.9,35.35,1.5499999999999972,-1.5499999999999972,35.842,36.6,34.16,2.440000000000005,-2.440000000000005,35.976,36.7,34.38,2.3200000000000003,-2.3200000000000003,190939,348955,134209,214746,214746
2018-09-30,33.546,34.41,32.12,2.289999999999999,-2.1500000000000057,33.698,34.69,32.16,2.530000000000001,-2.530000000000001,32.942,34.1,31.58,2.520000000000003,-2.520000000000003,33.126000000000005,34.32,31.88,2.4400000000000013,-2.4400000000000013,191170,295746,142209,153537,-34271
2018-10-07,30.26,31.8,28.71,3.09,-3.09,30.582,31.92,29.61,2.3100000000000023,-2.3100000000000023,29.483999999999998,31.06,28.4,2.66,-2.66,29.756,31.25,28.87,2.379999999999999,-2.039999999999999,198358,278546,154624,123922,123434
2018-10-14,29.492,29.98,28.78,1.1999999999999993,-0.6600000000000001,29.878,30.43,29.07,1.3599999999999994,-1.0500000000000007,28.982,29.63,28.38,1.25,-0.6799999999999997,29.37,30.25,28.39,1.8599999999999994,-1.6899999999999977,210706,248865,174412,74453,66901
2018-10-21,28.298,28.99,27.84,1.1499999999999986,1.1499999999999986,29.198,29.88,28.77,1.1099999999999994,0.7399999999999984,27.876,28.26,27.65,0.610000000000003,0.610000000000003,28.404,28.83,27.7,1.129999999999999,-0.22999999999999687,274868,376017,189942,186075,-123737
2018-10-28,29.776,30.37,28.65,1.7200000000000024,1.6700000000000017,30.248,30.55,29.6,0.9499999999999993,0.9499999999999993,29.398,29.8,28.44,1.3599999999999994,1.3299999999999983,29.964000000000002,30.28,29.43,0.8500000000000014,0.8500000000000014,224967,269625,189033,80592,-36610
2018-11-04,30.04,30.42,29.53,0.8900000000000006,-0.6600000000000001,30.222,30.53,29.53,1.0,-1.0,29.512,30.07,28.6,1.4699999999999989,-1.2899999999999991,29.79,30.3,28.63,1.6700000000000017,-1.6000000000000014,167771,237822,119637,118185,92479
2018-11-11,29.062,29.54,28.67,0.8699999999999974,0.8399999999999999,29.602,30.02,29.18,0.8399999999999999,0.620000000000001,28.846,29.41,28.48,0.9299999999999997,0.39000000000000057,29.198,29.71,28.68,1.0300000000000011,0.370000000000001,234403,298553,162520,136033,1421
2018-11-18,29.0625,29.54,28.62,0.9199999999999982,0.9199999999999982,29.865,30.2,29.49,0.7100000000000009,0.7100000000000009,29.0025,29.35,28.62,0.7300000000000004,0.7300000000000004,29.5,30.1,28.94,1.1600000000000001,1.1600000000000001,169638,225951,104573,121378,981
