Date,Direxion Daily Retail Bull 3X Shares_Open_average,Direxion Daily Retail Bull 3X Shares_Open_max,Direxion Daily Retail Bull 3X Shares_Open_min,Direxion Daily Retail Bull 3X Shares_Open_volatility,Direxion Daily Retail Bull 3X Shares_Open_change,Direxion Daily Retail Bull 3X Shares_High_average,Direxion Daily Retail Bull 3X Shares_High_max,Direxion Daily Retail Bull 3X Shares_High_min,Direxion Daily Retail Bull 3X Shares_High_volatility,Direxion Daily Retail Bull 3X Shares_High_change,Direxion Daily Retail Bull 3X Shares_Low_average,Direxion Daily Retail Bull 3X Shares_Low_max,Direxion Daily Retail Bull 3X Shares_Low_min,Direxion Daily Retail Bull 3X Shares_Low_volatility,Direxion Daily Retail Bull 3X Shares_Low_change,Direxion Daily Retail Bull 3X Shares_Close_average,Direxion Daily Retail Bull 3X Shares_Close_max,Direxion Daily Retail Bull 3X Shares_Close_min,Direxion Daily Retail Bull 3X Shares_Close_volatility,Direxion Daily Retail Bull 3X Shares_Close_change
2018-01-14,43.76,43.76,43.76,0.0,0.0,45.23,45.23,45.23,0.0,0.0,43.5,43.5,43.5,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-01-21,43.82,43.82,43.82,0.0,0.0,45.72,45.72,45.72,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2018-01-28,35.01,35.01,35.01,0.0,0.0,36.91,36.91,36.91,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-02-04,34.6,34.6,34.6,0.0,0.0,35.39,35.39,35.39,0.0,0.0,32.46,32.46,32.46,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-02-11,37.04,37.04,37.04,0.0,0.0,38.75,38.75,38.75,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-02-18,37.07,37.07,37.07,0.0,0.0,37.88,37.88,37.88,0.0,0.0,36.3,36.3,36.3,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-02-25,34.74,34.74,34.74,0.0,0.0,35.9,35.9,35.9,0.0,0.0,34.37,34.37,34.37,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-03-04,36.21,36.21,36.21,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-03-11,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,32.59,32.59,32.59,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-03-18,30.99,30.99,30.99,0.0,0.0,32.77,32.77,32.77,0.0,0.0,30.85,30.85,30.85,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-03-25,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,29.19,29.19,29.19,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-04-01,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-04-08,33.37,33.37,33.37,0.0,0.0,34.07,34.07,34.07,0.0,0.0,32.68,32.68,32.68,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2018-04-15,32.08,32.08,32.08,0.0,0.0,32.78,32.78,32.78,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2018-04-22,35.53,35.53,35.53,0.0,0.0,36.0,36.0,36.0,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2018-04-29,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,32.7,32.7,32.7,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-05-06,35.13,35.13,35.13,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.13,35.13,35.13,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-05-13,37.25,37.25,37.25,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2018-05-20,37.0,37.0,37.0,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2018-05-27,37.41,37.41,37.41,0.0,0.0,39.71,39.71,39.71,0.0,0.0,37.41,37.41,37.41,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-06-03,45.06,45.06,45.06,0.0,0.0,46.19,46.19,46.19,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2018-06-10,43.98,43.98,43.98,0.0,0.0,45.72,45.72,45.72,0.0,0.0,43.77,43.77,43.77,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2018-06-17,46.74,46.74,46.74,0.0,0.0,46.74,46.74,46.74,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-06-24,41.44,41.44,41.44,0.0,0.0,41.68,41.68,41.68,0.0,0.0,40.26,40.26,40.26,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2018-07-01,45.77,45.77,45.77,0.0,0.0,45.97,45.97,45.97,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-07-08,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-07-15,45.72,45.72,45.72,0.0,0.0,46.22,46.22,46.22,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2018-07-22,43.53,43.53,43.53,0.0,0.0,44.61,44.61,44.61,0.0,0.0,43.53,43.53,43.53,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-07-29,45.75,45.75,45.75,0.0,0.0,46.03,46.03,46.03,0.0,0.0,44.74,44.74,44.74,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-08-05,48.41,48.41,48.41,0.0,0.0,48.41,48.41,48.41,0.0,0.0,46.75,46.75,46.75,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-08-12,48.5,48.5,48.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0,48.5,48.5,48.5,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-08-19,50.67,50.67,50.67,0.0,0.0,50.71,50.71,50.71,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-08-26,48.61,48.61,48.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2018-09-02,49.37,49.37,49.37,0.0,0.0,50.11,50.11,50.11,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-09-09,49.02,49.02,49.02,0.0,0.0,49.11,49.11,49.11,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2018-09-16,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-09-23,48.36,48.36,48.36,0.0,0.0,48.43,48.43,48.43,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-09-30,39.48,39.48,39.48,0.0,0.0,41.12,41.12,41.12,0.0,0.0,39.33,39.33,39.33,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-10-07,38.71,38.71,38.71,0.0,0.0,38.92,38.92,38.92,0.0,0.0,37.31,37.31,37.31,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2018-10-14,34.72,34.72,34.72,0.0,0.0,36.69,36.69,36.69,0.0,0.0,34.72,34.72,34.72,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-10-21,35.81,35.81,35.81,0.0,0.0,37.71,37.71,37.71,0.0,0.0,34.3,34.3,34.3,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-10-28,39.7,39.7,39.7,0.0,0.0,40.35,40.35,40.35,0.0,0.0,38.07,38.07,38.07,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-11-04,40.29,40.29,40.29,0.0,0.0,40.71,40.71,40.71,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2018-11-11,35.03,35.03,35.03,0.0,0.0,35.46,35.46,35.46,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-11-18,32.85,32.85,32.85,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.02,32.02,32.02,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-11-25,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,34.45,34.45,34.45,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-12-02,28.18,28.18,28.18,0.0,0.0,28.45,28.45,28.45,0.0,0.0,26.56,26.56,26.56,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-12-09,24.27,24.27,24.27,0.0,0.0,25.43,25.43,25.43,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-12-16,19.05,19.05,19.05,0.0,0.0,20.27,20.27,20.27,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-12-23,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,22.65,22.65,22.65,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-12-30,25.63,25.63,25.63,0.0,0.0,28.53,28.53,28.53,0.0,0.0,25.57,25.57,25.57,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-01-06,27.39,27.39,27.39,0.0,0.0,28.24,28.24,28.24,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-01-13,29.0,29.0,29.0,0.0,0.0,30.3,30.3,30.3,0.0,0.0,28.91,28.91,28.91,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-01-20,29.29,29.29,29.29,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.34,28.34,28.34,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-01-27,27.85,27.85,27.85,0.0,0.0,28.81,28.81,28.81,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-02-03,28.13,28.13,28.13,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.93,27.93,27.93,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-02-10,29.98,29.98,29.98,0.0,0.0,31.08,31.08,31.08,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-02-17,30.75,30.75,30.75,0.0,0.0,31.36,31.36,31.36,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-02-24,32.86,32.86,32.86,0.0,0.0,32.87,32.87,32.87,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-03-03,28.81,28.81,28.81,0.0,0.0,30.07,30.07,30.07,0.0,0.0,28.75,28.75,28.75,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-03-10,28.95,28.95,28.95,0.0,0.0,29.5,29.5,29.5,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-03-17,26.82,26.82,26.82,0.0,0.0,28.31,28.31,28.31,0.0,0.0,26.52,26.52,26.52,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-03-24,29.94,29.94,29.94,0.0,0.0,30.44,30.44,30.44,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-03-31,30.86,30.86,30.86,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-04-07,30.0,30.0,30.0,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.7,29.7,29.7,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2019-04-14,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-04-21,30.96,30.96,30.96,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-04-28,29.76,29.76,29.76,0.0,0.0,30.66,30.66,30.66,0.0,0.0,29.51,29.51,29.51,0.0,0.0,30.39,30.39,30.39,0.0,0.0
