Date,iShares Core MSCI International Developed Market_Open_average,iShares Core MSCI International Developed Market_Open_max,iShares Core MSCI International Developed Market_Open_min,iShares Core MSCI International Developed Market_Open_volatility,iShares Core MSCI International Developed Market_Open_change,iShares Core MSCI International Developed Market_High_average,iShares Core MSCI International Developed Market_High_max,iShares Core MSCI International Developed Market_High_min,iShares Core MSCI International Developed Market_High_volatility,iShares Core MSCI International Developed Market_High_change,iShares Core MSCI International Developed Market_Low_average,iShares Core MSCI International Developed Market_Low_max,iShares Core MSCI International Developed Market_Low_min,iShares Core MSCI International Developed Market_Low_volatility,iShares Core MSCI International Developed Market_Low_change,iShares Core MSCI International Developed Market_Close_average,iShares Core MSCI International Developed Market_Close_max,iShares Core MSCI International Developed Market_Close_min,iShares Core MSCI International Developed Market_Close_volatility,iShares Core MSCI International Developed Market_Close_change
2018-04-22,58.8,58.8,58.8,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2018-04-29,58.92,58.92,58.92,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2018-05-06,59.73,59.73,59.73,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2018-05-13,59.5,59.5,59.5,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2018-05-20,58.38,58.38,58.38,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2018-05-27,58.66,58.66,58.66,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2018-06-03,58.83,58.83,58.83,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2018-06-10,57.66,57.66,57.66,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2018-06-17,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2018-06-24,55.2,55.2,55.2,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-07-01,56.85,56.85,56.85,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2018-07-08,56.64,56.64,56.64,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2018-07-15,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2018-07-22,57.58,57.58,57.58,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2018-07-29,56.48,56.48,56.48,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2018-08-05,55.66,55.66,55.66,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2018-08-12,55.79,55.79,55.79,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2018-08-19,56.84,56.84,56.84,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.84,56.84,56.84,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2018-08-26,56.54,56.54,56.54,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-09-02,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2018-09-09,56.18,56.18,56.18,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2018-09-16,57.36,57.36,57.36,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-09-23,57.05,57.05,57.05,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-09-30,54.94,54.94,54.94,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2018-10-07,53.21,53.21,53.21,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-10-14,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-10-21,51.78,51.78,51.78,0.0,0.0,51.83,51.83,51.83,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2018-10-28,52.79,52.79,52.79,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2018-11-04,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2018-11-11,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2018-11-18,52.08,52.08,52.08,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2018-11-25,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-12-02,50.32,50.32,50.32,0.0,0.0,50.43,50.43,50.43,0.0,0.0,49.68,49.68,49.68,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-12-09,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-12-16,47.78,47.78,47.78,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-12-23,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2018-12-30,49.94,49.94,49.94,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-01-06,50.52,50.52,50.52,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-01-13,51.77,51.77,51.77,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-01-20,51.55,51.55,51.55,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-01-27,52.32,52.32,52.32,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-02-03,51.71,51.71,51.71,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-02-10,52.9,52.9,52.9,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-02-17,53.94,53.94,53.94,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-02-24,54.06,54.06,54.06,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-03-03,53.01,53.01,53.01,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-03-10,54.47,54.47,54.47,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2019-03-17,53.65,53.65,53.65,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-03-24,54.7,54.7,54.7,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-03-31,55.33,55.33,55.33,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-04-07,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2019-04-14,55.58,55.58,55.58,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-04-21,55.54,55.54,55.54,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2019-04-28,54.8,54.8,54.8,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.67,54.67,54.67,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-05-05,53.54,53.54,53.54,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2019-05-12,53.79,53.79,53.79,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2019-05-19,54.03,54.03,54.03,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.86,53.86,53.86,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2019-05-26,53.05,53.05,53.05,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-06-02,54.82,54.82,54.82,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-06-09,53.3,53.3,53.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-06-16,54.73,54.73,54.73,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-06-23,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-06-30,55.07,55.07,55.07,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2019-07-07,55.13,55.13,55.13,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-07-14,54.9,54.9,54.9,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-07-21,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-07-28,52.63,52.63,52.63,0.0,0.0,52.73,52.73,52.73,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-08-04,52.64,52.64,52.64,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-08-11,52.69,52.69,52.69,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2019-08-18,52.5,52.5,52.5,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-08-25,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-09-01,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2019-09-08,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2019-09-15,54.74,54.74,54.74,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2019-09-22,54.54,54.54,54.54,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-09-29,53.85,53.85,53.85,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2019-10-06,54.77,54.77,54.77,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-10-13,55.93,55.93,55.93,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2019-10-20,56.27,56.27,56.27,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-10-27,57.29,57.29,57.29,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2019-11-03,57.0,57.0,57.0,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-11-10,57.19,57.19,57.19,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2019-11-17,57.24,57.24,57.24,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2019-11-24,57.14,57.14,57.14,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2019-12-01,57.51,57.51,57.51,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-12-08,58.15,58.15,58.15,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2019-12-15,57.86,57.86,57.86,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-12-22,58.36,58.36,58.36,0.0,0.0,58.4,58.4,58.4,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-12-29,57.96,57.96,57.96,0.0,0.0,58.34,58.34,58.34,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.1,58.1,58.1,0.0,0.0
