Date,Fidelity MSCI Utilities_Open_average,Fidelity MSCI Utilities_Open_max,Fidelity MSCI Utilities_Open_min,Fidelity MSCI Utilities_Open_volatility,Fidelity MSCI Utilities_Open_change,Fidelity MSCI Utilities_High_average,Fidelity MSCI Utilities_High_max,Fidelity MSCI Utilities_High_min,Fidelity MSCI Utilities_High_volatility,Fidelity MSCI Utilities_High_change,Fidelity MSCI Utilities_Low_average,Fidelity MSCI Utilities_Low_max,Fidelity MSCI Utilities_Low_min,Fidelity MSCI Utilities_Low_volatility,Fidelity MSCI Utilities_Low_change,Fidelity MSCI Utilities_Close_average,Fidelity MSCI Utilities_Close_max,Fidelity MSCI Utilities_Close_min,Fidelity MSCI Utilities_Close_volatility,Fidelity MSCI Utilities_Close_change
2018-01-14,32.9,32.9,32.9,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2018-01-21,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-01-28,32.55,32.55,32.55,0.0,0.0,32.86,32.86,32.86,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-02-04,31.88,31.88,31.88,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-02-11,32.45,32.45,32.45,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-02-18,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-02-25,31.86,31.86,31.86,0.0,0.0,32.59,32.59,32.59,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-03-04,32.25,32.25,32.25,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-03-11,32.77,32.77,32.77,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-03-18,32.15,32.15,32.15,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-03-25,33.07,33.07,33.07,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-04-01,32.99,32.99,32.99,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-04-08,32.67,32.67,32.67,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.67,32.67,32.67,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2018-04-15,33.01,33.01,33.01,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-04-22,34.0,34.0,34.0,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2018-04-29,33.95,33.95,33.95,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-05-06,33.31,33.31,33.31,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-05-13,32.46,32.46,32.46,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-05-20,33.25,33.25,33.25,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2018-05-27,33.26,33.26,33.26,0.0,0.0,33.41,33.41,33.41,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-06-03,32.29,32.29,32.29,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-06-10,32.71,32.71,32.71,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2018-06-17,33.62,33.62,33.62,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.62,33.62,33.62,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-06-24,34.24,34.24,34.24,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-07-01,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-07-08,34.61,34.61,34.61,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-07-15,34.5,34.5,34.5,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-07-22,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-07-29,35.11,35.11,35.11,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-08-05,35.02,35.02,35.02,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-08-12,36.0,36.0,36.0,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-08-19,35.45,35.45,35.45,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2018-08-26,35.47,35.47,35.47,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2018-09-02,35.75,35.75,35.75,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-09-09,35.79,35.79,35.79,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-09-16,35.0,35.0,35.0,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-09-23,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2018-09-30,35.47,35.47,35.47,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-10-07,34.88,34.88,34.88,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2018-10-14,36.01,36.01,36.01,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-10-21,35.19,35.19,35.19,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-10-28,35.13,35.13,35.13,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2018-11-04,35.9,35.9,35.9,0.0,0.0,36.48,36.48,36.48,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-11-11,36.17,36.17,36.17,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2018-11-18,35.8,35.8,35.8,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-11-25,36.63,36.63,36.63,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-12-02,37.19,37.19,37.19,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.58,36.58,36.58,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-12-09,37.41,37.41,37.41,0.0,0.0,37.47,37.47,37.47,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-12-16,35.39,35.39,35.39,0.0,0.0,35.52,35.52,35.52,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-12-23,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-12-30,34.59,34.59,34.59,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-01-06,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-01-13,35.17,35.17,35.17,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-01-20,35.26,35.26,35.26,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-01-27,35.92,35.92,35.92,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.61,35.61,35.61,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-02-03,36.7,36.7,36.7,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-02-10,36.73,36.73,36.73,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-02-17,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-02-24,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-03-03,37.95,37.95,37.95,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-03-10,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-03-17,38.46,38.46,38.46,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-03-24,38.32,38.32,38.32,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-03-31,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.96,37.96,37.96,0.0,0.0
