Date,NuShares ESG Mid-Cap ValueEtf_Open_average,NuShares ESG Mid-Cap ValueEtf_Open_max,NuShares ESG Mid-Cap ValueEtf_Open_min,NuShares ESG Mid-Cap ValueEtf_Open_volatility,NuShares ESG Mid-Cap ValueEtf_Open_change,NuShares ESG Mid-Cap ValueEtf_High_average,NuShares ESG Mid-Cap ValueEtf_High_max,NuShares ESG Mid-Cap ValueEtf_High_min,NuShares ESG Mid-Cap ValueEtf_High_volatility,NuShares ESG Mid-Cap ValueEtf_High_change,NuShares ESG Mid-Cap ValueEtf_Low_average,NuShares ESG Mid-Cap ValueEtf_Low_max,NuShares ESG Mid-Cap ValueEtf_Low_min,NuShares ESG Mid-Cap ValueEtf_Low_volatility,NuShares ESG Mid-Cap ValueEtf_Low_change,NuShares ESG Mid-Cap ValueEtf_Close_average,NuShares ESG Mid-Cap ValueEtf_Close_max,NuShares ESG Mid-Cap ValueEtf_Close_min,NuShares ESG Mid-Cap ValueEtf_Close_volatility,NuShares ESG Mid-Cap ValueEtf_Close_change
2018-05-27,27.75,27.75,27.75,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-06-03,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-06-10,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-06-17,28.65,28.65,28.65,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2018-06-24,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-07-01,28.48,28.48,28.48,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-07-08,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-07-15,28.59,28.59,28.59,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2018-07-22,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-07-29,28.6,28.6,28.6,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-08-05,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-08-12,28.67,28.67,28.67,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-08-19,28.72,28.72,28.72,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-08-26,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-09-02,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2018-09-09,28.98,28.98,28.98,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-09-16,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-09-23,28.69,28.69,28.69,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-09-30,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2018-10-07,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-10-14,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-10-21,26.42,26.42,26.42,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-10-28,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-11-04,27.99,27.99,27.99,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-11-11,27.6,27.6,27.6,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-11-18,27.03,27.03,27.03,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-11-25,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-12-02,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2018-12-09,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2018-12-16,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-12-23,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-12-30,23.97,23.97,23.97,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-01-06,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-01-13,25.8,25.8,25.8,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-01-20,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-01-27,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-02-03,26.62,26.62,26.62,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-02-10,27.15,27.15,27.15,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-02-17,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-02-24,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-03-03,26.77,26.77,26.77,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-03-10,27.41,27.41,27.41,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-03-17,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-03-24,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-03-31,28.07,28.07,28.07,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-04-07,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-04-14,28.16,28.16,28.16,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-04-21,28.16,28.16,28.16,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2019-04-28,28.37,28.37,28.37,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-05-05,27.73,27.73,27.73,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-05-12,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-05-19,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-05-26,26.69,26.69,26.69,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-06-02,27.93,27.93,27.93,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-06-09,28.04,28.04,28.04,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-06-16,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-06-23,28.31,28.31,28.31,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-06-30,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-07-07,28.85,28.85,28.85,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-07-14,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-07-21,29.0,29.0,29.0,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-07-28,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-08-04,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-08-11,27.14,27.14,27.14,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-08-18,27.57,27.57,27.57,0.0,0.0,27.61,27.61,27.61,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-08-25,27.78,27.78,27.78,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-09-01,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-09-08,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-09-15,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-09-22,29.12,29.12,29.12,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-09-29,28.43,28.43,28.43,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-10-06,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-10-13,28.99,28.99,28.99,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-10-20,29.35,29.35,29.35,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-10-27,29.82,29.82,29.82,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-11-03,30.21,30.21,30.21,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-11-10,30.16,30.16,30.16,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-11-17,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-11-24,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-12-01,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-12-08,30.46,30.46,30.46,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-12-15,30.86,30.86,30.86,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-12-22,30.34,30.34,30.34,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-12-29,30.0,30.0,30.0,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.02,30.02,30.02,0.0,0.0
