Date,CEI_Open_average,CEI_Open_max,CEI_Open_min,CEI_Open_volatility,CEI_Open_change,CEI_High_average,CEI_High_max,CEI_High_min,CEI_High_volatility,CEI_High_change,CEI_Low_average,CEI_Low_max,CEI_Low_min,CEI_Low_volatility,CEI_Low_change,CEI_Close_average,CEI_Close_max,CEI_Close_min,CEI_Close_volatility,CEI_Close_change,CEI_Volume_average,CEI_Volume_max,CEI_Volume_min,CEI_Volume_volatility,CEI_Volume_change
2018-01-14,100332.03125,108671.875,94218.75,14453.125,-14453.125,101289.0625,108671.875,95703.125,12968.75,-12968.75,95800.78125,98593.75,93828.125,4765.625,-4765.625,96621.09375,99843.75,93984.375,5859.375,-5859.375,10,17,5,12,-10
2018-01-21,100718.75,102500.0,99218.75,3281.25,-3281.25,101015.625,103828.125,99218.75,4609.375,-4609.375,95437.5,97656.25,94531.25,3125.0,-156.25,97173.4376,99453.125,95710.93800000001,3742.186999999991,-3359.375,23,33,16,17,-16
2018-01-28,91359.375,97265.625,88281.25,8984.375,-8984.375,94046.875,97265.625,91718.75,5546.875,-1562.5,87218.75,91406.25,82578.125,8828.125,-5468.75,90468.75,94921.875,86328.125,8593.75,1875.0,25,47,1,46,-46
2018-02-04,96562.5,100781.25,93750.0,7031.25,1953.125,100109.375,107421.875,95312.5,12109.375,-10546.875,91843.75,93750.0,87500.0,6250.0,3125.0,96156.25,100000.0,93359.375,6640.625,-3593.75,27,49,1,48,35
2018-02-11,96890.625,101562.5,89843.75,11718.75,-11718.75,98359.375,102734.375,90625.0,12109.375,-10937.5,90843.75,94531.25,85937.5,8593.75,-6875.0,93531.25,100000.0,88671.875,11328.125,-6640.625,20,40,1,39,-12
2018-02-18,81562.5,86718.75,74609.375,12109.375,-12109.375,82187.5,88984.375,74609.375,14375.0,-14375.0,73164.0625,81250.0,64062.5,17187.5,-12031.25,75820.3125,84765.625,68671.875,16093.75,-13593.75,29,47,1,46,-3
2018-02-25,71578.125,84609.375,61484.375,23125.0,13515.625,76109.375,88906.25,66406.25,22500.0,17812.5,65234.375,74609.375,58593.75,16015.625,9765.625,70312.5,78984.375,62109.375,16875.0,11171.875,15,45,1,44,-26
2018-03-04,48312.5,57812.5,35937.5,21875.0,-20625.0,52125.0,69687.5,37812.5,31875.0,-31875.0,42687.5,54687.5,32187.5,22500.0,-22500.0,44805.0,59343.75,35306.25,24037.5,-24037.5,3,4,2,2,-2
2018-03-11,32481.25,35937.5,28031.25,7906.25,-3218.75,34000.0,37500.0,28750.0,8750.0,-8750.0,29344.375,32187.5,25312.5,6875.0,-4690.625,31181.25,35000.0,25312.5,9687.5,-9687.5,2,3,1,2,-1
2018-03-18,29730.625,34687.5,23653.125,11034.375,5625.0,35437.5,45000.0,25937.5,19062.5,5625.0,26680.0,30312.5,22500.0,7812.5,4928.125,29813.75,34687.5,23515.625,11171.875,3912.5,8,19,1,18,2
2018-03-25,26117.96875,27156.25,25000.0,2156.25,-2156.25,26321.09375,27968.75,25000.0,2968.75,-2968.75,24290.625,25625.0,23437.5,2187.5,-2143.75,24693.7265,26040.625,23937.406000000003,2103.2189999999973,-1984.375,18,49,1,48,20
2018-04-01,21048.125,25256.25,18750.0,6506.25,-6506.25,22426.25,25312.5,19375.0,5937.5,-5881.25,18950.0,20312.5,17812.5,2500.0,-1681.25,19748.75,21787.5,18450.0,3337.5,-3193.75,11,47,1,46,0
