Date,TSN_Open_average,TSN_Open_max,TSN_Open_min,TSN_Open_volatility,TSN_Open_change,TSN_High_average,TSN_High_max,TSN_High_min,TSN_High_volatility,TSN_High_change,TSN_Low_average,TSN_Low_max,TSN_Low_min,TSN_Low_volatility,TSN_Low_change,TSN_Close_average,TSN_Close_max,TSN_Close_min,TSN_Close_volatility,TSN_Close_change,TSN_Volume_average,TSN_Volume_max,TSN_Volume_min,TSN_Volume_volatility,TSN_Volume_change
2018-01-14,79.556,80.29,78.94,1.3500000000000085,0.45000000000000284,80.292,80.99,79.23,1.759999999999991,0.5599999999999881,79.024,80.11,78.22,1.8900000000000006,1.5499999999999972,79.576,80.89,78.67,2.219999999999999,2.219999999999999,2241891,2538157,1519210,1018947,-1008307
2018-01-21,80.428,81.45,79.86,1.5900000000000034,-0.980000000000004,80.744,81.51,80.09,1.4200000000000017,-1.3999999999999915,79.564,80.7,78.83,1.8700000000000045,-1.8700000000000045,79.958,81.13,78.91,2.219999999999999,-2.219999999999999,1650930,2147058,1302578,844480,429486
2018-01-28,76.59,78.91,74.34,4.569999999999993,-4.390000000000001,77.106,79.47,74.99,4.480000000000004,-4.480000000000004,75.164,78.42,72.81,5.609999999999999,-5.609999999999999,75.696,78.89,73.23,5.659999999999997,-5.659999999999997,2891603,6010017,963675,5046342,1945871
2018-02-04,74.56,75.92,73.23,2.6899999999999977,1.7800000000000011,75.606,77.62,74.46,3.160000000000011,1.0800000000000125,73.182,73.85,72.5,1.3499999999999943,1.3499999999999943,74.178,74.87,73.38,1.490000000000009,0.3400000000000034,3126233,4373200,2216563,2156637,-696154
2018-02-11,75.165,75.89,74.53,1.3599999999999994,1.1200000000000045,75.9625,76.71,75.05,1.6599999999999966,1.6599999999999966,74.57,75.53,74.09,1.4399999999999977,1.4399999999999977,75.61500000000001,76.01,74.73,1.2800000000000011,1.2800000000000011,2119507,2989780,1492953,1496827,-294951
2018-02-18,75.368,76.02,74.7,1.3199999999999932,-0.5999999999999943,76.012,77.31,75.13,2.180000000000007,-0.6299999999999955,74.71,75.36,74.06,1.2999999999999972,-0.4399999999999977,75.402,76.13,74.69,1.4399999999999977,-0.4200000000000017,2268346,3403152,1186771,2216381,-1516392
2018-02-25,74.302,76.0,73.14,2.8599999999999994,-2.75,74.776,76.2,73.77,2.430000000000007,-2.4200000000000017,73.402,74.54,72.86,1.6800000000000068,-1.6500000000000057,73.922,74.56,73.42,1.1400000000000006,-0.960000000000008,2564133,3838976,1639631,2199345,2199345
2018-03-04,74.62,75.75,73.63,2.1200000000000045,1.8799999999999955,75.212,76.32,74.41,1.9099999999999966,1.9099999999999966,74.20400000000001,75.23,73.26,1.9699999999999989,1.9200000000000017,74.902,75.69,74.05,1.6400000000000006,1.2199999999999989,2189488,3732834,1512610,2220224,-1190635
2018-03-11,75.028,75.95,73.78,2.1700000000000017,-1.210000000000008,75.564,76.55,74.39,2.1599999999999966,-1.1599999999999966,74.34,75.4,73.55,1.8500000000000085,-1.5200000000000102,74.626,75.62,73.73,1.8900000000000006,-1.490000000000009,1692368,2595222,1146968,1448254,18339
2018-03-18,73.274,74.3,72.23,2.069999999999993,-2.069999999999993,74.104,74.6,73.45,1.1499999999999915,-0.46999999999999886,72.60600000000001,73.64,71.4,2.239999999999995,-1.4099999999999966,73.178,74.02,71.54,2.4799999999999898,-0.0799999999999983,1817499,2336810,1164886,1171924,1063910
2018-03-25,73.365,74.3,71.76,2.539999999999992,-2.539999999999992,73.9325,75.15,71.97,3.180000000000007,-3.180000000000007,71.89,73.72,68.03,5.689999999999998,-5.689999999999998,72.1975,74.03,68.64,5.390000000000001,-5.390000000000001,2894906,4966383,2116177,2850206,2641474
2018-04-01,70.314,72.0,68.62,3.3799999999999955,1.7999999999999972,71.484,72.13,70.32,1.8100000000000023,0.8600000000000136,69.574,70.39,68.3,2.0900000000000034,1.6000000000000085,70.56400000000001,71.54,69.93,1.6099999999999994,0.3399999999999892,2868610,3630070,1581129,2048941,-2048941
2018-04-08,70.642,71.11,70.2,0.9099999999999966,-0.5699999999999932,71.074,71.64,70.52,1.1200000000000045,0.269999999999996,70.086,70.39,69.81,0.5799999999999983,-0.060000000000002274,70.608,71.29,70.15,1.1400000000000006,0.5800000000000125,1546649,1642952,1473821,169131,-96823
2018-04-15,70.678,71.5,69.44,2.0600000000000023,-2.0,70.998,71.64,70.24,1.4000000000000057,-1.4000000000000057,69.842,70.97,68.48,2.489999999999995,-2.489999999999995,70.47,71.45,69.2,2.25,-1.230000000000004,1652269,2127143,1105970,1021173,508260
2018-04-22,70.766,71.29,70.23,1.0600000000000023,0.8100000000000023,71.394,71.75,70.8,0.9500000000000028,0.7199999999999989,70.172,70.83,69.89,0.9399999999999977,0.04999999999999716,70.658,71.35,70.1,1.25,-0.27000000000001023,1559352,2159636,1002976,1156660,-62305
