Date,First Trust Nasdaq Bank_Open_average,First Trust Nasdaq Bank_Open_max,First Trust Nasdaq Bank_Open_min,First Trust Nasdaq Bank_Open_volatility,First Trust Nasdaq Bank_Open_change,First Trust Nasdaq Bank_High_average,First Trust Nasdaq Bank_High_max,First Trust Nasdaq Bank_High_min,First Trust Nasdaq Bank_High_volatility,First Trust Nasdaq Bank_High_change,First Trust Nasdaq Bank_Low_average,First Trust Nasdaq Bank_Low_max,First Trust Nasdaq Bank_Low_min,First Trust Nasdaq Bank_Low_volatility,First Trust Nasdaq Bank_Low_change,First Trust Nasdaq Bank_Close_average,First Trust Nasdaq Bank_Close_max,First Trust Nasdaq Bank_Close_min,First Trust Nasdaq Bank_Close_volatility,First Trust Nasdaq Bank_Close_change
2018-01-14,31.23,31.23,31.23,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2018-01-21,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-01-28,31.8,31.8,31.8,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-02-04,29.98,29.98,29.98,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.13,29.13,29.13,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-02-11,31.55,31.55,31.55,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-02-18,31.32,31.32,31.32,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-02-25,30.48,30.48,30.48,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.25,30.25,30.25,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-03-04,31.7,31.7,31.7,0.0,0.0,32.23,32.23,32.23,0.0,0.0,31.7,31.7,31.7,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-03-11,31.52,31.52,31.52,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-03-18,29.86,29.86,29.86,0.0,0.0,30.07,30.07,30.07,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-03-25,29.46,29.46,29.46,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-04-01,29.42,29.42,29.42,0.0,0.0,29.67,29.67,29.67,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-04-08,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-04-15,29.51,29.51,29.51,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-04-22,29.75,29.75,29.75,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-04-29,29.3,29.3,29.3,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-05-06,30.62,30.62,30.62,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-05-13,30.67,30.67,30.67,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-05-20,30.2,30.2,30.2,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2018-05-27,29.81,29.81,29.81,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2018-06-03,30.43,30.43,30.43,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-06-10,29.57,29.57,29.57,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-06-17,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-06-24,28.76,28.76,28.76,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-07-01,28.62,28.62,28.62,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2018-07-08,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-07-15,28.99,28.99,28.99,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-07-22,29.36,29.36,29.36,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-07-29,29.64,29.64,29.64,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-08-05,29.57,29.57,29.57,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-08-12,29.7,29.7,29.7,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-08-19,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-08-26,29.65,29.65,29.65,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-09-02,29.76,29.76,29.76,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-09-09,28.77,28.77,28.77,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-09-16,29.44,29.44,29.44,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2018-09-23,28.02,28.02,28.02,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-09-30,28.47,28.47,28.47,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-10-07,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2018-10-14,26.27,26.27,26.27,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-10-21,24.94,24.94,24.94,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.82,24.82,24.82,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-10-28,26.69,26.69,26.69,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-11-04,26.8,26.8,26.8,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2018-11-11,26.48,26.48,26.48,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-11-18,26.15,26.15,26.15,0.0,0.0,26.33,26.33,26.33,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-11-25,26.68,26.68,26.68,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-12-02,25.31,25.31,25.31,0.0,0.0,25.64,25.64,25.64,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-12-09,23.37,23.37,23.37,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-12-16,21.69,21.69,21.69,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-12-23,22.09,22.09,22.09,0.0,0.0,22.38,22.38,22.38,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-12-30,22.89,22.89,22.89,0.0,0.0,23.32,23.32,23.32,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-01-06,23.35,23.35,23.35,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-01-13,25.08,25.08,25.08,0.0,0.0,25.41,25.41,25.41,0.0,0.0,24.8,24.8,24.8,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-01-20,25.48,25.48,25.48,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-01-27,25.22,25.22,25.22,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-02-03,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-02-10,25.82,25.82,25.82,0.0,0.0,26.31,26.31,26.31,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-02-17,26.62,26.62,26.62,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-02-24,26.77,26.77,26.77,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-03-03,25.49,25.49,25.49,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-03-10,26.34,26.34,26.34,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-03-17,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-03-24,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-03-31,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-04-07,25.76,25.76,25.76,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-04-14,25.96,25.96,25.96,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-04-21,26.02,26.02,26.02,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-04-28,26.62,26.62,26.62,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-05-05,25.83,25.83,25.83,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-05-12,24.9,24.9,24.9,0.0,0.0,25.33,25.33,25.33,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-05-19,24.8,24.8,24.8,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-05-26,23.94,23.94,23.94,0.0,0.0,24.13,24.13,24.13,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-06-02,24.83,24.83,24.83,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2019-06-09,24.62,24.62,24.62,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-06-16,24.68,24.68,24.68,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-06-23,25.2,25.2,25.2,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-06-30,25.68,25.68,25.68,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-07-07,25.69,25.69,25.69,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-07-14,25.57,25.57,25.57,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-07-21,26.21,26.21,26.21,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-07-28,25.3,25.3,25.3,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-08-04,24.49,24.49,24.49,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-08-11,23.36,23.36,23.36,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-08-18,23.81,23.81,23.81,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-08-25,24.16,24.16,24.16,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.13,24.13,24.13,0.0,0.0
