Date,EE_Open_average,EE_Open_max,EE_Open_min,EE_Open_volatility,EE_Open_change,EE_High_average,EE_High_max,EE_High_min,EE_High_volatility,EE_High_change,EE_Low_average,EE_Low_max,EE_Low_min,EE_Low_volatility,EE_Low_change,EE_Close_average,EE_Close_max,EE_Close_min,EE_Close_volatility,EE_Close_change,EE_Volume_average,EE_Volume_max,EE_Volume_min,EE_Volume_volatility,EE_Volume_change
2018-01-14,51.45,51.9,51.15,0.75,0.6499999999999986,51.989999999999995,52.3,51.55,0.75,0.75,51.08,51.5,50.7,0.7999999999999972,0.7999999999999972,51.5,51.9,51.0,0.8999999999999986,0.6499999999999986,243594,284403,204918,79485,-57136
2018-01-21,51.75,52.25,51.5,0.75,-0.14999999999999858,51.974,52.25,51.5,0.75,-0.6199999999999974,51.236,51.48,50.95,0.529999999999994,-0.529999999999994,51.58,52.05,51.15,0.8999999999999986,-0.6000000000000014,187612,275797,140031,135766,-67836
2018-01-28,51.41,52.05,50.9,1.1499999999999986,-0.30000000000000426,51.936,52.38,51.45,0.9299999999999997,-0.5499999999999972,50.98,51.4,50.2,1.1999999999999957,-0.9499999999999957,51.31,52.2,50.25,1.9500000000000028,-1.3500000000000014,269265,325970,229761,96209,80966
2018-02-04,49.87,50.75,49.55,1.2000000000000028,0.8999999999999986,50.44,51.1,49.85,1.25,1.1000000000000014,49.14,49.7,48.15,1.5500000000000043,1.5500000000000043,50.03,50.75,49.5,1.25,1.2000000000000028,338511,483862,172118,311744,42788
2018-02-11,50.5375,50.9,50.15,0.75,0.29999999999999716,51.075,51.45,50.75,0.7000000000000028,0.30000000000000426,50.175,50.7,49.85,0.8500000000000014,0.7000000000000028,50.7375,51.3,50.0,1.2999999999999972,0.5,374755,467716,260798,206918,-51551
2018-02-18,50.32,51.1,49.8,1.3000000000000043,-0.45000000000000284,50.83,51.4,50.15,1.25,-0.6499999999999986,49.96,50.35,49.65,0.7000000000000028,0.20000000000000284,50.199999999999996,50.55,49.8,0.75,0.25,273757,475965,198265,277700,64116
2018-02-25,49.06,50.45,48.4,2.0500000000000043,-2.0500000000000043,49.77,51.35,48.95,2.3999999999999986,-1.75,48.41,49.05,48.05,1.0,-0.7999999999999972,48.85,49.4,48.6,0.7999999999999972,0.3500000000000014,250131,313053,195491,117562,52943
2018-03-04,48.839999999999996,49.45,48.5,0.9500000000000028,-0.9500000000000028,49.04,49.45,48.8,0.6500000000000057,-0.3500000000000014,48.346,48.5,48.05,0.45000000000000284,0.14999999999999858,48.64,48.75,48.5,0.25,0.10000000000000142,281768,351663,241254,110409,-56562
2018-03-11,48.89,49.6,48.55,1.0500000000000043,0.7000000000000028,49.344,49.6,49.0,0.6000000000000014,0.3500000000000014,48.589999999999996,49.1,48.25,0.8500000000000014,0.8500000000000014,49.0,49.6,48.35,1.25,1.1000000000000014,364593,569298,194481,374817,-374817
2018-03-18,49.43,49.9,48.95,0.9499999999999957,-0.5,50.1,50.7,49.75,0.9500000000000028,0.10000000000000142,49.05,49.35,48.8,0.5500000000000043,-0.25,49.42,49.75,48.85,0.8999999999999986,0.3999999999999986,240776,324087,143977,180110,72438
