Date,CM_Open_average,CM_Open_max,CM_Open_min,CM_Open_volatility,CM_Open_change,CM_High_average,CM_High_max,CM_High_min,CM_High_volatility,CM_High_change,CM_Low_average,CM_Low_max,CM_Low_min,CM_Low_volatility,CM_Low_change,CM_Close_average,CM_Close_max,CM_Close_min,CM_Close_volatility,CM_Close_change,CM_Volume_average,CM_Volume_max,CM_Volume_min,CM_Volume_volatility,CM_Volume_change
2018-01-14,98.756,99.05,98.43,0.6199999999999903,-0.5299999999999869,99.03,99.64,98.7,0.9399999999999977,-0.1599999999999966,97.992,98.21,97.84,0.36999999999999034,-0.04000000000000625,98.424,99.04,97.95,1.0900000000000034,-0.23000000000000398,383852,438200,336662,101538,-87384
2018-01-21,98.838,99.38,98.08,1.2999999999999972,0.5400000000000063,99.066,99.53,98.52,1.0100000000000051,0.29999999999999716,98.072,98.37,97.19,1.1800000000000068,1.0799999999999983,98.71,99.1,98.45,0.6499999999999915,0.14000000000000057,291193,359369,201267,158102,-39524
2018-01-28,97.758,99.05,94.69,4.359999999999999,-3.8500000000000085,97.894,99.23,94.75,4.480000000000004,-4.090000000000003,96.584,98.59,92.09,6.5,-6.159999999999997,96.892,99.02,92.33,6.689999999999998,-6.320000000000007,410520,707880,237695,470185,404225
2018-02-04,91.716,93.03,90.57,2.460000000000008,0.04000000000000625,92.296,93.2,90.57,2.6300000000000097,-1.6200000000000045,90.376,92.45,89.12,3.3299999999999983,0.14000000000000057,91.368,92.81,90.16,2.6500000000000057,-1.8200000000000074,462081,614825,356283,258542,-247654
2018-02-11,91.5675,92.78,90.7,2.0799999999999983,1.1899999999999977,92.33500000000001,93.09,91.42,1.6700000000000017,0.7800000000000011,90.9475,91.66,90.14,1.519999999999996,0.9699999999999989,91.86,92.41,91.06,1.3499999999999943,0.5099999999999909,319372,408649,266597,142052,20479
2018-02-18,92.66199999999999,94.08,91.07,3.010000000000005,3.010000000000005,93.236,94.16,91.58,2.5799999999999983,2.5,91.826,93.11,90.72,2.3900000000000006,2.3900000000000006,92.472,93.96,90.88,3.0799999999999983,2.8599999999999994,565372,806224,357347,448877,-145072
2018-02-25,91.52,93.65,88.72,4.930000000000007,-4.780000000000001,91.894,93.94,89.81,4.1299999999999955,-4.1299999999999955,90.606,93.19,88.61,4.579999999999998,-4.579999999999998,91.01,93.43,89.59,3.8400000000000034,-3.8400000000000034,478495,643185,335123,308062,118035
2018-03-04,91.014,92.14,89.76,2.3799999999999955,1.769999999999996,91.548,92.46,90.74,1.7199999999999989,1.7199999999999989,90.662,91.76,89.73,2.030000000000001,1.7600000000000051,91.31,92.05,90.63,1.4200000000000017,1.269999999999996,345095,384575,282933,101642,-101642
2018-03-11,90.87,92.07,89.52,2.549999999999997,-2.549999999999997,91.118,92.24,89.99,2.25,-2.25,90.09400000000001,90.97,89.09,1.8799999999999955,-1.769999999999996,90.296,91.2,89.56,1.6400000000000006,-1.3900000000000006,415831,567408,293690,273718,91806
2018-03-18,90.216,91.1,89.32,1.7800000000000011,-0.4100000000000108,90.608,91.84,89.32,2.5200000000000102,-0.730000000000004,89.192,90.31,88.28,2.030000000000001,-1.1299999999999955,89.69800000000001,91.34,88.59,2.75,-0.8100000000000023,775179,1326806,491340,835466,-4707
2018-03-25,87.925,88.28,87.5,0.7800000000000011,0.1599999999999966,88.355,88.44,88.28,0.1599999999999966,-0.1599999999999966,87.075,87.44,86.64,0.7999999999999972,-0.6500000000000057,87.655,88.28,87.33,0.9500000000000028,-0.3200000000000074,502637,675714,407234,268480,-268480
2018-04-01,87.638,88.01,86.8,1.210000000000008,-0.29999999999999716,88.39,88.78,87.75,1.0300000000000011,0.5100000000000051,87.072,87.55,86.17,1.3799999999999955,-0.04999999999999716,87.856,88.57,87.27,1.2999999999999972,0.3199999999999932,390939,453001,313944,139057,-86998
2018-04-08,88.476,89.05,87.93,1.1199999999999903,-1.1199999999999903,88.584,89.24,88.0,1.2399999999999949,-1.2399999999999949,87.866,88.65,87.21,1.440000000000012,-1.1700000000000017,88.05199999999999,88.78,87.37,1.4099999999999966,-0.960000000000008,279717,329186,238417,90769,-36324
2018-04-15,87.546,88.26,86.33,1.9300000000000068,-1.8500000000000085,87.818,88.67,86.46,2.210000000000008,-2.200000000000003,87.02,88.06,85.94,2.1200000000000045,-2.1200000000000045,87.17,88.1,86.18,1.9199999999999875,-1.9199999999999875,278239,345044,223039,122005,67362
2018-04-22,86.626,87.45,85.66,1.7900000000000063,0.9200000000000017,87.154,87.68,86.41,1.2700000000000102,1.0800000000000125,86.366,87.04,85.55,1.490000000000009,1.2700000000000102,86.706,87.25,85.98,1.269999999999996,1.0699999999999932,267653,321951,185954,135997,-61198
2018-04-29,87.09,87.64,86.72,0.9200000000000017,0.7000000000000028,87.572,88.11,87.25,0.8599999999999994,0.8599999999999994,86.75,87.46,86.27,1.1899999999999977,1.0,87.352,87.94,86.99,0.9500000000000028,0.789999999999992,229782,325479,169034,156445,-156445
2018-05-06,89.118,90.19,87.71,2.480000000000004,2.480000000000004,89.59,91.0,87.84,3.1599999999999966,3.1599999999999966,88.848,90.19,87.25,2.9399999999999977,2.9399999999999977,89.452,90.73,87.84,2.8900000000000006,2.8900000000000006,254395,359682,198662,161020,-1837
2018-05-13,90.668,91.14,90.08,1.0600000000000023,0.6700000000000017,91.106,91.51,90.66,0.8500000000000085,0.3200000000000074,90.344,90.8,89.91,0.8900000000000006,0.46000000000000796,90.826,91.2,90.32,0.8800000000000097,0.4000000000000057,182833,219048,139844,79204,-79204
2018-05-20,90.0225,91.23,88.72,2.510000000000005,-2.510000000000005,90.41,91.82,89.04,2.779999999999987,-2.779999999999987,89.155,91.19,88.35,2.8400000000000034,-2.8400000000000034,89.6725,91.28,88.55,2.730000000000004,-2.730000000000004,427265,777315,210131,567184,-153855
2018-05-27,87.626,87.7,87.5,0.20000000000000284,0.0800000000000125,87.798,88.01,87.65,0.35999999999999943,0.28000000000000114,86.758,87.03,86.24,0.7900000000000063,0.7900000000000063,87.248,87.72,86.68,1.039999999999992,0.5899999999999892,305154,494939,199382,295557,-264899
2018-06-03,88.204,88.68,87.24,1.440000000000012,1.1400000000000006,88.698,89.1,87.39,1.7099999999999937,1.7099999999999937,87.942,88.37,86.8,1.5700000000000074,1.5700000000000074,88.342,89.07,87.23,1.8399999999999892,1.3199999999999932,282287,436880,179527,257353,257353
2018-06-10,88.236,89.34,87.08,2.260000000000005,-1.460000000000008,88.538,89.34,87.56,1.7800000000000011,-1.230000000000004,87.818,88.61,87.0,1.6099999999999994,-1.3400000000000034,88.086,89.13,87.29,1.8399999999999892,-1.0499999999999972,255542,327958,201259,126699,7662
2018-06-17,87.578,88.35,86.86,1.4899999999999949,1.4899999999999949,88.038,88.66,87.31,1.3499999999999943,1.0499999999999972,87.216,87.9,86.67,1.230000000000004,0.23999999999999488,87.63199999999999,88.58,86.96,1.6200000000000045,0.20000000000000284,239298,315834,187716,128118,62484
2018-06-24,86.5,87.33,85.77,1.5600000000000023,-0.7600000000000051,86.904,87.92,86.09,1.8299999999999983,-1.1099999999999994,86.09,87.0,85.47,1.5300000000000011,-1.0499999999999972,86.512,87.4,85.64,1.7600000000000051,-0.7900000000000063,276944,354303,187188,167115,-86126
2018-07-01,87.4675,88.34,87.0,1.3400000000000034,1.3400000000000034,88.03,88.64,87.33,1.3100000000000023,1.3100000000000023,87.36749999999999,88.24,86.71,1.5300000000000011,1.5300000000000011,87.695,88.3,87.05,1.25,1.25,195570,249187,166710,82477,82477
2018-07-08,88.16,88.44,87.95,0.4899999999999949,-0.18999999999999773,88.446,88.7,88.22,0.480000000000004,0.13000000000000966,87.69,88.18,87.27,0.9100000000000108,0.29000000000000625,88.112,88.46,87.52,0.9399999999999977,0.12999999999999545,200915,272037,146368,125669,-80773
2018-07-15,88.068,88.4,87.59,0.8100000000000023,-0.13000000000000966,88.302,88.75,87.82,0.9300000000000068,0.3499999999999943,87.72999999999999,88.21,87.25,0.9599999999999937,0.5,88.094,88.49,87.39,1.0999999999999943,0.30999999999998806,162445,172013,157032,14981,-2102
2018-07-22,89.712,90.73,88.75,1.980000000000004,1.980000000000004,90.336,91.5,89.04,2.4599999999999937,2.4599999999999937,89.59400000000001,90.73,88.51,2.219999999999999,2.219999999999999,90.116,91.02,88.85,2.1700000000000017,2.1700000000000017,457301,692032,276192,415840,-368303
2018-07-29,91.57,92.0,91.05,0.9500000000000028,0.7999999999999972,92.026,92.28,91.38,0.9000000000000057,0.710000000000008,91.196,91.68,90.78,0.9000000000000057,0.37000000000000455,91.774,91.95,91.23,0.7199999999999989,0.5999999999999943,217072,318495,149452,169043,-60472
2018-08-05,91.264,92.21,90.55,1.6599999999999966,-1.6599999999999966,91.77,92.46,91.21,1.25,-1.039999999999992,90.758,91.52,90.5,1.019999999999996,-0.010000000000005116,91.168,91.64,90.8,0.8400000000000034,0.12000000000000455,273442,355904,201648,154256,81096
2018-08-12,91.78,93.22,91.24,1.980000000000004,1.980000000000004,92.452,93.47,91.48,1.9899999999999949,1.3900000000000006,91.56,92.88,90.56,2.319999999999993,1.6400000000000006,92.236,93.38,91.12,2.259999999999991,1.3599999999999994,596427,897886,243595,654291,654291
