Date,FIS_Open_average,FIS_Open_max,FIS_Open_min,FIS_Open_volatility,FIS_Open_change,FIS_High_average,FIS_High_max,FIS_High_min,FIS_High_volatility,FIS_High_change,FIS_Low_average,FIS_Low_max,FIS_Low_min,FIS_Low_volatility,FIS_Low_change,FIS_Close_average,FIS_Close_max,FIS_Close_min,FIS_Close_volatility,FIS_Close_change,FIS_Volume_average,FIS_Volume_max,FIS_Volume_min,FIS_Volume_volatility,FIS_Volume_change
2018-01-14,98.004,98.63,97.77,0.8599999999999994,0.8299999999999983,98.436,99.2,97.97,1.230000000000004,0.8400000000000034,97.55,98.41,96.95,1.4599999999999937,1.4599999999999937,97.994,99.19,97.17,2.019999999999996,2.019999999999996,1366123,1627054,1111924,515130,-336660
2018-01-21,100.8,102.91,99.03,3.8799999999999955,3.8799999999999955,101.828,103.65,99.81,3.8400000000000034,3.8400000000000034,100.554,102.49,98.94,3.549999999999997,3.549999999999997,101.352,102.88,99.13,3.75,3.5600000000000023,1275579,1542895,971557,571338,276827
2018-01-28,101.896,102.67,100.59,2.0799999999999983,-1.769999999999996,102.554,103.18,101.41,1.7700000000000102,-1.6700000000000017,100.776,102.18,97.03,5.150000000000006,-5.150000000000006,101.028,102.66,97.2,5.459999999999994,-5.459999999999994,1700371,2636020,1222105,1413915,1413915
2018-02-04,95.414,96.82,93.39,3.4299999999999926,0.4200000000000017,96.902,98.21,95.72,2.489999999999995,0.1700000000000017,93.528,95.48,92.12,3.3599999999999994,2.450000000000003,95.082,96.77,92.74,4.030000000000001,-0.5699999999999932,3293270,5946276,1789938,4156338,-4156338
2018-02-11,95.905,96.54,95.08,1.460000000000008,1.460000000000008,96.8575,98.16,96.29,1.8699999999999903,1.8699999999999903,95.455,96.54,94.42,2.1200000000000045,2.1200000000000045,96.6375,97.82,96.0,1.8199999999999932,1.6499999999999915,1342790,1590831,1098098,492733,-46000
2018-02-18,98.21,100.01,97.24,2.7700000000000102,2.7700000000000102,99.404,101.1,98.01,3.089999999999989,3.089999999999989,97.696,99.71,96.29,3.4199999999999875,3.4199999999999875,98.448,99.92,97.15,2.769999999999996,2.6000000000000085,1777093,2315304,1215760,1099544,546733
2018-02-25,97.444,99.95,95.28,4.670000000000002,-3.710000000000008,98.794,100.22,97.06,3.1599999999999966,-0.5900000000000034,96.418,98.43,94.75,3.680000000000007,-2.190000000000012,97.614,99.59,95.96,3.6300000000000097,1.1500000000000057,1641835,2357011,1253399,1103612,1103612
2018-03-04,99.51,100.78,97.91,2.8700000000000045,0.960000000000008,100.14,101.59,98.75,2.8400000000000034,1.4099999999999966,98.89,100.3,97.79,2.509999999999991,1.8599999999999994,99.712,101.23,98.57,2.660000000000011,2.5200000000000102,1619402,2355197,1220650,1134547,935658
2018-03-11,100.534,101.22,100.28,0.9399999999999977,-0.8299999999999983,101.06,101.69,100.7,0.9899999999999949,-0.9899999999999949,99.866,100.26,99.38,0.8800000000000097,-0.6099999999999994,100.304,100.64,100.05,0.5900000000000034,-0.35999999999999943,1186754,1700811,715767,985044,-785405
2018-03-18,98.968,101.11,95.79,5.319999999999993,-4.549999999999997,99.482,101.74,96.35,5.390000000000001,-4.700000000000003,97.426,100.48,94.55,5.930000000000007,-5.299999999999997,98.008,100.92,94.86,6.060000000000002,-4.760000000000005,1469640,1942434,962596,979838,979838
2018-03-25,95.75750000000001,96.54,94.86,1.6800000000000068,-0.6400000000000006,96.645,97.21,96.01,1.1999999999999886,-0.22000000000001307,94.225,94.95,93.92,1.0300000000000011,-0.1599999999999966,95.2525,96.3,94.68,1.6199999999999903,0.029999999999986926,1644025,2329864,1244759,1085105,973098
