Date,ProShares UltraPro 3x Crude Oil_etf_Open_average,ProShares UltraPro 3x Crude Oil_etf_Open_max,ProShares UltraPro 3x Crude Oil_etf_Open_min,ProShares UltraPro 3x Crude Oil_etf_Open_volatility,ProShares UltraPro 3x Crude Oil_etf_Open_change,ProShares UltraPro 3x Crude Oil_etf_High_average,ProShares UltraPro 3x Crude Oil_etf_High_max,ProShares UltraPro 3x Crude Oil_etf_High_min,ProShares UltraPro 3x Crude Oil_etf_High_volatility,ProShares UltraPro 3x Crude Oil_etf_High_change,ProShares UltraPro 3x Crude Oil_etf_Low_average,ProShares UltraPro 3x Crude Oil_etf_Low_max,ProShares UltraPro 3x Crude Oil_etf_Low_min,ProShares UltraPro 3x Crude Oil_etf_Low_volatility,ProShares UltraPro 3x Crude Oil_etf_Low_change,ProShares UltraPro 3x Crude Oil_etf_Close_average,ProShares UltraPro 3x Crude Oil_etf_Close_max,ProShares UltraPro 3x Crude Oil_etf_Close_min,ProShares UltraPro 3x Crude Oil_etf_Close_volatility,ProShares UltraPro 3x Crude Oil_etf_Close_change
2018-04-01,43.07,43.07,43.07,0.0,0.0,43.48,43.48,43.48,0.0,0.0,39.73,39.73,39.73,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-04-08,50.43,50.43,50.43,0.0,0.0,51.49,51.49,51.49,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2018-04-15,51.78,51.78,51.78,0.0,0.0,53.85,53.85,53.85,0.0,0.0,51.33,51.33,51.33,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-04-22,52.31,52.31,52.31,0.0,0.0,53.47,53.47,53.47,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-04-29,53.78,53.78,53.78,0.0,0.0,57.19,57.19,57.19,0.0,0.0,53.71,53.71,53.71,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2018-05-06,60.26,60.26,60.26,0.0,0.0,60.86,60.86,60.86,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2018-05-13,60.99,60.99,60.99,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2018-05-20,54.39,54.39,54.39,0.0,0.0,54.47,54.47,54.47,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-05-27,48.21,48.21,48.21,0.0,0.0,49.42,49.42,49.42,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2018-06-03,47.15,47.15,47.15,0.0,0.0,47.9,47.9,47.9,0.0,0.0,45.65,45.65,45.65,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-06-10,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2018-06-17,49.72,49.72,49.72,0.0,0.0,52.53,52.53,52.53,0.0,0.0,48.77,48.77,48.77,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-06-24,62.0,62.0,62.0,0.0,0.0,63.56,63.56,63.56,0.0,0.0,61.97,61.97,61.97,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2018-07-01,57.42,57.42,57.42,0.0,0.0,60.55,60.55,60.55,0.0,0.0,57.36,57.36,57.36,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2018-07-08,54.63,54.63,54.63,0.0,0.0,57.39,57.39,57.39,0.0,0.0,54.3,54.3,54.3,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2018-07-15,51.52,51.52,51.52,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.39,50.39,50.39,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2018-07-22,54.42,54.42,54.42,0.0,0.0,54.96,54.96,54.96,0.0,0.0,51.48,51.48,51.48,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2018-07-29,52.54,52.54,52.54,0.0,0.0,52.96,52.96,52.96,0.0,0.0,50.36,50.36,50.36,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-08-05,49.11,49.11,49.11,0.0,0.0,50.17,50.17,50.17,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-08-12,47.14,47.14,47.14,0.0,0.0,47.15,47.15,47.15,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-08-19,54.17,54.17,54.17,0.0,0.0,54.84,54.84,54.84,0.0,0.0,52.44,52.44,52.44,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-08-26,56.44,56.44,56.44,0.0,0.0,56.99,56.99,56.99,0.0,0.0,55.5,55.5,55.5,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2018-09-02,50.05,50.05,50.05,0.0,0.0,51.87,51.87,51.87,0.0,0.0,49.49,49.49,49.49,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2018-09-09,53.69,53.69,53.69,0.0,0.0,56.16,56.16,56.16,0.0,0.0,51.86,51.86,51.86,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-09-16,59.45,59.45,59.45,0.0,0.0,61.34,61.34,61.34,0.0,0.0,56.92,56.92,56.92,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2018-09-23,62.37,62.37,62.37,0.0,0.0,66.28,66.28,66.28,0.0,0.0,62.22,62.22,62.22,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2018-09-30,67.99,67.99,67.99,0.0,0.0,70.0,70.0,70.0,0.0,0.0,66.43,66.43,66.43,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2018-10-07,60.27,60.27,60.27,0.0,0.0,60.4,60.4,60.4,0.0,0.0,57.83,57.83,57.83,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2018-10-14,55.36,55.36,55.36,0.0,0.0,56.46,56.46,56.46,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-10-21,48.92,48.92,48.92,0.0,0.0,51.6,51.6,51.6,0.0,0.0,48.36,48.36,48.36,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2018-10-28,41.79,41.79,41.79,0.0,0.0,42.69,42.69,42.69,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-11-04,34.9,34.9,34.9,0.0,0.0,36.55,36.55,36.55,0.0,0.0,34.38,34.38,34.38,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-11-11,30.78,30.78,30.78,0.0,0.0,31.5,31.5,31.5,0.0,0.0,28.28,28.28,28.28,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2018-11-18,21.15,21.15,21.15,0.0,0.0,21.52,21.52,21.52,0.0,0.0,20.01,20.01,20.01,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-11-25,19.42,19.42,19.42,0.0,0.0,21.1,21.1,21.1,0.0,0.0,18.74,18.74,18.74,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-12-02,23.38,23.38,23.38,0.0,0.0,24.05,24.05,24.05,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-12-09,21.7,21.7,21.7,0.0,0.0,21.71,21.71,21.71,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2018-12-16,13.8,13.8,13.8,0.0,0.0,14.44,14.44,14.44,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.63,13.63,13.63,0.0,0.0
2018-12-23,12.86,12.86,12.86,0.0,0.0,13.29,13.29,13.29,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2018-12-30,15.54,15.54,15.54,0.0,0.0,16.51,16.51,16.51,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-01-06,19.34,19.34,19.34,0.0,0.0,19.73,19.73,19.73,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-01-13,20.0,20.0,20.0,0.0,0.0,21.26,21.26,21.26,0.0,0.0,19.58,19.58,19.58,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-01-20,20.38,20.38,20.38,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-01-27,21.23,21.23,21.23,0.0,0.0,22.86,22.86,22.86,0.0,0.0,21.19,21.19,21.19,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-02-03,19.54,19.54,19.54,0.0,0.0,19.67,19.67,19.67,0.0,0.0,18.85,18.85,18.85,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-02-10,22.26,22.26,22.26,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2019-02-17,24.45,24.45,24.45,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-02-24,23.86,23.86,23.86,0.0,0.0,24.3,24.3,24.3,0.0,0.0,21.86,21.86,21.86,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-03-03,21.14,21.14,21.14,0.0,0.0,22.52,22.52,22.52,0.0,0.0,20.5,20.5,20.5,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-03-10,24.47,24.47,24.47,0.0,0.0,25.42,25.42,25.42,0.0,0.0,24.36,24.36,24.36,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-03-17,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,24.52,24.52,24.52,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-03-24,27.33,27.33,27.33,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-03-31,30.14,30.14,30.14,0.0,0.0,31.36,31.36,31.36,0.0,0.0,30.03,30.03,30.03,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2019-04-07,32.79,32.79,32.79,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-04-14,32.31,32.31,32.31,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-04-21,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,29.58,29.58,29.58,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-04-28,29.1,29.1,29.1,0.0,0.0,29.94,29.94,29.94,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-05-05,28.55,28.55,28.55,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-05-12,30.97,30.97,30.97,0.0,0.0,31.57,31.57,31.57,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-05-19,24.4,24.4,24.4,0.0,0.0,24.52,24.52,24.52,0.0,0.0,22.87,22.87,22.87,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-05-26,19.88,19.88,19.88,0.0,0.0,20.39,20.39,20.39,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-06-02,17.24,17.24,17.24,0.0,0.0,18.82,18.82,18.82,0.0,0.0,17.2,17.2,17.2,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-06-09,16.87,16.87,16.87,0.0,0.0,17.42,17.42,17.42,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2019-06-16,21.13,21.13,21.13,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-06-23,23.68,23.68,23.68,0.0,0.0,23.77,23.77,23.77,0.0,0.0,21.71,21.71,21.71,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-06-30,20.85,20.85,20.85,0.0,0.0,21.52,21.52,21.52,0.0,0.0,20.7,20.7,20.7,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-07-07,24.34,24.34,24.34,0.0,0.0,24.79,24.79,24.79,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-07-14,19.14,19.14,19.14,0.0,0.0,19.7,19.7,19.7,0.0,0.0,18.46,18.46,18.46,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2019-07-21,19.44,19.44,19.44,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2019-07-28,18.62,18.62,18.62,0.0,0.0,18.69,18.69,18.69,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2019-08-04,16.67,16.67,16.67,0.0,0.0,17.3,17.3,17.3,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-08-11,17.0,17.0,17.0,0.0,0.0,17.28,17.28,17.28,0.0,0.0,16.6,16.6,16.6,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2019-08-18,16.42,16.42,16.42,0.0,0.0,17.21,17.21,17.21,0.0,0.0,15.8,15.8,15.8,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2019-08-25,18.69,18.69,18.69,0.0,0.0,18.74,18.74,18.74,0.0,0.0,16.83,16.83,16.83,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-09-01,17.31,17.31,17.31,0.0,0.0,19.14,19.14,19.14,0.0,0.0,17.1,17.1,17.1,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2019-09-08,17.46,17.46,17.46,0.0,0.0,17.55,17.55,17.55,0.0,0.0,16.91,16.91,16.91,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2019-09-15,19.8,19.8,19.8,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-09-22,16.71,16.71,16.71,0.0,0.0,17.88,17.88,17.88,0.0,0.0,16.6,16.6,16.6,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2019-09-29,14.5,14.5,14.5,0.0,0.0,14.77,14.77,14.77,0.0,0.0,13.74,13.74,13.74,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2019-10-06,15.27,15.27,15.27,0.0,0.0,16.5,16.5,16.5,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-10-13,15.55,15.55,15.55,0.0,0.0,15.76,15.76,15.76,0.0,0.0,14.83,14.83,14.83,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-10-20,17.19,17.19,17.19,0.0,0.0,17.79,17.79,17.79,0.0,0.0,16.73,16.73,16.73,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2019-10-27,16.08,16.08,16.08,0.0,0.0,17.3,17.3,17.3,0.0,0.0,16.03,16.03,16.03,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2019-11-03,17.08,17.08,17.08,0.0,0.0,18.3,18.3,18.3,0.0,0.0,16.7,16.7,16.7,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-11-10,17.77,17.77,17.77,0.0,0.0,18.85,18.85,18.85,0.0,0.0,17.74,17.74,17.74,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2019-11-17,19.07,19.07,19.07,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-11-24,17.78,17.78,17.78,0.0,0.0,17.79,17.79,17.79,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-12-01,18.37,18.37,18.37,0.0,0.0,20.14,20.14,20.14,0.0,0.0,18.37,18.37,18.37,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-12-08,19.74,19.74,19.74,0.0,0.0,20.78,20.78,20.78,0.0,0.0,19.65,19.65,19.65,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-12-15,21.26,21.26,21.26,0.0,0.0,21.3,21.3,21.3,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-12-22,22.32,22.32,22.32,0.0,0.0,22.45,22.45,22.45,0.0,0.0,21.8,21.8,21.8,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-12-29,23.95,23.95,23.95,0.0,0.0,24.19,24.19,24.19,0.0,0.0,22.79,22.79,22.79,0.0,0.0,23.58,23.58,23.58,0.0,0.0
