Date,ETFMG Alternative Harvest ETF_Open_average,ETFMG Alternative Harvest ETF_Open_max,ETFMG Alternative Harvest ETF_Open_min,ETFMG Alternative Harvest ETF_Open_volatility,ETFMG Alternative Harvest ETF_Open_change,ETFMG Alternative Harvest ETF_High_average,ETFMG Alternative Harvest ETF_High_max,ETFMG Alternative Harvest ETF_High_min,ETFMG Alternative Harvest ETF_High_volatility,ETFMG Alternative Harvest ETF_High_change,ETFMG Alternative Harvest ETF_Low_average,ETFMG Alternative Harvest ETF_Low_max,ETFMG Alternative Harvest ETF_Low_min,ETFMG Alternative Harvest ETF_Low_volatility,ETFMG Alternative Harvest ETF_Low_change,ETFMG Alternative Harvest ETF_Close_average,ETFMG Alternative Harvest ETF_Close_max,ETFMG Alternative Harvest ETF_Close_min,ETFMG Alternative Harvest ETF_Close_volatility,ETFMG Alternative Harvest ETF_Close_change
2019-07-21,28.39,28.39,28.39,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-07-28,27.48,27.48,27.48,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.45,27.45,27.45,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-08-04,28.84,28.84,28.84,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-08-11,25.71,25.71,25.71,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.71,25.71,25.71,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-08-18,25.25,25.25,25.25,0.0,0.0,25.69,25.69,25.69,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-08-25,24.45,24.45,24.45,0.0,0.0,24.5,24.5,24.5,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-09-01,25.4,25.4,25.4,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-09-08,25.26,25.26,25.26,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-09-15,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-09-22,22.08,22.08,22.08,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-09-29,21.15,21.15,21.15,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2019-10-06,18.74,18.74,18.74,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-10-13,20.2,20.2,20.2,0.0,0.0,20.23,20.23,20.23,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2019-10-20,20.32,20.32,20.32,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-10-27,19.45,19.45,19.45,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-11-03,18.82,18.82,18.82,0.0,0.0,19.65,19.65,19.65,0.0,0.0,18.8,18.8,18.8,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-11-10,16.86,16.86,16.86,0.0,0.0,17.09,17.09,17.09,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2019-11-17,18.44,18.44,18.44,0.0,0.0,18.48,18.48,18.48,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-11-24,17.35,17.35,17.35,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.26,17.26,17.26,0.0,0.0
2019-12-01,16.84,16.84,16.84,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-12-08,17.72,17.72,17.72,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-12-15,17.1,17.1,17.1,0.0,0.0,17.2,17.2,17.2,0.0,0.0,16.91,16.91,16.91,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2019-12-22,16.73,16.73,16.73,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2019-12-29,16.79,16.79,16.79,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.73,16.73,16.73,0.0,0.0
